filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2030820105323020386	JRC_SS00729_Brain_20140624_33_A1_20x	P{R58G11-p65.AD}	P{R81D05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00729|GMR_SS00729|JRC_SS00729	FlyLightRaw:SS00729|FlyLightRawSlideCode:20140624_33_A1|jrc_slide_code_api:20140624_33_A1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_A1', age: 'Day 1-5'
20x-Brain-2030820108032540770	JRC_SS00729_Brain_20140624_33_A2_20x	P{R58G11-p65.AD}	P{R81D05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00729|GMR_SS00729|JRC_SS00729	FlyLightRaw:SS00729|FlyLightRawSlideCode:20140624_33_A2|jrc_slide_code_api:20140624_33_A2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_A2', age: 'Day 1-5'
20x-Brain-2030820111434121314	JRC_SS00729_Brain_20140624_33_A3_20x	P{R58G11-p65.AD}	P{R81D05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00729|GMR_SS00729|JRC_SS00729	FlyLightRaw:SS00729|FlyLightRawSlideCode:20140624_33_A3|jrc_slide_code_api:20140624_33_A3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_A3', age: 'Day 1-5'
20x-Brain-2030820118103064674	JRC_SS00730_Brain_20140624_33_B3_20x	P{R75C10-p65.AD}	P{R87D07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00730|GMR_SS00730|JRC_SS00730	FlyLightRaw:SS00730|FlyLightRawSlideCode:20140624_33_B3|jrc_slide_code_api:20140624_33_B3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_B3', age: 'Day 1-5'
20x-Brain-2030820121819218018	JRC_SS00730_Brain_20140624_33_B4_20x	P{R75C10-p65.AD}	P{R87D07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00730|GMR_SS00730|JRC_SS00730	FlyLightRaw:SS00730|FlyLightRawSlideCode:20140624_33_B4|jrc_slide_code_api:20140624_33_B4	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_B4', age: 'Day 1-5'
20x-Brain-2025678963405226082	JRC_SS00731_Brain_20140624_33_C1_20x	P{R22C05-p65.AD}	P{R56G08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00731|GMR_SS00731|JRC_SS00731	FlyLightRaw:SS00731|FlyLightRawSlideCode:20140624_33_C1|jrc_slide_code_api:20140624_33_C1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_C1', age: 'Day 1-5'
20x-Brain-2025678993566466146	JRC_SS00731_Brain_20140624_33_C3_20x	P{R22C05-p65.AD}	P{R56G08-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00731|GMR_SS00731|JRC_SS00731	FlyLightRaw:SS00731|FlyLightRawSlideCode:20140624_33_C3|jrc_slide_code_api:20140624_33_C3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_C3', age: 'Day 1-5'
20x-Brain-2030820128462995554	JRC_SS00732_Brain_20140624_33_D1_20x	P{R14F03-p65.AD}	P{R24C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00732|GMR_SS00732|JRC_SS00732	FlyLightRaw:SS00732|FlyLightRawSlideCode:20140624_33_D1|jrc_slide_code_api:20140624_33_D1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_D1', age: 'Day 1-5'
20x-Brain-2030820137875013730	JRC_SS00733_Brain_20140624_33_E2_20x	P{R58E07-p65.AD}	P{R39H12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00733|GMR_SS00733|JRC_SS00733	FlyLightRaw:SS00733|FlyLightRawSlideCode:20140624_33_E2|jrc_slide_code_api:20140624_33_E2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_E2', age: 'Day 1-5'
20x-Brain-2030820140991381602	JRC_SS00733_Brain_20140624_33_E3_20x	P{R58E07-p65.AD}	P{R39H12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00733|GMR_SS00733|JRC_SS00733	FlyLightRaw:SS00733|FlyLightRawSlideCode:20140624_33_E3|jrc_slide_code_api:20140624_33_E3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140624_33_E3', age: 'Day 1-5'
