filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2762146477026312290	JRC_SS67727_Brain_20200110_47_A6_20x	P{VT064565-p65.AD}	P{VT026018-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS67727|JRC_SS67727	FlyLightSplit:SS67727|FlyLightSplitSlideCode:20200110_47_A6|jrc_slide_code_api:20200110_47_A6|neuronbridge:SS67727	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200110_47_A6', age: 'Day 1-5'
20x-Brain-2955658904920391778	JRC_SS76057_Brain_20210702_49_B6_20x	PBac{R52H01-p65.AD}	P{VT008170-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS76057|JRC_SS76057	FlyLightSplit:SS76057|FlyLightSplitSlideCode:20210702_49_B6|jrc_slide_code_api:20210702_49_B6|neuronbridge:SS76057	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20210702_49_B6', age: 'Day 1-5'
20x-Brain-2968685299770589282	JRC_SS77383_Brain_20210806_44_H3_20x	P{VT055854-p65.AD}	P{VT009855-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS77383|JRC_SS77383	FlyLightSplit:SS77383|FlyLightSplitSlideCode:20210806_44_H3|jrc_slide_code_api:20210806_44_H3|neuronbridge:SS77383	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20210806_44_H3', age: 'Day 1-5'
20x-Brain-3072261906480758882	JRC_SS95105_Brain_20220520_45_F2_20x	P{R91D10-p65.AD}	P{VT037865-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS95105|JRC_SS95105	FlyLightSplit:SS95105|FlyLightSplitSlideCode:20220520_45_F2|jrc_slide_code_api:20220520_45_F2|neuronbridge:SS95105	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20220520_45_F2', age: 'Day 1-5'
20x-Brain-3087549647892250722	JRC_SS96996_Brain_20220701_45_A3_20x	P{R47A08-p65.AD}	P{R71C11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS96996|JRC_SS96996	FlyLightSplit:SS96996|FlyLightSplitSlideCode:20220701_45_A3|jrc_slide_code_api:20220701_45_A3|neuronbridge:SS96996	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20220701_45_A3', age: 'Day 1-5'
20x-Brain-3112839420194062434	JRC_SS96995_Brain_20220902_43_J2_20x	P{VT033301-p65.AD}	P{R71C11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS96995|JRC_SS96995	FlyLightSplit:SS96995|FlyLightSplitSlideCode:20220902_43_J2|jrc_slide_code_api:20220902_43_J2|neuronbridge:SS96995	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20220902_43_J2', age: 'Day 1-5'
20x-Brain-3142981009608278114	JRC_SS97567_Brain_20221202_44_B4_20x	P{R93A02-p65.AD}	P{R15C03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS97567|JRC_SS97567	FlyLightSplit:SS97567|FlyLightSplitSlideCode:20221202_44_B4|jrc_slide_code_api:20221202_44_B4|neuronbridge:SS97567	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20221202_44_B4', age: 'Day 1-5'
20x-VNC-2762146477026312290	JRC_SS67727_VNC_20200110_47_A6_20x	P{VT064565-p65.AD}	P{VT026018-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS67727|JRC_SS67727	FlyLightSplit:SS67727|FlyLightSplitSlideCode:20200110_47_A6|jrc_slide_code_api:20200110_47_A6|neuronbridge:SS67727	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200110_47_A6', age: 'Day 1-5'
20x-VNC-2955658904920391778	JRC_SS76057_VNC_20210702_49_B6_20x	PBac{R52H01-p65.AD}	P{VT008170-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS76057|JRC_SS76057	FlyLightSplit:SS76057|FlyLightSplitSlideCode:20210702_49_B6|jrc_slide_code_api:20210702_49_B6|neuronbridge:SS76057	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20210702_49_B6', age: 'Day 1-5'
20x-VNC-2968685299770589282	JRC_SS77383_VNC_20210806_44_H3_20x	P{VT055854-p65.AD}	P{VT009855-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS77383|JRC_SS77383	FlyLightSplit:SS77383|FlyLightSplitSlideCode:20210806_44_H3|jrc_slide_code_api:20210806_44_H3|neuronbridge:SS77383	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20210806_44_H3', age: 'Day 1-5'
