filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2081688858289766498	JRC_SS02408_Brain_20141201_31_D1_20x	P{VT004319-p65.AD}	P{VT044492-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02408|BJD_SS02408|JRC_SS02408	FlyLightSplit:SS02408|FlyLightSplitSlideCode:20141201_31_D1|jrc_slide_code_api:20141201_31_D1|neuronbridge:SS02408	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141201_31_D1', age: 'Day 1-5'
20x-Brain-2082979990449684578	JRC_SS02408_Brain_20141201_31_D2_20x	P{VT004319-p65.AD}	P{VT044492-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02408|BJD_SS02408|JRC_SS02408	FlyLightSplit:SS02408|FlyLightSplitSlideCode:20141201_31_D2|jrc_slide_code_api:20141201_31_D2|neuronbridge:SS02408	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141201_31_D2', age: 'Day 1-5'
20x-Brain-2081688860923789410	JRC_SS02408_Brain_20141201_31_D3_20x	P{VT004319-p65.AD}	P{VT044492-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02408|BJD_SS02408|JRC_SS02408	FlyLightSplit:SS02408|FlyLightSplitSlideCode:20141201_31_D3|jrc_slide_code_api:20141201_31_D3|neuronbridge:SS02408	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141201_31_D3', age: 'Day 1-5'
20x-Brain-2081688862165303394	JRC_SS02408_Brain_20141201_31_D4_20x	P{VT004319-p65.AD}	P{VT044492-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02408|BJD_SS02408|JRC_SS02408	FlyLightSplit:SS02408|FlyLightSplitSlideCode:20141201_31_D4|jrc_slide_code_api:20141201_31_D4|neuronbridge:SS02408	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141201_31_D4', age: 'Day 1-5'
20x-Brain-2082980001476509794	JRC_SS02408_Brain_20141201_31_D5_20x	P{VT004319-p65.AD}	P{VT044492-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02408|BJD_SS02408|JRC_SS02408	FlyLightSplit:SS02408|FlyLightSplitSlideCode:20141201_31_D5|jrc_slide_code_api:20141201_31_D5|neuronbridge:SS02408	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141201_31_D5', age: 'Day 1-5'
20x-Brain-2082361767337394274	JRC_SS02440_Brain_20141201_32_I2_20x	P{VT029598-p65.AD}	P{VT048331-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02440|BJD_SS02440|JRC_SS02440	FlyLightSplit:SS02440|FlyLightSplitSlideCode:20141201_32_I2|jrc_slide_code_api:20141201_32_I2|neuronbridge:SS02440	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141201_32_I2', age: 'Day 1-5'
20x-Brain-2093210963254706274	JRC_SS02440_Brain_20141201_32_I3_20x	P{VT029598-p65.AD}	P{VT048331-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02440|BJD_SS02440|JRC_SS02440	FlyLightSplit:SS02440|FlyLightSplitSlideCode:20141201_32_I3|jrc_slide_code_api:20141201_32_I3|neuronbridge:SS02440	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141201_32_I3', age: 'Day 1-5'
20x-Brain-2082361769925279842	JRC_SS02440_Brain_20141201_32_I4_20x	P{VT029598-p65.AD}	P{VT048331-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02440|BJD_SS02440|JRC_SS02440	FlyLightSplit:SS02440|FlyLightSplitSlideCode:20141201_32_I4|jrc_slide_code_api:20141201_32_I4|neuronbridge:SS02440	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141201_32_I4', age: 'Day 1-5'
20x-Brain-2133018188504367202	JRC_SS02580_Brain_20150210_31_G1_20x	P{VT029598-p65.AD}	P{VT005006-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02580|BJD_SS02580|JRC_SS02580	FlyLightSplit:SS02580|FlyLightSplitSlideCode:20150210_31_G1|jrc_slide_code_api:20150210_31_G1|neuronbridge:SS02580	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150210_31_G1', age: 'Day 1-5'
20x-Brain-2133018198524559458	JRC_SS02580_Brain_20150210_31_G2_20x	P{VT029598-p65.AD}	P{VT005006-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS02580|BJD_SS02580|JRC_SS02580	FlyLightSplit:SS02580|FlyLightSplitSlideCode:20150210_31_G2|jrc_slide_code_api:20150210_31_G2|neuronbridge:SS02580	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20150210_31_G2', age: 'Day 1-5'
