filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-1943163746696298503	JRC_SS00045_Brain_20130319_33_F1_20x	P{R72G03-p65.AD}	P{R14C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00045|GMR_SS00045|JRC_SS00045	FlyLightRaw:SS00045|FlyLightRawSlideCode:20130319_33_F1|jrc_slide_code_api:20130319_33_F1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130319_33_F1', age: 'Day 1-5'
20x-Brain-1943163747677765639	JRC_SS00045_Brain_20130319_33_F2_20x	P{R72G03-p65.AD}	P{R14C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00045|GMR_SS00045|JRC_SS00045	FlyLightSplit:SS00045|FlyLightSplitSlideCode:20130319_33_F2|jrc_slide_code_api:20130319_33_F2|neuronbridge:SS00045	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130319_33_F2', age: 'Day 1-5'
20x-Brain-1943163748730535943	JRC_SS00045_Brain_20130319_33_F3_20x	P{R72G03-p65.AD}	P{R14C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00045|GMR_SS00045|JRC_SS00045	FlyLightSplit:SS00045|FlyLightSplitSlideCode:20130319_33_F3|jrc_slide_code_api:20130319_33_F3|neuronbridge:SS00045	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130319_33_F3', age: 'Day 1-5'
20x-Brain-1943163749850415111	JRC_SS00045_Brain_20130319_33_F4_20x	P{R72G03-p65.AD}	P{R14C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00045|GMR_SS00045|JRC_SS00045	FlyLightRaw:SS00045|FlyLightRawSlideCode:20130319_33_F4|jrc_slide_code_api:20130319_33_F4	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130319_33_F4', age: 'Day 1-5'
20x-Brain-1943163750693470215	JRC_SS00045_Brain_20130319_33_F5_20x	P{R72G03-p65.AD}	P{R14C07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00045|GMR_SS00045|JRC_SS00045	FlyLightRaw:SS00045|FlyLightRawSlideCode:20130319_33_F5|jrc_slide_code_api:20130319_33_F5	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130319_33_F5', age: 'Day 1-5'
20x-Brain-1943163894692315143	JRC_SS00057_Brain_20130403_32_C1_20x	P{R12C04-p65.AD}	P{R32A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00057|GMR_SS00057|JRC_SS00057	FlyLightRaw:SS00057|FlyLightRawSlideCode:20130403_32_C1|jrc_slide_code_api:20130403_32_C1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130403_32_C1', age: 'Day 1-5'
20x-Brain-1943163895958994951	JRC_SS00057_Brain_20130403_32_C2_20x	P{R12C04-p65.AD}	P{R32A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00057|GMR_SS00057|JRC_SS00057	FlyLightRaw:SS00057|FlyLightRawSlideCode:20130403_32_C2|jrc_slide_code_api:20130403_32_C2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130403_32_C2', age: 'Day 1-5'
20x-Brain-1943163897301172231	JRC_SS00057_Brain_20130403_32_C3_20x	P{R12C04-p65.AD}	P{R32A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00057|GMR_SS00057|JRC_SS00057	FlyLightRaw:SS00057|FlyLightRawSlideCode:20130403_32_C3|jrc_slide_code_api:20130403_32_C3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130403_32_C3', age: 'Day 1-5'
20x-Brain-1943163898563657735	JRC_SS00057_Brain_20130403_32_C4_20x	P{R12C04-p65.AD}	P{R32A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00057|GMR_SS00057|JRC_SS00057	FlyLightSplit:SS00057|FlyLightSplitSlideCode:20130403_32_C4|jrc_slide_code_api:20130403_32_C4|neuronbridge:SS00057	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130403_32_C4', age: 'Day 1-5'
20x-Brain-1943163899817754631	JRC_SS00057_Brain_20130403_32_C5_20x	P{R12C04-p65.AD}	P{R32A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00057|GMR_SS00057|JRC_SS00057	FlyLightSplit:SS00057|FlyLightSplitSlideCode:20130403_32_C5|jrc_slide_code_api:20130403_32_C5|neuronbridge:SS00057	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130403_32_C5', age: 'Day 1-5'
