filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-1903200720857858146	JRC_OL0009B_Brain_20130702_31_B1_20x	P{R71F06-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0009B|GMR_OL0009B|JRC_OL0009B	FlyLightRaw:OL0009B|FlyLightRawSlideCode:20130702_31_B1|jrc_slide_code_api:20130702_31_B1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_B1', age: 'Day 1-5'
20x-Brain-1903200726901850210	JRC_OL0009B_Brain_20130702_31_B3_20x	P{R71F06-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0009B|GMR_OL0009B|JRC_OL0009B	FlyLightRaw:OL0009B|FlyLightRawSlideCode:20130702_31_B3|jrc_slide_code_api:20130702_31_B3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_B3', age: 'Day 1-5'
20x-Brain-1903200798435704930	JRC_OL0012B_Brain_20130702_31_J1_20x	P{R67E03-p65.AD}	P{R94D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0012B|GMR_OL0012B|JRC_OL0012B	FlyLightRaw:OL0012B|FlyLightRawSlideCode:20130702_31_J1|jrc_slide_code_api:20130702_31_J1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_J1', age: 'Day 1-5'
20x-Brain-1917703646829608967	JRC_OL0037B_Brain_20130815_31_E1_20x	P{R87D07-p65.AD}	P{R59B03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0037B|GMR_OL0037B|JRC_OL0037B	FlyLightRaw:OL0037B|FlyLightRawSlideCode:20130815_31_E1|jrc_slide_code_api:20130815_31_E1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130815_31_E1', age: 'Day 1-5'
20x-Brain-1917703651376234503	JRC_OL0037B_Brain_20130815_31_E2_20x	P{R87D07-p65.AD}	P{R59B03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0037B|GMR_OL0037B|JRC_OL0037B	FlyLightRaw:OL0037B|FlyLightRawSlideCode:20130815_31_E2|jrc_slide_code_api:20130815_31_E2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130815_31_E2', age: 'Day 1-5'
20x-Brain-1924199072890093666	JRC_OL0038B_Brain_20130830_32_H1_20x	P{R44A02-p65.AD}	P{R50B11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0038B|GMR_OL0038B|JRC_OL0038B	FlyLightRaw:OL0038B|FlyLightRawSlideCode:20130830_32_H1|jrc_slide_code_api:20130830_32_H1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130830_32_H1', age: 'Day 1-5'
20x-Brain-1924199078736953442	JRC_OL0038B_Brain_20130830_32_H5_20x	P{R44A02-p65.AD}	P{R50B11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0038B|GMR_OL0038B|JRC_OL0038B	FlyLightSplit:OL0038B|FlyLightSplitSlideCode:20130830_32_H5|jrc_slide_code_api:20130830_32_H5|neuronbridge:OL0038B	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130830_32_H5', age: 'Day 1-5'
20x-Brain-1965223411839926279	JRC_OL0037B_Brain_20131210_32_F1_20x	P{R87D07-p65.AD}	P{R59B03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0037B|GMR_OL0037B|JRC_OL0037B	FlyLightRaw:OL0037B|FlyLightRawSlideCode:20131210_32_F1|jrc_slide_code_api:20131210_32_F1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131210_32_F1', age: 'Day 1-5'
20x-Brain-1965223491280044039	JRC_OL0038B_Brain_20131210_32_G3_20x	P{R44A02-p65.AD}	P{R50B11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0038B|GMR_OL0038B|JRC_OL0038B	FlyLightSplit:OL0038B|FlyLightSplitSlideCode:20131210_32_G3|jrc_slide_code_api:20131210_32_G3|neuronbridge:OL0038B	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131210_32_G3', age: 'Day 1-5'
20x-Brain-1965226381264551943	JRC_OL0009B_Brain_20131227_32_B4_20x	P{R71F06-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0009B|GMR_OL0009B|JRC_OL0009B	FlyLightRaw:OL0009B|FlyLightRawSlideCode:20131227_32_B4|jrc_slide_code_api:20131227_32_B4	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131227_32_B4', age: 'Day 1-5'
20x-Brain-1965226394497581063	JRC_OL0009B_Brain_20131227_32_B5_20x	P{R71F06-p65.AD}	P{R35B06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0009B|GMR_OL0009B|JRC_OL0009B	FlyLightRaw:OL0009B|FlyLightRawSlideCode:20131227_32_B5|jrc_slide_code_api:20131227_32_B5	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131227_32_B5', age: 'Day 1-5'
20x-Brain-1965225635244670983	JRC_OL0012B_Brain_20131227_31_D2_20x	P{R67E03-p65.AD}	P{R94D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0012B|GMR_OL0012B|JRC_OL0012B	FlyLightRaw:OL0012B|FlyLightRawSlideCode:20131227_31_D2|jrc_slide_code_api:20131227_31_D2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131227_31_D2', age: 'Day 1-5'
20x-Brain-1965225838660026375	JRC_OL0012B_Brain_20131227_31_D3_20x	P{R67E03-p65.AD}	P{R94D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	OL0012B|GMR_OL0012B|JRC_OL0012B	FlyLightRaw:OL0012B|FlyLightRawSlideCode:20131227_31_D3|jrc_slide_code_api:20131227_31_D3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131227_31_D3', age: 'Day 1-5'
