filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-1841433300258783330	JRC_MB335C_Brain_20121204_32_E1_20x	PBac{R58E02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB335C|GMR_MB335C|JRC_MB335C	FlyLightRaw:MB335C|FlyLightRawSlideCode:20121204_32_E1|jrc_slide_code_api:20121204_32_E1	tile(s): 'brain', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP2/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20121204_32_E1', age: 'Day 6-10'
20x-Brain-1841433300548190306	JRC_MB335C_Brain_20121204_32_E2_20x	PBac{R58E02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB335C|GMR_MB335C|JRC_MB335C	FlyLightRaw:MB335C|FlyLightRawSlideCode:20121204_32_E2|jrc_slide_code_api:20121204_32_E2	tile(s): 'brain', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP2/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20121204_32_E2', age: 'Day 6-10'
20x-Brain-1858873190005080162	JRC_MB335C_Brain_20121204_32_E3_20x	PBac{R58E02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB335C|GMR_MB335C|JRC_MB335C	FlyLightRaw:MB335C|FlyLightRawSlideCode:20121204_32_E3|jrc_slide_code_api:20121204_32_E3	tile(s): 'brain', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP2/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20121204_32_E3', age: 'Day 6-10'
20x-Brain-1858873190139297890	JRC_MB335C_Brain_20121204_32_E4_20x	PBac{R58E02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB335C|GMR_MB335C|JRC_MB335C	FlyLightRaw:MB335C|FlyLightRawSlideCode:20121204_32_E4|jrc_slide_code_api:20121204_32_E4	tile(s): 'brain', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP2/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20121204_32_E4', age: 'Day 6-10'
20x-Brain-1858873190277709922	JRC_MB335C_Brain_20121204_32_E5_20x	PBac{R58E02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB335C|GMR_MB335C|JRC_MB335C	FlyLightRaw:MB335C|FlyLightRawSlideCode:20121204_32_E5|jrc_slide_code_api:20121204_32_E5	tile(s): 'brain', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP2/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20121204_32_E5', age: 'Day 6-10'
20x-Brain-1846510922021994594	JRC_MB209B_Brain_20130116_31_F1_20x	P{R76F05-p65.AD}	P{R24C05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB209B|GMR_MB209B|JRC_MB209B	FlyLightRaw:MB209B|FlyLightRawSlideCode:20130116_31_F1|jrc_slide_code_api:20130116_31_F1	tile(s): 'brain', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130116_31_F1', age: 'Day 6-10'
20x-Brain-1846510922265264226	JRC_MB209B_Brain_20130116_31_F2_20x	P{R76F05-p65.AD}	P{R24C05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB209B|GMR_MB209B|JRC_MB209B	FlyLightRaw:MB209B|FlyLightRawSlideCode:20130116_31_F2|jrc_slide_code_api:20130116_31_F2	tile(s): 'brain', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130116_31_F2', age: 'Day 6-10'
20x-Brain-1846510922521116770	JRC_MB209B_Brain_20130116_31_F3_20x	P{R76F05-p65.AD}	P{R24C05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB209B|GMR_MB209B|JRC_MB209B	FlyLightRaw:MB209B|FlyLightRawSlideCode:20130116_31_F3|jrc_slide_code_api:20130116_31_F3	tile(s): 'brain', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130116_31_F3', age: 'Day 6-10'
20x-Brain-2021419154535350370	JRC_MB209B_Brain_20140530_41_F1_20x	P{R76F05-p65.AD}	P{R24C05-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	MB209B|GMR_MB209B|JRC_MB209B	FlyLightRaw:MB209B|FlyLightRawSlideCode:20140530_41_F1|jrc_slide_code_api:20140530_41_F1	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140530_41_F1', age: 'Day 1-5'
20x-VNC-1841433300258783330	JRC_MB335C_VNC_20121204_32_E1_20x	PBac{R58E02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	MB335C|GMR_MB335C|JRC_MB335C	FlyLightRaw:MB335C|FlyLightRawSlideCode:20121204_32_E1|jrc_slide_code_api:20121204_32_E1	tile(s): 'ventral_nerve_cord', effector genotype: 'w;3XpJFRC-TLN-smV5 in su(Hw)attP5;5XUAS-IVS-myr::smFLAG in VK00005_pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP2/CyO::TM6b', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20121204_32_E1', age: 'Day 6-10'
