filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2481649589082390626	JRC_SS03661_Brain_20170714_46_F1_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20170714_46_F1|jrc_slide_code_api:20170714_46_F1	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170714_46_F1', age: 'Day 1-5'
20x-Brain-2216633666958786658	JRC_SS03661_Brain_20151117_32_B1_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20151117_32_B1|jrc_slide_code_api:20151117_32_B1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151117_32_B1', age: 'Day 1-5'
20x-Brain-2216633668208689250	JRC_SS03661_Brain_20151117_32_B2_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20151117_32_B2|jrc_slide_code_api:20151117_32_B2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151117_32_B2', age: 'Day 1-5'
20x-Brain-2216633669198544994	JRC_SS03661_Brain_20151117_32_B3_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20151117_32_B3|jrc_slide_code_api:20151117_32_B3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151117_32_B3', age: 'Day 1-5'
20x-Brain-2209959208512651362	JRC_SS03661_Brain_20151117_32_B4_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20151117_32_B4|jrc_slide_code_api:20151117_32_B4	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151117_32_B4', age: 'Day 1-5'
20x-VNC-2481649589082390626	JRC_SS03661_VNC_20170714_46_F1_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	female organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20170714_46_F1|jrc_slide_code_api:20170714_46_F1	tile(s): 'ventral_nerve_cord', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170714_46_F1', age: 'Day 1-5'
20x-VNC-2216633666958786658	JRC_SS03661_VNC_20151117_32_B1_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20151117_32_B1|jrc_slide_code_api:20151117_32_B1	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151117_32_B1', age: 'Day 1-5'
20x-VNC-2216633668208689250	JRC_SS03661_VNC_20151117_32_B2_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20151117_32_B2|jrc_slide_code_api:20151117_32_B2	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151117_32_B2', age: 'Day 1-5'
20x-VNC-2216633669198544994	JRC_SS03661_VNC_20151117_32_B3_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20151117_32_B3|jrc_slide_code_api:20151117_32_B3	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151117_32_B3', age: 'Day 1-5'
20x-VNC-2209959208512651362	JRC_SS03661_VNC_20151117_32_B4_20x	P{R15A01-p65.AD}	P{R71G01-GAL4.DBD}	male organism|adult ventral nerve cord	JRC2018UnisexVNC_c	SS03661|JRC_SS03661	FlyLightRaw:SS03661|FlyLightRawSlideCode:20151117_32_B4|jrc_slide_code_api:20151117_32_B4	tile(s): 'ventral_nerve_cord', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151117_32_B4', age: 'Day 1-5'
