filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2442777504008634466	JRC_SS33380_Brain_20170823_32_C1_20x	P{R19F01-p65.AD}	P{R60A06-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS33380|JRC_SS33380	FlyLightRaw:SS33380|FlyLightRawSlideCode:20170823_32_C1|jrc_slide_code_api:20170823_32_C1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20170823_32_C1', age: 'Day 1-5'
20x-Brain-2442777504067354722	JRC_SS33380_Brain_20170823_32_C2_20x	P{R19F01-p65.AD}	P{R60A06-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS33380|JRC_SS33380	FlyLightRaw:SS33380|FlyLightRawSlideCode:20170823_32_C2|jrc_slide_code_api:20170823_32_C2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20170823_32_C2', age: 'Day 1-5'
20x-Brain-2442777504126074978	JRC_SS33380_Brain_20170823_32_C3_20x	P{R19F01-p65.AD}	P{R60A06-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS33380|JRC_SS33380	FlyLightRaw:SS33380|FlyLightRawSlideCode:20170823_32_C3|jrc_slide_code_api:20170823_32_C3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20170823_32_C3', age: 'Day 1-5'
20x-Brain-2442777504205766754	JRC_SS33380_Brain_20170823_32_C4_20x	P{R19F01-p65.AD}	P{R60A06-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS33380|JRC_SS33380	FlyLightRaw:SS33380|FlyLightRawSlideCode:20170823_32_C4|jrc_slide_code_api:20170823_32_C4	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20170823_32_C4', age: 'Day 1-5'
20x-Brain-2447938578009817186	JRC_SS33433_Brain_20170830_33_G1_20x	P{R94D12-p65.AD}	P{VT060731-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS33433|JRC_SS33433	FlyLightRaw:SS33433|FlyLightRawSlideCode:20170830_33_G1|jrc_slide_code_api:20170830_33_G1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170830_33_G1', age: 'Day 1-5'
20x-Brain-2447938578248892514	JRC_SS33433_Brain_20170830_33_G5_20x	P{R94D12-p65.AD}	P{VT060731-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS33433|JRC_SS33433	FlyLightRaw:SS33433|FlyLightRawSlideCode:20170830_33_G5|jrc_slide_code_api:20170830_33_G5	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170830_33_G5', age: 'Day 1-5'
20x-Brain-2454857606410272866	JRC_SS25488_Brain_20170922_33_G1_20x	P{VT029593-p65.AD}	P{VT020527-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS25488|JRC_SS25488	FlyLightRaw:SS25488|FlyLightRawSlideCode:20170922_33_G1|jrc_slide_code_api:20170922_33_G1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170922_33_G1', age: 'Day 1-5'
20x-Brain-2454857606531907682	JRC_SS25488_Brain_20170922_33_G3_20x	P{VT029593-p65.AD}	P{VT020527-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS25488|JRC_SS25488	FlyLightRaw:SS25488|FlyLightRawSlideCode:20170922_33_G3|jrc_slide_code_api:20170922_33_G3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170922_33_G3', age: 'Day 1-5'
20x-Brain-2454857606657736802	JRC_SS25488_Brain_20170922_33_G5_20x	P{VT029593-p65.AD}	P{VT020527-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS25488|JRC_SS25488	FlyLightRaw:SS25488|FlyLightRawSlideCode:20170922_33_G5|jrc_slide_code_api:20170922_33_G5	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170922_33_G5', age: 'Day 1-5'
20x-Brain-2512105075912999010	JRC_SS50004_Brain_20180223_46_E1_20x	P{VT017645-p65.AD}	P{VT049348-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS50004|JRC_SS50004	FlyLightSplit:SS50004|FlyLightSplitSlideCode:20180223_46_E1|jrc_slide_code_api:20180223_46_E1|neuronbridge:SS50004	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180223_46_E1', age: 'Day 1-5'
