object_name	relation	subject_id	subject_name
bilateral campaniform sensillum neuron of mesothoracic leg	is_a	VFB_0010286e	neuron 47841 (FANC:513330)
bilateral campaniform sensillum neuron of mesothoracic leg	is_a	VFB_001028fv	neuron 53002 (FANC:517632)
bilateral campaniform sensillum neuron of mesothoracic leg	is_a	VFB_001027zp	neuron 69867 (FANC:510985)
bilateral campaniform sensillum neuron of mesothoracic leg	is_a	VFB_001028ku	bilateral campaniform sensillum neuron - right T2 - R43C10 MCFO D1 (FANC:552075)
bilateral campaniform sensillum neuron of mesothoracic leg	is_a	VFB_0010290q	neuron 69867 - flipped (FANC:628943)
bilateral campaniform sensillum neuron of metathoracic leg	is_a	VFB_0010288y	neuron 80857 (FANC:514311)
bilateral campaniform sensillum neuron of metathoracic leg	is_a	VFB_001028fg	neuron 81590 (FANC:517442)
bilateral campaniform sensillum neuron of metathoracic leg	is_a	VFB_0010287r	neuron 80737 (FANC:513878)
bilateral campaniform sensillum neuron of metathoracic leg	is_a	VFB_001028ew	neuron 81519 (FANC:517172)
bilateral campaniform sensillum neuron of metathoracic leg	is_a	VFB_0010290s	neuron 81590 - flipped (FANC:629043)
bilateral campaniform sensillum neuron of metathoracic leg	is_a	VFB_0010290p	neuron 80737 - flipped (FANC:628838)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_0010290r	neuron 34070 - flipped (FANC:629006)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_0010290t	neuron 79293 - flipped (FANC:629105)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001028d6	neuron 79293 (FANC:516184)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001027zd	neuron 26821 (FANC:510815)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_0010282o	neuron 20918 (FANC:512068)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001028bw	neuron 34070 (FANC:515577)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001028kz	bilateral campaniform sensillum neuron - left T1 - R43C10 MCFO D5 (FANC:555749)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001028l0	bilateral campaniform sensillum neuron - right T1 - R43C10 MCFO D5 (FANC:555771)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001028kr	bilateral campaniform sensillum neuron - left T1 - R43C10 MCFO D1 (FANC:552050)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001028ks	bilateral campaniform sensillum neuron - right T1 - R43C10 MCFO D1 (FANC:552055)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001028k6	bilateral campaniform sensillum neuron - left T1 - R43C10 MCFO D4 (FANC:546504)
bilateral campaniform sensillum neuron of prothoracic leg	is_a	VFB_001028k9	bilateral campaniform sensillum neuron - right T1 - R43C10 MCFO D4 (FANC:546577)
bristle sensory neuron	is_a	VFB_0010290u	neuron 22019 (FANC:663940)
bristle sensory neuron	is_a	VFB_0010292w	neuron 22263 (FANC:664655)
bristle sensory neuron	is_a	VFB_0010290y	neuron 22804 (FANC:663996)
bristle sensory neuron	is_a	VFB_0010291f	neuron 22811 (FANC:664088)
bristle sensory neuron	is_a	VFB_0010291n	neuron 22818 (FANC:664198)
bristle sensory neuron	is_a	VFB_0010292q	neuron 22880 (FANC:664577)
bristle sensory neuron	is_a	VFB_0010291j	neuron 23455 (FANC:664142)
bristle sensory neuron	is_a	VFB_0010291o	neuron 23460 (FANC:664211)
bristle sensory neuron	is_a	VFB_0010291q	neuron 23846 (FANC:664237)
bristle sensory neuron	is_a	VFB_0010290x	neuron 24336 (FANC:663982)
bristle sensory neuron	is_a	VFB_0010292a	neuron 24377 (FANC:664371)
bristle sensory neuron	is_a	VFB_0010292m	neuron 24406 (FANC:664526)
bristle sensory neuron	is_a	VFB_0010291u	neuron 24489 (FANC:664290)
bristle sensory neuron	is_a	VFB_0010291z	neuron 24502 (FANC:664357)
bristle sensory neuron	is_a	VFB_0010292c	neuron 24646 (FANC:664397)
bristle sensory neuron	is_a	VFB_0010291v	neuron 25131 (FANC:664303)
bristle sensory neuron	is_a	VFB_0010292n	neuron 25305 (FANC:664539)
bristle sensory neuron	is_a	VFB_0010291k	neuron 25375 (FANC:664155)
bristle sensory neuron	is_a	VFB_0010291h	neuron 25499 (FANC:664116)
bristle sensory neuron	is_a	VFB_0010293a	neuron 25598 (FANC:664708)
bristle sensory neuron	is_a	VFB_001028af	neuron 25710 (FANC:514866)
bristle sensory neuron	is_a	VFB_0010291r	neuron 25891 (FANC:664250)
bristle sensory neuron	is_a	VFB_0010291s	neuron 26146 (FANC:664263)
bristle sensory neuron	is_a	VFB_0010291b	neuron 26263 (FANC:664035)
bristle sensory neuron	is_a	VFB_0010292b	neuron 26432 (FANC:664384)
bristle sensory neuron	is_a	VFB_0010292d	neuron 26439 (FANC:664410)
bristle sensory neuron	is_a	VFB_0010292f	neuron 26569 (FANC:664436)
bristle sensory neuron	is_a	VFB_0010292z	neuron 27004 (FANC:664695)
bristle sensory neuron	is_a	VFB_0010291y	neuron 435 (FANC:664344)
bristle sensory neuron	is_a	VFB_0010292u	neuron 22005 (FANC:664629)
bristle sensory neuron	is_a	VFB_0010291a	neuron 26390 (FANC:664022)
bristle sensory neuron	is_a	VFB_0010292x	neuron 127221 (FANC:664669)
bristle sensory neuron	is_a	VFB_001028b2	neuron 23747 (FANC:515181)
bristle sensory neuron	is_a	VFB_001028es	neuron 20068 (FANC:517119)
bristle sensory neuron	is_a	VFB_0010281v	neuron 24957 (FANC:511812)
bristle sensory neuron	is_a	VFB_0010289g	neuron 25591 (FANC:514422)
bristle sensory neuron	is_a	VFB_0010284o	neuron 569 (FANC:512795)
bristle sensory neuron	is_a	VFB_0010284q	neuron 573 (FANC:512823)
bristle sensory neuron	is_a	VFB_0010283c	neuron 20950 (FANC:512277)
bristle sensory neuron	is_a	VFB_0010284g	neuron 548 (FANC:512686)
bristle sensory neuron	is_a	VFB_001027ye	neuron 18460 (FANC:510337)
bristle sensory neuron	is_a	VFB_001027yl	neuron 18517 (FANC:510455)
bristle sensory neuron	is_a	VFB_0010282e	neuron 20890 (FANC:511935)
bristle sensory neuron	is_a	VFB_0010283e	neuron 20957 (FANC:512303)
bristle sensory neuron	is_a	VFB_0010283j	neuron 20969 (FANC:512367)
bristle sensory neuron	is_a	VFB_001028d9	neuron 21958 (FANC:516229)
bristle sensory neuron	is_a	VFB_001028g4	neuron 22352 (FANC:517752)
bristle sensory neuron	is_a	VFB_001028g8	neuron 22366 (FANC:517805)
bristle sensory neuron	is_a	VFB_001028gb	neuron 24431 (FANC:517843)
bristle sensory neuron	is_a	VFB_0010280b	neuron 290 (FANC:511157)
bristle sensory neuron	is_a	VFB_0010280s	neuron 323 (FANC:511405)
bristle sensory neuron	is_a	VFB_0010280u	neuron 327 (FANC:511434)
bristle sensory neuron	is_a	VFB_0010280x	neuron 331 (FANC:511475)
bristle sensory neuron	is_a	VFB_0010281b	neuron 339 (FANC:511532)
bristle sensory neuron	is_a	VFB_0010281f	neuron 343 (FANC:511590)
bristle sensory neuron	is_a	VFB_0010281i	neuron 359 (FANC:511630)
bristle sensory neuron	is_a	VFB_0010281x	neuron 387 (FANC:511836)
bristle sensory neuron	is_a	VFB_0010282y	neuron 460 (FANC:512221)
bristle sensory neuron	is_a	VFB_0010284i	neuron 557 (FANC:512713)
bristle sensory neuron	is_a	VFB_0010284l	neuron 561 (FANC:512754)
bristle sensory neuron	is_a	VFB_001028et	neuron 22120 (FANC:517133)
bristle sensory neuron	is_a	VFB_001028f0	neuron 22134 (FANC:517230)
bristle sensory neuron	is_a	VFB_001028f9	neuron 22170 (FANC:517354)
bristle sensory neuron	is_a	VFB_001028fx	neuron 22294 (FANC:517665)
bristle sensory neuron	is_a	VFB_001028g0	neuron 22309 (FANC:517704)
bristle sensory neuron	is_a	VFB_001028ax	neuron 23722 (FANC:515106)
bristle sensory neuron	is_a	VFB_001028fm	neuron 24287 (FANC:517519)
bristle sensory neuron	is_a	VFB_0010289n	neuron 25602 (FANC:514513)
bristle sensory neuron	is_a	VFB_0010283x	neuron 516 (FANC:512559)
bristle sensory neuron	is_a	VFB_0010283t	neuron 20983 (FANC:512505)
bristle sensory neuron	is_a	VFB_0010289t	neuron 23582 (FANC:514593)
bristle sensory neuron	is_a	VFB_001028cc	neuron 23915 (FANC:515783)
bristle sensory neuron	is_a	VFB_001028cb	neuron 25959 (FANC:515769)
bristle sensory neuron	is_a	VFB_001028ch	neuron 25980 (FANC:515846)
bristle sensory neuron	is_a	VFB_001028cp	neuron 23950 (FANC:515950)
bristle sensory neuron	is_a	VFB_001028cl	neuron 21895 (FANC:515897)
bristle sensory neuron	is_a	VFB_001028co	neuron 21902 (FANC:515937)
bristle sensory neuron	is_a	VFB_001028el	neuron 22090 (FANC:517031)
bristle sensory neuron	is_a	VFB_001028fz	neuron 22305 (FANC:517690)
bristle sensory neuron	is_a	VFB_001028gq	neuron 22471 (FANC:518016)
bristle sensory neuron	is_a	VFB_001028gv	neuron 22499 (FANC:518079)
bristle sensory neuron	is_a	VFB_0010281k	neuron 22888 (FANC:511656)
bristle sensory neuron	is_a	VFB_0010281q	neuron 22899 (FANC:511746)
bristle sensory neuron	is_a	VFB_0010282a	neuron 22918 (FANC:511878)
bristle sensory neuron	is_a	VFB_0010282c	neuron 22932 (FANC:511907)
bristle sensory neuron	is_a	VFB_0010282v	neuron 22984 (FANC:512179)
bristle sensory neuron	is_a	VFB_0010283f	neuron 23005 (FANC:512318)
bristle sensory neuron	is_a	VFB_0010283l	neuron 23016 (FANC:512393)
bristle sensory neuron	is_a	VFB_0010284c	neuron 23067 (FANC:512632)
bristle sensory neuron	is_a	VFB_0010284k	neuron 23087 (FANC:512741)
bristle sensory neuron	is_a	VFB_0010284u	neuron 23127 (FANC:512881)
bristle sensory neuron	is_a	VFB_0010284y	neuron 23162 (FANC:512931)
bristle sensory neuron	is_a	VFB_0010285s	neuron 23246 (FANC:513177)
bristle sensory neuron	is_a	VFB_0010286d	neuron 23266 (FANC:513317)
bristle sensory neuron	is_a	VFB_0010287l	neuron 23369 (FANC:513802)
bristle sensory neuron	is_a	VFB_0010287u	neuron 23411 (FANC:513919)
bristle sensory neuron	is_a	VFB_0010288i	neuron 23481 (FANC:514100)
bristle sensory neuron	is_a	VFB_001028a1	neuron 23617 (FANC:514692)
bristle sensory neuron	is_a	VFB_001028a8	neuron 23644 (FANC:514783)
bristle sensory neuron	is_a	VFB_001028cs	neuron 23957 (FANC:515991)
bristle sensory neuron	is_a	VFB_001028d5	neuron 23996 (FANC:516171)
bristle sensory neuron	is_a	VFB_001028dg	neuron 24027 (FANC:516321)
bristle sensory neuron	is_a	VFB_001028dn	neuron 24041 (FANC:516409)
bristle sensory neuron	is_a	VFB_001028dq	neuron 24048 (FANC:516452)
bristle sensory neuron	is_a	VFB_001028dv	neuron 24059 (FANC:516515)
bristle sensory neuron	is_a	VFB_001028ed	neuron 24112 (FANC:516928)
bristle sensory neuron	is_a	VFB_001028gt	neuron 24530 (FANC:518054)
bristle sensory neuron	is_a	VFB_001027yd	neuron 24597 (FANC:510321)
bristle sensory neuron	is_a	VFB_001027yk	neuron 24656 (FANC:510442)
bristle sensory neuron	is_a	VFB_001027z0	neuron 24735 (FANC:510649)
bristle sensory neuron	is_a	VFB_0010280j	neuron 24887 (FANC:511277)
bristle sensory neuron	is_a	VFB_0010283d	neuron 25047 (FANC:512290)
bristle sensory neuron	is_a	VFB_0010284h	neuron 25127 (FANC:512700)
bristle sensory neuron	is_a	VFB_0010287g	neuron 25404 (FANC:513741)
bristle sensory neuron	is_a	VFB_0010287m	neuron 25418 (FANC:513815)
bristle sensory neuron	is_a	VFB_0010287p	neuron 25425 (FANC:513852)
bristle sensory neuron	is_a	VFB_0010288n	neuron 25537 (FANC:514164)
bristle sensory neuron	is_a	VFB_0010288p	neuron 25544 (FANC:514190)
bristle sensory neuron	is_a	VFB_0010289r	neuron 25623 (FANC:514567)
bristle sensory neuron	is_a	VFB_001028ak	neuron 25724 (FANC:514928)
bristle sensory neuron	is_a	VFB_001028b3	neuron 25800 (FANC:515195)
bristle sensory neuron	is_a	VFB_001028cf	neuron 25970 (FANC:515820)
bristle sensory neuron	is_a	VFB_001028g6	neuron 28502 (FANC:517780)
bristle sensory neuron	is_a	VFB_0010282u	neuron 452 (FANC:512166)
bristle sensory neuron	is_a	VFB_001027ys	neuron 24712 (FANC:510549)
bristle sensory neuron	is_a	VFB_001028ce	neuron 21874 (FANC:515807)
bristle sensory neuron	is_a	VFB_0010283w	neuron 512 (FANC:512545)
bristle sensory neuron	is_a	VFB_0010284s	neuron 25166 (FANC:512853)
bristle sensory neuron	is_a	VFB_001027z5	neuron 22698 (FANC:510715)
bristle sensory neuron	is_a	VFB_0010285n	neuron 25286 (FANC:513118)
bristle sensory neuron	is_a	VFB_0010282g	neuron 24988 (FANC:511964)
bristle sensory neuron	is_a	VFB_0010284w	neuron 25206 (FANC:512909)
bristle sensory neuron	is_a	VFB_0010284z	neuron 25215 (FANC:512944)
bristle sensory neuron	is_a	VFB_0010285b	neuron 25230 (FANC:512968)
bristle sensory neuron	is_a	VFB_0010288k	neuron 25529 (FANC:514127)
bristle sensory neuron	is_a	VFB_001028fc	neuron 26277 (FANC:517394)
bristle sensory neuron	is_a	VFB_0010282i	neuron 419 (FANC:511990)
bristle sensory neuron	is_a	VFB_001028cd	neuron 120176 (FANC:515796)
bristle sensory neuron	is_a	VFB_001028ee	neuron 120369 (FANC:516941)
bristle sensory neuron	is_a	VFB_001028eo	neuron 120401 (FANC:517068)
bristle sensory neuron	is_a	VFB_001028f2	neuron 120443 (FANC:517258)
bristle sensory neuron	is_a	VFB_001028gp	neuron 120476 (FANC:518005)
bristle sensory neuron	is_a	VFB_001028c9	neuron 120147 (FANC:515744)
flight muscle motor neuron	is_a	VFB_001027ky	neuron 18438 (FANC:492851)
flight muscle motor neuron	is_a	VFB_001027l0	neuron 18450 (FANC:492896)
flight muscle motor neuron	is_a	VFB_001027tt	neuron 72970 (FANC:499427)
flight muscle motor neuron	is_a	VFB_0010294x	neuron 28319 - flipped (FANC:666218)
flight muscle motor neuron	is_a	VFB_0010295d	neuron 28334 - flipped (FANC:666315)
flight muscle motor neuron	is_a	VFB_001027w2	neuron 28319 (FANC:500854)
flight muscle motor neuron	is_a	VFB_001027wb	neuron 28334 (FANC:501004)
flight muscle motor neuron	is_a	VFB_001027uc	neuron 71022 (FANC:499769)
flight muscle motor neuron	is_a	VFB_001027wc	neuron 71343 (FANC:501019)
flight muscle motor neuron	is_a	VFB_001027l1	neuron 18455 (FANC:492912)
flight muscle motor neuron	is_a	VFB_001027kw	neuron 18433 (FANC:492810)
flight muscle motor neuron	is_a	VFB_001027wo	neuron 71394 (FANC:501240)
flight muscle motor neuron	is_a	VFB_001027wk	neuron 71388 (FANC:501151)
flight muscle motor neuron	is_a	VFB_0010294u	neuron 28315 - flipped (FANC:666171)
flight muscle motor neuron	is_a	VFB_0010294z	neuron 28323 - flipped (FANC:666249)
flight muscle motor neuron	is_a	VFB_0010296l	neuron 70922 - flipped (FANC:666857)
flight muscle motor neuron	is_a	VFB_0010297f	neuron 74545 - flipped (FANC:667177)
flight muscle motor neuron	is_a	VFB_001027w0	neuron 28315 (FANC:500818)
flight muscle motor neuron	is_a	VFB_001027w5	neuron 28323 (FANC:500902)
flight muscle motor neuron	is_a	VFB_001027ts	neuron 70922 (FANC:499411)
flight muscle motor neuron	is_a	VFB_001027r1	neuron 74545 (FANC:497336)
flight muscle motor neuron	is_a	VFB_0010297d	neuron 70957 - flipped (FANC:667145)
flight muscle motor neuron	is_a	VFB_0010297i	neuron 70972 - flipped (FANC:667225)
flight muscle motor neuron	is_a	VFB_001027tw	neuron 70957 (FANC:499476)
flight muscle motor neuron	is_a	VFB_001027tz	neuron 70972 (FANC:499525)
flight muscle motor neuron	is_a	VFB_001027sa	neuron 42004 (FANC:498353)
flight muscle motor neuron	is_a	VFB_001027xe	neuron 42923 (FANC:501737)
flight muscle motor neuron	is_a	VFB_001027sn	neuron 74834 (FANC:498596)
flight muscle motor neuron	is_a	VFB_001027ta	neuron 74908 (FANC:498988)
flight muscle motor neuron	is_a	VFB_001027tl	neuron 74969 (FANC:499295)
flight muscle motor neuron	is_a	VFB_001027rv	neuron 74700 (FANC:498071)
flight muscle motor neuron	is_a	VFB_001027s3	neuron 74729 (FANC:498229)
flight muscle motor neuron	is_a	VFB_001027se	neuron 74788 (FANC:498424)
flight muscle motor neuron	is_a	VFB_001027y6	neuron 74817 (FANC:503502)
flight muscle motor neuron	is_a	VFB_001027t6	neuron 74890 (FANC:498920)
flight muscle motor neuron	is_a	VFB_001027te	neuron 74934 (FANC:499052)
flight muscle motor neuron	is_a	VFB_001027th	neuron 74947 (FANC:499099)
flight muscle motor neuron	is_a	VFB_0010295q	neuron 70864 - flipped (FANC:666521)
flight muscle motor neuron	is_a	VFB_001027tj	neuron 70864 (FANC:499263)
flight muscle motor neuron	is_a	VFB_0010293j	neuron 71207 - flipped (FANC:665577)
flight muscle motor neuron	is_a	VFB_0010298n	neuron 47532 - flipped (FANC:667731)
flight muscle motor neuron	is_a	VFB_0010298v	neuron 47543 - flipped (FANC:667862)
flight muscle motor neuron	is_a	VFB_0010299g	neuron 47577 - flipped (FANC:668034)
flight muscle motor neuron	is_a	VFB_0010293w	neuron 48216 - flipped (FANC:665788)
flight muscle motor neuron	is_a	VFB_0010293y	neuron 48223 - flipped (FANC:665818)
flight muscle motor neuron	is_a	VFB_0010294b	neuron 48230 - flipped (FANC:665866)
flight muscle motor neuron	is_a	VFB_0010294j	neuron 70771 - flipped (FANC:665992)
flight muscle motor neuron	is_a	VFB_0010295h	neuron 70835 - flipped (FANC:666380)
flight muscle motor neuron	is_a	VFB_0010295j	neuron 70843 - flipped (FANC:666410)
flight muscle motor neuron	is_a	VFB_0010295x	neuron 70882 - flipped (FANC:666631)
flight muscle motor neuron	is_a	VFB_001027nw	neuron 47577 (FANC:495023)
flight muscle motor neuron	is_a	VFB_001027sp	neuron 48216 (FANC:498637)
flight muscle motor neuron	is_a	VFB_001027v7	neuron 71207 (FANC:500343)
flight muscle motor neuron	is_a	VFB_001027nj	neuron 47532 (FANC:494583)
flight muscle motor neuron	is_a	VFB_001027nl	neuron 47543 (FANC:494623)
flight muscle motor neuron	is_a	VFB_001027ss	neuron 48223 (FANC:498683)
flight muscle motor neuron	is_a	VFB_001027su	neuron 48230 (FANC:498716)
flight muscle motor neuron	is_a	VFB_001027sy	neuron 70771 (FANC:498780)
flight muscle motor neuron	is_a	VFB_001027td	neuron 70835 (FANC:499037)
flight muscle motor neuron	is_a	VFB_001027tf	neuron 70843 (FANC:499067)
flight muscle motor neuron	is_a	VFB_001027tm	neuron 70882 (FANC:499310)
flight muscle motor neuron	is_a	VFB_001027tr	neuron 75014 (FANC:499393)
flight muscle motor neuron	is_a	VFB_001027tq	neuron 75010 (FANC:499375)
flight muscle motor neuron	is_a	VFB_0010293f	neuron 71200 - flipped (FANC:665511)
flight muscle motor neuron	is_a	VFB_001027v5	neuron 71200 (FANC:500309)
flight muscle motor neuron	is_a	VFB_0010293p	neuron 71238 - flipped (FANC:665671)
flight muscle motor neuron	is_a	VFB_001027vb	neuron 71238 (FANC:500412)
flight muscle motor neuron	is_a	VFB_0010297c	neuron 11052 - flipped (FANC:667128)
flight muscle motor neuron	is_a	VFB_001027qx	neuron 11052 (FANC:497154)
flight muscle motor neuron	is_a	VFB_001027t0	neuron 74869 (FANC:498812)
flight muscle motor neuron	is_a	VFB_001027n4	neuron 70008 (FANC:494294)
flight muscle motor neuron	is_a	VFB_001027n5	neuron 70012 (FANC:494314)
flight muscle motor neuron	is_a	VFB_001027n7	neuron 70016 (FANC:494350)
flight muscle motor neuron	is_a	VFB_0010293n	neuron 10813 - flipped (FANC:665639)
flight muscle motor neuron	is_a	VFB_0010297o	neuron 11608 - flipped (FANC:667323)
flight muscle motor neuron	is_a	VFB_0010297q	neuron 11616 - flipped (FANC:667355)
flight muscle motor neuron	is_a	VFB_0010296d	neuron 72941 - flipped (FANC:666726)
flight muscle motor neuron	is_a	VFB_001027tn	neuron 72941 (FANC:499325)
flight muscle motor neuron	is_a	VFB_001027oz	neuron 10813 (FANC:495757)
flight muscle motor neuron	is_a	VFB_001027u9	neuron 11608 (FANC:499720)
flight muscle motor neuron	is_a	VFB_001027ub	neuron 11616 (FANC:499752)
flight muscle motor neuron	is_a	VFB_001027tb	neuron 72878 (FANC:499003)
flight muscle motor neuron	is_a	VFB_001027sr	neuron 74845 (FANC:498668)
flight muscle motor neuron	is_a	VFB_001027tv	neuron 75050 (FANC:499461)
flight muscle motor neuron	is_a	VFB_001027sv	neuron 74857 (FANC:498731)
flight muscle motor neuron	is_a	VFB_0010293x	neuron 14940 - flipped (FANC:665803)
flight muscle motor neuron	is_a	VFB_0010294a	neuron 14949 - flipped (FANC:665851)
flight muscle motor neuron	is_a	VFB_0010297t	neuron 15213 - flipped (FANC:667404)
flight muscle motor neuron	is_a	VFB_001027rd	neuron 15213 (FANC:497725)
flight muscle motor neuron	is_a	VFB_001027p9	neuron 14940 (FANC:495934)
flight muscle motor neuron	is_a	VFB_001027pc	neuron 14949 (FANC:495995)
flight muscle motor neuron	is_a	VFB_001027qe	neuron 15084 (FANC:496738)
flight muscle motor neuron	is_a	VFB_0010297x	neuron 70020 - flipped (FANC:667468)
flight muscle motor neuron	is_a	VFB_001027na	neuron 70020 (FANC:494410)
haltere muscle motor neuron	is_a	VFB_0010293z	neuron 98525 - flipped (FANC:665835)
haltere muscle motor neuron	is_a	VFB_0010295p	neuron 100973 - flipped (FANC:666505)
haltere muscle motor neuron	is_a	VFB_0010295u	neuron 100078 - flipped (FANC:666584)
haltere muscle motor neuron	is_a	VFB_001027ps	neuron 96932 (FANC:496367)
haltere muscle motor neuron	is_a	VFB_0010298e	neuron 117658 - flipped (FANC:667585)
haltere muscle motor neuron	is_a	VFB_0010298c	neuron 117652 - flipped (FANC:667551)
haltere muscle motor neuron	is_a	VFB_0010298g	neuron 117664 - flipped (FANC:667617)
haltere muscle motor neuron	is_a	VFB_0010298l	neuron 117671 - flipped (FANC:667699)
haltere muscle motor neuron	is_a	VFB_0010298o	neuron 117677 - flipped (FANC:667749)
haltere muscle motor neuron	is_a	VFB_0010298s	neuron 117683 - flipped (FANC:667813)
haltere muscle motor neuron	is_a	VFB_0010294c	neuron 118377 - flipped (FANC:665881)
haltere muscle motor neuron	is_a	VFB_0010294f	neuron 118381 - flipped (FANC:665929)
haltere muscle motor neuron	is_a	VFB_0010294m	neuron 118394 - flipped (FANC:666039)
haltere muscle motor neuron	is_a	VFB_0010298a	neuron 117646 - flipped (FANC:667518)
haltere muscle motor neuron	is_a	VFB_0010293r	neuron 118348 - flipped (FANC:665703)
haltere muscle motor neuron	is_a	VFB_0010298y	neuron 80316 - flipped (FANC:667908)
haltere muscle motor neuron	is_a	VFB_001027nn	neuron 80316 (FANC:494658)
haltere muscle motor neuron	is_a	VFB_0010298q	neuron 193447 - flipped (FANC:667780)
haltere muscle motor neuron	is_a	VFB_0010298m	neuron 189861 - flipped (FANC:667715)
haltere muscle motor neuron	is_a	VFB_001027vc	neuron 104008 (FANC:500428)
haltere muscle motor neuron	is_a	VFB_001027o9	neuron 104949 (FANC:495278)
haltere muscle motor neuron	is_a	VFB_001027pb	neuron 98525 (FANC:495979)
haltere muscle motor neuron	is_a	VFB_001027q0	neuron 100973 (FANC:496498)
haltere muscle motor neuron	is_a	VFB_001027wf	neuron 104136 (FANC:501067)
haltere muscle motor neuron	is_a	VFB_001027q4	neuron 100078 (FANC:496561)
haltere muscle motor neuron	is_a	VFB_001027oq	neuron 107038 (FANC:495577)
haltere muscle motor neuron	is_a	VFB_001027q3	neuron 107222 (FANC:496545)
haltere muscle motor neuron	is_a	VFB_001027xc	neuron 112544 (FANC:501706)
haltere muscle motor neuron	is_a	VFB_001027ug	neuron 114070 (FANC:499837)
haltere muscle motor neuron	is_a	VFB_001027xm	neuron 116680 (FANC:501873)
haltere muscle motor neuron	is_a	VFB_001027l9	neuron 116839 (FANC:493072)
haltere muscle motor neuron	is_a	VFB_001027mj	neuron 117001 (FANC:493929)
haltere muscle motor neuron	is_a	VFB_001027ml	neuron 117009 (FANC:493961)
haltere muscle motor neuron	is_a	VFB_001027xl	neuron 112576 (FANC:501857)
haltere muscle motor neuron	is_a	VFB_001027ra	neuron 107348 (FANC:497667)
haltere muscle motor neuron	is_a	VFB_001027rk	neuron 117658 (FANC:497866)
haltere muscle motor neuron	is_a	VFB_001027rj	neuron 117652 (FANC:497850)
haltere muscle motor neuron	is_a	VFB_001027rl	neuron 117664 (FANC:497882)
haltere muscle motor neuron	is_a	VFB_001027ro	neuron 117671 (FANC:497930)
haltere muscle motor neuron	is_a	VFB_001027rq	neuron 117677 (FANC:497964)
haltere muscle motor neuron	is_a	VFB_001027rt	neuron 117683 (FANC:498024)
haltere muscle motor neuron	is_a	VFB_001027vk	neuron 118377 (FANC:500558)
haltere muscle motor neuron	is_a	VFB_001027vm	neuron 118381 (FANC:500589)
haltere muscle motor neuron	is_a	VFB_001027vo	neuron 118394 (FANC:500621)
haltere muscle motor neuron	is_a	VFB_001027rh	neuron 117646 (FANC:497817)
haltere muscle motor neuron	is_a	VFB_001027ve	neuron 118348 (FANC:500461)
haltere muscle motor neuron	is_a	VFB_001027sc	neuron 189469 (FANC:498385)
haltere muscle motor neuron	is_a	VFB_001027rx	neuron 189392 (FANC:498109)
haltere muscle motor neuron	is_a	VFB_001027t4	neuron 189571 (FANC:498884)
haltere muscle motor neuron	is_a	VFB_001027rp	neuron 193447 (FANC:497946)
haltere muscle motor neuron	is_a	VFB_001027ul	neuron 189861 (FANC:499934)
mechanosensory neuron of hair plate	is_a	VFB_0010285g	neuron 25258 (FANC:513030)
mechanosensory neuron of hair plate	is_a	VFB_0010284b	neuron 532 (FANC:512617)
mechanosensory neuron of hair plate	is_a	VFB_0010287f	neuron 9021 (FANC:513727)
mechanosensory neuron of hair plate	is_a	VFB_001028fd	neuron 16041 (FANC:517405)
mechanosensory neuron of hair plate	is_a	VFB_001028fh	neuron 16055 (FANC:517458)
mechanosensory neuron of hair plate	is_a	VFB_0010285i	neuron 25265 (FANC:513055)
mechanosensory neuron of hair plate	is_a	VFB_0010286s	neuron 25350 (FANC:513554)
mechanosensory neuron of hair plate	is_a	VFB_001027yo	neuron 26716 (FANC:510493)
mechanosensory neuron of hair plate	is_a	VFB_0010286n	neuron 25336 (FANC:513489)
mechanosensory neuron of hair plate	is_a	VFB_001028fe	neuron 16046 (FANC:517417)
mechanosensory neuron of hair plate	is_a	VFB_0010280d	neuron 10536 (FANC:511187)
mechanosensory neuron of hair plate	is_a	VFB_0010282w	neuron 20937 (FANC:512192)
mechanosensory neuron of hair plate	is_a	VFB_0010282q	neuron 16829 (FANC:512106)
mechanosensory neuron of hair plate	is_a	VFB_001028h0	neuron 22527 (FANC:518142)
mechanosensory neuron of hair plate	is_a	VFB_001027yw	neuron 26772 (FANC:510599)
mechanosensory neuron of hair plate	is_a	VFB_001028fa	neuron 26270 (FANC:517367)
mechanosensory neuron of hair plate	is_a	VFB_001027yy	neuron 26779 (FANC:510624)
mechanosensory neuron of hair plate	is_a	VFB_0010287c	neuron 9017 (FANC:513690)
mechanosensory neuron of hair plate	is_a	VFB_0010282t	neuron 16833 (FANC:512151)
mechanosensory neuron of hair plate	is_a	VFB_0010283u	neuron 504 (FANC:512518)
mechanosensory neuron of hair plate	is_a	VFB_0010285w	neuron 25300 (FANC:513228)
