subject_external_db	subject_external_id	relation	object
catmaid_fafb	28841	is_a	accessory medulla neuron 12
catmaid_fafb	164544	is_a	accessory medulla neuron 12
catmaid_fafb	3509520	is_a	medulla tangential visual projection neuron
catmaid_fafb	4271776	is_a	medulla dorsal rim area-posterior lateral protocerebrum neuron
catmaid_fafb	4711708	is_a	medulla tangential visual projection neuron
catmaid_fafb	7038035	is_a	accessory medulla neuron 12
catmaid_fafb	10082582	is_a	photoreceptor cell R7
catmaid_fafb	10086691	is_a	photoreceptor cell R8
catmaid_fafb	10106710	is_a	distal medullary amacrine neuron
catmaid_fafb	10108985	is_a	lamina monopolar neuron L1
catmaid_fafb	10109586	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	10190508	is_a	dorsal margin photoreceptor cell R8
catmaid_fafb	10191735	is_a	dorsal margin photoreceptor cell R7
catmaid_fafb	10196189	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	10208775	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	10245571	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	10247370	is_a	distal medullary amacrine neuron Dm-DRA1
catmaid_fafb	10265806	is_a	distal medullary amacrine neuron Dm-DRA1
catmaid_fafb	10300949	is_a	dorsal margin photoreceptor cell R7
catmaid_fafb	10300963	is_a	dorsal margin photoreceptor cell R8
catmaid_fafb	10356412	is_a	transmedullary neuron Tm5b
catmaid_fafb	10409692	is_a	adult medulla-tubercle neuron
catmaid_fafb	10409863	is_a	adult medulla-tubercle neuron
catmaid_fafb	10410432	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	10411788	is_a	distal medullary amacrine neuron Dm-DRA2
catmaid_fafb	10411811	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	10419714	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	10422284	is_a	medullary intrinsic neuron Mi9
catmaid_fafb	10423774	is_a	transmedullary neuron Tm20
catmaid_fafb	10438339	is_a	adult medulla-tubercle neuron of dorsal rim area
catmaid_fafb	10439442	is_a	adult medulla-medulla neuron of dorsal rim area
catmaid_fafb	10440160	is_a	distal medullary amacrine neuron Dm-DRA1
catmaid_fafb	10449076	is_a	distal medullary amacrine neuron Dm-DRA2
catmaid_fafb	10473596	is_a	adult medulla-tubercle neuron
catmaid_fafb	10474753	is_a	medullary tangential intrinsic neuron of dorsal rim area 1
catmaid_fafb	10479097	is_a	distal medullary amacrine neuron
catmaid_fafb	10483848	is_a	distal medullary amacrine neuron Dm-DRA2
catmaid_fafb	10484771	is_a	distal medullary amacrine neuron Dm-DRA2
catmaid_fafb	10499249	is_a	distal medullary amacrine neuron Dm2
catmaid_fafb	10537970	is_a	distal medullary amacrine neuron
catmaid_fafb	10538510	is_a	photoreceptor cell R7
catmaid_fafb	10547528	is_a	transmedullary neuron
catmaid_fafb	10562974	is_a	distal medullary amacrine neuron
catmaid_fafb	10585940	is_a	photoreceptor cell R7
catmaid_fafb	10629254	is_a	photoreceptor cell R8
catmaid_fafb	10638022	is_a	distal medullary amacrine neuron
catmaid_fafb	10649076	is_a	transmedullary neuron
catmaid_fafb	10653593	is_a	photoreceptor cell R7
catmaid_fafb	10653780	is_a	photoreceptor cell R7
catmaid_fafb	10653985	is_a	lamina monopolar neuron L3
catmaid_fafb	10654562	is_a	lamina monopolar neuron L1
catmaid_fafb	10655481	is_a	transmedullary neuron Tm20
catmaid_fafb	10655486	is_a	medullary intrinsic neuron Mi9
catmaid_fafb	10655668	is_a	distal medullary amacrine neuron Dm2
catmaid_fafb	10655888	is_a	distal medullary amacrine neuron Dm9
catmaid_fafb	10655926	is_a	medullary intrinsic neuron Mi15
catmaid_fafb	10656250	is_a	adult medulla-tubercle neuron
catmaid_fafb	10657484	is_a	transmedullary neuron
catmaid_fafb	10657500	is_a	distal medullary amacrine neuron Dm9
catmaid_fafb	10692407	is_a	transmedullary neuron
catmaid_fafb	10755131	is_a	adult medulla-tubercle neuron of dorsal rim area
catmaid_fafb	10806611	is_a	adult medulla-tubercle neuron
catmaid_fafb	10820916	is_a	adult medulla-tubercle neuron of dorsal rim area
catmaid_fafb	10971698	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	10995248	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	11141229	is_a	distal medullary amacrine neuron Dm-DRA1
catmaid_fafb	11444386	is_a	distal medullary amacrine neuron Dm9
catmaid_fafb	11444392	is_a	transmedullary neuron Tm20
catmaid_fafb	11444398	is_a	distal medullary amacrine neuron Dm11
catmaid_fafb	11445251	is_a	lamina monopolar neuron L3
catmaid_fafb	11445261	is_a	medullary intrinsic neuron Mi15
catmaid_fafb	11445681	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	11445920	is_a	transmedullary neuron
catmaid_fafb	11447061	is_a	distal medullary amacrine neuron Dm9
catmaid_fafb	11447183	is_a	transmedullary neuron Tm5a
catmaid_fafb	11447430	is_a	medullary intrinsic neuron Mi9
catmaid_fafb	11447510	is_a	transmedullary neuron Tm5
catmaid_fafb	11447520	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	11447920	is_a	transmedullary neuron Tm5
catmaid_fafb	11448395	is_a	adult medulla-tubercle neuron
catmaid_fafb	11448400	is_a	transmedullary neuron
catmaid_fafb	11448596	is_a	lamina monopolar neuron L3
catmaid_fafb	11448822	is_a	distal medullary amacrine neuron Dm2
catmaid_fafb	11448827	is_a	transmedullary neuron Tm5b
catmaid_fafb	11448962	is_a	distal medullary amacrine neuron
catmaid_fafb	11449411	is_a	transmedullary Y neuron TmY10
catmaid_fafb	11449560	is_a	transmedullary neuron Tm5c
catmaid_fafb	11449694	is_a	distal medullary amacrine neuron Dm2
catmaid_fafb	11450247	is_a	transmedullary neuron
catmaid_fafb	11450453	is_a	distal medullary amacrine neuron Dm11
catmaid_fafb	11450469	is_a	lamina monopolar neuron L3
catmaid_fafb	11450495	is_a	distal medullary amacrine neuron Dm9
catmaid_fafb	11450505	is_a	transmedullary neuron Tm5c
catmaid_fafb	11450552	is_a	transmedullary neuron Tm20
catmaid_fafb	11450567	is_a	medullary intrinsic neuron Mi15
catmaid_fafb	11452427	is_a	distal medullary amacrine neuron Dm9
catmaid_fafb	11453021	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	11453106	is_a	transmedullary neuron Tm5a
catmaid_fafb	11453111	is_a	medullary intrinsic neuron Mi9
catmaid_fafb	11453277	is_a	distal medullary amacrine neuron Dm2
catmaid_fafb	11453311	is_a	distal medullary amacrine neuron Dm8
catmaid_fafb	11453464	is_a	medulla tangential visual projection neuron
catmaid_fafb	11453787	is_a	centrifugal neuron C2
catmaid_fafb	11453818	is_a	medullary intrinsic neuron Mi15
catmaid_fafb	11453913	is_a	lamina monopolar neuron L3
