subject_external_db	subject_external_id	relation	object
catmaid_fafb	534333	is_a	adult fruitless aSP-g2 (female) neuron
catmaid_fafb	1055936	is_a	adult fruitless aSP-g2 (female) neuron
catmaid_fafb	1059970	is_a	adult superior lateral protocerebrum gustatory projection neuron 2
catmaid_fafb	1064624	is_a	adult superior lateral protocerebrum gustatory projection neuron 2
catmaid_fafb	1064687	is_a	adult fruitless aSP-g2 (female) neuron
catmaid_fafb	1064853	is_a	adult fruitless aSP-g2 (female) neuron
catmaid_fafb	1064888	is_a	adult fruitless aSP-g1 (female) neuron
catmaid_fafb	1070581	is_a	adult fruitless aSP-g1 (female) neuron
catmaid_fafb	1074687	is_a	adult fruitless aSP-g1 (female) neuron
catmaid_fafb	1079881	is_a	adult fruitless aSP-g1 (female) neuron
catmaid_fafb	1083904	is_a	adult fruitless aSP-g1 (female) neuron
catmaid_fafb	1086385	is_a	adult fruitless aSP-g2 (female) neuron
catmaid_fafb	1100594	is_a	adult fruitless aSP-g1 (female) neuron
catmaid_fafb	1101176	is_a	adult fruitless aSP-g1 (female) neuron
catmaid_fafb	1102458	is_a	adult superior lateral protocerebrum neuron 235
catmaid_fafb	1168923	is_a	adult fruitless aSP-g3 (female) neuron
catmaid_fafb	1180353	is_a	adult mediodorsal antennal lobe neuron 3
catmaid_fafb	1181286	is_a	adult mediodorsal antennal lobe neuron 3
catmaid_fafb	1316642	is_a	adult lateral horn AD1g1 neuron
catmaid_fafb	1334561	is_a	adult mediodorsal antennal lobe neuron 3
catmaid_fafb	1811965	is_a	adult lateral horn AV2a2 neuron
catmaid_fafb	2255652	is_a	adult superior lateral protocerebrum neuron 243
catmaid_fafb	2390280	is_a	adult mediodorsal antennal lobe neuron 3
catmaid_fafb	2686821	is_a	adult superior lateral protocerebrum gustatory projection neuron 3
catmaid_fafb	3781311	is_a	adult superior lateral protocerebrum gustatory projection neuron 3
catmaid_fafb	3917175	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	3927073	is_a	adult mediodorsal antennal lobe neuron 3
catmaid_fafb	4311394	is_a	adult mediodorsal antennal lobe neuron 3
catmaid_fafb	4520197	is_a	adult antennal lobe projection neuron DA1 lvPN
catmaid_fafb	4520615	is_a	adult antennal lobe projection neuron DA1 lvPN
catmaid_fafb	5864214	is_a	gustatory receptor neuron of the adult pharynx
catmaid_fafb	6762450	is_a	adult lateral horn AV2a2 neuron
catmaid_fafb	7108314	is_a	gustatory receptor neuron of the adult pharynx
catmaid_fafb	7414898	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	7414916	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	7423477	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	7430367	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	7552826	is_a	adult superior lateral protocerebrum gustatory projection neuron 1
catmaid_fafb	7710838	is_a	adult antennal lobe projection neuron DA1 lvPN
catmaid_fafb	7856299	is_a	adult fruitless aSP-g3 (female) neuron
catmaid_fafb	7899781	is_a	adult fruitless aSP-g2 (female) neuron
catmaid_fafb	7918690	is_a	adult fruitless aSP-g2 (female) neuron
catmaid_fafb	8415303	is_a	adult fruitless aSP-g3 (female) neuron
catmaid_fafb	9040832	is_a	adult superior lateral protocerebrum neuron 243
catmaid_fafb	9165878	is_a	adult superior lateral protocerebrum neuron 235
catmaid_fafb	9484087	is_a	adult superior lateral protocerebrum gustatory projection neuron 3
catmaid_fafb	11322700	is_a	adult fruitless aSP-g3 (female) neuron
catmaid_fafb	11463951	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11464526	is_a	adult superior lateral protocerebrum gustatory projection neuron 3
catmaid_fafb	11483002	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11490387	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11491648	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11491723	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11491809	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11491851	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11495175	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11968494	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
catmaid_fafb	11968950	is_a	adult ascending superior lateral protocerebrum gustatory projection neuron
