subject_external_id	subject_id	subject_name	DataSet	subject_external_db	relation	object	Curator
14047130	VFB_00102226	MN2 ISN(U3-NB7-1?)_a1l (L1EM:14047130)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
15879188	VFB_00101056	A08e2_a2r (L1EM:15879188)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4382895	VFB_00101463	MN29 (SN MN VA3)_a1r (L1EM:4382895)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
10678017	VFB_00102202	MN12-III (ISN VL1 V-MN NB5-2)_a1l (L1EM:10678017)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14047554	VFB_00102227	MN9 U1_a1r (L1EM:14047554)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
8234536	VFB_00101014	vpda classI md?_t3r (L1EM:8234536)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
12960217	VFB_00101029	ddaD_a1l (class I) (L1EM:12960217)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14048538	VFB_00102231	MN15/16 VO4/5 (NB7-1? ISN)_a1r (L1EM:14048538)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4289745	VFB_00101004	SN motor neuron a1l posterior dendrite (L1EM:4289745)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
5458046	VFB_00100915	Saaghi-1_a2l (AAZ1 (A06l)) (L1EM:5458046)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14045854	VFB_00102224	MN3 (ISN U4 DA3 NB7-1?)_a1r (L1EM:14045854)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
13877719	VFB_00101039	MN12-III (ISN VL1 V-MN NB5-2)_a2l (L1EM:13877719)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
6195521	VFB_00101006	dbd_a1r (L1EM:6195521)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14201007	VFB_00101049	A08e1_a2r (L1EM:14201007)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4483081	VFB_00101005	SN motor neuron a1l bilateral (L1EM:4483081)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
13057994	VFB_00101482	MNISN-Is RP2_a1r (L1EM:13057994)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4102728	VFB_00102278	MN22/23 (RF:LT2/LT3) LT1_a1r   (L1EM:4102728)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14087107	VFB_00102235	MN30 RP4_a1r (L1EM:14087107)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
5899328	VFB_00101470	MN28 ISN_a1l (L1EM:5899328)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
16264802	VFB_00102262	MN6/7 RP3_a2l (L1EM:16264802)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
10089445	VFB_00100931	Saaghi-1_a2r (AAZ1 (A06l)) (L1EM:10089445)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4881629	VFB_00102291	MN8 (RF:SBM) LT3_a1r  (L1EM:4881629)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
11466247	VFB_00101024	Jaam-2_a1l (HMD2 (A12g)) (L1EM:11466247)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
12960079	VFB_00101028	dmd1_a1l_JMpair3 (L1EM:12960079)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4274364	VFB_00102131	MN29 (SN MN VA3)_a1l (L1EM:4274364)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14085813	VFB_00102233	MN9 U1_a1l (L1EM:14085813)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14198375	VFB_00101048	ISN MN_a1r (L1EM:14198375)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4050398	VFB_00101001	SN motor neuron a1l (L1EM:4050398)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14493979	VFB_00101050	vbd_a1r (L1EM:14493979)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4121534	VFB_00102127	MN23/24 (RF: LT3/LT4) LT4_a1r   (L1EM:4121534)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
13875538	VFB_00101035	MN10 U2_a2r (L1EM:13875538)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14086309	VFB_00102234	MN19 (ISN NB3-2)_a1l (L1EM:14086309)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
10474936	VFB_00101475	A06e_a1l (Saaghi-3) (L1EM:10474936)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14088451	VFB_00102238	MN11 (ISN NB3-2)_a1l (L1EM:14088451)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
15351530	VFB_00101052	ddaD_a2r (L1EM:15351530)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
13124815	VFB_00100953	vdaA_a1r (class II) (L1EM:13124815)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14199565	VFB_00102242	MNISNb/d-Is RP5_a1r (L1EM:14199565)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
19139253	VFB_00102315	MN15/16/17 VO4–6 (NB7-1? )_a1l (L1EM:19139253)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4101976	VFB_00102122	MN27 (SN MN VA2)_a1r (L1EM:4101976)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
15625865	VFB_00101055	Saaghi-3_a2r (AAZ3 (A06e)) (L1EM:15625865)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
14194026	VFB_00101047	MN ISN MN_a1r    R only  (L1EM:14194026)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4289773	VFB_00102132	MN23/24 (RF: LT3/LT4) LT4_a1l (L1EM:4289773)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
4326468	VFB_00101461	MN8 (RF:SBM) LT3_a1l (L1EM:4326468)	Heckscher2015	catmaid_l1em	part_of	larval nervous system	cp390
