subject_external_id	subject_id	subject_name	DataSet	subject_external_db	relation	object	Curator
7503199	VFB_00100107	MB2ON-257 (L1EM:7503199)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4119387	VFB_00100077	Multiglomerular PN 7 (L1EM:4119387)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3980315	VFB_00100072	82a ORN right (L1EM:3980315)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8274021	VFB_00100148	picky 3 left (L1EM:8274021)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
17844900	VFB_00100185	Giant-step left (L1EM:17844900)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7527710	VFB_00100099	13a ORN left (L1EM:7527710)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
40045	VFB_00100026	22c ORN left (L1EM:40045)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8244823	VFB_00100134	13a PN (L1EM:8244823)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7658146	VFB_00100073	49a ORN right (L1EM:7658146)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
13589251	VFB_00100170	33a PN (L1EM:13589251)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4354933	VFB_00100082	85c PN (L1EM:4354933)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7935088	VFB_00100119	35a PN (L1EM:7935088)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3771794	VFB_00100053	49a ORN left (L1EM:3771794)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3805641	VFB_00100056	ventral LN right (L1EM:3805641)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4700078	VFB_00100087	mPN iACT B2 (L1EM:4700078)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4391978	VFB_00100083	Multiglomerular PN 3 (L1EM:4391978)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7939890	VFB_00100120	MB2IN-185 (L1EM:7939890)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3790004	VFB_00100055	67b ORN right (L1EM:3790004)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7941652	VFB_00100123	_broad D1 (L1EM:7941652)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4700182	VFB_00100088	mPN (L1EM:4700182)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
14154154	VFB_00100173	mPN (L1EM:14154154)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3963891	VFB_00100071	45a ORN right (L1EM:3963891)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
5261424	VFB_00100094	mPN iACT A2 (L1EM:5261424)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3486950	VFB_00100042	mPN (L1EM:3486950)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8246750	VFB_00100141	47a&33b PN (L1EM:8246750)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8273369	VFB_00100147	choosy 2 left (L1EM:8273369)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7865696	VFB_00100114	1a PN (L1EM:7865696)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8877795	VFB_00100153	ventral LN left (L1EM:8877795)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7865652	VFB_00100113	22c PN (L1EM:7865652)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
10990803	VFB_00100163	MB2IN-188 (L1EM:10990803)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3410506	VFB_00100035	85c ORN left (L1EM:3410506)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3896629	VFB_00100068	47a & 33b ORN right (L1EM:3896629)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
6451332	VFB_00100157	mPN D (L1EM:6451332)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
14604028	VFB_00100176	85c PN (L1EM:14604028)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
2612527	VFB_00100033	Multiglomerular PN 3 (L1EM:2612527)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7864823	VFB_00100112	59a PN (L1EM:7864823)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8245692	VFB_00100138	42b PN (L1EM:8245692)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
9119558	VFB_00100155	MB2IN-188 (L1EM:9119558)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4073353	VFB_00100074	13a ORN right (L1EM:4073353)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3872653	VFB_00100065	33a ORN right (L1EM:3872653)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8198416	VFB_00100128	_broad D1 (L1EM:8198416)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8245146	VFB_00100136	82a PN (L1EM:8245146)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
2611805	VFB_00100032	1a ORN left (L1EM:2611805)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
10158972	VFB_00100158	mPN (L1EM:10158972)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7719547	VFB_00100063	63a ORN right (L1EM:7719547)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4116174	VFB_00100076	FFN-39 (L1EM:4116174)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3511996	VFB_00100043	94a & 94b ORN left (L1EM:3511996)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7107433	VFB_00100105	45b PN (L1EM:7107433)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8311264	VFB_00100090	MB2IN-184 (L1EM:8311264)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7865767	VFB_00100115	83a PN (L1EM:7865767)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7852250	VFB_00100109	45a PN (L1EM:7852250)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7600311	VFB_00100108	picky 1 right (L1EM:7600311)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8256186	VFB_00100146	30a PN (L1EM:8256186)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
2582391	VFB_00100029	1a ORN right (L1EM:2582391)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8276782	VFB_00100149	Multiglomerular PN 7 (L1EM:8276782)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3827211	VFB_00100061	42a ORN right (L1EM:3827211)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3893195	VFB_00100067	85c ORN right (L1EM:3893195)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4324898	VFB_00100080	mPN seahorse (L1EM:4324898)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8877971	VFB_00100154	picky 2 left (L1EM:8877971)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
5030808	VFB_00100089	keystone left (L1EM:5030808)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7198338	VFB_00100106	24a PN (L1EM:7198338)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
2571761	VFB_00100028	83a ORN right (L1EM:2571761)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8248631	VFB_00100143	22c PN (L1EM:8248631)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8252067	VFB_00100144	1a PN (L1EM:8252067)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3813723	VFB_00100060	45b ORN right (L1EM:3813723)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
13380660	VFB_00100169	MB2ON-221 (L1EM:13380660)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
4076389	VFB_00100075	59a ORN right (L1EM:4076389)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7939979	VFB_00100121	broad T1 left (L1EM:7939979)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3158543	VFB_00100034	63a ORN left (L1EM:3158543)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
5247102	VFB_00100092	picky 4 right (L1EM:5247102)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3538129	VFB_00100044	mPN D (L1EM:3538129)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8245513	VFB_00100137	63a PN (L1EM:8245513)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
3954014	VFB_00100069	22c ORN right (L1EM:3954014)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
16621864	VFB_00100179	mPN (L1EM:16621864)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7515491	VFB_00100103	49a PN (L1EM:7515491)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8480221	VFB_00100150	mPN seahorse (L1EM:8480221)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
8246081	VFB_00100140	67b PN (L1EM:8246081)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
7394271	VFB_00100100	choosy 1 left (L1EM:7394271)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
16735586	VFB_00100180	mPN iACT B3 (L1EM:16735586)	Berck2016	catmaid_l1em	part_of	larval nervous system	cp390
