subject_external_id	subject_id	subject_name	DataSet	subject_external_db	relation	object	Curator
10089252	VFB_00102193	A03EGB_a2l (EGHBAL) (L1EM:10089252)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12946254	VFB_00100949	A03 12946255 (L1EM:12946254)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
13124815	VFB_00100953	vdaA_a1r (class II) (L1EM:13124815)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12873722	VFB_00100945	A31d_a1r (L1EM:12873722)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12900705	VFB_00100947	A03ax_a1l (L1EM:12900705)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
8257688	VFB_00100924	A27p a1r (L1EM:8257688)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
4850740	VFB_00100912	A18f?_a3l (L1EM:4850740)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
4213417	VFB_00101394	A27k_a1l (L1EM:4213417)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10089193	VFB_00102192	A03a6_a1l  (L1EM:10089193)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10227539	VFB_00100933	crescent_a1r (L1EM:10227539)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10133525	VFB_00100932	A14 dude?_a1r (L1EM:10133525)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12949240	VFB_00100950	T01d4_t3l (L1EM:12949240)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
8421329	VFB_00100925	A08e3_a1l  (L1EM:8421329)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
13545404	VFB_00100956	neuron 13545405_fragment (L1EM:13545404)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
4348665	VFB_00100910	A02j Looper-10_a3r (L1EM:4348665)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10414725	VFB_00101446	A27h_a2l (L1EM:10414725)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12643185	VFB_00101447	A03a4_a2l (L1EM:12643185)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12901480	VFB_00100948	a03d/e_a2l (L1EM:12901480)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
3365860	VFB_00100909	A02j Looper-10_a3l (L1EM:3365860)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
14913093	VFB_00100962	A08s1_a1r (L1EM:14913093)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12820085	VFB_00100943	A14b a1l (L1EM:12820085)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
15504369	VFB_00100963	A27j2_a1l_GABA (L1EM:15504369)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
4847161	VFB_00100911	a03d/e_a2r (L1EM:4847161)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
9976875	VFB_00100926	A27p a1l (L1EM:9976875)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
14046464	VFB_00100960	A12b?_a1l (L1EM:14046464)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
8039617	VFB_00100922	A08e3_a1r (L1EM:8039617)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
5351821	VFB_00100914	A05a_a1r (L1EM:5351821)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10492185	VFB_00100936	vdaA_a1l (class II) (L1EM:10492185)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
14046472	VFB_00100961	A12b?_a1r (L1EM:14046472)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
4848300	VFB_00102161	A03EGB_a2r (EGHBAL) (L1EM:4848300)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
7019050	VFB_00100917	A01a?_a1r      rf (L1EM:7019050)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
14046279	VFB_00100958	A02d_a1l  (L1EM:14046279)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10492059	VFB_00100935	A31f_a1r? (L1EM:10492059)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
13122056	VFB_00100025	A00g_a1  (RF: assym) (L1EM:13122056)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
16274373	VFB_00100967	A02j_a3l (L1EM:16274373)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10474991	VFB_00100934	A00g_a2 (L1EM:10474991)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
17435371	VFB_00102268	A06l_a1r (Saaghi-1) (L1EM:17435371)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12140925	VFB_00100938	A01a_a1l (L1EM:12140925)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
17114293	VFB_00100969	A27k_up_a1l (L1EM:17114293)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
15504376	VFB_00100964	A27j2_a1r_GABA (L1EM:15504376)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10223572	VFB_00102196	A27h_a1l (L1EM:10223572)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
14046245	VFB_00100957	A27a_a1r (L1EM:14046245)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
15565587	VFB_00100965	A03?3_a2r (L1EM:15565587)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10053734	VFB_00100930	vdaC_a1r (class II) (L1EM:10053734)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
16257962	VFB_00102261	A03a6_a1r (L1EM:16257962)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
4113612	VFB_00102126	A27k_a2r (L1EM:4113612)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
18427863	VFB_00100970	A05a_t3l (L1EM:18427863)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
13522678	VFB_00100955	A05a_a1l (L1EM:13522678)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
7926496	VFB_00100921	A02j_a3r (L1EM:7926496)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
13121967	VFB_00100952	A18b3_a2r (L1EM:13121967)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12873914	VFB_00100946	A27e_a1l (L1EM:12873914)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
13095126	VFB_00100951	A31f_a1l? (L1EM:13095126)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
4038808	VFB_00101406	A27k_a2l (L1EM:4038808)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10376512	VFB_00101444	A27h_a2r (L1EM:10376512)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
7924478	VFB_00100920	A01b2_a1l  (L1EM:7924478)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
18418512	VFB_00101574	A06l_a1l (Saaghi-1) (L1EM:18418512)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
8059283	VFB_00100923	A08s1_a1l  (L1EM:8059283)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12778086	VFB_00100939	A18b3_a2l (L1EM:12778086)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10398171	VFB_00102198	A27h_a1r (L1EM:10398171)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
12787696	VFB_00100940	A01b2_a1r (L1EM:12787696)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
7783764	VFB_00100918	vdaC_a1l (class II) (L1EM:7783764)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
13302529	VFB_00100954	A18f?_a3r (L1EM:13302529)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
10004243	VFB_00100927	A27k_a1r (L1EM:10004243)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
9544992	VFB_00102189	A01x3_a1l (L1EM:9544992)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
6811349	VFB_00100916	A01x3_a1r (L1EM:6811349)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
16066985	VFB_00100966	A27a_a1l (L1EM:16066985)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
20575657	VFB_00101452	A03g_t3r (T03g) (L1EM:20575657)	Fushiki2016	catmaid_l1em	part_of	larval nervous system	cp390
