subject_id	subject_name	DataSet	relation	object	Curator
VFB_00102169	A01c2_a1l (ipsi_dendrite) (L1EM:5084467)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102226	MN2 ISN(U3-NB7-1?)_a1l (L1EM:14047130)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102259	A01c2_a1r (ipsi_dendrite) (L1EM:16226512)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100941	A31d_a1l (L1EM:12809152)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102246	A03a3_t3l (was T03a1) (L1EM:14242929)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101463	MN29 (SN MN VA3)_a1r (L1EM:4382895)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102117	A01x_a1r (L1EM:4038469)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102202	MN12-III (ISN VL1 V-MN NB5-2)_a1l (L1EM:10678017)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102128	A01x_a1l (L1EM:4123145)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102227	MN9 U1_a1r (L1EM:14047554)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102187	A03a4_a1l (L1EM:8688631)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102231	MN15/16 VO4/5 (NB7-1? ISN)_a1r (L1EM:14048538)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102194	A27e(2)_a1l (L1EM:10090269)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102250	A02h_a1r (L1EM:14866379)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102224	MN3 (ISN U4 DA3 NB7-1?)_a1r (L1EM:14045854)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102183	A03g2_t3r (T03g2) (L1EM:7987962)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101482	MNISN-Is RP2_a1r (L1EM:13057994)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100942	feagment (L1EM:12809874)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100929	A05k_a1r (L1EM:10053304)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102278	MN22/23 (RF:LT2/LT3) LT1_a1r   (L1EM:4102728)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102235	MN30 RP4_a1r (L1EM:14087107)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101409	A18b_a1l (L1EM:4542433)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101470	MN28 ISN_a1l (L1EM:5899328)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102206	A01x2_a1l (L1EM:11106522)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100671	A10a_a1l Chair-1 (L1EM:6535161)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102262	MN6/7 RP3_a2l (L1EM:16264802)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102255	A27e(2)_a1r (L1EM:15290335)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102267	A26f_a1r (L1EM:17071666)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102291	MN8 (RF:SBM) LT3_a1r  (L1EM:4881629)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100913	A05k_a1l (L1EM:4990880)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102143	A23a_a1l (L1EM:4538738)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101563	A02h_a1l (L1EM:12820178)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102131	MN29 (SN MN VA3)_a1l (L1EM:4274364)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102233	MN9 U1_a1l (L1EM:14085813)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102157	T01d4_t3r (L1EM:4732074)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102127	MN23/24 (RF: LT3/LT4) LT4_a1r   (L1EM:4121534)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102193	A03EGB_a2l (EGHBAL) (L1EM:10089252)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102264	A18b3_a1r (L1EM:16515841)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102234	MN19 (ISN NB3-2)_a1l (L1EM:14086309)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102289	A03a4_a1r (L1EM:4543281)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102142	A03a3_t3r (was T03a1) (L1EM:4538681)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102184	A02e_a1l (L1EM:7992966)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102238	MN11 (ISN NB3-2)_a1l (L1EM:14088451)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101088	A09l_a1l (Down-and-back-1) (L1EM:12468812)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102242	MNISNb/d-Is RP5_a1r (L1EM:14199565)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102315	MN15/16/17 VO4–6 (NB7-1? )_a1l (L1EM:19139253)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100945	A31d_a1r (L1EM:12873722)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102122	MN27 (SN MN VA2)_a1r (L1EM:4101976)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100686	A03o_a1r (L1EM:3180525)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102132	MN23/24 (RF: LT3/LT4) LT4_a1l (L1EM:4289773)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102155	A18b3_a1l (L1EM:4730042)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101461	MN8 (RF:SBM) LT3_a1l (L1EM:4326468)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102192	A03a6_a1l  (L1EM:10089193)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102290	A23a_a1r (L1EM:4729046)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102263	MN20 ISN_a1l (L1EM:16433395)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101027	A08e2_a1l (L1EM:12809923)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102165	A19l_a1r (L1EM:4978454)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100950	T01d4_t3l (L1EM:12949240)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102292	A01c1_a1r (L1EM:4936149)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100925	A08e3_a1l  (L1EM:8421329)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101474	MN11 (ISN NB3-2)_a1r (L1EM:10013402)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102150	MN25 (TN)_a2l (L1EM:4717729)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102145	A03a1_a1r (pre dMNs)  (L1EM:4541716)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102203	A03g_a1r (L1EM:10855206)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100622	A02m_a1r Pseudolooper-3 (L1EM:3546334)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102223	MN14 RP1_a1l (L1EM:14045016)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102249	A02e_a1r (L1EM:14858626)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102104	MN6/7 RP3_a2r (L1EM:4791651)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102112	A01j_a1l (L1EM:1100936)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101562	A06c_a1l (L1EM:12809976)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101465	MN1 aCC_a1r (L1EM:4488976)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101469	MN20 ISN_a1r (L1EM:5085455)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102258	MN19 (ISN NB3-2)_a1r (L1EM:16181494)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101467	MN5 LO1_a1r (L1EM:4535767)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102221	A07f2_a1l (marathon)  (L1EM:13331383)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100922	A08e3_a1r (L1EM:8039617)	Zarin2019	part_of	larval nervous system	cp390
VFB_00100914	A05a_a1r (L1EM:5351821)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102130	A27n_a1r (L1EM:4124563)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101473	MN10 U2_a1l (L1EM:8026224)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102186	a03d/e_a1r (L1EM:8263821)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102115	MN5 LO1_a1l (L1EM:4028114)	Zarin2019	part_of	larval nervous system	cp390
VFB_00101564	A14a_a1l (L1EM:12820277)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102241	MN18 (ISN DT1)_a1l (L1EM:14199031)	Zarin2019	part_of	larval nervous system	cp390
VFB_00102129	T01d2_t3l (L1EM:4123487)	Zarin2019	part_of	larval nervous system	cp390
