subject_id	object	relation	pub	subject_name	comment
VFB_jrmc0xjv	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4d_R (MaleCNS:111798)	male-cns:v1.0 260624
VFB_jrmc0fk2	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm3_L (MaleCNS:526657)	male-cns:v1.0 260624
VFB_jrmc3din	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	C2_L (MaleCNS:126984)	male-cns:v1.0 260624
VFB_jrmc1ygq	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Li13_R (MaleCNS:40771)	male-cns:v1.0 260624
VFB_jrmc0xjw	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4d_R (MaleCNS:118717)	male-cns:v1.0 260624
VFB_jrmc0826	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm9_R (MaleCNS:62130)	male-cns:v1.0 260624
VFB_jrmc0jq2	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm2_R (MaleCNS:47079)	male-cns:v1.0 260624
VFB_jrmc0aw4	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	TmY18_R (MaleCNS:113264)	male-cns:v1.0 260624
VFB_jrmc0w82	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4c_R (MaleCNS:122243)	male-cns:v1.0 260624
VFB_jrmc11bd	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4a_L (MaleCNS:79868)	male-cns:v1.0 260624
VFB_jrmc0p3g	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm1_R (MaleCNS:48471)	male-cns:v1.0 260624
VFB_jrmc0xjx	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4d_R (MaleCNS:109998)	male-cns:v1.0 260624
VFB_jrmc1kwq	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Pm10_R (MaleCNS:21040)	male-cns:v1.0 260624
VFB_jrmc0egf	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm6_R (MaleCNS:93374)	male-cns:v1.0 260624
VFB_jrmc0w83	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4c_L (MaleCNS:138239)	male-cns:v1.0 260624
VFB_jrmc018g	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Y11_R (MaleCNS:29869)	male-cns:v1.0 260624
VFB_jrmc0cez	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm5a_R (MaleCNS:99739)	male-cns:v1.0 260624
VFB_jrmc0xjy	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4d_L (MaleCNS:541456)	male-cns:v1.0 260624
VFB_jrmc1yyd	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Li21_L (MaleCNS:562272)	male-cns:v1.0 260624
