subject_id	subject_name	object	relation	hemilineage_FBbt_id	hemilineage_FBbt_name	subject_external_db	pub	comment
VFB_001059wi	BANC_888:720575941579072889	neuroblast NB5-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059wj	BANC_888:720575941579073913	neuroblast NB3-5	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059wr	BANC_888:720575941579099001	neuroblast NB4-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059x9	BANC_888:720575941579160953	neuroblast NB3-5	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059xa	BANC_888:720575941579161465	neuroblast NB5-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059xb	BANC_888:720575941579168633	neuroblast NB1-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059xg	BANC_888:720575941579186297	neuroblast NB6-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059xj	BANC_888:720575941579195769	neuroblast NB1-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059xk	BANC_888:720575941579198585	neuroblast NB3-3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059xo	BANC_888:720575941579219321	neuroblast NB5-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jcr	BANC_888:720575941579232889	neuroblast NB3-5	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059xy	BANC_888:720575941579262841	neuroblast NB5-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059yz	BANC_888:720575941579361873	neuroblast NB2-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001059zp	BANC_888:720575941579460433	neuroblast NB4-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a05	BANC_888:720575941579598161	neuroblast NB3-1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a08	BANC_888:720575941579617873	neuroblast NB1-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a0a	BANC_888:720575941579624529	neuroblast NB3-5	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a0d	BANC_888:720575941579629137	neuroblast NB2-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a0g	BANC_888:720575941579639121	neuroblast NB3-3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a0i	BANC_888:720575941579640401	neuroblast NB1-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a0j	BANC_888:720575941579645173	neuroblast NB3-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a0z	BANC_888:720575941579738357	neuroblast NB6-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a11	BANC_888:720575941579749365	neuroblast NB5-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a12	BANC_888:720575941579749497	neuroblast NB1-2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a13	BANC_888:720575941579753337	neuroblast NB3-5	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
