subject_external_id	subject_name	subject_external_db	relation	object	pub
157695	T2a_L (MaleCNS:157695)	male-cns_v1_0	is_a	T2a neuron	FlyBase:FBrf0262545
157696	Tm3_R (MaleCNS:157696)	male-cns_v1_0	is_a	transmedullary neuron Tm3	FlyBase:FBrf0262545
157698	C2_L (MaleCNS:157698)	male-cns_v1_0	is_a	centrifugal neuron C2	FlyBase:FBrf0262545
15770	MeVPMe5_L (MaleCNS:15770)	male-cns_v1_0	is_a	adult medulla visual projection neuron MeVPMe5	FlyBase:FBrf0262545
157702	R1-R6_L (MaleCNS:157702)	male-cns_v1_0	is_a	outer photoreceptor cell	
15771	LT76_R (MaleCNS:15771)	male-cns_v1_0	is_a	adult lobula tangential neuron LT76	FlyBase:FBrf0262545
157714	Dm3a_R (MaleCNS:157714)	male-cns_v1_0	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
15772	T1_L (MaleCNS:15772)	male-cns_v1_0	is_a	columnar neuron T1	FlyBase:FBrf0262545
157725	Cm5_L (MaleCNS:157725)	male-cns_v1_0	is_a	adult central medulla intrinsic neuron Cm5	FlyBase:FBrf0262545
157727	Dm2_L (MaleCNS:157727)	male-cns_v1_0	is_a	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
157730	T5a_R (MaleCNS:157730)	male-cns_v1_0	is_a	T5a neuron	FlyBase:FBrf0262545
157734	C2_R (MaleCNS:157734)	male-cns_v1_0	is_a	centrifugal neuron C2	FlyBase:FBrf0262545
15774	AVLP109_R (MaleCNS:15774)	male-cns_v1_0	is_a	adult anterior ventrolateral protocerebrum neuron 109	
157742	L4_L (MaleCNS:157742)	male-cns_v1_0	is_a	lamina monopolar neuron L4	FlyBase:FBrf0262545
157743	R1-R6_L (MaleCNS:157743)	male-cns_v1_0	is_a	outer photoreceptor cell	
157745	T4d_L (MaleCNS:157745)	male-cns_v1_0	is_a	T4d neuron	FlyBase:FBrf0262545
157746	Dm8a_R (MaleCNS:157746)	male-cns_v1_0	is_a	distal medullary amacrine neuron Dm8a	FlyBase:FBrf0262545
157747	PFNp_b (MaleCNS:157747)	male-cns_v1_0	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 posterior domain neuron	
15775	GNG347_M (MaleCNS:15775)	male-cns_v1_0	is_a	adult central brain intrinsic neuron	
157751	KCa'b'-ap2_R (MaleCNS:157751)	male-cns_v1_0	is_a	alpha'/beta' anterior-posterior type 2 Kenyon cell	
157759	Dm3b_R (MaleCNS:157759)	male-cns_v1_0	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
15776	SLP249_L (MaleCNS:15776)	male-cns_v1_0	is_a	adult superior lateral protocerebrum neuron 249	FlyBase:FBrf0262545
157764	Tm20_L (MaleCNS:157764)	male-cns_v1_0	is_a	transmedullary neuron Tm20	FlyBase:FBrf0262545
157767	PAM05(B'2p)_R (MaleCNS:157767)	male-cns_v1_0	is_a	dopaminergic PAM neuron 5	
157769	T5c_R (MaleCNS:157769)	male-cns_v1_0	is_a	T5c neuron	FlyBase:FBrf0262545
15777	SIP108m_L (MaleCNS:15777)	male-cns_v1_0	is_a	adult fruitless pIP-e (male) neuron	doi:10.1101/2025.10.09.680999
15777	SIP108m_L (MaleCNS:15777)	male-cns_v1_0	is_a	adult doublesex pC2l (male) neuron	doi:10.1101/2025.10.09.680999
157770	WEDPN17_b_L (MaleCNS:157770)	male-cns_v1_0	is_a	adult CB2267 neuron	
157771	CB1154_R (MaleCNS:157771)	male-cns_v1_0	is_a	adult CB1154 neuron	
157772	Tm20_R (MaleCNS:157772)	male-cns_v1_0	is_a	transmedullary neuron Tm20	FlyBase:FBrf0262545
15778	T1_L (MaleCNS:15778)	male-cns_v1_0	is_a	columnar neuron T1	FlyBase:FBrf0262545
157783	C2_R (MaleCNS:157783)	male-cns_v1_0	is_a	centrifugal neuron C2	FlyBase:FBrf0262545
157784	Dm2_R (MaleCNS:157784)	male-cns_v1_0	is_a	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
157786	R1-R6_R (MaleCNS:157786)	male-cns_v1_0	is_a	outer photoreceptor cell	
157788	R1-R6_R (MaleCNS:157788)	male-cns_v1_0	is_a	outer photoreceptor cell	
15779	LLPC1_L (MaleCNS:15779)	male-cns_v1_0	is_a	lobula-lobula plate columnar neuron LLPC1	FlyBase:FBrf0262545
