subject_id	subject_name	DataSet	relation	object	Curator
VFB_00101569	A03 ipsilateral local_a1l (L1EM:16272893)	Mark2019	part_of	larval nervous system	cp390
VFB_00101525	A02c?_a1l  (L1EM:3504632)	Mark2019	part_of	larval nervous system	cp390
VFB_00102169	A01c2_a1l (ipsi_dendrite) (L1EM:5084467)	Mark2019	part_of	larval nervous system	cp390
VFB_00101547	A01xxxxx_a1l (L1EM:8840084)	Mark2019	part_of	larval nervous system	cp390
VFB_00102128	A01x_a1l (L1EM:4123145)	Mark2019	part_of	larval nervous system	cp390
VFB_00102187	A03a4_a1l (L1EM:8688631)	Mark2019	part_of	larval nervous system	cp390
VFB_00101558	A03_preA08m_a1l (L1EM:12014775)	Mark2019	part_of	larval nervous system	cp390
VFB_00100637	A12q_a1l (L1EM:4394777)	Mark2019	part_of	larval nervous system	cp390
VFB_00102206	A01x2_a1l (L1EM:11106522)	Mark2019	part_of	larval nervous system	cp390
VFB_00101024	Jaam-2_a1l (HMD2 (A12g)) (L1EM:11466247)	Mark2019	part_of	larval nervous system	cp390
VFB_00101563	A02h_a1l (L1EM:12820178)	Mark2019	part_of	larval nervous system	cp390
VFB_00101557	VLEL9_a1l (L1EM:11455472)	Mark2019	part_of	larval nervous system	cp390
VFB_00100708	Griddle-1 a1l (L1EM:7195651)	Mark2019	part_of	larval nervous system	cp390
VFB_00101540	A06bx_a1l (L1EM:7343002)	Mark2019	part_of	larval nervous system	cp390
VFB_00102193	A03EGB_a2l (EGHBAL) (L1EM:10089252)	Mark2019	part_of	larval nervous system	cp390
VFB_00101539	A01x_l (L1EM:6931770)	Mark2019	part_of	larval nervous system	cp390
VFB_00101575	A06k_a1l (L1EM:18458734)	Mark2019	part_of	larval nervous system	cp390
VFB_00101536	A19b a1l (L1EM:6330796)	Mark2019	part_of	larval nervous system	cp390
VFB_00101475	A06e_a1l (Saaghi-3) (L1EM:10474936)	Mark2019	part_of	larval nervous system	cp390
VFB_00102184	A02e_a1l (L1EM:7992966)	Mark2019	part_of	larval nervous system	cp390
VFB_00101552	A14a1_a1l (L1EM:10299625)	Mark2019	part_of	larval nervous system	cp390
VFB_00100715	Griddle-2 a1l (L1EM:10804041)	Mark2019	part_of	larval nervous system	cp390
VFB_00101027	A08e2_a1l (L1EM:12809923)	Mark2019	part_of	larval nervous system	cp390
