subject_external_id	subject_name	subject_external_db	relation	object
104619	Dm8a_R (JRC_OpticLobe:104619)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
105105	Dm8b_R (JRC_OpticLobe:105105)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
105411	Dm8a_R (JRC_OpticLobe:105411)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
105686	Dm8a_R (JRC_OpticLobe:105686)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
105766	Dm8b_R (JRC_OpticLobe:105766)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
105858	Dm8a_R (JRC_OpticLobe:105858)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
108130	Dm8a_R (JRC_OpticLobe:108130)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
108214	Dm8b_R (JRC_OpticLobe:108214)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
108287	Dm8a_R (JRC_OpticLobe:108287)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
108557	Dm8b_R (JRC_OpticLobe:108557)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
109621	Dm8b_R (JRC_OpticLobe:109621)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
109671	Dm8a_R (JRC_OpticLobe:109671)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
110501	Dm8a_R (JRC_OpticLobe:110501)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
111141	Dm8b_R (JRC_OpticLobe:111141)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
111336	Dm8a_R (JRC_OpticLobe:111336)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
111450	Dm8b_R (JRC_OpticLobe:111450)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
111772	Dm8b_R (JRC_OpticLobe:111772)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
112003	Dm8a_R (JRC_OpticLobe:112003)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
112352	Dm8a_R (JRC_OpticLobe:112352)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
112771	Dm8b_R (JRC_OpticLobe:112771)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
112946	Dm8a_R (JRC_OpticLobe:112946)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
113068	Dm8a_R (JRC_OpticLobe:113068)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
113169	Dm8a_R (JRC_OpticLobe:113169)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
113971	Dm8b_R (JRC_OpticLobe:113971)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
114497	Dm8a_R (JRC_OpticLobe:114497)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
114840	Dm8b_R (JRC_OpticLobe:114840)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
115144	Dm8a_R (JRC_OpticLobe:115144)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
115455	Dm8a_R (JRC_OpticLobe:115455)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
117436	Dm8b_R (JRC_OpticLobe:117436)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
117533	Dm8a_R (JRC_OpticLobe:117533)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
118317	Dm8a_R (JRC_OpticLobe:118317)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
118891	Dm8b_R (JRC_OpticLobe:118891)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
119397	Dm8a_R (JRC_OpticLobe:119397)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
121065	Dm8b_R (JRC_OpticLobe:121065)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
121708	Dm8a_R (JRC_OpticLobe:121708)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
124516	Dm8a_R (JRC_OpticLobe:124516)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
125526	Dm8b_R (JRC_OpticLobe:125526)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
125641	Dm8a_R (JRC_OpticLobe:125641)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
126539	Dm8a_R (JRC_OpticLobe:126539)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
127080	Dm8b_R (JRC_OpticLobe:127080)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
127354	Dm8b_R (JRC_OpticLobe:127354)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
127564	Dm8a_R (JRC_OpticLobe:127564)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
127612	Dm8b_R (JRC_OpticLobe:127612)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
127904	Dm8a_R (JRC_OpticLobe:127904)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
128234	Dm8b_R (JRC_OpticLobe:128234)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
129338	Dm8b_R (JRC_OpticLobe:129338)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
129963	Dm8a_R (JRC_OpticLobe:129963)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
129964	Dm8a_R (JRC_OpticLobe:129964)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
130021	Dm8a_R (JRC_OpticLobe:130021)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
130837	Dm8b_R (JRC_OpticLobe:130837)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
131119	Dm8a_R (JRC_OpticLobe:131119)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
131340	Dm8a_R (JRC_OpticLobe:131340)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
132029	Dm8b_R (JRC_OpticLobe:132029)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
132525	Dm8a_R (JRC_OpticLobe:132525)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
132796	Dm8a_R (JRC_OpticLobe:132796)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
134169	Dm8a_R (JRC_OpticLobe:134169)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
135765	Dm8b_R (JRC_OpticLobe:135765)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
136466	Dm8b_R (JRC_OpticLobe:136466)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
137602	Dm8b_R (JRC_OpticLobe:137602)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
138225	Dm8b_R (JRC_OpticLobe:138225)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
138492	Dm8a_R (JRC_OpticLobe:138492)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
138921	Dm8a_R (JRC_OpticLobe:138921)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
140695	Dm8b_R (JRC_OpticLobe:140695)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
141405	Dm8b_R (JRC_OpticLobe:141405)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
143892	Dm8a_R (JRC_OpticLobe:143892)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
143901	Dm8a_R (JRC_OpticLobe:143901)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
144499	Dm8a_R (JRC_OpticLobe:144499)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
145006	Dm8b_R (JRC_OpticLobe:145006)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
145353	Dm8b_R (JRC_OpticLobe:145353)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
145782	Dm8b_R (JRC_OpticLobe:145782)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
146440	Dm8b_R (JRC_OpticLobe:146440)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
147361	Dm8a_R (JRC_OpticLobe:147361)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
147664	Dm8b_R (JRC_OpticLobe:147664)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
149511	Dm8a_R (JRC_OpticLobe:149511)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
152904	Dm8b_R (JRC_OpticLobe:152904)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
154500	Dm8b_R (JRC_OpticLobe:154500)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
155461	Dm8a_R (JRC_OpticLobe:155461)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
157595	Dm8b_R (JRC_OpticLobe:157595)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
157746	Dm8a_R (JRC_OpticLobe:157746)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
158273	Dm8a_R (JRC_OpticLobe:158273)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
160433	Dm8b_R (JRC_OpticLobe:160433)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
163655	Dm8a_R (JRC_OpticLobe:163655)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
165890	Dm8a_R (JRC_OpticLobe:165890)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
166764	Dm8a_R (JRC_OpticLobe:166764)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
169521	Dm8b_R (JRC_OpticLobe:169521)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
169964	Dm8a_R (JRC_OpticLobe:169964)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
171244	Dm8b_R (JRC_OpticLobe:171244)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
18363	Dm8a_R (JRC_OpticLobe:18363)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
31052	Dm8a_R (JRC_OpticLobe:31052)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
31219	Dm8a_R (JRC_OpticLobe:31219)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
41340	Dm8a_R (JRC_OpticLobe:41340)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
42316	Dm8a_R (JRC_OpticLobe:42316)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
43268	Dm8b_R (JRC_OpticLobe:43268)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
44271	Dm8a_R (JRC_OpticLobe:44271)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
46117	Dm8b_R (JRC_OpticLobe:46117)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
49515	Dm8b_R (JRC_OpticLobe:49515)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
50251	Dm8a_R (JRC_OpticLobe:50251)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
51467	Dm8b_R (JRC_OpticLobe:51467)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
51644	Dm8a_R (JRC_OpticLobe:51644)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
52192	Dm8b_R (JRC_OpticLobe:52192)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
53503	Dm8b_R (JRC_OpticLobe:53503)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
538013	Dm8b_R (JRC_OpticLobe:538013)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
547690	Dm8a_R (JRC_OpticLobe:547690)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
54982	Dm8b_R (JRC_OpticLobe:54982)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
557274	Dm8b_R (JRC_OpticLobe:557274)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
55827	Dm8b_R (JRC_OpticLobe:55827)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
56081	Dm8b_R (JRC_OpticLobe:56081)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
57256	Dm8b_R (JRC_OpticLobe:57256)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
57478	Dm8b_R (JRC_OpticLobe:57478)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
57927	Dm8b_R (JRC_OpticLobe:57927)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
580285	Dm8a_R (JRC_OpticLobe:580285)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
58462	Dm8b_R (JRC_OpticLobe:58462)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
58699	Dm8b_R (JRC_OpticLobe:58699)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
58788	Dm8b_R (JRC_OpticLobe:58788)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
58812	Dm8a_R (JRC_OpticLobe:58812)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
59263	Dm8a_R (JRC_OpticLobe:59263)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
59519	Dm8b_R (JRC_OpticLobe:59519)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
59568	Dm8a_R (JRC_OpticLobe:59568)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
59611	Dm8b_R (JRC_OpticLobe:59611)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
60000	Dm8a_R (JRC_OpticLobe:60000)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
60523	Dm8b_R (JRC_OpticLobe:60523)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
60544	Dm8a_R (JRC_OpticLobe:60544)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
60598	Dm8b_R (JRC_OpticLobe:60598)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
60691	Dm8a_R (JRC_OpticLobe:60691)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
60798	Dm8a_R (JRC_OpticLobe:60798)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
60816	Dm8a_R (JRC_OpticLobe:60816)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
60944	Dm8b_R (JRC_OpticLobe:60944)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
61168	Dm8a_R (JRC_OpticLobe:61168)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
61349	Dm8b_R (JRC_OpticLobe:61349)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
61424	Dm8a_R (JRC_OpticLobe:61424)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
61606	Dm8b_R (JRC_OpticLobe:61606)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
61696	Dm8b_R (JRC_OpticLobe:61696)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
61847	Dm8a_R (JRC_OpticLobe:61847)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
62120	Dm8a_R (JRC_OpticLobe:62120)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
62300	Dm8a_R (JRC_OpticLobe:62300)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
62345	Dm8b_R (JRC_OpticLobe:62345)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
62386	Dm8a_R (JRC_OpticLobe:62386)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
62431	Dm8a_R (JRC_OpticLobe:62431)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
62475	Dm8b_R (JRC_OpticLobe:62475)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
62973	Dm8a_R (JRC_OpticLobe:62973)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
63265	Dm8a_R (JRC_OpticLobe:63265)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
63350	Dm8b_R (JRC_OpticLobe:63350)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
63632	Dm8a_R (JRC_OpticLobe:63632)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
63805	Dm8b_R (JRC_OpticLobe:63805)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
63834	Dm8a_R (JRC_OpticLobe:63834)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
64101	Dm8b_R (JRC_OpticLobe:64101)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
64206	Dm8a_R (JRC_OpticLobe:64206)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
64362	Dm8b_R (JRC_OpticLobe:64362)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
64366	Dm8a_R (JRC_OpticLobe:64366)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
64581	Dm8b_R (JRC_OpticLobe:64581)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
64604	Dm8b_R (JRC_OpticLobe:64604)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
65104	Dm8b_R (JRC_OpticLobe:65104)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
65168	Dm8a_R (JRC_OpticLobe:65168)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
65599	Dm8b_R (JRC_OpticLobe:65599)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
65716	Dm8b_R (JRC_OpticLobe:65716)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
65772	Dm8b_R (JRC_OpticLobe:65772)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
65791	Dm8b_R (JRC_OpticLobe:65791)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
65869	Dm8b_R (JRC_OpticLobe:65869)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
65914	Dm8a_R (JRC_OpticLobe:65914)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
65979	Dm8b_R (JRC_OpticLobe:65979)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
66158	Dm8a_R (JRC_OpticLobe:66158)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
66174	Dm8b_R (JRC_OpticLobe:66174)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8b
66216	Dm8a_R (JRC_OpticLobe:66216)	neuprint_JRC_OpticLobe_v1_0_1	is_a	distal medullary amacrine neuron Dm8a
