	object	relation	subject_external_db	subject_external_id	subject_name
1292	mushroom body output neuron 7	is_a	neuprint_JRC	1234386037	MBON07(a1)_R
1293	mushroom body output neuron 7	is_a	neuprint_JRC	545626238	(PDM09)_L
1294	fan-shaped neuron	is_a	neuprint_JRC	486315287	FB5H^FB05h_L
1295	fan-shaped neuron	is_a	neuprint_JRC	487523851	FB5B^FB05Bd_R
1296	dopaminergic PAM neuron 1	is_a	neuprint_JRC	5812982779	PAM01_b(y5)_R
1297	dopaminergic PAM neuron 4	is_a	neuprint_JRC	645090294	PAM04_a(B2)_R
1298	adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	543010474	VP4 vPN(olfactory PN)_R
1299	dopaminergic PAM neuron 6	is_a	neuprint_JRC	517207902	PAM06(B'2m)_R
1300	dopaminergic PAM neuron 1	is_a	neuprint_JRC	925799233	PAM01_b(y5)_R
1301	dopaminergic PAM neuron 1	is_a	neuprint_JRC	514272175	ascending neuron_L
1302	fan-shaped neuron	is_a	neuprint_JRC	948363764	FB8C^FB08e_R
1303	dopaminergic PAM neuron 2	is_a	neuprint_JRC	1140655376	PAM02(B'2a)_R
1304	dopaminergic PAM neuron 5	is_a	neuprint_JRC	5812979271	PAM05_a(B'2p)_R
1305	lobula columnar neuron	is_a	neuprint_JRC	1005110376	LC28b
1306	gamma main Kenyon cell	is_a	neuprint_JRC	5813053886	KCg-m
1307	gamma main Kenyon cell	is_a	neuprint_JRC	539975118	KCg-m
1308	dopaminergic PAM neuron 6	is_a	neuprint_JRC	549610772	PAM06(B'2m)_R
1309	vertical fiber system neuron	is_a	neuprint_JRC	948333783	PFL2(PB12b)_R3_C3
1310	alpha/beta Kenyon cell	is_a	neuprint_JRC	5812983028	KCab-s
1311	dopaminergic PAM neuron 1	is_a	neuprint_JRC	549955973	PAM01_a(y5)_R
1312	gamma main Kenyon cell	is_a	neuprint_JRC	5812980638	KCg-m
1313	s-LNv neuron	is_a	neuprint_JRC	1664980698	s-LNv
1314	s-LNv neuron	is_a	neuprint_JRC	548634799	(aDT6f)(MBDLaxon2)
1315	dopaminergic PAM neuron 11	is_a	neuprint_JRC	1109568718	PAM11(a1)_L
1316	fan-shaped neuron	is_a	neuprint_JRC	544956941	FB6K^FB06p_L
1317	fan-shaped neuron	is_a	neuprint_JRC	514807275	FB5G^FB05g_R
1318	adult antennal lobe projection neuron DA3 adPN	is_a	neuprint_JRC	666135689	DA3 adPN(olfactory PN)_R
1319	adult doublesex pC1 (female) neuron	is_a	neuprint_JRC	5813063587	pC1d_R
1320	adult fruitless aDT4 neuron	is_a	neuprint_JRC	1912436017	aDT4
1321	dopaminergic PAM neuron 11	is_a	neuprint_JRC	766298734	PAM11(a1)_L
1322	dopaminergic PAM neuron 11	is_a	neuprint_JRC	513451621	PAM11(a1)_R
1323	fan-shaped neuron	is_a	neuprint_JRC	949045811	FB8B^FB08d_R
1324	adult antennal lobe projection neuron DL3 lPN	is_a	neuprint_JRC	1640568102	DL3 lPN(olfactory PN)_R
1325	adult antennal lobe projection neuron DL3 lPN	is_a	neuprint_JRC	544599014	(PDM09)_L
1326	fan-shaped neuron	is_a	neuprint_JRC	5813013524	FB9C_b^FB09h_L
1327	fan-shaped neuron	is_a	neuprint_JRC	1070797450	FB5B^FB05Bd_R
1328	dopaminergic PAM neuron 4	is_a	neuprint_JRC	551790504	PAM04_a(B2)_L
1329	dopaminergic PAM neuron 4	is_a	neuprint_JRC	1418351262	PAM04_a(B2)_R
1330	dopaminergic PAM neuron 4	is_a	neuprint_JRC	457520516	(MBDLaxon2)
1331	dopaminergic PAM neuron 2	is_a	neuprint_JRC	1233505806	PAM02(B'2a)_L
1332	fan-shaped neuron	is_a	neuprint_JRC	546852112	FB2F_b^FB02i_R
1333	fan-shaped neuron	is_a	neuprint_JRC	548571023	FB5B^FB05b_R
1334	dopaminergic PAM neuron 4	is_a	neuprint_JRC	551445253	PAM04_a(B2)_L
1335	gamma main Kenyon cell	is_a	neuprint_JRC	600702483	KCg-m
1336	gamma dorsal Kenyon cell	is_a	neuprint_JRC	1142019878	KCg-d
1337	lobula columnar neuron	is_a	neuprint_JRC	2092019182	LC28b
1338	lobula columnar neuron	is_a	neuprint_JRC	543580198	(PDM15)_L
1339	lobula columnar neuron	is_a	neuprint_JRC	5813134082	(PDM09)_L
1340	s-LNv neuron	is_a	neuprint_JRC	2007068523	s-LNv
1341	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1266871604	PAM01_a(y5)_R
1342	dopaminergic PAM neuron 1	is_a	neuprint_JRC	581013104	(aDT6a)(MBDLaxon2)
1343	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1109957857	PAM01_a(y5)_R
1344	fan-shaped neuron	is_a	neuprint_JRC	548907426	FB4X^FB0405a_R
1345	dopaminergic PAM neuron 1	is_a	neuprint_JRC	613847777	PAM01_a(y5)_L
1346	fan-shaped neuron	is_a	neuprint_JRC	5813041796	FB4X^FB0405a_L
1347	fan-shaped neuron	is_a	neuprint_JRC	5813047616	FB5I^FB05i_L
1348	dopaminergic PAM neuron 2	is_a	neuprint_JRC	643501489	PAM02(B'2a)_L
1349	fan-shaped neuron	is_a	neuprint_JRC	454939928	FB6Y^FB06oe_L
1350	dopaminergic PAM neuron 8	is_a	neuprint_JRC	1141350537	PAM08_b(y4)_R
1351	adult antennal lobe projection neuron DM2 lPN	is_a	neuprint_JRC	5901222910	DM2 lPN(olfactory PN)_R
1352	fan-shaped neuron	is_a	neuprint_JRC	977995787	FB8B^FB08d_R
1353	fan-shaped neuron	is_a	neuprint_JRC	1224591253	FB3E^FB03e_R
1354	octopaminergic VUMa7 neuron	is_a	neuprint_JRC	576825965	OA-VUMa7_R
1355	lobula columnar neuron	is_a	neuprint_JRC	1561347849	LC28b(lVLPT3)_R
1356	gamma main Kenyon cell	is_a	neuprint_JRC	570327880	KCg-m
1357	fan-shaped neuron	is_a	neuprint_JRC	700498286	FB2F_b^FB02g_L
1358	adult antennal lobe projection neuron VC2 lPN	is_a	neuprint_JRC	1850706912	VC2 lPN(olfactory PN)_R
1359	lobula columnar neuron	is_a	neuprint_JRC	1658518741	LC28b
1360	lobula columnar neuron	is_a	neuprint_JRC	1659904546	LC28b
1361	dopaminergic PAM neuron 2	is_a	neuprint_JRC	1171690432	PAM02(B'2a)_R
1362	dopaminergic PAM neuron 2	is_a	neuprint_JRC	576315423	(PDM15)_L
1363	dopaminergic PAM neuron 2	is_a	neuprint_JRC	736627575	(MBDLaxon1)
1364	fan-shaped neuron	is_a	neuprint_JRC	886280332	FB9B_d^FB09b_L
1365	fan-shaped neuron	is_a	neuprint_JRC	886621751	FB9B_e^FB09i_L
1366	gamma main Kenyon cell	is_a	neuprint_JRC	415848228	KCg-m
1367	adult antennal lobe projection neuron DM6 adPN	is_a	neuprint_JRC	1764091241	DM6 adPN(olfactory PN)_R
1368	lobula columnar neuron	is_a	neuprint_JRC	2033010036	LC28a
1369	dopaminergic PAM neuron 11	is_a	neuprint_JRC	1016114585	PAM11(a1)_L
1370	adult antennal lobe projection neuron DM2 lPN	is_a	neuprint_JRC	630714299	DM2 lPN(olfactory PN)_R
1371	lobula columnar neuron	is_a	neuprint_JRC	1439577670	LC28b
1372	lobula columnar neuron	is_a	neuprint_JRC	5813012274	(MBDLaxon2)
1373	fan-shaped neuron	is_a	neuprint_JRC	549744594	FB5B^FB05Bd_L
1374	adult antennal lobe projection neuron DA4l adPN	is_a	neuprint_JRC	544021095	DA4l adPN(olfactory PN)_R
1375	fan-shaped neuron	is_a	neuprint_JRC	1011068028	FB6R^FB06w_R
1376	fan-shaped neuron	is_a	neuprint_JRC	579420623	FB5Y^FB05Ba_L
1377	fan-shaped neuron	is_a	neuprint_JRC	576208238	FB6R^FB06w_R
1378	dopaminergic PAM neuron 1	is_a	neuprint_JRC	5813033215	PAM01_a(y5)_L
1379	dopaminergic PAM neuron 11	is_a	neuprint_JRC	1047489962	PAM11(a1)_L
1380	dopaminergic PAM neuron 11	is_a	neuprint_JRC	1016118449	PAM11(a1)_L
1381	lobula columnar neuron	is_a	neuprint_JRC	882746220	LC28a
1382	adult antennal lobe projection neuron vPN	is_a	neuprint_JRC	542652506	DM4 vPN(olfactory PN)_R
1383	fan-shaped neuron	is_a	neuprint_JRC	1071121755	FB6W^FB06oc_R
1384	dopaminergic PAM neuron 2	is_a	neuprint_JRC	5813040941	PAM02(B'2a)_L
1385	dopaminergic PAM neuron 2	is_a	neuprint_JRC	545631081	(PDM09)_L
1386	mushroom body output neuron	is_a	neuprint_JRC	5813052909	MBON29(y4y5)(PVL06)_L
1387	fan-shaped neuron	is_a	neuprint_JRC	577373434	FB6B^FB06b_L
1388	fan-shaped neuron	is_a	neuprint_JRC	922069357	FB5W^FB04Bb_R
1389	lobula columnar neuron	is_a	neuprint_JRC	1723990099	LC28a
1390	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1234481054	PAM01_a(y5)_R
1391	dopaminergic PAM neuron 1	is_a	neuprint_JRC	610670860	(MBDLaxon1)
1392	dopaminergic PAM neuron 11	is_a	neuprint_JRC	5813021261	PAM11(a1)_L
1393	dopaminergic PAM neuron 11	is_a	neuprint_JRC	550388353	(aDT6a)(MBDLaxon2)
1394	adult antennal lobe projection neuron DL4 adPN	is_a	neuprint_JRC	1670934213	DL4 adPN(olfactory PN)_R
1395	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1047525093	PAM01_a(y5)_R
1396	dopaminergic PAM neuron 10	is_a	neuprint_JRC	1297815807	PAM10(B1)_L
1397	gamma main Kenyon cell	is_a	neuprint_JRC	5812983009	KCg-sub4
1398	dopaminergic PAM neuron 8	is_a	neuprint_JRC	580317662	PAM08_c(y4)_R
1399	dopaminergic PAM neuron 4	is_a	neuprint_JRC	707647321	PAM04_a(B2)_L
1400	dopaminergic PAM neuron 11	is_a	neuprint_JRC	578694777	PAM11(a1)_L
1401	DN1a neuron	is_a	neuprint_JRC	5813022274	DN1a_R
1402	dopaminergic PAM neuron 1	is_a	neuprint_JRC	5812979172	PAM01_b(y5)_L
1403	mushroom body output neuron	is_a	neuprint_JRC	642732835	MBON32(y2)_R
1404	fan-shaped neuron	is_a	neuprint_JRC	1008378609	FB5Y^FB05Ba_R
1405	lobula columnar neuron	is_a	neuprint_JRC	757530777	LC28b
1406	fan-shaped neuron	is_a	neuprint_JRC	1224258904	FB2F_b^FB02i_R
1407	fan-shaped neuron	is_a	neuprint_JRC	549714149	(ADM01)_L
1408	dopaminergic PAM neuron 1	is_a	neuprint_JRC	550408954	PAM01_a(y5)_L
1409	s-LNv neuron	is_a	neuprint_JRC	1975347348	s-LNv
1410	adult antennal lobe projection neuron DM3 adPN	is_a	neuprint_JRC	755518957	DM3 adPN(olfactory PN)_R
1411	mushroom body output neuron 15	is_a	neuprint_JRC	673702721	MBON15(a'1)_R
1412	adult antennal lobe projection neuron DM6 adPN	is_a	neuprint_JRC	788306624	DM6 adPN(olfactory PN)_R
1413	adult antennal lobe projection neuron VA4 lPN	is_a	neuprint_JRC	1630051981	VA4 lPN(olfactory PN)_R
1414	mushroom body output neuron	is_a	neuprint_JRC	5813058048	MBON29(y4y5)_R
1415	gamma dorsal Kenyon cell	is_a	neuprint_JRC	5812981046	KCg-d
1416	gamma main Kenyon cell	is_a	neuprint_JRC	1173054679	KCg-m
1417	fan-shaped neuron	is_a	neuprint_JRC	5813088939	FB6P^FB06u_L
1418	fan-shaped neuron	is_a	neuprint_JRC	580426342	FB5Y^FB05Ba_L
1419	dopaminergic PAM neuron 4	is_a	neuprint_JRC	582139830	PAM04_a(B2)_L
1420	dopaminergic PAM neuron 2	is_a	neuprint_JRC	5813032997	PAM02(B'2a)_L
1421	lobula columnar neuron	is_a	neuprint_JRC	1688540066	LC28b
1422	gamma main Kenyon cell	is_a	neuprint_JRC	416189500	KCg-m
1423	gamma main Kenyon cell	is_a	neuprint_JRC	581064348	(MBDLaxon1)
1424	adult antennal lobe projection neuron DM1 lPN	is_a	neuprint_JRC	542634818	DM1 lPN(olfactory PN)_R
1425	gamma main Kenyon cell	is_a	neuprint_JRC	5813077611	KCg-m
1426	fan-shaped neuron	is_a	neuprint_JRC	579268807	FB1C^FB01c(NO1/NO3)_R
1427	dopaminergic PAM neuron 1	is_a	neuprint_JRC	5812979558	PAM01_b(y5)_L
1428	mushroom body output neuron 4	is_a	neuprint_JRC	613079053	MBON04(B'2mp_bilateral)_L
1429	mushroom body output neuron 4	is_a	neuprint_JRC	674152184	(aDT6a)(MBDLaxon2)
1430	dopaminergic PAM neuron 2	is_a	neuprint_JRC	5813098776	PAM02(B'2a)_R
1431	adult antennal lobe projection neuron vPN	is_a	neuprint_JRC	1570685283	DM3 vPN(olfactory PN)_R
1432	gamma main Kenyon cell	is_a	neuprint_JRC	1142356511	KCg-m
1433	gamma main Kenyon cell	is_a	neuprint_JRC	5813056972	(PDM09)_L
1434	gamma main Kenyon cell	is_a	neuprint_JRC	415511327	KCg-m
1435	gamma main Kenyon cell	is_a	neuprint_JRC	792175182	(PDM12)_L
1436	dopaminergic PAM neuron 5	is_a	neuprint_JRC	675763039	PAM05_a(B'2p)_R
1437	dopaminergic PAM neuron 8	is_a	neuprint_JRC	1173076523	PAM08_e(y4)_R
1438	mushroom body output neuron 4	is_a	neuprint_JRC	487925063	MBON04(B'2mp_bilateral)_R
1439	dopaminergic PAM neuron 10	is_a	neuprint_JRC	551113395	PAM10(B1)_L
1440	adult antennal lobe projection neuron DM6 adPN	is_a	neuprint_JRC	5813070872	DM6 adPN(olfactory PN)_R
1441	adult antennal lobe projection neuron DA4m	is_a	neuprint_JRC	574037266	DA4m adPN(olfactory PN)_R
1442	fan-shaped neuron	is_a	neuprint_JRC	977338882	FB5Y^FB05Ba_R
1443	lobula columnar neuron	is_a	neuprint_JRC	666843764	LC28a
1444	PBG1-9.s-EBc.b-D/V GA.b neuron	is_a	neuprint_JRC	5813014882	PEG(PB07)_R5
1445	fan-shaped neuron	is_a	neuprint_JRC	639779973	FB2D^FB02e_L
1446	adult antennal lobe projection neuron VA5 lPN	is_a	neuprint_JRC	574032862	VA5 lPN(olfactory PN)_R
1447	adult antennal lobe projection neuron VA5 lPN	is_a	neuprint_JRC	5813009876	(PDM12)_L
1448	adult antennal lobe projection neuron VA5 lPN	is_a	neuprint_JRC	545389295	(PLBDL8)_R
1449	adult antennal lobe projection neuron DM6 adPN	is_a	neuprint_JRC	5813039235	DM6 adPN(olfactory PN)_R
1450	PBG1-9.s-EBc.b-D/V GA.b neuron	is_a	neuprint_JRC	912147912	PEG(PB07)_R6
1451	dopaminergic PAM neuron 1	is_a	neuprint_JRC	581332573	PAM01_a(y5)_R
1452	adult antennal lobe projection neuron VA5 lPN	is_a	neuprint_JRC	574037281	VA5 lPN(olfactory PN)_R
1453	adult antennal lobe projection neuron DM4 adPN	is_a	neuprint_JRC	573333835	DM4 adPN(olfactory PN)_R
1454	adult antennal lobe projection neuron VA5 lPN	is_a	neuprint_JRC	574374051	VA5 lPN(olfactory PN)_R
1455	gamma main Kenyon cell	is_a	neuprint_JRC	632397798	KCg-m
1456	gamma main Kenyon cell	is_a	neuprint_JRC	632397786	KCg-m
1457	gamma main Kenyon cell	is_a	neuprint_JRC	662802782	KCg-m
1458	gamma main Kenyon cell	is_a	neuprint_JRC	5813057869	KCg-m
1459	gamma main Kenyon cell	is_a	neuprint_JRC	5812980796	KCg-m
1460	gamma main Kenyon cell	is_a	neuprint_JRC	5813053878	KCg-m
1461	gamma main Kenyon cell	is_a	neuprint_JRC	508939879	KCg-m
1462	dopaminergic PAM neuron 10	is_a	neuprint_JRC	582148591	PAM10(B1)_L
1463	gamma main Kenyon cell	is_a	neuprint_JRC	415852518	KCg-m
1464	fan-shaped neuron	is_a	neuprint_JRC	949986251	FB2F_c^FB02j_R
1465	dopaminergic PAM neuron 5	is_a	neuprint_JRC	644417074	PAM05_b(B'2p)_R
1466	gamma main Kenyon cell	is_a	neuprint_JRC	447219992	KCg-m
1467	gamma main Kenyon cell	is_a	neuprint_JRC	1141976953	KCg-m
1468	fan-shaped neuron	is_a	neuprint_JRC	578936675	FB5G^FB05g_R
1469	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1203070528	PAM01_a(y5)_R
1470	adult antennal lobe projection neuron DC4 adPN	is_a	neuprint_JRC	5813056596	DC4 adPN(olfactory PN)_R
1471	dopaminergic PAM neuron 5	is_a	neuprint_JRC	1170348225	PAM05_a(B'2p)_L
1472	gamma main Kenyon cell	is_a	neuprint_JRC	1143686159	KCg-m
1473	gamma main Kenyon cell	is_a	neuprint_JRC	385132611	KCg-m
1474	dopaminergic PAM neuron 1	is_a	neuprint_JRC	5812979170	PAM01_a(y5)_L
1475	dopaminergic PAM neuron 8	is_a	neuprint_JRC	1141337557	PAM08_d(y4)_R
1476	fan-shaped neuron	is_a	neuprint_JRC	549385850	FB6W^FB06oc_L
1477	adult uniglomerular antennal lobe projection neuron lPN	is_a	neuprint_JRC	5813056072	VP1m lPN(olfactory PN)_R
1478	dopaminergic PAM neuron 1	is_a	neuprint_JRC	5812979560	PAM01_a(y5)_L
1479	fan-shaped neuron	is_a	neuprint_JRC	607933758	FB5Q^FB05s_R
1480	adult antennal lobe projection neuron DC1 adPN	is_a	neuprint_JRC	1640594274	DC1 adPN(olfactory PN)_R
1481	gamma main Kenyon cell	is_a	neuprint_JRC	415835178	KCg-m
1482	gamma main Kenyon cell	is_a	neuprint_JRC	5813062631	KCg-m
1483	fan-shaped neuron	is_a	neuprint_JRC	1137326978	FB2I_a^FB02q_L
1484	fan-shaped neuron	is_a	neuprint_JRC	5813055913	FB1C^FB01c(NO1/NO3)_R
1485	dopaminergic PAM neuron 1	is_a	neuprint_JRC	645224664	PAM01_a(y5)_L
1486	alpha/beta Kenyon cell	is_a	neuprint_JRC	5813021313	KCab-a
1487	fan-shaped neuron	is_a	neuprint_JRC	668716892	FB8B^FB08d_L
1488	gamma main Kenyon cell	is_a	neuprint_JRC	415835070	KCg-m
1489	fan-shaped neuron	is_a	neuprint_JRC	977006924	FB5Z^FB05Bb_R
1490	mushroom body output neuron 10	is_a	neuprint_JRC	672352543	MBON10(B'1)_R
1491	dopaminergic PAM neuron 4	is_a	neuprint_JRC	1140750808	PAM04_a(B2)_L
1492	dopaminergic PAM neuron 6	is_a	neuprint_JRC	1171690479	PAM06(B'2m)_R
1493	gamma main Kenyon cell	is_a	neuprint_JRC	1141972202	KCg-m
1494	fan-shaped neuron	is_a	neuprint_JRC	581121058	FB5B^FB05Bd_L
1495	dopaminergic PPL1 neuron 2	is_a	neuprint_JRC	5813058050	PPL102(y1)_R
1496	gamma main Kenyon cell	is_a	neuprint_JRC	508949033	KCg-m
1497	gamma main Kenyon cell	is_a	neuprint_JRC	601047853	KCg-m
1498	gamma main Kenyon cell	is_a	neuprint_JRC	416508862	KCg-m
1499	gamma main Kenyon cell	is_a	neuprint_JRC	5813021865	KCg-m
1500	gamma main Kenyon cell	is_a	neuprint_JRC	1143340753	KCg-m
1501	dopaminergic PAM neuron 2	is_a	neuprint_JRC	5812982727	PAM02(B'2a)_L
1502	dopaminergic PAM neuron 5	is_a	neuprint_JRC	735600320	PAM05_a(B'2p)_L
1503	adult antennal lobe projection neuron VM3 adPN	is_a	neuprint_JRC	1977916288	VM3 adPN(olfactory PN)_R
1504	dopaminergic PAM neuron 1	is_a	neuprint_JRC	612440702	PAM01_b(y5)_L
1505	fan-shaped neuron	is_a	neuprint_JRC	606362007	FB2E^FB02q_L
1506	fan-shaped neuron	is_a	neuprint_JRC	889414782	FB6N^FB06s_L
1507	adult antennal lobe projection neuron VL2a adPN	is_a	neuprint_JRC	5813069089	VL2a adPN(olfactory PN)_R
1508	dopaminergic PAM neuron 1	is_a	neuprint_JRC	643142863	PAM01_a(y5)_L
1509	dopaminergic PAM neuron 1	is_a	neuprint_JRC	5813071370	(MBDLaxon1)
1510	gamma main Kenyon cell	is_a	neuprint_JRC	5813062645	KCg-m
1511	dopaminergic PAM neuron 6	is_a	neuprint_JRC	5813069965	PAM06(B'2m)_L
1512	adult antennal lobe projection neuron vPN	is_a	neuprint_JRC	604031203	DM4 vPN(olfactory PN)_R
1513	fan-shaped neuron	is_a	neuprint_JRC	575845494	FB2I_a^FB02q_R
1514	gamma main Kenyon cell	is_a	neuprint_JRC	478250482	KCg-m
1515	gamma main Kenyon cell	is_a	neuprint_JRC	477909679	KCg-m
1516	dopaminergic PAM neuron 5	is_a	neuprint_JRC	5812979168	PAM05_b(B'2p)_L
1517	adult antennal lobe projection neuron VC1 lPN	is_a	neuprint_JRC	606090268	VC1 lPN(olfactory PN)_R
1518	adult antennal lobe projection neuron VC1 lPN	is_a	neuprint_JRC	762128241	(MBDLaxon1)
1519	adult antennal lobe projection neuron VC1 lPN	is_a	neuprint_JRC	641709401	(MBDLaxon1)
1520	adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	634759240	VP4 vPN(olfactory PN)_R
1521	fan-shaped neuron	is_a	neuprint_JRC	1255289329	FB2I_a^FB02p_R
1522	dopaminergic PAM neuron 4	is_a	neuprint_JRC	551790913	PAM04_a(B2)_L
1523	gamma main Kenyon cell	is_a	neuprint_JRC	663493162	KCg-m
1524	gamma main Kenyon cell	is_a	neuprint_JRC	5813021289	KCg-m
1525	gamma main Kenyon cell	is_a	neuprint_JRC	632069728	KCg-m
1526	gamma main Kenyon cell	is_a	neuprint_JRC	354775482	KCg-m
1527	adult uniglomerular antennal lobe projection neuron	is_a	neuprint_JRC	1888524453	VA1d vPN(olfactory PN)_R
1528	fan-shaped neuron	is_a	neuprint_JRC	608076385	FB2F_c^FB02j_L
1529	gamma main Kenyon cell	is_a	neuprint_JRC	446848967	KCg-m
1530	gamma main Kenyon cell	is_a	neuprint_JRC	662806818	KCg-m
1531	mushroom body medial lobe arborizing neuron 6	is_a	neuprint_JRC	612371421	MBON01(y5B'2a)_R
1532	mushroom body vertical lobe arborizing neuron 4	is_a	neuprint_JRC	1139667240	MBON13(a'2)_R
1533	gamma main Kenyon cell	is_a	neuprint_JRC	416837168	KCg-m
1534	gamma main Kenyon cell	is_a	neuprint_JRC	5812980813	KCg-m
1535	gamma main Kenyon cell	is_a	neuprint_JRC	692818802	KCg-m
1536	gamma main Kenyon cell	is_a	neuprint_JRC	508599271	KCg-m
1537	dopaminergic PAM neuron 6	is_a	neuprint_JRC	770692923	PAM06(B'2m)_L
1538	gamma main Kenyon cell	is_a	neuprint_JRC	631741483	KCg-m
1539	gamma main Kenyon cell	is_a	neuprint_JRC	385158577	KCg-m
1540	gamma main Kenyon cell	is_a	neuprint_JRC	1005179264	KCg-m
1541	gamma main Kenyon cell	is_a	neuprint_JRC	478250407	KCg-m
1542	fan-shaped neuron	is_a	neuprint_JRC	1224941044	FB2A^FB02a(PPM3-FB2-NO-DAN)_R
1543	gamma main Kenyon cell	is_a	neuprint_JRC	5901193485	KCg-m
1544	gamma main Kenyon cell	is_a	neuprint_JRC	477909698	KCg-m
1545	gamma main Kenyon cell	is_a	neuprint_JRC	631055506	KCg-m
1546	fan-shaped neuron	is_a	neuprint_JRC	642365841	FB5Z^FB05Bb_R
1547	adult antennal lobe projection neuron DL1 adPN	is_a	neuprint_JRC	1700937093	DL1 adPN(olfactory PN)_R
1548	octopaminergic VUMa6 neuron	is_a	neuprint_JRC	736860990	OA-VUMa6_R
1549	fan-shaped neuron	is_a	neuprint_JRC	674558711	FB5P^FB05r_L
1550	mushroom body medial-vertical lobe arborizing neuron 1	is_a	neuprint_JRC	1048172314	PPL103(y2a'1)(PDL05)_L
1551	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1233428010	PAM01_a(y5)_R
1552	gamma main Kenyon cell	is_a	neuprint_JRC	1036559440	KCg-m
1553	dopaminergic PAM neuron 1	is_a	neuprint_JRC	676263239	PAM01_a(y5)_L
1554	adult antennal lobe projection neuron DL3 lPN	is_a	neuprint_JRC	1609883245	DL3 lPN(olfactory PN)_R
1555	gamma main Kenyon cell	is_a	neuprint_JRC	972128731	KCg-m
1556	dopaminergic PAM neuron 1	is_a	neuprint_JRC	613835634	PAM01_b(y5)_L
1557	adult uniglomerular antennal lobe projection neuron adPN	is_a	neuprint_JRC	5813000276	VC3l adPN(olfactory PN)_R
1558	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1264186300	PAM01_a(y5)_L
1559	gamma main Kenyon cell	is_a	neuprint_JRC	5813019917	KCg-m
1560	fan-shaped neuron	is_a	neuprint_JRC	5813088458	FB6R^FB06w_L
1561	gamma main Kenyon cell	is_a	neuprint_JRC	630381893	KCg-m
1562	adult antennal lobe projection neuron DP1m adPN	is_a	neuprint_JRC	635062078	DP1m adPN(olfactory PN)_R
1563	adult antennal lobe projection neuron VM5d adPN	is_a	neuprint_JRC	1914140664	VM5d adPN(olfactory PN)_R
1564	dopaminergic PAM neuron 8	is_a	neuprint_JRC	1110307501	PAM08_b(y4)_R
1565	gamma main Kenyon cell	is_a	neuprint_JRC	5812982876	KCg-m
1566	gamma main Kenyon cell	is_a	neuprint_JRC	630722941	KCg-m
1567	gamma main Kenyon cell	is_a	neuprint_JRC	1068617431	KCg-m
1568	adult antennal lobe projection neuron DM5 lPN	is_a	neuprint_JRC	697485362	DM5 lPN(olfactory PN)_R
1569	gamma main Kenyon cell	is_a	neuprint_JRC	5812981706	KCg-m
1570	fan-shaped neuron	is_a	neuprint_JRC	614081151	FB5A^FB05a_R
1571	gamma main Kenyon cell	is_a	neuprint_JRC	600702348	KCg-m
1572	gamma main Kenyon cell	is_a	neuprint_JRC	1068272038	KCg-m
1573	dopaminergic PAM neuron 1	is_a	neuprint_JRC	644870768	PAM01_a(y5)_L
1574	fan-shaped neuron	is_a	neuprint_JRC	1163212068	FB3E^FB03e_L
1575	gamma main Kenyon cell	is_a	neuprint_JRC	354779890	KCg-m
1576	gamma main Kenyon cell	is_a	neuprint_JRC	630727056	KCg-m
1577	gamma main Kenyon cell	is_a	neuprint_JRC	5812980580	KCg-m
1578	gamma main Kenyon cell	is_a	neuprint_JRC	1141337518	KCg-m
1579	adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	603785283	VP1l + VP3 ilPN(olfactory PN)_R
1580	fan-shaped neuron	is_a	neuprint_JRC	1225290633	FB4C^FB04c(NO2)_R
1581	gamma main Kenyon cell	is_a	neuprint_JRC	539949536	KCg-m
1582	gamma main Kenyon cell	is_a	neuprint_JRC	1265157632	KCg-m
1583	adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	850717220	VP1l + VP3 ilPN(olfactory PN)_R
1584	adult multiglomerular antennal lobe projection neuron	is_a	neuprint_JRC	642724189	(MBDLaxon1)
1585	gamma main Kenyon cell	is_a	neuprint_JRC	415494049	KCg-m
1586	dopaminergic PAM neuron 6	is_a	neuprint_JRC	643523134	PAM06(B'2m)_L
1587	gamma main Kenyon cell	is_a	neuprint_JRC	600693904	KCg-m
1588	gamma main Kenyon cell	is_a	neuprint_JRC	5812981986	KCg-m
1589	mushroom body output neuron 10	is_a	neuprint_JRC	613719036	MBON10(B'1)_R
1590	gamma main Kenyon cell	is_a	neuprint_JRC	5812981467	KCg-m
1591	adult antennal lobe projection neuron DL1 adPN	is_a	neuprint_JRC	1700946301	DL1 adPN(olfactory PN)_R
1592	alpha/beta Kenyon cell	is_a	neuprint_JRC	798196389	KCab-c
1593	gamma main Kenyon cell	is_a	neuprint_JRC	5813021380	KCg-m
1594	adult uniglomerular antennal lobe projection neuron lPN	is_a	neuprint_JRC	666818300	V lPN(olfactory PN)_R
1595	gamma main Kenyon cell	is_a	neuprint_JRC	5813047662	KCg-m
1596	dopaminergic PAM neuron 1	is_a	neuprint_JRC	1171431567	PAM01_a(y5)_L
