	object	relation	subject_external_db	subject_external_id	subject_name
6147	lobula columnar neuron LC11	is_a	neuprint_JRC	1528244653	LC11(PLBDL4)_R
6148	lobula columnar neuron LC21	is_a	neuprint_JRC	1655496596	LC21(PLBDL4)_R
6149	lobula columnar neuron LC21	is_a	neuprint_JRC	1532401533	LC21(PLBDL4)_R
6150	lobula columnar neuron LC13	is_a	neuprint_JRC	1530704811	LC13(LWF7)_R
6151	lobula columnar neuron LC18	is_a	neuprint_JRC	1656157451	LC18(PLBDL4)_R
6152	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1528253194	LPLC4_R
6153	lobula columnar neuron LC17	is_a	neuprint_JRC	1751666374	LC17
6154	lobula columnar neuron LC15	is_a	neuprint_JRC	1538135324	LC15
6155	lobula columnar neuron LC21	is_a	neuprint_JRC	5813075792	LC21(PLBDL4)_R
6156	lobula columnar neuron LC15	is_a	neuprint_JRC	1537803404	LC15
6157	lobula columnar neuron LC15	is_a	neuprint_JRC	1567145429	LC15
6158	lobula columnar neuron LC17	is_a	neuprint_JRC	5813038679	LC17
6159	lobula columnar neuron LC22	is_a	neuprint_JRC	1563364112	LC22_R
6160	lobula columnar neuron LC15	is_a	neuprint_JRC	1538471582	LC15
6161	lobula columnar neuron LC15	is_a	neuprint_JRC	1567482594	LC15
6162	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1534363304	LPLC2_R
6163	lobula columnar neuron LC13	is_a	neuprint_JRC	1749236368	LC13(LWF1)_R
6164	lobula columnar neuron LC21	is_a	neuprint_JRC	1534448646	LC21
6165	lobula columnar neuron LC21	is_a	neuprint_JRC	2089653445	LC21(PLBDL4)_R
6166	lobula columnar neuron LC12	is_a	neuprint_JRC	1531975908	LC12(lVLPT7)_R
6167	lobula columnar neuron LC17	is_a	neuprint_JRC	1530606252	LC17(lVLPT7)_R
6168	lobula columnar neuron LC11	is_a	neuprint_JRC	5813056671	LC11(PLBDL4)_R
6169	lobula columnar neuron LC11	is_a	neuprint_JRC	1502635634	LC11
6170	lobula columnar neuron LC12	is_a	neuprint_JRC	1530602252	LC12
6171	lobula columnar neuron LC11	is_a	neuprint_JRC	1532405813	LC11
6172	lobula columnar neuron LC12	is_a	neuprint_JRC	1847145780	LC12
6173	lobula columnar neuron LC17	is_a	neuprint_JRC	1528577476	LC17
6174	lobula columnar neuron LC12	is_a	neuprint_JRC	1753359080	LC12
6175	lobula columnar neuron LC11	is_a	neuprint_JRC	1654818612	LC11(PLBDL4)_R
6176	lobula columnar neuron LC11	is_a	neuprint_JRC	1559948889	LC11
6177	lobula columnar neuron LC17	is_a	neuprint_JRC	1628528573	LC17
6178	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1563126068	LPLC4_R
6179	lobula columnar neuron LC12	is_a	neuprint_JRC	5812991748	LC12
6180	lobula columnar neuron LC17	is_a	neuprint_JRC	1534694621	LC17
6181	lobula columnar neuron LC17	is_a	neuprint_JRC	1590309572	(LWF3)_R
6182	lobula columnar neuron LC17	is_a	neuprint_JRC	1962759336	(PVF4)_R
6183	lobula columnar neuron LC21	is_a	neuprint_JRC	5812993222	LC21(PLBDL4)_R
6184	lobula columnar neuron LC11	is_a	neuprint_JRC	1565833050	LC11
6185	lobula columnar neuron LC17	is_a	neuprint_JRC	1561301125	LC17
6186	lobula columnar neuron	is_a	neuprint_JRC	1558605806	LC31
6187	lobula columnar neuron LC17	is_a	neuprint_JRC	5813076492	LC17
6188	lobula columnar neuron LC12	is_a	neuprint_JRC	1534012511	LC12(lVLPT7)_R
6189	lobula columnar neuron LC12	is_a	neuprint_JRC	1628840763	(LWF3)_R
6190	lobula columnar neuron LC12	is_a	neuprint_JRC	1535718148	LC12
6191	lobula columnar neuron LC11	is_a	neuprint_JRC	1563436481	LC11(PLBDL4)_R
6192	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1438908304	LPLC2_R
6193	lobula columnar neuron LC11	is_a	neuprint_JRC	1563441250	LC11
6194	lobula columnar neuron LC11	is_a	neuprint_JRC	1561977675	(LWF2)_R
6195	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1624747496	LPLC4_R
6196	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	5813050827	LPLC2_R
6197	lobula columnar neuron LC11	is_a	neuprint_JRC	1436188322	LC11(PLBDL4)_R
6198	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1562785146	LPLC4_R
6199	lobula columnar neuron LC18	is_a	neuprint_JRC	1559270886	LC18
6200	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1749258134	LC4
6201	lobula columnar neuron LC17	is_a	neuprint_JRC	1750622215	LC17
6202	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1657949594	LPLC4_R
6203	lobula columnar neuron LC11	is_a	neuprint_JRC	1566173885	LC11
6204	lobula columnar neuron LC18	is_a	neuprint_JRC	1560289552	LC18
6205	lobula columnar neuron LC22	is_a	neuprint_JRC	1439590350	LC22_R
6206	lobula columnar neuron LC11	is_a	neuprint_JRC	1687874335	LC11
6207	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1563467433	LPLC4_R
6208	lobula columnar neuron LC17	is_a	neuprint_JRC	1563355501	LC17
6209	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1813391435	LPLC4_R
6210	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1654754488	(PVF4)_R
6211	lobula columnar neuron LC11	is_a	neuprint_JRC	1566519250	LC11
6212	lobula columnar neuron LC11	is_a	neuprint_JRC	1566852153	LC11
6213	lobula columnar neuron LC11	is_a	neuprint_JRC	1561304414	LC11
6214	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1562673627	LC4
6215	lobula columnar neuron LC22	is_a	neuprint_JRC	1813728233	LC22_R
6216	lobula columnar neuron LC11	is_a	neuprint_JRC	2121707030	LC11
6217	lobula columnar neuron LC18	is_a	neuprint_JRC	1722338027	LC18(PLBDL4)_R
6218	lobula columnar neuron LC11	is_a	neuprint_JRC	1562400848	LC11
6219	lobula plate columnar neuron	is_a	neuprint_JRC	1561398893	LPC2
6220	lobula columnar neuron	is_a	neuprint_JRC	1684451749	LC31
6221	lobula columnar neuron LC11	is_a	neuprint_JRC	1565496703	LC11
6222	lobula columnar neuron LC11	is_a	neuprint_JRC	1566173909	LC11
6223	lobula columnar neuron LC11	is_a	neuprint_JRC	1566169568	LC11
6224	lobula columnar neuron LC11	is_a	neuprint_JRC	1532410248	LC11
6225	lobula columnar neuron LC17	is_a	neuprint_JRC	1565729476	LC17
6226	lobula columnar neuron LC11	is_a	neuprint_JRC	1566514866	LC11(PLBDL4)_R
6227	lobula columnar neuron LC11	is_a	neuprint_JRC	5812992814	LC11(PLBDL4)_R
6228	lobula columnar neuron LC11	is_a	neuprint_JRC	1594126040	LC11
6229	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1562781110	LPLC4
6230	lobula columnar neuron LC11	is_a	neuprint_JRC	1566851927	LC11
6231	lobula columnar neuron LC11	is_a	neuprint_JRC	1562404815	LC11
6232	lobula columnar neuron LC11	is_a	neuprint_JRC	1563095512	LC11
6233	lobula columnar neuron LC11	is_a	neuprint_JRC	1563436478	LC11(PLBDL4)_R
6234	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1563126151	LPLC4
6235	lobula columnar neuron LC22	is_a	neuprint_JRC	1658290299	LC22_R
6236	lobula columnar neuron LC11	is_a	neuprint_JRC	1905114003	LC11
6237	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1815126433	LPLC2_R
6238	lobula columnar neuron LC11	is_a	neuprint_JRC	1562054982	LC11(PLBDL4)_R
6239	lobula columnar neuron LC11	is_a	neuprint_JRC	1566511014	LC11
6240	lobula columnar neuron LC18	is_a	neuprint_JRC	1751321418	LC18(PLBDL4)_R
6241	lobula columnar neuron LC11	is_a	neuprint_JRC	1564753797	LC11
6242	lobula columnar neuron LC18	is_a	neuprint_JRC	1722346362	LC18
6243	lobula columnar neuron LC12	is_a	neuprint_JRC	1628192050	LC12
6244	lobula columnar neuron LC11	is_a	neuprint_JRC	1563436471	LC11
6245	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1563122080	LPLC4_R
6246	lobula columnar neuron LC17	is_a	neuprint_JRC	1689239035	LC17
6247	lobula columnar neuron LC11	is_a	neuprint_JRC	1562404878	LC11(PLBDL4)_R
6248	lobula columnar neuron LC11	is_a	neuprint_JRC	1594121850	LC11
6249	lobula columnar neuron LC11	is_a	neuprint_JRC	1566510982	LC11(PLBDL4)_R
6250	lobula columnar neuron	is_a	neuprint_JRC	1559284164	LC31
6251	lobula columnar neuron	is_a	neuprint_JRC	1562703917	(LWF2)_R
6252	lobula columnar neuron LC11	is_a	neuprint_JRC	1563782253	LC11(PLBDL4)_R
6253	lobula columnar neuron LC11	is_a	neuprint_JRC	5812988296	LC11(PLBDL4)_R
6254	lobula columnar neuron LC14	is_a	neuprint_JRC	5813054748	LC14_R
6255	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1626922712	LPLC4
6256	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1656792632	LPLC4_R
6257	lobula columnar neuron LC11	is_a	neuprint_JRC	1566528972	LC11
6258	lobula columnar neuron LC11	is_a	neuprint_JRC	1564123481	LC11
6259	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1593815080	LPLC4
6260	lobula columnar neuron LC11	is_a	neuprint_JRC	1566519741	LC11
6261	lobula columnar neuron LC17	is_a	neuprint_JRC	1589972966	LC17(lVLPT4)_R
6262	lobula columnar neuron LC17	is_a	neuprint_JRC	5812993997	(LWF2)_R
6263	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1595853024	LPLC4_R
6264	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	5901196898	LPLC4_R
6265	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	5812993603	LPTC contra2_R
6266	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	5812991470	LPLC4_R
6267	lobula columnar neuron LC11	is_a	neuprint_JRC	1747569967	LC11
6268	lobula columnar neuron LC18	is_a	neuprint_JRC	1722000794	LC18
6269	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1657258338	LPLC4
6270	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1573758787	(AVM09)_L
6271	lobula columnar neuron LC11	is_a	neuprint_JRC	1566856415	LC11
6272	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1657259448	LPLC4
6273	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1657266898	LPLC4_R
6274	medulla columnar neuron	is_a	neuprint_JRC	5813045601	MC66
6275	lobula columnar neuron LC12	is_a	neuprint_JRC	5812993678	LC12(lVLPT7)_R
6276	lobula columnar neuron LC12	is_a	neuprint_JRC	1620667669	LC12
6277	lobula columnar neuron LC22	is_a	neuprint_JRC	1810645950	LC22_R
6278	lobula columnar neuron LC18	is_a	neuprint_JRC	1589969344	LC18
6279	lobula columnar neuron LC17	is_a	neuprint_JRC	1593012939	LC17
6280	lobula columnar neuron LC11	is_a	neuprint_JRC	1594812379	LC11
6281	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1590979045	LC4
6282	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1621357756	LC4
6283	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1595866921	LPLC4
6284	lobula columnar neuron LC12	is_a	neuprint_JRC	5901211214	LC12
6285	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1814781082	LPLC2_R
6286	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1876902545	LC4
6287	lobula columnar neuron LC17	is_a	neuprint_JRC	5812993994	LC17
6288	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1626560949	LPLC4_R
6289	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1845453234	LPLC2_R
6290	lobula columnar neuron LC22	is_a	neuprint_JRC	5812990726	LC22_R
6291	lobula columnar neuron LC22	is_a	neuprint_JRC	1657940629	LC22_R
6292	lobula columnar neuron LC12	is_a	neuprint_JRC	1782006592	LC12(lVLPT7)_R
6293	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1626573444	LPLC4_R
6294	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1626919110	LPLC4_R
6295	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1660219098	LPLC1_R
6296	lobula columnar neuron LC22	is_a	neuprint_JRC	1596091814	LC22_R
6297	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1438912593	LPLC2_R
6298	lobula columnar neuron LC22	is_a	neuprint_JRC	1907501440	LC22_R
6299	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1688164533	LPLC2_R
6300	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1626232238	LPLC4
6301	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1696530677	Ascending?
6302	vertical system neuron	is_a	neuprint_JRC	1557885051	VS(LPTC)
6303	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1814777260	LPLC2_R
6304	lobula columnar neuron LC18	is_a	neuprint_JRC	1621003660	LC18
6305	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1222332850	LPLC1_R
6306	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1625191546	LPLC4_R
6307	lobula plate columnar neuron	is_a	neuprint_JRC	1654831942	LPC2
6308	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1626560096	LPLC4_R
6309	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813055080	LPLC1_R
6310	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1622350949	LPLC1_R
6311	lobula plate columnar neuron	is_a	neuprint_JRC	1623464436	LPC2
6312	lobula plate columnar neuron	is_a	neuprint_JRC	1748269043	LPC2
6313	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1627890175	LPLC1_R
6314	adult antennal lobe projection neuron lPN	is_a	neuprint_JRC	1788676257	VP3+ lPN(olfactory PN)_R
6315	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1625080038	LC4
6316	lobula columnar neuron LC17	is_a	neuprint_JRC	1629163100	LC17(lVLPT7)_R
6317	lobula columnar neuron LC13	is_a	neuprint_JRC	5812992437	LC13
6318	lobula columnar neuron LC18	is_a	neuprint_JRC	1656157978	LC18
6319	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1628230708	LPLC1_R
6320	lobula columnar neuron LC18	is_a	neuprint_JRC	1655475659	LC18
6321	lobula columnar neuron LC17	is_a	neuprint_JRC	1719928105	LC17
6322	lobula columnar neuron LC17	is_a	neuprint_JRC	1690893361	(LWF2)_R
6323	lobula columnar neuron LC22	is_a	neuprint_JRC	1810986443	LC22_R
6324	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1657263439	LPLC4
6325	lobula columnar neuron LC17	is_a	neuprint_JRC	1783361972	LC17
6326	lobula columnar neuron LC17	is_a	neuprint_JRC	1621008677	LC17
6327	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1783051753	LPLC2_R
6328	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1627117134	LC4
6329	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1626573183	LPLC4
6330	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1657258136	LPLC4_R
6331	medulla columnar neuron MC62	is_a	neuprint_JRC	1654840874	MC62(LWF5)_R
6332	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1657263405	LPLC4_R
6333	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1718645916	LPLC4
6334	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1716603983	(PVL02n_pct)_R
6335	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1783051578	LPLC2_R
6336	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1717968338	LPLC4
6337	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	2089649128	(LWF5)_R
6338	lobula columnar neuron LC17	is_a	neuprint_JRC	1622360309	LC17
6339	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1659331215	LPLC1
6340	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1469947367	LPLC1_R
6341	lobula columnar neuron LC17	is_a	neuprint_JRC	5813060163	LC17
6342	lobula columnar neuron LC18	is_a	neuprint_JRC	1746884233	LC18
6343	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1814780768	LPLC2_R
6344	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1813403953	LPLC2_R
6345	lobula columnar neuron LC12	is_a	neuprint_JRC	1621004685	LC12
6346	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1627131491	LPLC2_R
6347	lobula columnar neuron LC12	is_a	neuprint_JRC	1813373584	LC12
6348	lobula columnar neuron Lcn4	is_a	neuprint_JRC	5813055129	LC4
6349	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1469269528	LPLC1_R
6350	lobula columnar neuron LC18	is_a	neuprint_JRC	1657180509	LC18
6351	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	5812991619	LPLC4_R
6352	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1690015835	LPLC1_R
6353	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813047992	LPLC1_R
6354	lobula columnar neuron LC18	is_a	neuprint_JRC	1651701899	LC18
6355	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813042873	LPLC1_R
6356	lobula columnar neuron LC14	is_a	neuprint_JRC	1969230358	LC14_R
6357	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5812994826	LPLC1_R
6358	lobula columnar neuron LC22	is_a	neuprint_JRC	1750712639	LC22_R
6359	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1691259738	LPLC2_R
6360	medulla columnar neuron MC62	is_a	neuprint_JRC	1654499231	MC62(LWF5)_R
6361	lobula complex columnar neuron LPLC4	is_a	neuprint_JRC	1719678048	LPLC4_R
6362	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813031567	LPLC1_R
6363	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1746858454	LPLC1_R
6364	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5812999862	LPLC1_R
6365	lobula columnar neuron LC12	is_a	neuprint_JRC	1653390223	LC12
6366	lobula columnar neuron LC12	is_a	neuprint_JRC	1719928274	LC12
6367	lobula columnar neuron LC12	is_a	neuprint_JRC	1841019896	(PVL02v_pct)_R
6368	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	5813038769	LPLC2_R
6369	lobula columnar neuron LC17	is_a	neuprint_JRC	1659515529	LC17
6370	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1966864706	LPLC1_R
6371	lobula columnar neuron LC12	is_a	neuprint_JRC	1939244343	LC12
6372	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1658644171	LPLC1_R
6373	dorsal giant horizontal cell HSN	is_a	neuprint_JRC	2211443902	HSN LPTC
6374	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1593417998	LPLC1_R
6375	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1783068831	LPLC1_R
6376	lobula columnar neuron LC12	is_a	neuprint_JRC	1441956741	LC12
6377	lobula plate columnar neuron LPC1	is_a	neuprint_JRC	1807234995	LPC1
6378	lobula plate columnar neuron LPC1	is_a	neuprint_JRC	1714138427	LPC1
6379	lobula plate columnar neuron LPC1	is_a	neuprint_JRC	1003659491	(PDM19)_L
6380	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	2059295981	LPLC1_R
6381	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1721020290	LPLC1_R
6382	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1749275570	LPLC1_R
6383	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1813399871	LPLC1_R
6384	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5812994062	LPLC1_R
6385	lobula columnar neuron LC18	is_a	neuprint_JRC	1687874488	LC18(PLBDL4)_R
6386	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1782714902	LPLC1
6387	medulla columnar neuron MC62	is_a	neuprint_JRC	1654516710	MC62(LWF5)_R
6388	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1658643766	LPLC1_R
6389	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1407873674	LPLC1_R
6390	medulla columnar neuron MC62	is_a	neuprint_JRC	5812995552	MC62(LWF5)_R
6391	medulla columnar neuron MC62	is_a	neuprint_JRC	1655423982	(PVF4)_R
6392	medulla columnar neuron MC62	is_a	neuprint_JRC	1685892497	MC62(LWF5)_R
6393	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813038998	LPLC1
6394	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5812994338	(AVM20)_L
6395	medulla columnar neuron MC62	is_a	neuprint_JRC	1686212203	MC62(LWF5)_R
6396	lobula columnar neuron LC18	is_a	neuprint_JRC	1722670151	LC18
6397	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1781674298	LPLC1_R
6398	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5812998137	LPLC1_R
6399	lobula columnar neuron LC12	is_a	neuprint_JRC	1654068522	LC12
6400	lobula columnar neuron LC12	is_a	neuprint_JRC	1654405306	LC12
6401	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1407874177	LPLC1_R
6402	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813056582	(LWF2)_R
6403	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813069046	LPLC1_R
6404	lobula columnar neuron LC22	is_a	neuprint_JRC	1719569268	LC22_R
6405	lobula columnar neuron LC14	is_a	neuprint_JRC	1659235557	LC14_R
6406	lobula columnar neuron LC12	is_a	neuprint_JRC	1654405904	LC12
6407	lobula columnar neuron LC17	is_a	neuprint_JRC	1654413566	LC17
6408	lobula columnar neuron LC12	is_a	neuprint_JRC	1628140423	LC12(lVLPT7)_R
6409	lobula columnar neuron LC18	is_a	neuprint_JRC	1688211725	LC18
6410	lobula columnar neuron LC17	is_a	neuprint_JRC	1690917721	LC17
6411	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	5813038822	LPLC2
6412	lobula columnar neuron LC12	is_a	neuprint_JRC	1753354671	LC12
6413	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1721365654	LPLC1
6414	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813000369	(PVF4)_R
6415	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1689989557	LPLC1_R
6416	lobula columnar neuron LC18	is_a	neuprint_JRC	1722336935	LC18(PLBDL4)_R
6417	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1689993656	LPLC1_R
6418	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1719595635	LPLC2
6419	lobula columnar neuron LC17	is_a	neuprint_JRC	1714113234	LC17
6420	lobula columnar neuron LC17	is_a	neuprint_JRC	1750269273	(LWF3)_R
6421	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1781328716	LPLC1_R
6422	lobula columnar neuron LC17	is_a	neuprint_JRC	1782680353	LC17
6423	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1689994034	LPLC1
6424	lobula columnar neuron LC12	is_a	neuprint_JRC	1784057153	LC12
6425	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1689989271	LPLC1
6426	lobula columnar neuron LC18	is_a	neuprint_JRC	1714479649	LC18(PLBDL4)_R
6427	lobula columnar neuron LC17	is_a	neuprint_JRC	1817458052	LC17
6428	medulla columnar neuron MC62	is_a	neuprint_JRC	1685529876	MC62(LWF5)_R
6429	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1690011142	LPLC1
6430	lobula columnar neuron LC14	is_a	neuprint_JRC	1721309290	LC14
6431	lobula columnar neuron LC14	is_a	neuprint_JRC	5813049974	LPTC
6432	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1690020010	LPLC1
6433	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1871446097	(PVM03)_L
6434	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5813045792	LPLC1_R
6435	lobula columnar neuron LC12	is_a	neuprint_JRC	1754042300	LC12
6436	lobula plate columnar neuron LPC1	is_a	neuprint_JRC	1714134266	LPC1
6437	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1690011290	LPLC1_R
6438	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	5812995757	LPLC1
6439	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1907587934	LC4
6440	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1845117373	LPLC1_R
6441	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1689994325	LPLC1_R
6442	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1813054194	LPLC1
6443	lobula plate columnar neuron LPC1	is_a	neuprint_JRC	5812997949	LPC1
6444	lobula columnar neuron LC17	is_a	neuprint_JRC	1689187126	LC17
6445	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1753674977	LPLC2_R
6446	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1470971204	LPLC2_R
6447	lobula columnar neuron LC14	is_a	neuprint_JRC	1932730059	LC14_R
6448	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1723386459	LPLC1_R
6449	lobula columnar neuron LC12	is_a	neuprint_JRC	1691574966	LC12
6450	lobula columnar neuron LC18	is_a	neuprint_JRC	1753034787	LC18
6451	lobula columnar neuron LC18	is_a	neuprint_JRC	1685811275	(LWF7)_R
6452	lobula columnar neuron Lcn4	is_a	neuprint_JRC	1688505620	LC4
6453	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1682707330	LPLC2_R
6454	lobula plate columnar neuron LPC1	is_a	neuprint_JRC	1745169277	LPC1
6455	lobula complex columnar neuron LPLC1	is_a	neuprint_JRC	1721025057	LPLC1_R
6456	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1876147437	LPLC2_R
6457	lobula columnar neuron LC17	is_a	neuprint_JRC	1684443103	LC17
6458	lobula columnar neuron LC14	is_a	neuprint_JRC	2220920100	LC14_R
6459	lobula columnar neuron LC14	is_a	neuprint_JRC	1719903353	(PVF5)_R
6460	lobula columnar neuron LC18	is_a	neuprint_JRC	1723023890	LC18
6461	lobula columnar neuron LC18	is_a	neuprint_JRC	1722336465	LC18(PLBDL4)_R
6462	lobula columnar neuron LC17	is_a	neuprint_JRC	1689200671	LC17
6463	lobula columnar neuron LC18	is_a	neuprint_JRC	1718231248	LC18
6464	lobula columnar neuron LC22	is_a	neuprint_JRC	1688302103	LC22_R
6465	lobula columnar neuron LC22	is_a	neuprint_JRC	1658860665	(LWF3)_R
6466	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1752016801	LPLC2_R
6467	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1684127778	(LWF2)_R
6468	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1715158302	(LWF7)_R
6469	lobula columnar neuron LC14	is_a	neuprint_JRC	1690283476	LC14_R
6470	lobula complex columnar neuron LPLC2	is_a	neuprint_JRC	1872033743	LPLC2_R
6471	lobula columnar neuron LC22	is_a	neuprint_JRC	1845431908	LC22_R
6472	lobula columnar neuron LC17	is_a	neuprint_JRC	1687831632	LC17
6473	lobula columnar neuron Lcn4	is_a	neuprint_JRC	5813069053	LC4
6474	lobula columnar neuron LC12	is_a	neuprint_JRC	1718863441	LC12(lVLPT7)_R
