subject_id	subject_name	object	relation	hemilineage_FBbt_id	hemilineage_FBbt_name	subject_external_db	pub	comment
VFB_00108ezz	BANC_888:720575941565862546	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f00	BANC_888:720575941565862656	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f01	BANC_888:720575941565863063	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dpv	BANC_888:720575941565863175	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f02	BANC_888:720575941565864594	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f03	BANC_888:720575941565864850	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f04	BANC_888:720575941565865782	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f05	BANC_888:720575941565866642	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f06	BANC_888:720575941565867154	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f07	BANC_888:720575941565869575	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f08	BANC_888:720575941565870487	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f09	BANC_888:720575941565872999	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dpx	BANC_888:720575941565875815	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0a	BANC_888:720575941565877858	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dpz	BANC_888:720575941565879399	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0b	BANC_888:720575941565880215	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0c	BANC_888:720575941565883143	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0d	BANC_888:720575941565884258	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0e	BANC_888:720575941565885282	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0f	BANC_888:720575941565887751	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0g	BANC_888:720575941565888512	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dq0	BANC_888:720575941565889383	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0h	BANC_888:720575941565893888	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0i	BANC_888:720575941565895063	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0j	BANC_888:720575941565895431	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dq1	BANC_888:720575941565897270	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dq2	BANC_888:720575941565897575	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0k	BANC_888:720575941565897735	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dq3	BANC_888:720575941565898550	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0l	BANC_888:720575941565899415	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0m	BANC_888:720575941565900854	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dq5	BANC_888:720575941565901671	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0n	BANC_888:720575941565902592	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dq6	BANC_888:720575941565904438	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dq7	BANC_888:720575941565905206	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0o	BANC_888:720575941565906583	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0p	BANC_888:720575941565910784	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0q	BANC_888:720575941565910935	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0r	BANC_888:720575941565914119	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0s	BANC_888:720575941565914678	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0t	BANC_888:720575941565916167	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0u	BANC_888:720575941565916416	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0v	BANC_888:720575941565916672	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dq9	BANC_888:720575941565918567	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqa	BANC_888:720575941565919079	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqb	BANC_888:720575941565919591	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqc	BANC_888:720575941565919847	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqd	BANC_888:720575941565928551	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0w	BANC_888:720575941565930286	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0x	BANC_888:720575941565930752	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0y	BANC_888:720575941565931776	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f0z	BANC_888:720575941565935360	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f10	BANC_888:720575941565935511	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqg	BANC_888:720575941565938839	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f11	BANC_888:720575941565939510	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f12	BANC_888:720575941565939815	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f13	BANC_888:720575941565940887	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f14	BANC_888:720575941565944071	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f15	BANC_888:720575941565945351	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqj	BANC_888:720575941565945959	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f16	BANC_888:720575941565946631	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f17	BANC_888:720575941565947392	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f18	BANC_888:720575941565949847	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f19	BANC_888:720575941565950615	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1a	BANC_888:720575941565951847	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqk	BANC_888:720575941565953890	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1b	BANC_888:720575941565955335	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1c	BANC_888:720575941565955584	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1d	BANC_888:720575941565955591	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqm	BANC_888:720575941565957735	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqn	BANC_888:720575941565961879	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1e	BANC_888:720575941565963520	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105dqo	BANC_888:720575941565965878	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1f	BANC_888:720575941565968738	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1g	BANC_888:720575941565969159	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1h	BANC_888:720575941565971554	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1i	BANC_888:720575941565972480	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1j	BANC_888:720575941565973655	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1k	BANC_888:720575941565974114	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1l	BANC_888:720575941565974935	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1m	BANC_888:720575941565975040	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1n	BANC_888:720575941565975303	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1o	BANC_888:720575941565979904	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1p	BANC_888:720575941565980258	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1q	BANC_888:720575941565981079	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1r	BANC_888:720575941565981696	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1s	BANC_888:720575941565984663	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1t	BANC_888:720575941565989888	left side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108f1u	BANC_888:720575941565990407	right side of organism	has_soma_location			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
