subject_id	subject_name	object	relation	subject_external_db	pub	comment
VFB_00108jel	BANC_888:720575941579528281	neuroblast DALv2	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jem	BANC_888:720575941579530585	neuroblast DPMm1	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jeo	BANC_888:720575941579531865	neuroblast BLAd1	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jep	BANC_888:720575941579541849	neuroblast DPLm2	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jeq	BANC_888:720575941579548505	neuroblast BLVp1	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jer	BANC_888:720575941579550041	neuroblast BLVp1	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jev	BANC_888:720575941579563865	neuroblast DPMpm2	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jey	BANC_888:720575941579566681	neuroblast CP2	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jf0	BANC_888:720575941579568217	neuroblast BLAv1	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a02	BANC_888:720575941579571793	neuroblast CM6	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00108jf1	BANC_888:720575941579573593	neuroblast BAla2	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a07	BANC_888:720575941579616081	neuroblast CM5	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a0q	BANC_888:720575941579680889	neuroblast VPNv2	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105a0s	BANC_888:720575941579692153	neuroblast DALcl1	develops_from	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
