subject_external_id	subject_id	subject_name	DataSet	subject_external_db	relation	object	Curator
4408397	VFB_0010022v	FAN-8 (L1EM:4408397)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
9527522	VFB_0010025g	FBN-9 (L1EM:9527522)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
5321459	VFB_0010023d	FBN-14 (L1EM:5321459)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
12389097	VFB_0010026l	FFN-10 (L1EM:12389097)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
12325227	VFB_0010026j	FFN-29 (L1EM:12325227)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
8075484	VFB_0010024c	CN-7 (L1EM:8075484)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
12398622	VFB_0010026m	FB2IN-7 (L1EM:12398622)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
5681132	VFB_0010023j	FBN-25 (L1EM:5681132)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
4234016	VFB_0010022t	FFN-41 (L1EM:4234016)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
8864785	VFB_0010024p	FBN-7 (L1EM:8864785)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
17435678	VFB_0010028z	FFN-35 (L1EM:17435678)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
10612630	VFB_0010025p	FFN-1 (L1EM:10612630)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
16972043	VFB_0010028h	FFN-36 (L1EM:16972043)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
16691937	VFB_0010028a	CN-37 (L1EM:16691937)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
19857573	VFB_0010029k	FFN-11 (L1EM:19857573)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
13210358	VFB_0010026t	FB2IN-19 (L1EM:13210358)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
16340998	VFB_0010027t	FFN-25 (L1EM:16340998)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
11889676	VFB_0010026d	FBN-8 (L1EM:11889676)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
6597872	VFB_0010023q	FB2IN-11 (L1EM:6597872)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
12233237	VFB_0010026h	FB2IN-1 (L1EM:12233237)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
10682660	VFB_0010025r	FBN-22 (L1EM:10682660)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
10202724	VFB_0010025k	FBN-3 (L1EM:10202724)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
7540581	VFB_0010023v	FBN-13 (L1EM:7540581)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
7026287	VFB_0010023r	FBN-23 (L1EM:7026287)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
9238937	VFB_0010024y	FAN-10 (L1EM:9238937)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
6591182	VFB_0010023p	FB2IN-11 (L1EM:6591182)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
17854345	VFB_0010029d	CN-31 (L1EM:17854345)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
5592307	VFB_0010023h	FFN-37 (L1EM:5592307)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
9083312	VFB_0010024v	FB2IN-2 (L1EM:9083312)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
15668309	VFB_0010027n	FAN-11 (L1EM:15668309)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
4199033	VFB_0010022q	FAN-8 (L1EM:4199033)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
17437719	VFB_0010029a	FBN-18 (L1EM:17437719)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
4103336	VFB_0010022k	FB2IN-7 (L1EM:4103336)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
8802069	VFB_0010024m	FFN-9 (L1EM:8802069)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
15488316	VFB_0010027j	FB2IN-8 (L1EM:15488316)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
6300434	VFB_0010023o	FFN-7 (L1EM:6300434)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
16848497	VFB_0010028e	FFN-33 (L1EM:16848497)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
12704069	VFB_0010026p	CN-21 (L1EM:12704069)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
10351681	VFB_0010025n	FFN-24 (L1EM:10351681)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
16492104	VFB_0010027y	FFN-40 (L1EM:16492104)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
19271710	VFB_0010029j	FB2IN-6 (L1EM:19271710)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
9141404	VFB_0010024x	FBN-2 (L1EM:9141404)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
8689148	VFB_0010024i	FFN-34 (L1EM:8689148)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
15588620	VFB_0010027l	FBN-5 (L1EM:15588620)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
5560620	VFB_0010023g	FFN-17 (L1EM:5560620)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
15766806	VFB_0010027q	CN-48 (L1EM:15766806)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
8814922	VFB_0010024n	FB2IN-16 (L1EM:8814922)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
17784367	VFB_0010029b	FB2IN-21 (L1EM:17784367)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
17176781	VFB_0010028p	FB2IN-18 (L1EM:17176781)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
18035864	VFB_0010029f	FB2IN-3 (L1EM:18035864)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
20443457	VFB_0010029l	MB2IN-77 (L1EM:20443457)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
9798791	VFB_0010025h	FFN-33 (L1EM:9798791)	Eschbach2020	catmaid_l1em	part_of	larval nervous system	cp390
