subject_external_id	subject_name	subject_id	subject_external_db	relation	object	pub
720575940613052402	FlyWire:720575940613052402	VFB_fw133998	flywire783	is_a	photoreceptor cell R7	
720575940613052634	FlyWire:720575940613052634	VFB_fw137086	flywire783	is_a	outer photoreceptor cell	
720575940613055474	FlyWire:720575940613055474	VFB_fw118232	flywire783	is_a	medulla tangential intrinsic neuron 1	FlyBase:FBrf0262545
720575940613061338	FlyWire:720575940613061338	VFB_fw088633	flywire783	is_a	centrifugal neuron C3	
720575940613065386	FlyWire:720575940613065386	VFB_fw122941	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613067687	FlyWire:720575940613067687	VFB_fw050532	flywire783	is_a	adult lobula intrinsic neuron Li22	FlyBase:FBrf0262545
720575940613071218	FlyWire:720575940613071218	VFB_fw108579	flywire783	is_a	transmedullary neuron Tm30	FlyBase:FBrf0262545
720575940613072382	FlyWire:720575940613072382	VFB_fw048598	flywire783	is_a	medulla columnar neuron MC64	
720575940613079026	FlyWire:720575940613079026	VFB_fw108877	flywire783	is_a	proximal medullary amacrine neuron Pm1	FlyBase:FBrf0262545
720575940613085363	FlyWire:720575940613085363	VFB_fw104367	flywire783	is_a	transmedullary neuron Tm32	FlyBase:FBrf0262545
720575940613090710	FlyWire:720575940613090710	VFB_fw018393	flywire783	is_a	adult tubercle-bulb neuron 03	
720575940613090769	FlyWire:720575940613090769	VFB_fw043753	flywire783	is_a	adult medulla-tubercle neuron of dorsal rim area	
720575940613092325	FlyWire:720575940613092325	VFB_fw070610	flywire783	is_a	distal medullary amacrine neuron Dm3c	FlyBase:FBrf0262545
720575940613096089	FlyWire:720575940613096089	VFB_fw018686	flywire783	is_a	anterior-projecting DN3 neuron	
720575940613099560	FlyWire:720575940613099560	VFB_fw071120	flywire783	is_a	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
720575940613101797	FlyWire:720575940613101797	VFB_fw129103	flywire783	is_a	distal medullary amacrine neuron Dm3c	FlyBase:FBrf0262545
720575940613102962	FlyWire:720575940613102962	VFB_fw110564	flywire783	is_a	distal medullary amacrine neuron Dm3c	FlyBase:FBrf0262545
720575940613104150	FlyWire:720575940613104150	VFB_fw118383	flywire783	is_a	distal medullary amacrine neuron Dm3c	FlyBase:FBrf0262545
720575940613105381	FlyWire:720575940613105381	VFB_fw031302	flywire783	is_a	accessory medulla neuron aMe8	
720575940613106838	FlyWire:720575940613106838	VFB_fw044794	flywire783	is_a	adult medulla-tubercle neuron of dorsal rim area	
720575940613110425	FlyWire:720575940613110425	VFB_fw022051	flywire783	is_a	adult lobula columnar neuron LC29	
720575940613115289	FlyWire:720575940613115289	VFB_fw012948	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613116141	FlyWire:720575940613116141	VFB_fw075443	flywire783	is_a	transmedullary neuron Tm31	FlyBase:FBrf0262545
720575940613118259	FlyWire:720575940613118259	VFB_fw023507	flywire783	is_a	small central-projecting DN3 neuron	
720575940613119203	FlyWire:720575940613119203	VFB_fw081597	flywire783	is_a	distal medullary amacrine neuron Dm3c	FlyBase:FBrf0262545
720575940613119399	FlyWire:720575940613119399	VFB_fw051117	flywire783	is_a	adult medulla-lobula neuron MeLo3a	FlyBase:FBrf0262545
720575940613122674	FlyWire:720575940613122674	VFB_fw112192	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613124570	FlyWire:720575940613124570	VFB_fw117541	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613124817	FlyWire:720575940613124817	VFB_fw026773	flywire783	is_a	adult posterior slope neuron 139	
720575940613130469	FlyWire:720575940613130469	VFB_fw048732	flywire783	is_a	adult medulla-tubercle neuron 1	
720575940613131122	FlyWire:720575940613131122	VFB_fw061763	flywire783	is_a	adult transmedullary Y neuron TmY19a	FlyBase:FBrf0262545
720575940613136626	FlyWire:720575940613136626	VFB_fw113559	flywire783	is_a	adult medulla-lobula neuron MeLo3a	FlyBase:FBrf0262545
720575940613138602	FlyWire:720575940613138602	VFB_fw116134	flywire783	is_a	adult central medulla intrinsic neuron Cm3	FlyBase:FBrf0262545
720575940613140205	FlyWire:720575940613140205	VFB_fw075660	flywire783	is_a	distal medullary amacrine neuron Dm8b	
720575940613141746	FlyWire:720575940613141746	VFB_fw097734	flywire783	is_a	distal medullary amacrine neuron Dm8b	
720575940613142258	FlyWire:720575940613142258	VFB_fw103514	flywire783	is_a	adult transmedullary Y neuron TmY21	FlyBase:FBrf0262545
720575940613144086	FlyWire:720575940613144086	VFB_fw048673	flywire783	is_a	adult medulla-tubercle neuron 3	
720575940613145366	FlyWire:720575940613145366	VFB_fw046481	flywire783	is_a	adult medulla-tubercle neuron of dorsal rim area	
720575940613149718	FlyWire:720575940613149718	VFB_fw119443	flywire783	is_a	transmedullary Y neuron TmY13	FlyBase:FBrf0262545
720575940613150617	FlyWire:720575940613150617	VFB_fw059962	flywire783	is_a	medulla tangential intrinsic neuron 2	FlyBase:FBrf0262545
720575940613150706	FlyWire:720575940613150706	VFB_fw136133	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613152426	FlyWire:720575940613152426	VFB_fw059317	flywire783	is_a	Y neuron Y11	
720575940613155218	FlyWire:720575940613155218	VFB_fw048932	flywire783	is_a	medulla columnar neuron MC64	
720575940613157299	FlyWire:720575940613157299	VFB_fw080706	flywire783	is_a	transmedullary neuron Tm29	FlyBase:FBrf0262545
720575940613158874	FlyWire:720575940613158874	VFB_fw108860	flywire783	is_a	adult central medulla intrinsic neuron Cm7	FlyBase:FBrf0262545
720575940613159141	FlyWire:720575940613159141	VFB_fw139260	flywire783	is_a	lamina monopolar neuron L2	
720575940613160946	FlyWire:720575940613160946	VFB_fw063453	flywire783	is_a	distal medullary amacrine neuron Dm8b	
720575940613164786	FlyWire:720575940613164786	VFB_fw063438	flywire783	is_a	distal medullary amacrine neuron Dm8b	
720575940613171454	FlyWire:720575940613171454	VFB_fw042000	flywire783	is_a	adult AN07B095 neuron	
720575940613184362	FlyWire:720575940613184362	VFB_fw025218	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613192050	FlyWire:720575940613192050	VFB_fw106355	flywire783	is_a	transmedullary Y neuron TmY13	FlyBase:FBrf0262545
720575940613200706	FlyWire:720575940613200706	VFB_fw004572	flywire783	is_a	descending neuron of the posterior brain	
720575940613201075	FlyWire:720575940613201075	VFB_fw125310	flywire783	is_a	photoreceptor cell R7	
720575940613203685	FlyWire:720575940613203685	VFB_fw119306	flywire783	is_a	lobula plate intrinsic neuron LPi3a	FlyBase:FBrf0262545
720575940613205526	FlyWire:720575940613205526	VFB_fw119714	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613208818	FlyWire:720575940613208818	VFB_fw012973	flywire783	is_a	adult medulla visual projection neuron MeVP1	FlyBase:FBrf0262545
720575940613214058	FlyWire:720575940613214058	VFB_fw073037	flywire783	is_a	translobula plate neuron Tlp14	
720575940613218546	FlyWire:720575940613218546	VFB_fw086572	flywire783	is_a	outer photoreceptor cell	
720575940613223830	FlyWire:720575940613223830	VFB_fw037773	flywire783	is_a	small central-projecting DN3 neuron	
720575940613224446	FlyWire:720575940613224446	VFB_fw021019	flywire783	is_a	alpha/beta Kenyon cell	
720575940613228714	FlyWire:720575940613228714	VFB_fw066442	flywire783	is_a	adult central medulla intrinsic neuron Cm1	FlyBase:FBrf0262545
720575940613229521	FlyWire:720575940613229521	VFB_fw070562	flywire783	is_a	adult medulla intrinsic neuron Mi16	FlyBase:FBrf0262545
720575940613237145	FlyWire:720575940613237145	VFB_fw116238	flywire783	is_a	central medulla intrinsic neuron	FlyBase:FBrf0262545
720575940613239794	FlyWire:720575940613239794	VFB_fw127806	flywire783	is_a	transmedullary neuron Tm9	
720575940613248479	FlyWire:720575940613248479	VFB_fw032392	flywire783	is_a	alpha/beta Kenyon cell	
720575940613250227	FlyWire:720575940613250227	VFB_fw060539	flywire783	is_a	lobula plate intrinsic neuron LPi4a	FlyBase:FBrf0262545
720575940613252778	FlyWire:720575940613252778	VFB_fw058010	flywire783	is_a	medulla tangential intrinsic neuron 1	FlyBase:FBrf0262545
720575940613253106	FlyWire:720575940613253106	VFB_fw083511	flywire783	is_a	transmedullary neuron Tm31	FlyBase:FBrf0262545
720575940613261283	FlyWire:720575940613261283	VFB_fw091830	flywire783	is_a	transmedullary neuron Tm29	FlyBase:FBrf0262545
720575940613262259	FlyWire:720575940613262259	VFB_fw035968	flywire783	is_a	adult DN1pD neuron	
720575940613263250	FlyWire:720575940613263250	VFB_fw044975	flywire783	is_a	adult medulla-tubercle neuron 3	
720575940613264662	FlyWire:720575940613264662	VFB_fw119983	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613264793	FlyWire:720575940613264793	VFB_fw049509	flywire783	is_a	medulla columnar neuron MC64	
720575940613279766	FlyWire:720575940613279766	VFB_fw121379	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613280721	FlyWire:720575940613280721	VFB_fw057883	flywire783	is_a	adult lobula intrinsic neuron Li22	FlyBase:FBrf0262545
720575940613284063	FlyWire:720575940613284063	VFB_fw016274	flywire783	is_a	alpha/beta Kenyon cell	
720575940613291729	FlyWire:720575940613291729	VFB_fw071295	flywire783	is_a	adult central medulla intrinsic neuron Cm1	FlyBase:FBrf0262545
720575940613301362	FlyWire:720575940613301362	VFB_fw097924	flywire783	is_a	adult medulla intrinsic neuron Mi17	FlyBase:FBrf0262545
720575940613301471	FlyWire:720575940613301471	VFB_fw013639	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613301490	FlyWire:720575940613301490	VFB_fw068953	flywire783	is_a	adult central medulla intrinsic neuron Cm1	FlyBase:FBrf0262545
720575940613302169	FlyWire:720575940613302169	VFB_fw036692	flywire783	is_a	adult lobula plate tangential neuron LPT57	
720575940613303269	FlyWire:720575940613303269	VFB_fw135069	flywire783	is_a	lamina monopolar neuron L2	
720575940613315557	FlyWire:720575940613315557	VFB_fw130997	flywire783	is_a	lamina wide-field 2 neuron	
720575940613317738	FlyWire:720575940613317738	VFB_fw036165	flywire783	is_a	alpha/beta Kenyon cell	
720575940613324044	FlyWire:720575940613324044	VFB_fw076583	flywire783	is_a	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
720575940613326573	FlyWire:720575940613326573	VFB_fw082896	flywire783	is_a	adult central medulla intrinsic neuron Cm5	FlyBase:FBrf0262545
720575940613327358	FlyWire:720575940613327358	VFB_fw005741	flywire783	is_a	fan-shaped body extrinsic columnar neuron	
720575940613327587	FlyWire:720575940613327587	VFB_fw053559	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613327843	FlyWire:720575940613327843	VFB_fw097692	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613329123	FlyWire:720575940613329123	VFB_fw097714	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613330917	FlyWire:720575940613330917	VFB_fw119112	flywire783	is_a	transmedullary neuron Tm8	
720575940613336473	FlyWire:720575940613336473	VFB_fw137674	flywire783	is_a	distal medullary amacrine neuron Dm15	
720575940613339026	FlyWire:720575940613339026	VFB_fw060725	flywire783	is_a	adult central medulla intrinsic neuron Cm23	FlyBase:FBrf0262545
720575940613340113	FlyWire:720575940613340113	VFB_fw069273	flywire783	is_a	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
720575940613349698	FlyWire:720575940613349698	VFB_fw091165	flywire783	is_a	distal medullary amacrine neuron Dm8b	
720575940613351018	FlyWire:720575940613351018	VFB_fw017899	flywire783	is_a	adult contralateral lobula LC14 neuron	
720575940613351678	FlyWire:720575940613351678	VFB_fw062716	flywire783	is_a	adult central medulla intrinsic neuron Cm1	FlyBase:FBrf0262545
720575940613353538	FlyWire:720575940613353538	VFB_fw024512	flywire783	is_a	alpha/beta Kenyon cell	
720575940613353842	FlyWire:720575940613353842	VFB_fw082190	flywire783	is_a	adult central medulla intrinsic neuron Cm10	FlyBase:FBrf0262545
720575940613355235	FlyWire:720575940613355235	VFB_fw098899	flywire783	is_a	transmedullary neuron Tm33	FlyBase:FBrf0262545
720575940613359839	FlyWire:720575940613359839	VFB_fw107953	flywire783	is_a	medulla tangential intrinsic neuron 1	FlyBase:FBrf0262545
720575940613362129	FlyWire:720575940613362129	VFB_fw064752	flywire783	is_a	medulla tangential intrinsic neuron 1	FlyBase:FBrf0262545
720575940613363858	FlyWire:720575940613363858	VFB_fw066293	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613367779	FlyWire:720575940613367779	VFB_fw100014	flywire783	is_a	adult central medulla intrinsic neuron Cm7	FlyBase:FBrf0262545
720575940613370521	FlyWire:720575940613370521	VFB_fw109370	flywire783	is_a	adult central medulla intrinsic neuron Cm7	FlyBase:FBrf0262545
720575940613371047	FlyWire:720575940613371047	VFB_fw019260	flywire783	is_a	accessory medulla neuron aMe5	
720575940613372127	FlyWire:720575940613372127	VFB_fw012903	flywire783	is_a	fan-shaped body extrinsic columnar neuron	
720575940613372643	FlyWire:720575940613372643	VFB_fw100108	flywire783	is_a	adult central medulla intrinsic neuron Cm16	FlyBase:FBrf0262545
720575940613374879	FlyWire:720575940613374879	VFB_fw010789	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613376402	FlyWire:720575940613376402	VFB_fw066453	flywire783	is_a	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
720575940613379045	FlyWire:720575940613379045	VFB_fw134856	flywire783	is_a	photoreceptor cell R8	
720575940613380258	FlyWire:720575940613380258	VFB_fw068658	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613386050	FlyWire:720575940613386050	VFB_fw042164	flywire783	is_a	alpha/beta Kenyon cell	
720575940613388434	FlyWire:720575940613388434	VFB_fw068243	flywire783	is_a	adult central medulla intrinsic neuron Cm1	FlyBase:FBrf0262545
720575940613388773	FlyWire:720575940613388773	VFB_fw137505	flywire783	is_a	adult central medulla intrinsic neuron Cm10	FlyBase:FBrf0262545
720575940613391218	FlyWire:720575940613391218	VFB_fw114517	flywire783	is_a	adult lobula intrinsic neuron Li18b	FlyBase:FBrf0262545
720575940613395222	FlyWire:720575940613395222	VFB_fw127245	flywire783	is_a	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
720575940613399538	FlyWire:720575940613399538	VFB_fw082169	flywire783	is_a	medulla tangential intrinsic neuron 1	FlyBase:FBrf0262545
720575940613400037	FlyWire:720575940613400037	VFB_fw069790	flywire783	is_a	transmedullary Y neuron TmY5a	
720575940613400291	FlyWire:720575940613400291	VFB_fw101001	flywire783	is_a	transmedullary Y neuron TmY13	FlyBase:FBrf0262545
720575940613403042	FlyWire:720575940613403042	VFB_fw013304	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613404387	FlyWire:720575940613404387	VFB_fw101035	flywire783	is_a	adult medulla-lobula neuron MeLo3b	FlyBase:FBrf0262545
720575940613405602	FlyWire:720575940613405602	VFB_fw067419	flywire783	is_a	transmedullary neuron Tm29	FlyBase:FBrf0262545
720575940613408552	FlyWire:720575940613408552	VFB_fw035687	flywire783	is_a	descending neuron of the anterior dorsal brain DNa13	
720575940613409172	FlyWire:720575940613409172	VFB_fw126547	flywire783	is_a	lamina wide-field 2 neuron	
720575940613410802	FlyWire:720575940613410802	VFB_fw138018	flywire783	is_a	lamina intrinsic neuron Lai	
720575940613412258	FlyWire:720575940613412258	VFB_fw010805	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613418469	FlyWire:720575940613418469	VFB_fw101894	flywire783	is_a	lamina monopolar neuron L4	
720575940613418994	FlyWire:720575940613418994	VFB_fw059075	flywire783	is_a	adult lobula intrinsic neuron Li27	FlyBase:FBrf0262545
720575940613421846	FlyWire:720575940613421846	VFB_fw096108	flywire783	is_a	transmedullary neuron Tm5c	
720575940613421890	FlyWire:720575940613421890	VFB_fw026554	flywire783	is_a	alpha/beta Kenyon cell	
720575940613422376	FlyWire:720575940613422376	VFB_fw058157	flywire783	is_a	Y neuron Y3	
720575940613428197	FlyWire:720575940613428197	VFB_fw049461	flywire783	is_a	adult medulla-tubercle neuron 1	
720575940613429394	FlyWire:720575940613429394	VFB_fw048954	flywire783	is_a	medulla columnar neuron MC64	
720575940613431215	FlyWire:720575940613431215	VFB_fw073501	flywire783	is_a	transmedullary neuron Tm24	FlyBase:FBrf0262545
720575940613434178	FlyWire:720575940613434178	VFB_fw020785	flywire783	is_a	alpha/beta Kenyon cell	
720575940613434786	FlyWire:720575940613434786	VFB_fw002101	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613439090	FlyWire:720575940613439090	VFB_fw065182	flywire783	is_a	transmedullary neuron Tm32	FlyBase:FBrf0262545
720575940613440146	FlyWire:720575940613440146	VFB_fw069726	flywire783	is_a	adult central medulla intrinsic neuron Cm4	FlyBase:FBrf0262545
720575940613440618	FlyWire:720575940613440618	VFB_fw018279	flywire783	is_a	fan-shaped body extrinsic columnar neuron	
720575940613440921	FlyWire:720575940613440921	VFB_fw090146	flywire783	is_a	outer photoreceptor cell	
720575940613441650	FlyWire:720575940613441650	VFB_fw110471	flywire783	is_a	lobula plate intrinsic neuron LPi3a	FlyBase:FBrf0262545
720575940613442215	FlyWire:720575940613442215	VFB_fw009898	flywire783	is_a	fan-shaped body extrinsic columnar neuron	
720575940613449951	FlyWire:720575940613449951	VFB_fw054986	flywire783	is_a	distal medullary amacrine neuron Dm2	
720575940613454226	FlyWire:720575940613454226	VFB_fw068619	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613455986	FlyWire:720575940613455986	VFB_fw006547	flywire783	is_a	adult lobula tangential neuron LT62	
720575940613464037	FlyWire:720575940613464037	VFB_fw073824	flywire783	is_a	adult transmedullary Y neuron TmY17	FlyBase:FBrf0262545
720575940613466902	FlyWire:720575940613466902	VFB_fw063970	flywire783	is_a	transmedullary neuron Tm31	FlyBase:FBrf0262545
720575940613470378	FlyWire:720575940613470378	VFB_fw089002	flywire783	is_a	adult medulla-lobula neuron MeLo5	FlyBase:FBrf0262545
720575940613472114	FlyWire:720575940613472114	VFB_fw056444	flywire783	is_a	distal medullary amacrine neuron Dm15	
720575940613473261	FlyWire:720575940613473261	VFB_fw090654	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613473959	FlyWire:720575940613473959	VFB_fw035538	flywire783	is_a	adult lateral accessory lobe neuron 108	
720575940613475730	FlyWire:720575940613475730	VFB_fw067569	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613478422	FlyWire:720575940613478422	VFB_fw042253	flywire783	is_a	alpha/beta Kenyon cell	
720575940613480173	FlyWire:720575940613480173	VFB_fw091438	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613481565	FlyWire:720575940613481565	VFB_fw085649	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613482902	FlyWire:720575940613482902	VFB_fw069268	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613485078	FlyWire:720575940613485078	VFB_fw126457	flywire783	is_a	lamina wide-field 2 neuron	
720575940613486563	FlyWire:720575940613486563	VFB_fw056844	flywire783	is_a	adult lobula intrinsic neuron Li22	FlyBase:FBrf0262545
720575940613487333	FlyWire:720575940613487333	VFB_fw044838	flywire783	is_a	adult medulla-tubercle neuron 3	
720575940613489570	FlyWire:720575940613489570	VFB_fw073414	flywire783	is_a	transmedullary neuron Tm24	FlyBase:FBrf0262545
720575940613490995	FlyWire:720575940613490995	VFB_fw011350	flywire783	is_a	fan-shaped body extrinsic columnar neuron	
720575940613491058	FlyWire:720575940613491058	VFB_fw080890	flywire783	is_a	transmedullary Y neuron TmY13	FlyBase:FBrf0262545
720575940613492114	FlyWire:720575940613492114	VFB_fw011515	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613494447	FlyWire:720575940613494447	VFB_fw017028	flywire783	is_a	adult lateral horn PV4a5 neuron	
720575940613496293	FlyWire:720575940613496293	VFB_fw049501	flywire783	is_a	medulla columnar neuron MC64	
720575940613497490	FlyWire:720575940613497490	VFB_fw004732	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613498861	FlyWire:720575940613498861	VFB_fw092700	flywire783	is_a	distal medullary amacrine neuron Dm8b	
720575940613498902	FlyWire:720575940613498902	VFB_fw060453	flywire783	is_a	lobula plate intrinsic neuron LPi2c	FlyBase:FBrf0262545
720575940613501855	FlyWire:720575940613501855	VFB_fw022978	flywire783	is_a	alpha/beta Kenyon cell	
720575940613504153	FlyWire:720575940613504153	VFB_fw129360	flywire783	is_a	centrifugal neuron C3	
720575940613504278	FlyWire:720575940613504278	VFB_fw071116	flywire783	is_a	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
720575940613508325	FlyWire:720575940613508325	VFB_fw123039	flywire783	is_a	adult lobula intrinsic neuron Li22	FlyBase:FBrf0262545
720575940613509343	FlyWire:720575940613509343	VFB_fw048704	flywire783	is_a	adult medulla-tubercle neuron 1	
720575940613512933	FlyWire:720575940613512933	VFB_fw139096	flywire783	is_a	lamina intrinsic neuron Lai	
720575940613513445	FlyWire:720575940613513445	VFB_fw137829	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613520351	FlyWire:720575940613520351	VFB_fw003754	flywire783	is_a	adult Ms cell of pars intercerebralis	
720575940613522413	FlyWire:720575940613522413	VFB_fw041081	flywire783	is_a	adult AN06B025 neuron	
720575940613526674	FlyWire:720575940613526674	VFB_fw009630	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613526937	FlyWire:720575940613526937	VFB_fw051134	flywire783	is_a	adult transmedullary Y neuron TmY19a	FlyBase:FBrf0262545
720575940613527722	FlyWire:720575940613527722	VFB_fw135925	flywire783	is_a	lamina monopolar neuron L3	
720575940613529258	FlyWire:720575940613529258	VFB_fw103492	flywire783	is_a	adult central medulla intrinsic neuron Cm3	FlyBase:FBrf0262545
720575940613529514	FlyWire:720575940613529514	VFB_fw059212	flywire783	is_a	adult lobula intrinsic neuron Li27	FlyBase:FBrf0262545
720575940613530902	FlyWire:720575940613530902	VFB_fw011771	flywire783	is_a	lobula intrinsic neuron Li14	FlyBase:FBrf0262545
720575940613532831	FlyWire:720575940613532831	VFB_fw021385	flywire783	is_a	alpha/beta Kenyon cell	
720575940613532979	FlyWire:720575940613532979	VFB_fw017436	flywire783	is_a	alpha/beta Kenyon cell	
720575940613534361	FlyWire:720575940613534361	VFB_fw135962	flywire783	is_a	lamina intrinsic neuron Lai	
720575940613538969	FlyWire:720575940613538969	VFB_fw102360	flywire783	is_a	transmedullary neuron Tm29	FlyBase:FBrf0262545
720575940613539813	FlyWire:720575940613539813	VFB_fw074694	flywire783	is_a	transmedullary Y neuron TmY9	
720575940613540767	FlyWire:720575940613540767	VFB_fw042166	flywire783	is_a	alpha/beta Kenyon cell	
720575940613552018	FlyWire:720575940613552018	VFB_fw000370	flywire783	is_a	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
720575940613553637	FlyWire:720575940613553637	VFB_fw105926	flywire783	is_a	transmedullary neuron Tm24	FlyBase:FBrf0262545
720575940613554659	FlyWire:720575940613554659	VFB_fw115436	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613555618	FlyWire:720575940613555618	VFB_fw038519	flywire783	is_a	small central-projecting DN3 neuron	
720575940613556882	FlyWire:720575940613556882	VFB_fw063873	flywire783	is_a	adult transmedullary CB3851 neuron	
720575940613558225	FlyWire:720575940613558225	VFB_fw031601	flywire783	is_a	adult posterior lateral protocerebrum neuron 242	
720575940613562738	FlyWire:720575940613562738	VFB_fw100802	flywire783	is_a	transmedullary neuron Tm33	FlyBase:FBrf0262545
720575940613563187	FlyWire:720575940613563187	VFB_fw008620	flywire783	is_a	alpha/beta Kenyon cell	
720575940613564586	FlyWire:720575940613564586	VFB_fw118947	flywire783	is_a	transmedullary neuron Tm23	FlyBase:FBrf0262545
720575940613575594	FlyWire:720575940613575594	VFB_fw103443	flywire783	is_a	adult central medulla intrinsic neuron Cm5	FlyBase:FBrf0262545
720575940613579178	FlyWire:720575940613579178	VFB_fw123947	flywire783	is_a	photoreceptor cell R8	
720575940613581482	FlyWire:720575940613581482	VFB_fw138514	flywire783	is_a	lamina monopolar neuron L4	
720575940613582053	FlyWire:720575940613582053	VFB_fw044849	flywire783	is_a	adult medulla-tubercle neuron 3	
720575940613582233	FlyWire:720575940613582233	VFB_fw061550	flywire783	is_a	adult transmedullary Y neuron TmY19a	FlyBase:FBrf0262545
720575940613591700	FlyWire:720575940613591700	VFB_fw126573	flywire783	is_a	lamina wide-field 2 neuron	
720575940613593837	FlyWire:720575940613593837	VFB_fw093986	flywire783	is_a	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
720575940613594535	FlyWire:720575940613594535	VFB_fw011559	flywire783	is_a	adult lobula intrinsic neuron Li23	FlyBase:FBrf0262545
720575940613602541	FlyWire:720575940613602541	VFB_fw060433	flywire783	is_a	adult medulla-lobula neuron MeLo7	FlyBase:FBrf0262545
720575940613603242	FlyWire:720575940613603242	VFB_fw139098	flywire783	is_a	centrifugal neuron C2	
720575940613606809	FlyWire:720575940613606809	VFB_fw098014	flywire783	is_a	adult central medulla intrinsic neuron Cm3	FlyBase:FBrf0262545
720575940613607395	FlyWire:720575940613607395	VFB_fw116206	flywire783	is_a	transmedullary neuron Tm33	FlyBase:FBrf0262545
720575940613608488	FlyWire:720575940613608488	VFB_fw082926	flywire783	is_a	adult transmedullary Y neuron TmY21	FlyBase:FBrf0262545
720575940613611417	FlyWire:720575940613611417	VFB_fw121894	flywire783	is_a	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
720575940613612394	FlyWire:720575940613612394	VFB_fw066441	flywire783	is_a	adult transmedullary Y neuron TmY17	FlyBase:FBrf0262545
720575940613613209	FlyWire:720575940613613209	VFB_fw064647	flywire783	is_a	transmedullary neuron Tm30	FlyBase:FBrf0262545
720575940613616150	FlyWire:720575940613616150	VFB_fw021849	flywire783	is_a	adult medulla visual projection neuron MeVP4	FlyBase:FBrf0262545
720575940613620246	FlyWire:720575940613620246	VFB_fw050427	flywire783	is_a	adult transmedullary Y neuron TmY19a	FlyBase:FBrf0262545
720575940613621043	FlyWire:720575940613621043	VFB_fw085805	flywire783	is_a	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
720575940613626738	FlyWire:720575940613626738	VFB_fw134139	flywire783	is_a	outer photoreceptor cell	
720575940613629649	FlyWire:720575940613629649	VFB_fw073347	flywire783	is_a	adult transmedullary Y neuron TmY19a	FlyBase:FBrf0262545
720575940613630105	FlyWire:720575940613630105	VFB_fw011817	flywire783	is_a	adult medulla visual projection neuron MeVP1	FlyBase:FBrf0262545
