subject_external_db	subject_external_id	relation	object
catmaid_fafb	8142	is_a	gamma main Kenyon cell
catmaid_fafb	9210	is_a	gamma main Kenyon cell
catmaid_fafb	16274	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	36909	is_a	gamma main Kenyon cell
catmaid_fafb	4181431	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	5824641	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8139894	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8361575	is_a	gamma main Kenyon cell
catmaid_fafb	8799774	is_a	alpha'/beta' anterior-posterior Kenyon cell
catmaid_fafb	8808887	is_a	gamma main Kenyon cell
catmaid_fafb	10228816	is_a	gamma main Kenyon cell
catmaid_fafb	10586365	is_a	gamma main Kenyon cell
