subject_external_id	subject_name	object	pub	comment	subject_external_db	relation
295805243	LHPV5h1	adult lateral horn PV5h1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
911012735	LHPV5h1	adult lateral horn PV5h1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5813094592	LHPV5h1	adult lateral horn PV5h1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
573056433	LHPV5h1	adult lateral horn PV5h1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
480931947	LHPV5h1	adult lateral horn PV5h1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5813010180	LHPV5h1	adult lateral horn PV5h1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
296153261	LHPV5h1	adult lateral horn PV5h1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
603095061	LHPV6b1	adult lateral horn PV6b1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
359279388	LHPV6b1	adult lateral horn PV6b1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
295111672	LHPV6b1	adult lateral horn PV6b1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5813134617	LHPV6b1	adult lateral horn PV6b1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
573009633	LHPV6b1	adult lateral horn PV6b1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
325472654	LHPV6b1	adult lateral horn PV6b1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5813009280	LHPV6b1	adult lateral horn PV6b1 neuron			neuprint_JRC_Hemibrain_1point1	is_a
326817565	LHPV6a8	adult lateral horn PV6a8 neuron			neuprint_JRC_Hemibrain_1point1	is_a
449568880	LHPV6a8	adult lateral horn PV6a8 neuron			neuprint_JRC_Hemibrain_1point1	is_a
325797488	LHPV6a8	adult lateral horn PV6a8 neuron			neuprint_JRC_Hemibrain_1point1	is_a
449564352	LHPV6a6_b	adult lateral horn PV6a6 neuron			neuprint_JRC_Hemibrain_1point1	is_a
325802256	LHPV6a6_b	adult lateral horn PV6a6 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5813061371	LHPV6a6_b	adult lateral horn PV6a6 neuron			neuprint_JRC_Hemibrain_1point1	is_a
294782488	LHPV6a9_b	adult lateral horn PV6a9 neuron			neuprint_JRC_Hemibrain_1point1	is_a
418875451	LHPV6a9_b	adult lateral horn PV6a9 neuron			neuprint_JRC_Hemibrain_1point1	is_a
356818664	LHPV6a9_b	adult lateral horn PV6a9 neuron			neuprint_JRC_Hemibrain_1point1	is_a
295780154	LHAV3a5	adult lateral horn AV3a5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
295461707	LHAV3a5	adult lateral horn AV3a5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
357496172	LHAV3a5	adult lateral horn AV3a5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
295785459	LHAV3a5	adult lateral horn AV3a5 neuron			neuprint_JRC_Hemibrain_1point1	is_a
449555633	LHPV6a2_a	adult lateral horn PV6a2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
449564064	LHPV6a2_a	adult lateral horn PV6a2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
294445931	LHPV6a2_b	adult lateral horn PV6a2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
295779879	LHPV6a2_b	adult lateral horn PV6a2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
604039904	LHPV6a2_b	adult lateral horn PV6a2 neuron			neuprint_JRC_Hemibrain_1point1	is_a
541007502	LHPV6f4_b	adult lateral horn PV6f4 neuron			neuprint_JRC_Hemibrain_1point1	is_a
540662210	LHPV6f4_b	adult lateral horn PV6f4 neuron			neuprint_JRC_Hemibrain_1point1	is_a
418205694	LHPV6f4_b	adult lateral horn PV6f4 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5812979935	LHPV6f4_b	adult lateral horn PV6f4 neuron			neuprint_JRC_Hemibrain_1point1	is_a
356503889	LHPV6f4_b	adult lateral horn PV6f4 neuron			neuprint_JRC_Hemibrain_1point1	is_a
480595244	LHPV6a9_a	adult lateral horn PV6a9 neuron			neuprint_JRC_Hemibrain_1point1	is_a
5813009800	LHPV6a9_a	adult lateral horn PV6a9 neuron			neuprint_JRC_Hemibrain_1point1	is_a
