Tbars	downstream	relation	ind_object_id	ind_object_name	upstream	subject_external_id	subject_external_db
1411	12829	has_presynaptic_terminal_in	VFB_00101408	AVLP(R) on JRC_FlyEM_Hemibrain		1324365879	neuprint_JRC_Hemibrain_1point1
