subject_id	subject_name	DataSet	relation	object	Curator
VFB_00102169	A01c2_a1l (ipsi_dendrite) (L1EM:5084467)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101130	A02o_a4l Wave-1 (L1EM:18508515)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100687	gorogoro t2l (L1EM:3720037)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100616	Basin4_a1 (L1EM:4049878)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101074	A09l_a2l Down-and-back-1 (L1EM:3281615)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100972	A02o_a1l Wave-1 (L1EM:918889)	Burgos2018	part_of	larval nervous system	cp390
VFB_00102278	MN22/23 (RF:LT2/LT3) LT1_a1r   (L1EM:4102728)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101067	A09e_a5l (L1EM:1370785)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101078	A02o_a2r Wave-1 (L1EM:4717261)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101080	A09l_t3l Down-and-back-1 (L1EM:7124056)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101119	A09l_a4l Down-and-back-1 (L1EM:1371419)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101101	A02o_a5r Wave-1 (L1EM:1401061)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101097	A02o_a6l Wave-1 (L1EM:754774)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101109	A02o_t3l Wave-1 (L1EM:4223188)	Burgos2018	part_of	larval nervous system	cp390
VFB_00102184	A02e_a1l (L1EM:7992966)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101088	A09l_a1l (Down-and-back-1) (L1EM:12468812)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101394	A27k_a1l (L1EM:4213417)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101066	TePn05 classIV-related projection C right (L1EM:2558717)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100621	ppk_ddaC_a1 (L1EM:986460)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101087	A09l_t3r Down-and-back-1 (L1EM:10053642)	Burgos2018	part_of	larval nervous system	cp390
VFB_00102292	A01c1_a1r (L1EM:4936149)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101096	ddaA a1l class III md (L1EM:722935)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101095	putative class III or es (L1EM:367872)	Burgos2018	part_of	larval nervous system	cp390
VFB_00102203	A03g_a1r (L1EM:10855206)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101008	lesA_a1l (L1EM:7772437)	Burgos2018	part_of	larval nervous system	cp390
VFB_00102249	A02e_a1r (L1EM:14858626)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101116	v\'esA or v\'esB or v\'es2[1][2]_a1r (L1EM:7633929)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101123	lesA_A1r (L1EM:12140587)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101121	A18l_a1l (L1EM:10021175)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100689	Basin-3 a4r (L1EM:1401011)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101104	A09l_a3l Down-and-back-1 (L1EM:2693767)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101113	A07c4?_a1r (L1EM:6896580)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100698	A02o_a3r Wave-1 (L1EM:12946335)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101094	TePn05 classIV-related projection C left (L1EM:18981220)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100696	ppk_vdaB_a1 (L1EM:10290529)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100936	vdaA_a1l (class II) (L1EM:10492185)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101098	A02o_a5l Wave-1 (L1EM:3437872)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100613	Basin4_a1 (L1EM:3040481)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100601	A09a_a4r Basin-2 (L1EM:1398327)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101129	A01d3_a1r (L1EM:17872154)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101112	A23g_a2l (L1EM:5733618)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101124	A18l_a1r (L1EM:12292579)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101105	A09a_a3r Basin-2 (L1EM:888730)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101110	A23g_a2r (L1EM:5231557)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100614	Basin2_a1 (L1EM:3041612)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101103	A09l_a5r Down-and-back-1 (L1EM:3220573)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100618	Basin3_a1 (L1EM:3091943)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101120	A09c_a3r Basin-4 (L1EM:1815127)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101127	v\'pda a1l (class III) (L1EM:16311520)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101111	A02o_t3r Wave-1 (L1EM:5310670)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100695	ppk_vdaB_a1 (L1EM:10273502)	Burgos2018	part_of	larval nervous system	cp390
VFB_00102251	A02g_a1l (L1EM:14866842)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101085	A09e_a4 (L1EM:183502)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101100	A09l_a4r Down-and-back-1 (L1EM:1702280)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101114	ldaB a1r class III md (L1EM:7076835)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100595	A02o_a3l Wave-1 (L1EM:2194374)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101118	vdaD a1l class III md (L1EM:7792781)	Burgos2018	part_of	larval nervous system	cp390
VFB_00102269	A27j_a1l (L1EM:17904627)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101122	A07c4?_a1l (L1EM:10152437)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100023	A03g_a1l (L1EM:5309932)	Burgos2018	part_of	larval nervous system	cp390
VFB_00100667	A23g_a1r (L1EM:5997121)	Burgos2018	part_of	larval nervous system	cp390
VFB_00101079	A09a_a2r Basin-2 (L1EM:5114804)	Burgos2018	part_of	larval nervous system	cp390
