Tbars	downstream	relation	object	upstream	subject_external_id	subject_external_db
1922	16776	has_presynaptic_terminal_in	VLNP(R) on JRC_FlyEM_Hemibrain		1324365879	neuprint_JRC_Hemibrain_1point1
