subject_external_db	subject_external_id	relation	object
catmaid_fafb	410808	is_a	adult posterior slope neuron 079
catmaid_fafb	410926	is_a	adult posterior slope neuron 079
catmaid_fafb	411565	is_a	adult posterior slope neuron 079
catmaid_fafb	412519	is_a	adult posterior slope neuron 079
catmaid_fafb	413170	is_a	descending neuron of the anterior ventral brain DNb03
catmaid_fafb	414148	is_a	adult posterior slope neuron 079
catmaid_fafb	414193	is_a	adult posterior slope neuron 079
catmaid_fafb	416267	is_a	adult posterior slope neuron 078
catmaid_fafb	793032	is_a	vertical system neuron 2
catmaid_fafb	804092	is_a	vertical system neuron 8
catmaid_fafb	804539	is_a	vertical system neuron 6
catmaid_fafb	807401	is_a	vertical system neuron 5
catmaid_fafb	815776	is_a	vertical system neuron 3
catmaid_fafb	827034	is_a	equatorial giant horizontal cell HSE
catmaid_fafb	830793	is_a	dorsal giant horizontal cell HSN
catmaid_fafb	836617	is_a	adult ventral cervical nerve neck motor neuron
catmaid_fafb	851432	is_a	vertical system neuron 7
catmaid_fafb	869475	is_a	adult posterior slope neuron 078
catmaid_fafb	952120	is_a	adult posterior slope neuron 079
catmaid_fafb	967830	is_a	adult posterior slope neuron 079
catmaid_fafb	968121	is_a	adult posterior slope neuron 079
catmaid_fafb	968974	is_a	adult posterior slope neuron 079
catmaid_fafb	969248	is_a	adult posterior slope neuron 079
catmaid_fafb	982897	is_a	vertical system neuron 1
catmaid_fafb	986686	is_a	adult posterior slope neuron 078
catmaid_fafb	999558	is_a	descending neuron of the gnathal ganglion DNg75
catmaid_fafb	1006243	is_a	adult posterior slope neuron 079
catmaid_fafb	1027140	is_a	adult posterior slope neuron 079
catmaid_fafb	1051519	is_a	adult posterior slope neuron 079
catmaid_fafb	1077174	is_a	dorsal centrifugal horizontal neuron
catmaid_fafb	1078535	is_a	ventral centrifugal horizontal neuron
catmaid_fafb	1934540	is_a	adult posterior slope neuron 078
catmaid_fafb	2560371	is_a	adult posterior slope neuron 079
catmaid_fafb	2725484	is_a	adult posterior slope neuron 079
catmaid_fafb	2919033	is_a	adult posterior slope neuron 078
catmaid_fafb	3806558	is_a	adult posterior slope neuron 078
catmaid_fafb	4058824	is_a	ventral giant horizontal cell HSS
catmaid_fafb	4880580	is_a	ocellar ganglion interneuron
catmaid_fafb	4881421	is_a	adult posterior slope neuron 079
catmaid_fafb	4905393	is_a	adult posterior slope neuron 126
catmaid_fafb	4905399	is_a	ocellar ganglion interneuron
catmaid_fafb	4906098	is_a	ocellar ganglion interneuron
catmaid_fafb	5218080	is_a	adult cervical nerve neck motor neuron
catmaid_fafb	5224929	is_a	descending neuron of the posterior brain DNp15
catmaid_fafb	5232902	is_a	lobula plate tangential neuron H2
catmaid_fafb	6395462	is_a	adult posterior slope neuron 234
catmaid_fafb	7828866	is_a	adult lobula visual centrifugal neuron LoVC15
catmaid_fafb	9157627	is_a	adult posterior slope neuron 078
catmaid_fafb	9305966	is_a	adult posterior slope neuron 078
catmaid_fafb	9336218	is_a	adult posterior slope neuron 079
catmaid_fafb	9369684	is_a	adult posterior slope neuron 078
catmaid_fafb	9857696	is_a	descending neuron of the anterior ventral brain DNb06
catmaid_fafb	9937341	is_a	descending neuron of the posterior brain DNp20
catmaid_fafb	10279706	is_a	adult posterior slope neuron 078
catmaid_fafb	12526673	is_a	descending neuron of the anterior dorsal brain DNa02
catmaid_fafb	15463854	is_a	descending neuron of the gnathal ganglion DNg41
catmaid_fafb	16476436	is_a	descending neuron of the anterior ventral brain DNb03
catmaid_fafb	16769497	is_a	adult posterior slope neuron 047
catmaid_fafb	17646149	is_a	adult posterior slope neuron 078
catmaid_fafb	17686499	is_a	vertical system neuron 4
