subject_id	subject_name	object	relation	hemilineage_FBbt_id	hemilineage_FBbt_name	subject_external_db	pub	comment
VFB_00105kl8	BANC_888:720575941537709800	neuroblast DALv3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086bs	BANC_888:720575941537715944	neuroblast DPLp1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kld	BANC_888:720575941537716200	neuroblast DAMd1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086bv	BANC_888:720575941537719282	neuroblast BLVp2	develops_from	FBbt:00053598	BLVp2 anterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kli	BANC_888:720575941537722595	neuroblast BLAvm	develops_from	FBbt:00053626	BLAvm medial hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086c0	BANC_888:720575941537726952	neuroblast CM1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kll	BANC_888:720575941537729256	neuroblast VPNv2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105klm	BANC_888:720575941537732323	neuroblast CP1	develops_from	FBbt:00053619	CP1 ventral hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105klp	BANC_888:720575941537733096	neuroblast BAmv2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kls	BANC_888:720575941537738728	neuroblast DALv1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086cf	BANC_888:720575941537753320	neuroblast BAlc	develops_from	FBbt:00049912	BAlc Notch ON hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105klz	BANC_888:720575941537754600	neuroblast BAmv3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086ci	BANC_888:720575941537756136	neuroblast DPLl2	develops_from	FBbt:00053613	DPLl2 posterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086cj	BANC_888:720575941537757194	neuroblast BLD1	develops_from	FBbt:00053629	BLD1 posterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086cm	BANC_888:720575941537758184	neuroblast BAlp2	develops_from	FBbt:00053609	BAlp2 posterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086co	BANC_888:720575941537758746	neuroblast DALcm1	develops_from	FBbt:00049895	DALcm1 Notch ON hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086cp	BANC_888:720575941537759208	neuroblast CP4	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086cs	BANC_888:720575941537760026	neuroblast CP2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086cu	BANC_888:720575941537760778	neuroblast DPLc5	develops_from	FBbt:00049897	DPLc5 Notch OFF hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086cy	BANC_888:720575941537768218	neuroblast VPNd3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086cz	BANC_888:720575941537768458	neuroblast VPNd3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086d5	BANC_888:720575941537773800	neuroblast DPLl3	develops_from	FBbt:00053615	DPLl3 posterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kmh	BANC_888:720575941537777123	neuroblast DPMm1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086dk	BANC_888:720575941537785098	neuroblast VPNd2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kml	BANC_888:720575941537785832	neuroblast BLD2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086du	BANC_888:720575941537791715	neuroblast DPLl1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kmo	BANC_888:720575941537792488	neuroblast CM5	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086dy	BANC_888:720575941537793729	neuroblast DPMm1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086dz	BANC_888:720575941537793802	neuroblast VPNd3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kmr	BANC_888:720575941537794024	neuroblast CP2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kms	BANC_888:720575941537794280	neuroblast DALd	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kn1	BANC_888:720575941537799656	neuroblast BLVa1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086e6	BANC_888:720575941537800474	neuroblast DPLal1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kn9	BANC_888:720575941537808872	neuroblast BAla3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086eg	BANC_888:720575941537812250	neuroblast BLD6	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kne	BANC_888:720575941537815784	neuroblast DPMpm1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kng	BANC_888:720575941537816296	neuroblast BLVp1	develops_from	FBbt:00053634	BLVp1 anterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105knj	BANC_888:720575941537820648	neuroblast DPLp1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086ei	BANC_888:720575941537821411	neuroblast BLAd5	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105knn	BANC_888:720575941537822696	neuroblast BLVp2	develops_from	FBbt:00053598	BLVp2 anterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kno	BANC_888:720575941537823208	neuroblast DPMpm1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105knu	BANC_888:720575941537826280	neuroblast BLD3	develops_from	FBbt:00053630	BLD3 anterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105knv	BANC_888:720575941537826792	neuroblast BLP1	develops_from	FBbt:00053632	BLP1 posterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kny	BANC_888:720575941537830632	neuroblast BLD2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105ko3	BANC_888:720575941537836003	neuroblast DPMpl3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086er	BANC_888:720575941537839386	neuroblast DPLl2	develops_from	FBbt:00053612	DPLl2 anterior hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086es	BANC_888:720575941537839848	neuroblast DPLc5	develops_from	FBbt:00049896	DPLc5 Notch ON hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105ko5	BANC_888:720575941537841379	neuroblast BAmv3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086eu	BANC_888:720575941537842408	neuroblast DPLd	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kon	BANC_888:720575941537858787	neuroblast CM3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086ez	BANC_888:720575941537860835	neuroblast DPMl1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kot	BANC_888:720575941537872099	neuroblast DPLal1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kp0	BANC_888:720575941537880291	neuroblast TRdl	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086f3	BANC_888:720575941537881315	neuroblast BLD1	develops_from	FBbt:00053628	BLD1 dorsal hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086f5	BANC_888:720575941537886234	neuroblast DPMm1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086f9	BANC_888:720575941537890586	neuroblast BLVa2c	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kp5	BANC_888:720575941537893091	neuroblast VPNd2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086fa	BANC_888:720575941537896474	neuroblast BAmv3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kpd	BANC_888:720575941537906581	neuroblast DPLc4	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086fi	BANC_888:720575941537909141	neuroblast BAla4	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_001086fk	BANC_888:720575941537911834	neuroblast DALcl1	develops_from	FBbt:00049902	DALcl1 Notch OFF hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00105kph	BANC_888:720575941537912291	neuroblast CM5	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
