subject_id	subject_name	object	relation	hemilineage_FBbt_id	hemilineage_FBbt_name	subject_external_db	pub	comment
VFB_00106da0	BANC_888:720575941441739099	neuroblast DPLp1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00107gsi	BANC_888:720575941441740635	neuroblast BLAv2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00106da1	BANC_888:720575941441742683	neuroblast DPMm1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00107gsr	BANC_888:720575941441762139	neuroblast CM3	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00107gsu	BANC_888:720575941441767003	neuroblast SMPad2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00106da9	BANC_888:720575941441776987	neuroblast BLAvm	develops_from	FBbt:00053626	BLAvm medial hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00107gsz	BANC_888:720575941441787477	neuroblast BLAl1	develops_from	FBbt:00053625	BLAl1 medial hemilineage neuron	BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00107gt7	BANC_888:720575941441810895	neuroblast CP2	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00106dal	BANC_888:720575941441811803	neuroblast DPMm1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00106dan	BANC_888:720575941441816923	neuroblast DPMpm1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00106dap	BANC_888:720575941441821531	neuroblast CM4	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00106daq	BANC_888:720575941441822811	neuroblast DPLp1	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00107gtc	BANC_888:720575941441825999	neuroblast CM4	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
VFB_00107gtg	BANC_888:720575941441833557	neuroblast BLD6	develops_from			BANC888	doi:10.1038/s41586-026-10735-w	BANC_v888 260702
