subject_id	object	relation	pub	subject_name	comment
VFB_jrmc1sht	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi4_R (MaleCNS:40174)	male-cns:v1.0 260624
VFB_jrmc0u12	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T5d_R (MaleCNS:132025)	male-cns:v1.0 260624
VFB_jrmc0nys	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm1_L (MaleCNS:72809)	male-cns:v1.0 260624
VFB_jrmc24d5	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	LPi34_L (MaleCNS:39421)	male-cns:v1.0 260624
VFB_jrmc0v4j	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4c_R (MaleCNS:99950)	male-cns:v1.0 260624
VFB_jrmc1qgs	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi15_R (MaleCNS:148913)	male-cns:v1.0 260624
VFB_jrmc0m2u	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm3_L (MaleCNS:119956)	male-cns:v1.0 260624
VFB_jrmc01ej	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Y13_R (MaleCNS:47697)	male-cns:v1.0 260624
VFB_jrmc0nz6	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Tm1_L (MaleCNS:54112)	male-cns:v1.0 260624
VFB_jrmc0wir	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T4d_R (MaleCNS:119959)	male-cns:v1.0 260624
VFB_jrmc1zjm	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Li34b_R (MaleCNS:44605)	male-cns:v1.0 260624
VFB_jrmc1wx5	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Mi10_L (MaleCNS:535591)	male-cns:v1.0 260624
VFB_jrmc33qi	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Dm3a_L (MaleCNS:112417)	male-cns:v1.0 260624
VFB_jrmc0yrp	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T3_R (MaleCNS:128442)	male-cns:v1.0 260624
VFB_jrmc0u1f	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T5d_L (MaleCNS:105762)	male-cns:v1.0 260624
VFB_jrmc248u	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	LPi2d_R (MaleCNS:44726)	male-cns:v1.0 260624
VFB_jrmc1yfa	left side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	Li13_L (MaleCNS:85679)	male-cns:v1.0 260624
VFB_jrmc0rdq	right side of organism	has_soma_location	doi:10.1101/2025.10.09.680999	T5b_R (MaleCNS:90795)	male-cns:v1.0 260624
