subject_external_db	subject_external_id	relation	object
catmaid_fafb	3906	is_a	adult antennal lobe projection neuron VC3m lvPN
catmaid_fafb	4070	is_a	adult antennal lobe projection neuron VC3l adPN
catmaid_fafb	22277	is_a	adult antennal lobe projection neuron VC3m lvPN
catmaid_fafb	22744	is_a	adult antennal lobe projection neuron VC3m lvPN
catmaid_fafb	23005	is_a	adult antennal lobe projection neuron VP1d+VP4 l2PN1
catmaid_fafb	23134	is_a	adult antennal lobe projection neuron VC3l adPN
catmaid_fafb	32793	is_a	adult antennal lobe projection neuron VM1++ l2PN
catmaid_fafb	32801	is_a	adult multiglomerular antennal lobe projection neuron l2PN
catmaid_fafb	37212	is_a	adult antennal lobe projection neuron VP1d++ lPN 1
catmaid_fafb	37235	is_a	adult antennal lobe projection neuron VP1d++ lPN 1
catmaid_fafb	37513	is_a	adult bilateral antennal lobe projection neuron VP3+VP1l ivPN
catmaid_fafb	39254	is_a	adult antennal lobe projection neuron VC5 adPN
catmaid_fafb	41578	is_a	adult antennal lobe projection neuron VC3l adPN
catmaid_fafb	45882	is_a	adult bilateral antennal lobe projection neuron VP3+VP1l ivPN
catmaid_fafb	46105	is_a	adult antennal lobe projection neuron VP1m+VP5 ilPN
catmaid_fafb	46800	is_a	adult antennal lobe projection neuron VC3l adPN
catmaid_fafb	56983	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	56995	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	56999	is_a	adult antennal lobe projection neuron VP1l+ lvPN 1
catmaid_fafb	57003	is_a	adult antennal lobe projection neuron VM4 lvPN
catmaid_fafb	57007	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57011	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57015	is_a	adult antennal lobe projection neuron VC5+ lvPN 2
catmaid_fafb	57019	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57023	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57035	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57039	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57047	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57051	is_a	adult antennal lobe projection neuron VP2+VP5 lvPN
catmaid_fafb	57059	is_a	adult antennal lobe projection neuron VP1m+VP2 lvPN 1
catmaid_fafb	57063	is_a	adult antennal lobe projection neuron VP2+SEZ lvPN 2
catmaid_fafb	57076	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57080	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57089	is_a	adult multiglomerular antennal lobe projection neuron lvPN
catmaid_fafb	57114	is_a	adult antennal lobe projection neuron VP1m+VP2 lvPN 1
catmaid_fafb	57122	is_a	adult antennal lobe projection neuron VP1m+VP2 lvPN 1
catmaid_fafb	57126	is_a	adult antennal lobe projection neuron VP2++ lvPN
