ind_object_name	ind_object_id	Tbars	downstream	relation	upstream	subject_external_id	subject_external_db
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	19	5813024424	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1717290865	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	238	1069351982	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	9	has_presynaptic_terminal_in		1220412108	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	84	1220412108	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	16	has_presynaptic_terminal_in		975910355	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	2	has_presynaptic_terminal_in		5813054566	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	22	5813054566	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1284213691	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1749434934	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1130156970	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	28	192	has_presynaptic_terminal_in		1411737459	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	63	1411737459	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	18	has_presynaptic_terminal_in		5813023617	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	5813023617	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	23	168	has_presynaptic_terminal_in		1630678924	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	96	1630678924	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	4	has_presynaptic_terminal_in		5813061245	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	38	5813061245	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	1598296804	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	11	has_presynaptic_terminal_in		5812990292	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	5812990292	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	1507834915	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	8	has_presynaptic_terminal_in		1630342124	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	4	1630342124	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	30	has_presynaptic_terminal_in		1694721025	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	1694721025	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	17	has_presynaptic_terminal_in		5813068925	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	47	5813068925	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	26	122	has_presynaptic_terminal_in		915105429	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	121	915105429	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	28	has_presynaptic_terminal_in		1290572640	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	32	1290572640	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	27	has_presynaptic_terminal_in		1287645091	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	58	1287645091	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	10	has_presynaptic_terminal_in		1503733177	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	11	1503733177	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	29	142	has_presynaptic_terminal_in		1375845363	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	123	1375845363	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	14	114	has_presynaptic_terminal_in		5813013498	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	10	5813013498	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	2	has_presynaptic_terminal_in		5813021112	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	178	5813021112	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	1320290839	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1103102334	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	1166186949	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	2	has_presynaptic_terminal_in		5812992706	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	5812992706	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	6	has_presynaptic_terminal_in		1474472195	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	5	1474472195	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	2158246414	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	1540216055	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	8	1715895680	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	1539879204	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	14	has_presynaptic_terminal_in		1343804739	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	1343804739	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1374063129	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	13	1435791739	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	49	1434949542	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	9	5812987602	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	13	has_presynaptic_terminal_in		1876565477	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	10	1876565477	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	19	1501111926	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	7	24	has_presynaptic_terminal_in		1228265278	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	1228265278	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	14	1070950293	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	43	152	has_presynaptic_terminal_in		1508615054	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	78	1508615054	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	46	202	has_presynaptic_terminal_in		5813024193	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	282	5813024193	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	33	111	has_presynaptic_terminal_in		1262015257	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	84	1262015257	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	32	161	has_presynaptic_terminal_in		2096914331	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	67	2096914331	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	27	102	has_presynaptic_terminal_in		2096914200	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	115	2096914200	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	32	130	has_presynaptic_terminal_in		2096914134	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	61	2096914134	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	28	150	has_presynaptic_terminal_in		2091721670	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	53	2091721670	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	30	149	has_presynaptic_terminal_in		2096909915	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	224	2096909915	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	43	224	has_presynaptic_terminal_in		2096914099	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	492	2096914099	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	39	231	has_presynaptic_terminal_in		2096913987	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	389	2096913987	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	38	181	has_presynaptic_terminal_in		1539649574	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	355	1539649574	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	49	250	has_presynaptic_terminal_in		1262015098	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	392	1262015098	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	79	440	has_presynaptic_terminal_in		2096909903	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	475	2096909903	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	5	has_presynaptic_terminal_in		1508615290	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	51	1508615290	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	3	has_presynaptic_terminal_in		1871114028	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	1871114028	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	19	has_presynaptic_terminal_in		2155915107	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	18	2155915107	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	26	1965962396	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	5	has_presynaptic_terminal_in		5813000419	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	62	5813000419	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	43	2155915091	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	2220026105	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	12	2128285745	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	6	2096914329	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	7	1539308866	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	10	2155237366	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	3	2096909873	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	12	has_presynaptic_terminal_in		5813062122	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	41	5813062122	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	22	has_presynaptic_terminal_in		2065533871	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	35	2065533871	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	5	24	has_presynaptic_terminal_in		2155574077	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	77	2155574077	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	107	1933892078	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1754485599	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	18	80	has_presynaptic_terminal_in		2219650933	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	36	2219650933	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	11	48	has_presynaptic_terminal_in		5813033869	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	29	5813033869	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	4	has_presynaptic_terminal_in		1788248514	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	40	1788248514	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	10	has_presynaptic_terminal_in		1637409104	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	83	1637409104	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	6	has_presynaptic_terminal_in		1668098210	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	56	1668098210	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	78	460	has_presynaptic_terminal_in		5813024035	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	276	5813024035	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	230	1600666677	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	97	1731605047	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	11	has_presynaptic_terminal_in		5813027050	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	311	5813027050	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	18	86	has_presynaptic_terminal_in		1752089949	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	42	1752089949	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	8	30	has_presynaptic_terminal_in		1907924846	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	17	1907924846	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	13	has_presynaptic_terminal_in		1938955067	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	1	1938955067	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	1	5	has_presynaptic_terminal_in		1600666659	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	37	1600666659	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	14	74	has_presynaptic_terminal_in		1907920694	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	42	1907920694	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	15	1630678915	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	42	has_presynaptic_terminal_in		1752089996	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	20	1752089996	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	21	115	has_presynaptic_terminal_in		1752090152	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	51	1752090152	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	4	18	has_presynaptic_terminal_in		2251039921	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	16	2251039921	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	5	5813069068	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	11	has_presynaptic_terminal_in		2096846027	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	10	2096846027	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	3	15	has_presynaptic_terminal_in		5813055439	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	5	5813055439	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	15	67	has_presynaptic_terminal_in		2158246363	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	17	2158246363	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	9	has_presynaptic_terminal_in		2128226181	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	2128226181	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	36	has_presynaptic_terminal_in		2129240697	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	7	2129240697	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	12	43	has_presynaptic_terminal_in		2096500397	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	19	2096500397	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	5813040280	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	2	4	has_presynaptic_terminal_in		5813024910	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	7	5813024910	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	19	81	has_presynaptic_terminal_in		2126183507	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	60	2126183507	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	2	2157206476	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	8	37	has_presynaptic_terminal_in		2095498288	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	9	2095498288	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	27	129	has_presynaptic_terminal_in		2065158506	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	47	2065158506	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	6	32	has_presynaptic_terminal_in		5813063231	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4			has_postsynaptic_terminal_in	29	5813063231	neuprint_JRC_Hemibrain_1point1
SAD(-AMMC) on JRC_FlyEM_Hemibrain	VFB_001012c4	22	123	has_presynaptic_terminal_in		2094811506	neuprint_JRC_Hemibrain_1point1
