filename	is_a	part_of	label	comment	dbxrefs
142315	adult neuron	male organism	Mi13_R (JRC_OpticLobe:142315)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:142315
102959	adult neuron	male organism	Mi13_R (JRC_OpticLobe:102959)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:102959
132132	adult neuron	male organism	Mi13_R (JRC_OpticLobe:132132)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:132132
86286	adult neuron	male organism	Mi13_R (JRC_OpticLobe:86286)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:86286
66608	adult neuron	male organism	Mi13_R (JRC_OpticLobe:66608)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:66608
108271	adult neuron	male organism	Mi13_R (JRC_OpticLobe:108271)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:108271
97518	adult neuron	male organism	Mi13_R (JRC_OpticLobe:97518)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:97518
87772	adult neuron	male organism	Mi13_R (JRC_OpticLobe:87772)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:87772
124552	adult neuron	male organism	Mi13_R (JRC_OpticLobe:124552)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:124552
80737	adult neuron	male organism	Mi13_R (JRC_OpticLobe:80737)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:80737
99596	adult neuron	male organism	Mi13_R (JRC_OpticLobe:99596)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:99596
92425	adult neuron	male organism	Mi13_R (JRC_OpticLobe:92425)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:92425
74832	adult neuron	male organism	Mi13_R (JRC_OpticLobe:74832)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:74832
84944	adult neuron	male organism	Mi13_R (JRC_OpticLobe:84944)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:84944
83645	adult neuron	male organism	Mi13_R (JRC_OpticLobe:83645)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:83645
100259	adult neuron	male organism	Mi13_R (JRC_OpticLobe:100259)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:100259
115655	adult neuron	male organism	Mi13_R (JRC_OpticLobe:115655)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:115655
93151	adult neuron	male organism	Mi13_R (JRC_OpticLobe:93151)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:93151
81331	adult neuron	male organism	Mi13_R (JRC_OpticLobe:81331)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:81331
93709	adult neuron	male organism	Mi13_R (JRC_OpticLobe:93709)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:93709
80446	adult neuron	male organism	Mi13_R (JRC_OpticLobe:80446)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:80446
107382	adult neuron	male organism	Mi13_R (JRC_OpticLobe:107382)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:107382
97357	adult neuron	male organism	Mi13_R (JRC_OpticLobe:97357)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:97357
99051	adult neuron	male organism	Mi13_R (JRC_OpticLobe:99051)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:99051
98160	adult neuron	male organism	Mi13_R (JRC_OpticLobe:98160)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:98160
83603	adult neuron	male organism	Mi13_R (JRC_OpticLobe:83603)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:83603
92265	adult neuron	male organism	Mi13_R (JRC_OpticLobe:92265)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:92265
99077	adult neuron	male organism	Mi13_R (JRC_OpticLobe:99077)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:99077
81147	adult neuron	male organism	Mi13_R (JRC_OpticLobe:81147)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:81147
90871	adult neuron	male organism	Mi13_R (JRC_OpticLobe:90871)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:90871
76604	adult neuron	male organism	Mi13_R (JRC_OpticLobe:76604)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:76604
89581	adult neuron	male organism	Mi13_R (JRC_OpticLobe:89581)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:89581
78171	adult neuron	male organism	Mi13_R (JRC_OpticLobe:78171)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:78171
86776	adult neuron	male organism	Mi13_R (JRC_OpticLobe:86776)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:86776
116080	adult neuron	male organism	Mi13_R (JRC_OpticLobe:116080)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:116080
152180	adult neuron	male organism	Mi13_R (JRC_OpticLobe:152180)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:152180
83506	adult neuron	male organism	Mi13_R (JRC_OpticLobe:83506)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:83506
97924	adult neuron	male organism	Mi13_R (JRC_OpticLobe:97924)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:97924
93938	adult neuron	male organism	Mi13_R (JRC_OpticLobe:93938)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:93938
127672	adult neuron	male organism	Mi13_R (JRC_OpticLobe:127672)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:127672
118713	adult neuron	male organism	Mi13_R (JRC_OpticLobe:118713)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:118713
85105	adult neuron	male organism	Mi13_R (JRC_OpticLobe:85105)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:85105
94559	adult neuron	male organism	Mi13_R (JRC_OpticLobe:94559)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:94559
94229	adult neuron	male organism	Mi13_R (JRC_OpticLobe:94229)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:94229
86988	adult neuron	male organism	Mi13_R (JRC_OpticLobe:86988)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:86988
86268	adult neuron	male organism	Mi13_R (JRC_OpticLobe:86268)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:86268
85830	adult neuron	male organism	Mi13_R (JRC_OpticLobe:85830)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:85830
87875	adult neuron	male organism	Mi13_R (JRC_OpticLobe:87875)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:87875
90986	adult neuron	male organism	Mi13_R (JRC_OpticLobe:90986)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:90986
77705	adult neuron	male organism	Mi13_R (JRC_OpticLobe:77705)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:77705
120669	adult neuron	male organism	Mi13_R (JRC_OpticLobe:120669)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:120669
100696	adult neuron	male organism	Mi13_R (JRC_OpticLobe:100696)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:100696
72760	adult neuron	male organism	Mi13_R (JRC_OpticLobe:72760)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:72760
100447	adult neuron	male organism	Mi13_R (JRC_OpticLobe:100447)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:100447
82144	adult neuron	male organism	Mi13_R (JRC_OpticLobe:82144)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:82144
90791	adult neuron	male organism	Mi13_R (JRC_OpticLobe:90791)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:90791
77425	adult neuron	male organism	Mi13_R (JRC_OpticLobe:77425)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:77425
78408	adult neuron	male organism	Mi13_R (JRC_OpticLobe:78408)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:78408
81759	adult neuron	male organism	Mi13_R (JRC_OpticLobe:81759)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:81759
77419	adult neuron	male organism	Mi13_R (JRC_OpticLobe:77419)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:77419
143195	adult neuron	male organism	Mi13_R (JRC_OpticLobe:143195)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:143195
86613	adult neuron	male organism	Mi13_R (JRC_OpticLobe:86613)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:86613
91833	adult neuron	male organism	Mi13_R (JRC_OpticLobe:91833)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:91833
83205	adult neuron	male organism	Mi13_R (JRC_OpticLobe:83205)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:83205
84552	adult neuron	male organism	Mi13_R (JRC_OpticLobe:84552)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:84552
95172	adult neuron	male organism	Mi13_R (JRC_OpticLobe:95172)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:95172
87032	adult neuron	male organism	Mi13_R (JRC_OpticLobe:87032)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:87032
101956	adult neuron	male organism	Mi13_R (JRC_OpticLobe:101956)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:101956
177683	adult neuron	male organism	Mi13_R (JRC_OpticLobe:177683)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:177683
97582	adult neuron	male organism	Mi13_R (JRC_OpticLobe:97582)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:97582
122735	adult neuron	male organism	Mi13_R (JRC_OpticLobe:122735)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:122735
144586	adult neuron	male organism	Mi13_R (JRC_OpticLobe:144586)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:144586
101037	adult neuron	male organism	Mi13_R (JRC_OpticLobe:101037)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:101037
159040	adult neuron	male organism	Mi13_R (JRC_OpticLobe:159040)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:159040
93669	adult neuron	male organism	Mi13_R (JRC_OpticLobe:93669)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:93669
85008	adult neuron	male organism	Mi13_R (JRC_OpticLobe:85008)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:85008
95968	adult neuron	male organism	Mi13_R (JRC_OpticLobe:95968)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:95968
79219	adult neuron	male organism	Mi13_R (JRC_OpticLobe:79219)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:79219
80709	adult neuron	male organism	Mi13_R (JRC_OpticLobe:80709)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:80709
82374	adult neuron	male organism	Mi13_R (JRC_OpticLobe:82374)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:82374
87991	adult neuron	male organism	Mi13_R (JRC_OpticLobe:87991)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:87991
92856	adult neuron	male organism	Mi13_R (JRC_OpticLobe:92856)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:92856
102130	adult neuron	male organism	Mi13_R (JRC_OpticLobe:102130)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:102130
94220	adult neuron	male organism	Mi13_R (JRC_OpticLobe:94220)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:94220
99642	adult neuron	male organism	Mi13_R (JRC_OpticLobe:99642)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:99642
95179	adult neuron	male organism	Mi13_R (JRC_OpticLobe:95179)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:95179
111749	adult neuron	male organism	Mi13_R (JRC_OpticLobe:111749)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:111749
115519	adult neuron	male organism	Mi13_R (JRC_OpticLobe:115519)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:115519
93885	adult neuron	male organism	Mi13_R (JRC_OpticLobe:93885)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:93885
80100	adult neuron	male organism	Mi13_R (JRC_OpticLobe:80100)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:80100
99745	adult neuron	male organism	Mi13_R (JRC_OpticLobe:99745)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:99745
93719	adult neuron	male organism	Mi13_R (JRC_OpticLobe:93719)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:93719
83544	adult neuron	male organism	Mi13_R (JRC_OpticLobe:83544)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:83544
88510	adult neuron	male organism	Mi13_R (JRC_OpticLobe:88510)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:88510
79107	adult neuron	male organism	Mi13_R (JRC_OpticLobe:79107)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:79107
105919	adult neuron	male organism	Mi13_R (JRC_OpticLobe:105919)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:105919
82848	adult neuron	male organism	Mi13_R (JRC_OpticLobe:82848)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:82848
122438	adult neuron	male organism	Mi13_R (JRC_OpticLobe:122438)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:122438
156667	adult neuron	male organism	Mi13_R (JRC_OpticLobe:156667)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:156667
93125	adult neuron	male organism	Mi13_R (JRC_OpticLobe:93125)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:93125
87999	adult neuron	male organism	Mi13_R (JRC_OpticLobe:87999)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:87999
93511	adult neuron	male organism	Mi13_R (JRC_OpticLobe:93511)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:93511
145052	adult neuron	male organism	Mi13_R (JRC_OpticLobe:145052)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:145052
104078	adult neuron	male organism	Mi13_R (JRC_OpticLobe:104078)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:104078
90909	adult neuron	male organism	Mi13_R (JRC_OpticLobe:90909)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:90909
84194	adult neuron	male organism	Mi13_R (JRC_OpticLobe:84194)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:84194
109012	adult neuron	male organism	Mi13_R (JRC_OpticLobe:109012)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:109012
117093	adult neuron	male organism	Mi13_R (JRC_OpticLobe:117093)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:117093
92320	adult neuron	male organism	Mi13_R (JRC_OpticLobe:92320)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:92320
80552	adult neuron	male organism	Mi13_R (JRC_OpticLobe:80552)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:80552
78518	adult neuron	male organism	Mi13_R (JRC_OpticLobe:78518)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:78518
100600	adult neuron	male organism	Mi13_R (JRC_OpticLobe:100600)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:100600
82840	adult neuron	male organism	Mi13_R (JRC_OpticLobe:82840)	status-Traced, status label-Roughly traced, Optic Lobe classification: type-Mi13	neuprint_JRC_OpticLobe_v1_0:82840
