filename	label	is_a	part_of	Template	synonyms	comment
20x-Brain-2297083473220861989	JRC_LH1477_Brain_2019_20160701_21_D6_20x	expression pattern fragment	female organism|adult brain|P{R65C07-GAL4.DBD} ∩ P{R49B08-p65.AD} expression pattern	JRC2018Unisex_c	SS22624|JRC_SS22624	"tile(s): 'brain', effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005,pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1/ TM3, Sb', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20160701_21_D6', age: 'Adult'"
