filename	label	part_of	synonyms	dbxrefs	comment	is_a
63x-Brain-2219561364932788322	JRC_SS04773_Brain_20151208_32_B1_63x	female organism|adult brain|P{VT000355-GAL4.DBD} ∩ P{R28G07-p65.AD} expression pattern	SS04773|JRC_SS04773	FlyLightSplit:SS04773|FlyLightSplitSlideCode:20151208_32_B1|jrc_slide_code_api:20151208_32_B1|neuronbridge:SS04773	tile(s): 'ventral, left_dorsal, right_dorsal (central brain only, the optic lobes are not included in this image)', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20151208_32_B1', age: 'Day 1-5'	expression pattern fragment
