filename	is_a	part_of	dbxrefs	label
82117	neuron	adult nervous system	male-cns:v0.9:82117	L3_L (MaleCNS:82117)
534460	neuron	adult nervous system	male-cns:v0.9:534460	L3_L (MaleCNS:534460)
81699	neuron	adult nervous system	male-cns:v0.9:81699	L3_R (MaleCNS:81699)
120401	neuron	adult nervous system	male-cns:v0.9:120401	L3_L (MaleCNS:120401)
89198	neuron	adult nervous system	male-cns:v0.9:89198	L3_R (MaleCNS:89198)
79261	neuron	adult nervous system	male-cns:v0.9:79261	L3_R (MaleCNS:79261)
151693	neuron	adult nervous system	male-cns:v0.9:151693	L3_R (MaleCNS:151693)
59577	neuron	adult nervous system	male-cns:v0.9:59577	L3_L (MaleCNS:59577)
95659	neuron	adult nervous system	male-cns:v0.9:95659	L3_R (MaleCNS:95659)
51500	neuron	adult nervous system	male-cns:v0.9:51500	L3_R (MaleCNS:51500)
52320	neuron	adult nervous system	male-cns:v0.9:52320	L3_L (MaleCNS:52320)
534919	neuron	adult nervous system	male-cns:v0.9:534919	L3_L (MaleCNS:534919)
136954	neuron	adult nervous system	male-cns:v0.9:136954	L3_L (MaleCNS:136954)
548341	neuron	adult nervous system	male-cns:v0.9:548341	L3_R (MaleCNS:548341)
63041	neuron	adult nervous system	male-cns:v0.9:63041	L3_L (MaleCNS:63041)
59828	neuron	adult nervous system	male-cns:v0.9:59828	L3_R (MaleCNS:59828)
526868	neuron	adult nervous system	male-cns:v0.9:526868	L3_L (MaleCNS:526868)
843389664	neuron	adult nervous system	male-cns:v0.9:843389664	L3_L (MaleCNS:843389664)
73690	neuron	adult nervous system	male-cns:v0.9:73690	L3_R (MaleCNS:73690)
58269	neuron	adult nervous system	male-cns:v0.9:58269	L3_R (MaleCNS:58269)
48503	neuron	adult nervous system	male-cns:v0.9:48503	L3_R (MaleCNS:48503)
534677	neuron	adult nervous system	male-cns:v0.9:534677	L3_L (MaleCNS:534677)
93250	neuron	adult nervous system	male-cns:v0.9:93250	L3_R (MaleCNS:93250)
70463	neuron	adult nervous system	male-cns:v0.9:70463	L3_L (MaleCNS:70463)
102810	neuron	adult nervous system	male-cns:v0.9:102810	L3_R (MaleCNS:102810)
147276	neuron	adult nervous system	male-cns:v0.9:147276	L3_L (MaleCNS:147276)
55682	neuron	adult nervous system	male-cns:v0.9:55682	L3_R (MaleCNS:55682)
87350	neuron	adult nervous system	male-cns:v0.9:87350	L3_R (MaleCNS:87350)
92994	neuron	adult nervous system	male-cns:v0.9:92994	L3_R (MaleCNS:92994)
124533	neuron	adult nervous system	male-cns:v0.9:124533	L3_R (MaleCNS:124533)
78821	neuron	adult nervous system	male-cns:v0.9:78821	L3_R (MaleCNS:78821)
558541	neuron	adult nervous system	male-cns:v0.9:558541	L3_L (MaleCNS:558541)
64652	neuron	adult nervous system	male-cns:v0.9:64652	L3_R (MaleCNS:64652)
52133	neuron	adult nervous system	male-cns:v0.9:52133	L3_R (MaleCNS:52133)
43372	neuron	adult nervous system	male-cns:v0.9:43372	L3_R (MaleCNS:43372)
139132	neuron	adult nervous system	male-cns:v0.9:139132	L3_R (MaleCNS:139132)
103634	neuron	adult nervous system	male-cns:v0.9:103634	L3_R (MaleCNS:103634)
953131	neuron	adult nervous system	male-cns:v0.9:953131	L3_L (MaleCNS:953131)
146392	neuron	adult nervous system	male-cns:v0.9:146392	L3_R (MaleCNS:146392)
78324	neuron	adult nervous system	male-cns:v0.9:78324	L3_R (MaleCNS:78324)
52551	neuron	adult nervous system	male-cns:v0.9:52551	L3_R (MaleCNS:52551)
161846	neuron	adult nervous system	male-cns:v0.9:161846	L3_L (MaleCNS:161846)
158926	neuron	adult nervous system	male-cns:v0.9:158926	L3_L (MaleCNS:158926)
100197	neuron	adult nervous system	male-cns:v0.9:100197	L3_R (MaleCNS:100197)
69524	neuron	adult nervous system	male-cns:v0.9:69524	L3_R (MaleCNS:69524)
123203	neuron	adult nervous system	male-cns:v0.9:123203	L3_R (MaleCNS:123203)
89265	neuron	adult nervous system	male-cns:v0.9:89265	L3_R (MaleCNS:89265)
532591	neuron	adult nervous system	male-cns:v0.9:532591	L3_L (MaleCNS:532591)
556830	neuron	adult nervous system	male-cns:v0.9:556830	L3_L (MaleCNS:556830)
110219	neuron	adult nervous system	male-cns:v0.9:110219	L3_R (MaleCNS:110219)
15373	neuron	adult nervous system	male-cns:v0.9:15373	L3_L (MaleCNS:15373)
60261	neuron	adult nervous system	male-cns:v0.9:60261	L3_L (MaleCNS:60261)
84204	neuron	adult nervous system	male-cns:v0.9:84204	L3_L (MaleCNS:84204)
72712	neuron	adult nervous system	male-cns:v0.9:72712	L3_R (MaleCNS:72712)
82430	neuron	adult nervous system	male-cns:v0.9:82430	L3_R (MaleCNS:82430)
97271	neuron	adult nervous system	male-cns:v0.9:97271	L3_R (MaleCNS:97271)
103204	neuron	adult nervous system	male-cns:v0.9:103204	L3_R (MaleCNS:103204)
98008	neuron	adult nervous system	male-cns:v0.9:98008	L3_L (MaleCNS:98008)
582287537	neuron	adult nervous system	male-cns:v0.9:582287537	L3_L (MaleCNS:582287537)
531415	neuron	adult nervous system	male-cns:v0.9:531415	L3_L (MaleCNS:531415)
81508	neuron	adult nervous system	male-cns:v0.9:81508	L3_R (MaleCNS:81508)
70341	neuron	adult nervous system	male-cns:v0.9:70341	L3_R (MaleCNS:70341)
98951	neuron	adult nervous system	male-cns:v0.9:98951	L3_L (MaleCNS:98951)
66997	neuron	adult nervous system	male-cns:v0.9:66997	L3_R (MaleCNS:66997)
65694	neuron	adult nervous system	male-cns:v0.9:65694	L3_R (MaleCNS:65694)
20476	neuron	adult nervous system	male-cns:v0.9:20476	L3_L (MaleCNS:20476)
101634	neuron	adult nervous system	male-cns:v0.9:101634	L3_L (MaleCNS:101634)
187064	neuron	adult nervous system	male-cns:v0.9:187064	L3_L (MaleCNS:187064)
542325	neuron	adult nervous system	male-cns:v0.9:542325	L3_L (MaleCNS:542325)
74744	neuron	adult nervous system	male-cns:v0.9:74744	L3_R (MaleCNS:74744)
41633	neuron	adult nervous system	male-cns:v0.9:41633	L3_L (MaleCNS:41633)
44415	neuron	adult nervous system	male-cns:v0.9:44415	L3_L (MaleCNS:44415)
526048	neuron	adult nervous system	male-cns:v0.9:526048	L3_L (MaleCNS:526048)
49651	neuron	adult nervous system	male-cns:v0.9:49651	L3_R (MaleCNS:49651)
72596	neuron	adult nervous system	male-cns:v0.9:72596	L3_R (MaleCNS:72596)
79833	neuron	adult nervous system	male-cns:v0.9:79833	L3_R (MaleCNS:79833)
76293	neuron	adult nervous system	male-cns:v0.9:76293	L3_L (MaleCNS:76293)
