filename	is_a	part_of	dbxrefs	label
32837	neuron	adult nervous system	male-cns_v0_9:32837	SMP535_L (MaleCNS:32837)
35019	neuron	adult nervous system	male-cns_v0_9:35019	SMP535_L (MaleCNS:35019)
512573	neuron	adult nervous system	male-cns_v0_9:512573	SMP535_R (MaleCNS:512573)
512562	neuron	adult nervous system	male-cns_v0_9:512562	SMP535_R (MaleCNS:512562)
46752	neuron	adult nervous system	male-cns_v0_9:46752	SMP537_R (MaleCNS:46752)
526983	neuron	adult nervous system	male-cns_v0_9:526983	SMP537_R (MaleCNS:526983)
34150	neuron	adult nervous system	male-cns_v0_9:34150	SMP537_L (MaleCNS:34150)
514443	neuron	adult nervous system	male-cns_v0_9:514443	SMP537_L (MaleCNS:514443)
24271	neuron	adult nervous system	male-cns_v0_9:24271	SMP538_L (MaleCNS:24271)
46909	neuron	adult nervous system	male-cns_v0_9:46909	SMP538_R (MaleCNS:46909)
531310	neuron	adult nervous system	male-cns_v0_9:531310	SMP539_R (MaleCNS:531310)
22691	neuron	adult nervous system	male-cns_v0_9:22691	SMP539_R (MaleCNS:22691)
30186	neuron	adult nervous system	male-cns_v0_9:30186	SMP539_L (MaleCNS:30186)
36664	neuron	adult nervous system	male-cns_v0_9:36664	SMP539_L (MaleCNS:36664)
87536	neuron	adult nervous system	male-cns_v0_9:87536	SMP540_L (MaleCNS:87536)
87547	neuron	adult nervous system	male-cns_v0_9:87547	SMP540_R (MaleCNS:87547)
539194	neuron	adult nervous system	male-cns_v0_9:539194	SMP540_R (MaleCNS:539194)
521522	neuron	adult nervous system	male-cns_v0_9:521522	SMP540_L (MaleCNS:521522)
13865	neuron	adult nervous system	male-cns_v0_9:13865	SMP541_L (MaleCNS:13865)
523425	neuron	adult nervous system	male-cns_v0_9:523425	SMP541_R (MaleCNS:523425)
22256	neuron	adult nervous system	male-cns_v0_9:22256	SMP542_R (MaleCNS:22256)
515071	neuron	adult nervous system	male-cns_v0_9:515071	SMP542_L (MaleCNS:515071)
10963	neuron	adult nervous system	male-cns_v0_9:10963	SMP543_L (MaleCNS:10963)
10798	neuron	adult nervous system	male-cns_v0_9:10798	SMP543_R (MaleCNS:10798)
10525	neuron	adult nervous system	male-cns_v0_9:10525	SMP544_L (MaleCNS:10525)
532051	neuron	adult nervous system	male-cns_v0_9:532051	SMP544_R (MaleCNS:532051)
11801	neuron	adult nervous system	male-cns_v0_9:11801	SMP545_L (MaleCNS:11801)
12296	neuron	adult nervous system	male-cns_v0_9:12296	SMP545_R (MaleCNS:12296)
18815	neuron	adult nervous system	male-cns_v0_9:18815	SMP546_L (MaleCNS:18815)
17291	neuron	adult nervous system	male-cns_v0_9:17291	SMP546_R (MaleCNS:17291)
15947	neuron	adult nervous system	male-cns_v0_9:15947	SMP547_L (MaleCNS:15947)
18035	neuron	adult nervous system	male-cns_v0_9:18035	SMP547_R (MaleCNS:18035)
512355	neuron	adult nervous system	male-cns_v0_9:512355	SMP548_L (MaleCNS:512355)
521195	neuron	adult nervous system	male-cns_v0_9:521195	SMP548_R (MaleCNS:521195)
10789	neuron	adult nervous system	male-cns_v0_9:10789	SMP549_L (MaleCNS:10789)
13686	neuron	adult nervous system	male-cns_v0_9:13686	SMP549_R (MaleCNS:13686)
13244	neuron	adult nervous system	male-cns_v0_9:13244	SMP550_R (MaleCNS:13244)
11470	neuron	adult nervous system	male-cns_v0_9:11470	SMP550_L (MaleCNS:11470)
13388	neuron	adult nervous system	male-cns_v0_9:13388	SMP551_L (MaleCNS:13388)
14935	neuron	adult nervous system	male-cns_v0_9:14935	SMP551_R (MaleCNS:14935)
31488	neuron	adult nervous system	male-cns_v0_9:31488	SMP552_L (MaleCNS:31488)
23896	neuron	adult nervous system	male-cns_v0_9:23896	SMP552_R (MaleCNS:23896)
31700	neuron	adult nervous system	male-cns_v0_9:31700	SMP553_L (MaleCNS:31700)
14071	neuron	adult nervous system	male-cns_v0_9:14071	SMP553_R (MaleCNS:14071)
511820	neuron	adult nervous system	male-cns_v0_9:511820	SMP554_R (MaleCNS:511820)
12946	neuron	adult nervous system	male-cns_v0_9:12946	SMP554_L (MaleCNS:12946)
517509	neuron	adult nervous system	male-cns_v0_9:517509	SMP555_L (MaleCNS:517509)
17241	neuron	adult nervous system	male-cns_v0_9:17241	SMP555_R (MaleCNS:17241)
16071	neuron	adult nervous system	male-cns_v0_9:16071	SMP556_R (MaleCNS:16071)
22841	neuron	adult nervous system	male-cns_v0_9:22841	SMP556_L (MaleCNS:22841)
23027	neuron	adult nervous system	male-cns_v0_9:23027	SMP560_L (MaleCNS:23027)
30557	neuron	adult nervous system	male-cns_v0_9:30557	SMP560_R (MaleCNS:30557)
22442	neuron	adult nervous system	male-cns_v0_9:22442	SMP561_R (MaleCNS:22442)
32374	neuron	adult nervous system	male-cns_v0_9:32374	SMP561_L (MaleCNS:32374)
31608	neuron	adult nervous system	male-cns_v0_9:31608	SMP562_R (MaleCNS:31608)
40704	neuron	adult nervous system	male-cns_v0_9:40704	SMP562_L (MaleCNS:40704)
70035	neuron	adult nervous system	male-cns_v0_9:70035	SMP565_L (MaleCNS:70035)
32721	neuron	adult nervous system	male-cns_v0_9:32721	SMP565_L (MaleCNS:32721)
30964	neuron	adult nervous system	male-cns_v0_9:30964	SMP565_R (MaleCNS:30964)
10757	neuron	adult nervous system	male-cns_v0_9:10757	SMP566_L (MaleCNS:10757)
29005	neuron	adult nervous system	male-cns_v0_9:29005	SMP566_R (MaleCNS:29005)
39885	neuron	adult nervous system	male-cns_v0_9:39885	SMP566_L (MaleCNS:39885)
34753	neuron	adult nervous system	male-cns_v0_9:34753	SMP566_R (MaleCNS:34753)
51503	neuron	adult nervous system	male-cns_v0_9:51503	SMP566_R (MaleCNS:51503)
24915	neuron	adult nervous system	male-cns_v0_9:24915	SMP566_L (MaleCNS:24915)
