filename	label	AD	DBD	part_of	Template
20x-Brain-2542063478701555810	JRC_SS04773_Brain_2018_20180523_31_C2	P{R28G07-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2542063478701555810	JRC_SS04773_VNC_2018_20180523_31_C2	P{R28G07-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2542063479385227362	JRC_SS50498_Brain_2018_20180523_31_E1	P{R26C06-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2542063479385227362	JRC_SS50498_VNC_2018_20180523_31_E1	P{R26C06-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2542063479573971042	JRC_SS50498_Brain_2018_20180523_31_E3	P{R26C06-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2542063479573971042	JRC_SS50498_VNC_2018_20180523_31_E3	P{R26C06-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2542063479997595746	JRC_SS50510_Brain_2018_20180523_31_F3	P{R42C09-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2542063479997595746	JRC_SS50510_VNC_2018_20180523_31_F3	P{R42C09-p65.AD}	P{VT017124-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2542063480710627426	JRC_SS50502_Brain_2018_20180523_31_H1	P{R26C06-p65.AD}	P{R72A10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2542063480710627426	JRC_SS50502_VNC_2018_20180523_31_H1	P{R26C06-p65.AD}	P{R72A10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2542063481352355938	JRC_SS50464_Brain_2018_20180523_31_I3	P{VT017124-p65.AD}	P{VT043859-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2542063481352355938	JRC_SS50464_VNC_2018_20180523_31_I3	P{VT017124-p65.AD}	P{VT043859-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2548584570391887970	JRC_SS47399_Brain_2018_20180530_33_I3	P{VT020742-p65.AD}	P{VT040724-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2548588651944607842	JRC_SS47378_Brain_2018_20180530_33_J2	P{VT040724-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2548588651944607842	JRC_SS47378_VNC_2018_20180530_33_J2	P{VT040724-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2548589596241821794	JRC_SS53233_Brain_2018_20180606_33_A3	PBac{R84H05-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2548589596241821794	JRC_SS53233_VNC_2018_20180606_33_A3	PBac{R84H05-p65.AD}	P{VT000355-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2556544791189913698	JRC_SS47378_Brain_2018_20180627_31_F3	P{VT040724-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2556544791189913698	JRC_SS47378_VNC_2018_20180627_31_F3	P{VT040724-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2556545168077488226	JRC_SS52340_Brain_2018_20180627_32_E1	PBac{R84H05-p65.AD}	P{R23G11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2556545168077488226	JRC_SS52340_VNC_2018_20180627_32_E1	PBac{R84H05-p65.AD}	P{R23G11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2556545168526278754	JRC_SS52631_Brain_2018_20180627_32_F1	P{R22G07-p65.AD}	P{R55C11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2556545168526278754	JRC_SS52631_VNC_2018_20180627_32_F1	P{R22G07-p65.AD}	P{R55C11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2556544792041357410	JRC_SS50525_Brain_2018_20180627_31_H3	P{R72A10-p65.AD}	P{VT058694-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2556544792041357410	JRC_SS50525_VNC_2018_20180627_31_H3	P{R72A10-p65.AD}	P{VT058694-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2556544792766972002	JRC_SS50513_Brain_2018_20180627_31_J2	P{R42C09-p65.AD}	P{R72A10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2556544792766972002	JRC_SS50513_VNC_2018_20180627_31_J2	P{R42C09-p65.AD}	P{R72A10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2561997764166680674	JRC_SS47405_Brain_2018_20180717_32_B1	P{VT020742-p65.AD}	P{R73E12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2561997764166680674	JRC_SS47405_VNC_2018_20180717_32_B1	P{VT020742-p65.AD}	P{R73E12-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2561997764581916770	JRC_SS52285_Brain_2018_20180717_32_C2	P{R13D05-p65.AD}	P{R48A11-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2561997764581916770	JRC_SS52285_VNC_2018_20180717_32_C2	P{R13D05-p65.AD}	P{R48A11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2561997764858740834	JRC_SS50594_Brain_2018_20180717_32_D2	P{R93G12-p65.AD}	P{R65H10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2561997764858740834	JRC_SS50594_VNC_2018_20180717_32_D2	P{R93G12-p65.AD}	P{R65H10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2561997765194285154	JRC_SS50576_Brain_2018_20180717_32_E1	P{VT017491-p65.AD}	P{R65H10-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2561997765194285154	JRC_SS50576_VNC_2018_20180717_32_E1	P{VT017491-p65.AD}	P{R65H10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2564247086920892514	JRC_SS52313_Brain_2018_20180717_31_C1	P{R45G06-p65.AD}	P{R27G01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2564247086920892514	JRC_SS52313_VNC_2018_20180717_31_C1	P{R45G06-p65.AD}	P{R27G01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2564251545277300834	JRC_SS52245_Brain_2018_20180717_31_D1	P{VT039497-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2564251545277300834	JRC_SS52245_VNC_2018_20180717_31_D1	P{VT039497-p65.AD}	P{R83D12-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2564251546103578722	JRC_SS46523_Brain_2018_20180717_31_F3	P{VT000605-p65.AD}	P{VT040713-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2564251546103578722	JRC_SS46523_VNC_2018_20180717_31_F3	P{VT000605-p65.AD}	P{VT040713-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2564251546401374306	JRC_SS47354_Brain_2018_20180717_31_G2	P{VT017270-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2564251546401374306	JRC_SS47354_VNC_2018_20180717_31_G2	P{VT017270-p65.AD}	P{VT018687-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
