filename	label	AD	DBD	part_of
Janelia-1845060878509015138-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_693_542_2624168050508693542_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB312B_Brain_2020__1	P{R58E02-p65.AD}	P{R10G03-GAL4.DBD}	female organism|adult brain
Janelia-1845060879188492386-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_814_373_2624167590636814373_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB312B_Brain_2020__2	P{R58E02-p65.AD}	P{R10G03-GAL4.DBD}	female organism|adult brain
Janelia-1845060879188492386-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_473_765_2624234776038473765_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB312B_Brain_2020__3	P{R58E02-p65.AD}	P{R10G03-GAL4.DBD}	female organism|adult brain
Janelia-1845060879742140514-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_078_822_2624167902953078822_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB057B_Brain_2020__1	P{R80G12-p65.AD}	P{R53H03-GAL4.DBD}	female organism|adult brain
Janelia-1845060879742140514-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_015_846_2624241218049015846_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB057B_Brain_2020__2	P{R80G12-p65.AD}	P{R53H03-GAL4.DBD}	female organism|adult brain
Janelia-1845060880945905762-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_830_690_2624167994149830690_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB021B_Brain_2020__5	P{R24E06-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1845060881109483618-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_790_818_2624167771356790818_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB021B_Brain_2020__6	P{R24E06-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1845060881361141858-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_224_034_2624174147764224034_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB021B_Brain_2020__7	P{R24E06-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1845060881558274146-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_842_726_2624171048265842726_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB021B_Brain_2020__8	P{R24E06-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1845060882875285602-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_913_256_2624174094827913256_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB013B_Brain_2020__1	P{R14F05-p65.AD}	P{R14B03-GAL4.DBD}	female organism|adult brain
Janelia-1845060882875285602-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_875_176_2624269578598875176_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB013B_Brain_2020__2	P{R14F05-p65.AD}	P{R14B03-GAL4.DBD}	female organism|adult brain
Janelia-1845060883441516642-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_165_608_2624171181309165608_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB013B_Brain_2020__3	P{R14F05-p65.AD}	P{R14B03-GAL4.DBD}	female organism|adult brain
Janelia-1845060883441516642-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_948_456_2624244947317948456_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB013B_Brain_2020__4	P{R14F05-p65.AD}	P{R14B03-GAL4.DBD}	female organism|adult brain
Janelia-1845060898121580642-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_023_782_2624889559653023782_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG	JRC_MB002B_Brain_2020__1	P{R12C11-p65.AD}	P{R14C08-GAL4.DBD}	female organism|adult brain
Janelia-1845060898121580642-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_561_638_2624937752369561638_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB002B_Brain_2020__2	P{R12C11-p65.AD}	P{R14C08-GAL4.DBD}	female organism|adult brain
Janelia-1845060898608119906-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_527_842_1898453818874527842_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB210B_Brain_2020__1	P{R15B01-p65.AD}	P{R27G01-GAL4.DBD}	female organism|adult brain
Janelia-1845060898608119906-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_091_106_2624113054761091106_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB210B_Brain_2020__2	P{R15B01-p65.AD}	P{R27G01-GAL4.DBD}	female organism|adult brain
Janelia-1845060898767503458-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_621_026_1898456705482621026_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB011B_Brain_2020__1	P{R14C08-p65.AD}	P{R15B01-GAL4.DBD}	female organism|adult brain
Janelia-1845060898767503458-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_735_394_2624113369006735394_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB011B_Brain_2020__2	P{R14C08-p65.AD}	P{R15B01-GAL4.DBD}	female organism|adult brain
Janelia-1845060899182739554-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_821_986_1898457983654821986_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB011B_Brain_2020__3	P{R14C08-p65.AD}	P{R15B01-GAL4.DBD}	female organism|adult brain
Janelia-1845060899182739554-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_242_658_2624113054505242658_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB011B_Brain_2020__4	P{R14C08-p65.AD}	P{R15B01-GAL4.DBD}	female organism|adult brain
Janelia-1845425404307832930-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_135_078_2624177613874135078_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB042B_Brain_2020__6	P{R58E02-p65.AD}	P{R22E04-GAL4.DBD}	female organism|adult brain
Janelia-1845425406107189346-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_596_264_2625325040060596264_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB188B_Brain_2020__1	P{R58E02-p65.AD}	P{R11A03-GAL4.DBD}	female organism|adult brain
Janelia-1845425406107189346-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_998_502_2624264674647998502_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB188B_Brain_2020__2	P{R58E02-p65.AD}	P{R11A03-GAL4.DBD}	female organism|adult brain
Janelia-1845425407092850786-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_566_567_2624193378572566567_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB195B_Brain_2020__4	P{R58E02-p65.AD}	P{R31F06-GAL4.DBD}	female organism|adult brain
Janelia-1845425407092850786-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_942_055_2624257266617942055_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB195B_Brain_2020__5	P{R58E02-p65.AD}	P{R31F06-GAL4.DBD}	female organism|adult brain
Janelia-1845425407382257762-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_113_253_2624175942943113253_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB316B_Brain_2020__1	P{R58E02-p65.AD}	P{R93G08-GAL4.DBD}	female organism|adult brain
Janelia-1845425407382257762-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_948_837_2624247812639948837_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB316B_Brain_2020__2	P{R58E02-p65.AD}	P{R93G08-GAL4.DBD}	female organism|adult brain
Janelia-1845425408195952738-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_340_962_2624203124457340962_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB194B_Brain_2020__1	P{R58E02-p65.AD}	P{R29G04-GAL4.DBD}	female organism|adult brain
Janelia-1845425408195952738-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_131_554_2624262737777131554_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB194B_Brain_2020__2	P{R58E02-p65.AD}	P{R29G04-GAL4.DBD}	female organism|adult brain
Janelia-1845425408703463522-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_733_800_2625323523647733800_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB194B_Brain_2020__3	P{R58E02-p65.AD}	P{R29G04-GAL4.DBD}	female organism|adult brain
Janelia-1845425409458438242-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_126_758_2624182291236126758_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB043B_Brain_2020__1	P{R58E02-p65.AD}	P{R32D11-GAL4.DBD}	female organism|adult brain
Janelia-1845425450780721250-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_468_450_1898849356954468450_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB018B_Brain_2020__1	P{R20G03-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425450780721250-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_953_380_2624113662800953380_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB018B_Brain_2020__2	P{R20G03-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425451074322530-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_945_186_1898849360137945186_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB018B_Brain_2020__3	P{R20G03-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425451074322530-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_947_876_2624113247350947876_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB018B_Brain_2020__4	P{R20G03-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425451250483298-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_175_714_1898849363208175714_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB018B_Brain_2020__5	P{R20G03-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425451250483298-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_204_644_2624113662763204644_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB018B_Brain_2020__6	P{R20G03-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425454358462562-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_989_090_1898951496267989090_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB051C_Brain_2020__1	PBac{R70B10-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425454358462562-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_351_652_2624113246906351652_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB051C_Brain_2020__2	PBac{R70B10-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425454824030306-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_622_690_1898951903744622690_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB051C_Brain_2020__3	PBac{R70B10-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425454824030306-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_929_508_2624113247069929508_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB051C_Brain_2020__4	PBac{R70B10-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425454933082210-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_207_396_2624113247896207396_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB051B_Brain_2020__1	P{R70B10-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425455079882850-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_233_124_2624113662742233124_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB051B_Brain_2020__2	P{R70B10-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425455344124002-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_147_362_2624113656178147362_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB051B_Brain_2020__3	P{R70B10-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1845425462273114210-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_706_658_1900447745504706658_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB296B_Brain_2020__7	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain
Janelia-1845425462273114210-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_192_802_2624115580252192802_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB296B_Brain_2020__8	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain
Janelia-1845425462591881314-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_848_098_1900445759438848098_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB296B_Brain_2020__9	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain
Janelia-1845425462591881314-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_581_922_2624117805980581922_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB296B_Brain_2020__10	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain
Janelia-1845425462751264866-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_668_770_1900445440432668770_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB296B_Brain_2020__11	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain
Janelia-1845425462751264866-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_363_234_2624118179181363234_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB296B_Brain_2020__12	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain
Janelia-1845425462872899682-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_606_754_1900445440625606754_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB296B_Brain_2020__13	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain
Janelia-1845425462872899682-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_072_290_2624117750687072290_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB296B_Brain_2020__14	P{R15B01-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain
Janelia-1845425467272724578-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_367_175_1909884336543367175_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB549B_Brain_2020__1	P{R71D08-p65.AD}	P{R49C12-GAL4.DBD}	female organism|adult brain
Janelia-1845425470741413986-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_983_879_1909913662491983879_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB085C_Brain_2020__1	PBac{R52H01-p65.AD}	P{R52B07-GAL4.DBD}	female organism|adult brain
Janelia-1845425470741413986-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_848_354_2624112759217848354_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB085C_Brain_2020__2	PBac{R52H01-p65.AD}	P{R52B07-GAL4.DBD}	female organism|adult brain
Janelia-1845425475074130018-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_210_146_1900580410174210146_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB110C_Brain_2020__1	PBac{R20A02-p65.AD}	P{R94B10-GAL4.DBD}	female organism|adult brain
Janelia-1845425475074130018-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_180_642_1900666267363180642_align_Aligned63xScale_8bitc_J18U_SG	JRC_MB110C_Brain_2020__2	PBac{R20A02-p65.AD}	P{R94B10-GAL4.DBD}	female organism|adult brain
Janelia-1845425483932500066-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_978_402_1900618628730978402_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB025B_Brain_2020__3	P{R24E12-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1845425483932500066-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_493_346_2624116469700493346_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB025B_Brain_2020__4	P{R24E12-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1845425484100272226-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_196_450_1900619946212196450_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB025B_Brain_2020__5	P{R24E12-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1845425484100272226-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_470_178_2624118860382470178_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB025B_Brain_2020__6	P{R24E12-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1845425484284821602-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_413_858_1900618628999413858_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB025B_Brain_2020__7	P{R24E12-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1845425484284821602-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_758_308_2624118352376758308_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB025B_Brain_2020__8	P{R24E12-p65.AD}	P{R52H01-GAL4.DBD}	female organism|adult brain
Janelia-1846510768082649186-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_738_914_2624200473711738914_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB082C_Brain_2020__1	PBac{R40B08-p65.AD}	P{R23C06-GAL4.DBD}	female organism|adult brain
Janelia-1846510768082649186-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_986_018_2624249342914986018_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB082C_Brain_2020__2	PBac{R40B08-p65.AD}	P{R23C06-GAL4.DBD}	female organism|adult brain
Janelia-1846510768485302370-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_550_245_2624183341267550245_align_REG_JRC2018_FEMALE_40x_8bitc_J18U_SG	JRC_MB082C_Brain_2020__3	PBac{R40B08-p65.AD}	P{R23C06-GAL4.DBD}	female organism|adult brain
Janelia-1846510768485302370-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_530_021_2624254841647530021_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB082C_Brain_2020__4	PBac{R40B08-p65.AD}	P{R23C06-GAL4.DBD}	female organism|adult brain
Janelia-1846510768665657442-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_383_206_2624246335477383206_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB018B_Brain_2020__7	P{R20G03-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1846510768875372642-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_052_322_2624248330519052322_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB018B_Brain_2020__8	P{R20G03-p65.AD}	P{R19F09-GAL4.DBD}	female organism|adult brain
Janelia-1846510860869042274-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_339_938_1903179686834339938_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB113C_Brain_2020__1	PBac{Tdc2-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1846510860869042274-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_555_365_2624129183491555365_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB113C_Brain_2020__2	PBac{Tdc2-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1846510861401718882-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_587_746_1903177950610587746_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB113C_Brain_2020__3	PBac{Tdc2-p65.AD}	P{R95A10-GAL4.DBD}	female organism|adult brain
Janelia-1846510862081196130-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_949_730_1903177949754949730_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB465C_Brain_2020__2	PBac{R37D04-p65.AD}	P{R51B02-GAL4.DBD}	female organism|adult brain
Janelia-1846510862081196130-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_399_270_2624127104274399270_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB465C_Brain_2020__3	PBac{R37D04-p65.AD}	P{R51B02-GAL4.DBD}	female organism|adult brain
Janelia-1846510862307688546-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_700_645_2624135141269700645_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB013B_Brain_2020__5	P{R14F05-p65.AD}	P{R14B03-GAL4.DBD}	female organism|adult brain
Janelia-1846510862483849314-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_377_826_1903177797602377826_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB013B_Brain_2020__6	P{R14F05-p65.AD}	P{R14B03-GAL4.DBD}	female organism|adult brain
Janelia-1846510862483849314-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_023_141_2624134571679023141_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB013B_Brain_2020__7	P{R14F05-p65.AD}	P{R14B03-GAL4.DBD}	female organism|adult brain
Janelia-1846510864035741794-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_012_322_1903180936825012322_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB242A_Brain_2020__1	P{R64F07-p65.AD}	P{R57C10-GAL4.DBD}	female organism|adult brain
Janelia-1846510864035741794-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_653_477_2624123731118653477_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB242A_Brain_2020__2	P{R64F07-p65.AD}	P{R57C10-GAL4.DBD}	female organism|adult brain
Janelia-1846510864182542434-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_055_266_1903181079058055266_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB242A_Brain_2020__3	P{R64F07-p65.AD}	P{R57C10-GAL4.DBD}	female organism|adult brain
Janelia-1846510864182542434-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_079_974_2624124987623079974_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB242A_Brain_2020__4	P{R64F07-p65.AD}	P{R57C10-GAL4.DBD}	female organism|adult brain
Janelia-1846510864534863970-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_725_474_1903178063466725474_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB242A_Brain_2020__5	P{R64F07-p65.AD}	P{R57C10-GAL4.DBD}	female organism|adult brain
Janelia-1846510864534863970-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_358_181_2624125388292358181_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB242A_Brain_2020__6	P{R64F07-p65.AD}	P{R57C10-GAL4.DBD}	female organism|adult brain
Janelia-1846510875016429666-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_082_402_2443603229297082402_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB549C_Brain_2020__1	PBac{R71D08-p65.AD}	P{R49C12-GAL4.DBD}	female organism|adult brain
Janelia-1846510875016429666-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_017_510_2624127259191017510_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB549C_Brain_2020__2	PBac{R71D08-p65.AD}	P{R49C12-GAL4.DBD}	female organism|adult brain
Janelia-1846510875360362594-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_476_194_1903178799273476194_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB549C_Brain_2020__3	PBac{R71D08-p65.AD}	P{R49C12-GAL4.DBD}	female organism|adult brain
Janelia-1846510875360362594-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_120_805_2624125426905120805_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB549C_Brain_2020__4	PBac{R71D08-p65.AD}	P{R49C12-GAL4.DBD}	female organism|adult brain
Janelia-1846510875481997410-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_731_874_1903178327078731874_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB549C_Brain_2020__5	PBac{R71D08-p65.AD}	P{R49C12-GAL4.DBD}	female organism|adult brain
Janelia-1846510875481997410-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_114_214_2624126155464114214_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB549C_Brain_2020__6	PBac{R71D08-p65.AD}	P{R49C12-GAL4.DBD}	female organism|adult brain
Janelia-1846510876039839842-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_942_690_1903178328248942690_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB050B_Brain_2020__1	P{R65B09-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult brain
Janelia-1846510876039839842-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_621_606_2624126033296621606_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB050B_Brain_2020__2	P{R65B09-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult brain
Janelia-1846510876283109474-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_947_362_1903178149751947362_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB050B_Brain_2020__3	P{R65B09-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult brain
Janelia-1846510876283109474-Brain-63x_nrs_jacs_jacsData_filestore_asoy_Alignment_290_149_2624125041075290149_align_REG_JRC2018_FEMALE_63x_DS_8bitc_J18U_SG	JRC_MB050B_Brain_2020__4	P{R65B09-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult brain
