filename	label	AD	DBD	part_of	Template
20x-Brain-2110272531574292578	JRC_SS02702_Brain_2017_20141222_80_B4	P{R67A06-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272531574292578	JRC_SS02702_VNC_2017_20141222_80_B4	P{R67A06-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272532769669218	JRC_SS02703_Brain_2017_20141222_80_C2	P{R67A06-p65.AD}	P{R50H07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272532769669218	JRC_SS02703_VNC_2017_20141222_80_C2	P{R67A06-p65.AD}	P{R50H07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272533612724322	JRC_SS02704_Brain_2017_20141222_80_D3	P{R67A06-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272533612724322	JRC_SS02704_VNC_2017_20141222_80_D3	P{R67A06-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272534329950306	JRC_SS02705_Brain_2017_20141222_80_E3	P{R50H07-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272534329950306	JRC_SS02705_VNC_2017_20141222_80_E3	P{R50H07-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272535051370594	JRC_SS02706_Brain_2017_20141222_80_F1	P{R50H07-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272535051370594	JRC_SS02706_VNC_2017_20141222_80_F1	P{R50H07-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272536448073826	JRC_SS02707_Brain_2017_20141222_80_G1	P{R20A02-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272536448073826	JRC_SS02707_VNC_2017_20141222_80_G1	P{R20A02-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272545549713506	JRC_SS02763_Brain_2017_20141223_82_A1	P{R67B01-p65.AD}	P{R28D04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272546141110370	JRC_SS02763_VNC_2017_20141223_82_A3	P{R67B01-p65.AD}	P{R28D04-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272547055468642	JRC_SS02764_Brain_2017_20141223_82_B3	P{R67B01-p65.AD}	P{R72B07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272547055468642	JRC_SS02764_VNC_2017_20141223_82_B3	P{R67B01-p65.AD}	P{R72B07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2110272538444562530	JRC_SS02708_VNC_2017_20141222_81_A4	P{R20A02-p65.AD}	P{R50H07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272538444562530	JRC_SS02708_Brain_2017_20141222_81_A4	P{R20A02-p65.AD}	P{R50H07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2110272548225679458	JRC_SS02765_Brain_2017_20141223_82_C2	P{R20D01-p65.AD}	P{R67B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272548225679458	JRC_SS02765_VNC_2017_20141223_82_C2	P{R20D01-p65.AD}	P{R67B01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272539769962594	JRC_SS02709_Brain_2017_20141222_81_B4	P{R20A02-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272539769962594	JRC_SS02709_VNC_2017_20141222_81_B4	P{R20A02-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272549815320674	JRC_SS02766_Brain_2017_20141223_82_D2	P{R20D01-p65.AD}	P{R72B07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2110272540218753122	JRC_SS02710_Brain_2017_20141222_81_C2	P{R11F03-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272549815320674	JRC_SS02766_VNC_2017_20141223_82_D2	P{R20D01-p65.AD}	P{R72B07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2110272540218753122	JRC_SS02710_VNC_2017_20141222_81_C2	P{R11F03-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272541141500002	JRC_SS02711_Brain_2017_20141222_81_D1	P{R11F03-p65.AD}	P{R50H07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2110272551430127714	JRC_SS02767_Brain_2017_20141223_82_E3	P{R20D01-p65.AD}	P{R28D04-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272541141500002	JRC_SS02711_VNC_2017_20141222_81_D1	P{R11F03-p65.AD}	P{R50H07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2110272551430127714	JRC_SS02767_VNC_2017_20141223_82_E3	P{R20D01-p65.AD}	P{R28D04-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272542383013986	JRC_SS02712_Brain_2017_20141222_81_E2	P{R56H10-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-Brain-2110272552306737250	JRC_SS02768_Brain_2017_20141223_82_F3	P{R28D04-p65.AD}	P{R67B01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272542383013986	JRC_SS02712_VNC_2017_20141222_81_E2	P{R56H10-p65.AD}	P{R11F03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2110272552306737250	JRC_SS02768_VNC_2017_20141223_82_F3	P{R28D04-p65.AD}	P{R67B01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272543301566562	JRC_SS02713_Brain_2017_20141222_81_F2	P{R56H10-p65.AD}	P{R50H07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272543301566562	JRC_SS02713_VNC_2017_20141222_81_F2	P{R56H10-p65.AD}	P{R50H07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272553812492386	JRC_SS02769_Brain_2017_20141223_82_G5	P{R28D04-p65.AD}	P{R72B07-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272553812492386	JRC_SS02769_VNC_2017_20141223_82_G5	P{R28D04-p65.AD}	P{R72B07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-Brain-2110272544811516002	JRC_SS02714_Brain_2017_20141222_81_G2	P{R56H10-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c
20x-VNC-2110272544811516002	JRC_SS02714_VNC_2017_20141222_81_G2	P{R56H10-p65.AD}	P{R93G02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
