filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2157244810421862498	JRC_SS00699_Brain_20130705_32_H1_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130705_32_H1|jrc_slide_code_api:20130705_32_H1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130705_32_H1', age: 'Day 1-5'
20x-Brain-2157244811654987874	JRC_SS00699_Brain_20130705_32_H2_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130705_32_H2|jrc_slide_code_api:20130705_32_H2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130705_32_H2', age: 'Day 1-5'
20x-Brain-2157244812577734754	JRC_SS00699_Brain_20130705_32_H3_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130705_32_H3|jrc_slide_code_api:20130705_32_H3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130705_32_H3', age: 'Day 1-5'
20x-Brain-1900370849282654306	JRC_SS00699_Brain_20130705_32_H4_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130705_32_H4|jrc_slide_code_api:20130705_32_H4	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130705_32_H4', age: 'Day 1-5'
20x-Brain-2149422425710788706	JRC_SS00699_Brain_20130716_31_E2_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130716_31_E2|jrc_slide_code_api:20130716_31_E2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130716_31_E2', age: 'Day 1-5'
20x-Brain-1903200905562423394	JRC_SS00699_Brain_20130716_31_E3_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130716_31_E3|jrc_slide_code_api:20130716_31_E3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130716_31_E3', age: 'Day 1-5'
20x-Brain-1906807673903382626	JRC_SS00691_Brain_20130716_32_G1_20x	P{R48A08-p65.AD}	P{R66A01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00691|GMR_SS00691|JRC_SS00691	FlyLightRaw:SS00691|FlyLightRawSlideCode:20130716_32_G1|jrc_slide_code_api:20130716_32_G1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130716_32_G1', age: 'Day 1-5'
20x-Brain-1921658241142489186	JRC_SS00699_Brain_20130822_31_G1_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130822_31_G1|jrc_slide_code_api:20130822_31_G1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130822_31_G1', age: 'Day 1-5'
20x-Brain-1921658250927800418	JRC_SS00699_Brain_20130822_31_G3_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130822_31_G3|jrc_slide_code_api:20130822_31_G3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130822_31_G3', age: 'Day 1-5'
20x-Brain-1921658252836208738	JRC_SS00699_Brain_20130822_31_G5_20x	P{R20A03-p65.AD}	P{R31C06-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS00699|GMR_SS00699|JRC_SS00699	FlyLightRaw:SS00699|FlyLightRawSlideCode:20130822_31_G5|jrc_slide_code_api:20130822_31_G5	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130822_31_G5', age: 'Day 1-5'
