filename	label	part_of	Template	synonyms	dbxrefs	AD	DBD	comment
10B07_49C08_SS04058_A	JRC_SS04058_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04058|JRC_SS04058	FlyLightLarvalCNS:SS04058	P{R10B07-p65.AD}	P{R49C08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_49C08_SS04058_B	JRC_SS04058_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04058|JRC_SS04058	FlyLightLarvalCNS:SS04058	P{R10B07-p65.AD}	P{R49C08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_65C02_SS01389_A	JRC_SS01389_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS01389|JRC_SS01389	FlyLightLarvalCNS:SS01389	P{R10B07-p65.AD}	P{R65C02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_65C02_SS01389_B	JRC_SS01389_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS01389|JRC_SS01389	FlyLightLarvalCNS:SS01389	P{R10B07-p65.AD}	P{R65C02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_70C11_SS00879_A	JRC_SS00879_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS00879|JRC_SS00879	FlyLightLarvalCNS:SS00879	P{R10B07-p65.AD}	P{R70C11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_70C11_SS00879_B	JRC_SS00879_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS00879|JRC_SS00879	FlyLightLarvalCNS:SS00879	P{R10B07-p65.AD}	P{R70C11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_70C11_SS00879_C	JRC_SS00879_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS00879|JRC_SS00879	FlyLightLarvalCNS:SS00879	P{R10B07-p65.AD}	P{R70C11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_70C11_SS00879_D	JRC_SS00879_L3CNS_D	larval central nervous system	L3 CNS template - Wood2018_c	SS00879|JRC_SS00879	FlyLightLarvalCNS:SS00879	P{R10B07-p65.AD}	P{R70C11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_74F04_SS01631_A	JRC_SS01631_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS01631|JRC_SS01631	FlyLightLarvalCNS:SS01631	P{R10B07-p65.AD}	P{R74F04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_74F04_SS01631_B	JRC_SS01631_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS01631|JRC_SS01631	FlyLightLarvalCNS:SS01631	P{R10B07-p65.AD}	P{R74F04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_74F04_SS01631_C	JRC_SS01631_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS01631|JRC_SS01631	FlyLightLarvalCNS:SS01631	P{R10B07-p65.AD}	P{R74F04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_75H10_SS01401_A	JRC_SS01401_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS01401|JRC_SS01401	FlyLightLarvalCNS:SS01401	P{R10B07-p65.AD}	P{R75H10-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_75H10_SS01401_B	JRC_SS01401_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS01401|JRC_SS01401	FlyLightLarvalCNS:SS01401	P{R10B07-p65.AD}	P{R75H10-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_75H10_SS01401_C	JRC_SS01401_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS01401|JRC_SS01401	FlyLightLarvalCNS:SS01401	P{R10B07-p65.AD}	P{R75H10-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10B07_75H10_SS01401_D	JRC_SS01401_L3CNS_D	larval central nervous system	L3 CNS template - Wood2018_c	SS01401|JRC_SS01401	FlyLightLarvalCNS:SS01401	P{R10B07-p65.AD}	P{R75H10-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10D10_60F02_SS00712_A	JRC_SS00712_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS00712|JRC_SS00712	FlyLightLarvalCNS:SS00712	P{R10D10-p65.AD}	P{R60F02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10D10_60F02_SS00712_B	JRC_SS00712_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS00712|JRC_SS00712	FlyLightLarvalCNS:SS00712	P{R10D10-p65.AD}	P{R60F02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10D10_60F02_SS00712_C	JRC_SS00712_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS00712|JRC_SS00712	FlyLightLarvalCNS:SS00712	P{R10D10-p65.AD}	P{R60F02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E05_124B09_SS04059_A	JRC_SS04059_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04059|JRC_SS04059	FlyLightLarvalCNS:SS04059	P{R10E05-p65.AD}	P{VT012719-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E05_124B09_SS04059_B	JRC_SS04059_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04059|JRC_SS04059	FlyLightLarvalCNS:SS04059	P{R10E05-p65.AD}	P{VT012719-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E06_35B12_MB116B_112113A	JRC_MB116B_L3CNS_112113A	larval central nervous system	L3 CNS template - Wood2018_c	MB116B|JRC_MB116B	FlyLightLarvalCNS:MB116B	P{R10E06-p65.AD}	P{R35B12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E06_35B12_MB116B_112113B	JRC_MB116B_L3CNS_112113B	larval central nervous system	L3 CNS template - Wood2018_c	MB116B|JRC_MB116B	FlyLightLarvalCNS:MB116B	P{R10E06-p65.AD}	P{R35B12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E06_35B12_MB116B_112113C	JRC_MB116B_L3CNS_112113C	larval central nervous system	L3 CNS template - Wood2018_c	MB116B|JRC_MB116B	FlyLightLarvalCNS:MB116B	P{R10E06-p65.AD}	P{R35B12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E06_35B12_MB116B_112113D	JRC_MB116B_L3CNS_112113D	larval central nervous system	L3 CNS template - Wood2018_c	MB116B|JRC_MB116B	FlyLightLarvalCNS:MB116B	P{R10E06-p65.AD}	P{R35B12-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E06_52B07_MB117B_A	JRC_MB117B_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	MB117B|JRC_MB117B	FlyLightLarvalCNS:MB117B	P{R10E06-p65.AD}	P{R52B07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E06_52B07_MB117B_B	JRC_MB117B_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	MB117B|JRC_MB117B	FlyLightLarvalCNS:MB117B	P{R10E06-p65.AD}	P{R52B07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10E06_52B07_MB117B_C	JRC_MB117B_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	MB117B|JRC_MB117B	FlyLightLarvalCNS:MB117B	P{R10E06-p65.AD}	P{R52B07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10F08_128C06_SS33740_A	JRC_SS33740_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS33740|JRC_SS33740	FlyLightLarvalCNS:SS33740	P{R10F08-p65.AD}	P{VT048344-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10F08_128C06_SS33740_B	JRC_SS33740_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS33740|JRC_SS33740	FlyLightLarvalCNS:SS33740	P{R10F08-p65.AD}	P{VT048344-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10G02_13D05_SS01632_A	JRC_SS01632_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS01632|JRC_SS01632	FlyLightLarvalCNS:SS01632	P{R10G02-p65.AD}	P{R13D05-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10G02_13D05_SS01632_B	JRC_SS01632_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS01632|JRC_SS01632	FlyLightLarvalCNS:SS01632	P{R10G02-p65.AD}	P{R13D05-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10H10_102A07_SS01992_A	JRC_SS01992_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS01992|JRC_SS01992	FlyLightLarvalCNS:SS01992	P{R10H10-p65.AD}	P{VT043372-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10H10_102A07_SS01992_B	JRC_SS01992_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS01992|JRC_SS01992	FlyLightLarvalCNS:SS01992	P{R10H10-p65.AD}	P{VT043372-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
10H10_102A07_SS01992_C	JRC_SS01992_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS01992|JRC_SS01992	FlyLightLarvalCNS:SS01992	P{R10H10-p65.AD}	P{VT043372-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110A04_26E03_SS25901_A	JRC_SS25901_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS25901|JRC_SS25901	FlyLightLarvalCNS:SS25901	P{VT016984-p65.AD}	P{R26E03-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110A04_26E03_SS25901_B	JRC_SS25901_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS25901|JRC_SS25901	FlyLightLarvalCNS:SS25901	P{VT016984-p65.AD}	P{R26E03-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110A06_32D04_SS04303_A	JRC_SS04303_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04303|JRC_SS04303	FlyLightLarvalCNS:SS04303	P{VT017181-p65.AD}	P{R32D04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110A06_32D04_SS04303_B	JRC_SS04303_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04303|JRC_SS04303	FlyLightLarvalCNS:SS04303	P{VT017181-p65.AD}	P{R32D04-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110B08_102E08_SS26189_A	JRC_SS26189_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26189|JRC_SS26189	FlyLightLarvalCNS:SS26189	P{VT020610-p65.AD}	P{VT048852-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110B08_102E08_SS26189_B	JRC_SS26189_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS26189|JRC_SS26189	FlyLightLarvalCNS:SS26189	P{VT020610-p65.AD}	P{VT048852-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110B08_10B07_SS24073_A	JRC_SS24073_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24073|JRC_SS24073	FlyLightLarvalCNS:SS24073	P{VT020610-p65.AD}	P{R10B07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110B08_10B07_SS24073_B	JRC_SS24073_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24073|JRC_SS24073	FlyLightLarvalCNS:SS24073	P{VT020610-p65.AD}	P{R10B07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110B08_36G02_SS24070_A	JRC_SS24070_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24070|JRC_SS24070	FlyLightLarvalCNS:SS24070	P{VT020610-p65.AD}	P{R36G02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110B08_36G02_SS24070_B	JRC_SS24070_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24070|JRC_SS24070	FlyLightLarvalCNS:SS24070	P{VT020610-p65.AD}	P{R36G02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110B08_49C08_SS24072_A	JRC_SS24072_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24072|JRC_SS24072	FlyLightLarvalCNS:SS24072	P{VT020610-p65.AD}	P{R49C08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110B08_49C08_SS24072_B	JRC_SS24072_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24072|JRC_SS24072	FlyLightLarvalCNS:SS24072	P{VT020610-p65.AD}	P{R49C08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110D08_79D11_020816A_A	JRC_SS25878_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS25878|JRC_SS25878	FlyLightLarvalCNS:SS25878	P{VT026396-p65.AD}	P{R79D11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110D08_79D11_020816A_B	JRC_SS25878_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS25878|JRC_SS25878	FlyLightLarvalCNS:SS25878	P{VT026396-p65.AD}	P{R79D11-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110D11_117E01_SS04060_A	JRC_SS04060_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04060|JRC_SS04060	FlyLightLarvalCNS:SS04060	P{VT026773-p65.AD}	P{VT026013-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110D11_117E01_SS04060_B	JRC_SS04060_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04060|JRC_SS04060	FlyLightLarvalCNS:SS04060	P{VT026773-p65.AD}	P{VT026013-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110F04_102F12_SS42911_A	JRC_SS42911_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS42911|JRC_SS42911	FlyLightLarvalCNS:SS42911	P{VT029785-p65.AD}	P{VT050279-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110F04_102F12_SS42911_B	JRC_SS42911_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS42911|JRC_SS42911	FlyLightLarvalCNS:SS42911	P{VT029785-p65.AD}	P{VT050279-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110F04_49D01_SS42913_A	JRC_SS42913_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS42913|JRC_SS42913	FlyLightLarvalCNS:SS42913	P{VT029785-p65.AD}	P{R49D01-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110F04_49D01_SS42913_B	JRC_SS42913_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS42913|JRC_SS42913	FlyLightLarvalCNS:SS42913	P{VT029785-p65.AD}	P{R49D01-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110F04_60C01_SS42916_A	JRC_SS42916_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS42916|JRC_SS42916	FlyLightLarvalCNS:SS42916	P{VT029785-p65.AD}	P{R60C01-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
110F04_60C01_SS42916_B	JRC_SS42916_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS42916|JRC_SS42916	FlyLightLarvalCNS:SS42916	P{VT029785-p65.AD}	P{R60C01-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111A06_114G09_SS26158_A	JRC_SS26158_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26158|JRC_SS26158	FlyLightLarvalCNS:SS26158	P{VT038219-p65.AD}	P{VT059781-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111A06_114G09_SS26158_B	JRC_SS26158_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS26158|JRC_SS26158	FlyLightLarvalCNS:SS26158	P{VT038219-p65.AD}	P{VT059781-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111B05_108H06_SS26143_A	JRC_SS26143_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26143|JRC_SS26143	FlyLightLarvalCNS:SS26143	P{VT039489-p65.AD}	P{VT050223-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111B05_108H06_SS26143_B	JRC_SS26143_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS26143|JRC_SS26143	FlyLightLarvalCNS:SS26143	P{VT039489-p65.AD}	P{VT050223-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111B05_116H12_SS26141_A	JRC_SS26141_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26141|JRC_SS26141	FlyLightLarvalCNS:SS26141	P{VT039489-p65.AD}	P{VT014708-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111B05_116H12_SS26141_B	JRC_SS26141_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS26141|JRC_SS26141	FlyLightLarvalCNS:SS26141	P{VT039489-p65.AD}	P{VT014708-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111B05_32H08_SS26146_A	JRC_SS26146_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26146|JRC_SS26146	FlyLightLarvalCNS:SS26146	P{VT039489-p65.AD}	P{R32H08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111B05_32H08_SS26146_B	JRC_SS26146_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS26146|JRC_SS26146	FlyLightLarvalCNS:SS26146	P{VT039489-p65.AD}	P{R32H08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C03_56H02_SS24023_A	JRC_SS24023_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24023|JRC_SS24023	FlyLightLarvalCNS:SS24023	P{VT040575-p65.AD}	P{R56H02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C03_56H02_SS24023_B	JRC_SS24023_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24023|JRC_SS24023	FlyLightLarvalCNS:SS24023	P{VT040575-p65.AD}	P{R56H02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C03_83H09_SS24022_A	JRC_SS24022_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24022|JRC_SS24022	FlyLightLarvalCNS:SS24022	P{VT040575-p65.AD}	P{R83H09-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C03_83H09_SS24022_B	JRC_SS24022_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24022|JRC_SS24022	FlyLightLarvalCNS:SS24022	P{VT040575-p65.AD}	P{R83H09-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C06_102E05_SS21732_A	JRC_SS21732_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS21732|JRC_SS21732	FlyLightLarvalCNS:SS21732	P{VT040842-p65.AD}	P{VT048569-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C06_102E05_SS21732_B	JRC_SS21732_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS21732|JRC_SS21732	FlyLightLarvalCNS:SS21732	P{VT040842-p65.AD}	P{VT048569-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C06_48H02_SS24060_A	JRC_SS24060_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24060|JRC_SS24060	FlyLightLarvalCNS:SS24060	P{VT040842-p65.AD}	P{R48H02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C06_48H02_SS24060_B	JRC_SS24060_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24060|JRC_SS24060	FlyLightLarvalCNS:SS24060	P{VT040842-p65.AD}	P{R48H02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C06_74B08_SS24061_A	JRC_SS24061_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS24061|JRC_SS24061	FlyLightLarvalCNS:SS24061	P{VT040842-p65.AD}	P{R74B08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111C06_74B08_SS24061_B	JRC_SS24061_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS24061|JRC_SS24061	FlyLightLarvalCNS:SS24061	P{VT040842-p65.AD}	P{R74B08-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111D06_101B04_SS04061_A	JRC_SS04061_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04061|JRC_SS04061	FlyLightLarvalCNS:SS04061	P{VT043672-p65.AD}	P{VT021844-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111D06_101B04_SS04061_B	JRC_SS04061_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04061|JRC_SS04061	FlyLightLarvalCNS:SS04061	P{VT043672-p65.AD}	P{VT021844-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111D06_101B04_SS04061_C	JRC_SS04061_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS04061|JRC_SS04061	FlyLightLarvalCNS:SS04061	P{VT043672-p65.AD}	P{VT021844-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111D07_28H03_SS04306_A	JRC_SS04306_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04306|JRC_SS04306	FlyLightLarvalCNS:SS04306	P{VT043781-p65.AD}	P{R28H03-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111D07_28H03_SS04306_B	JRC_SS04306_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04306|JRC_SS04306	FlyLightLarvalCNS:SS04306	P{VT043781-p65.AD}	P{R28H03-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111D07_93B07_SS04307_A	JRC_SS04307_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS04307|JRC_SS04307	FlyLightLarvalCNS:SS04307	P{VT043781-p65.AD}	P{R93B07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111D07_93B07_SS04307_B	JRC_SS04307_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS04307|JRC_SS04307	FlyLightLarvalCNS:SS04307	P{VT043781-p65.AD}	P{R93B07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111D07_93B07_SS04307_C	JRC_SS04307_L3CNS_C	larval central nervous system	L3 CNS template - Wood2018_c	SS04307|JRC_SS04307	FlyLightLarvalCNS:SS04307	P{VT043781-p65.AD}	P{R93B07-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111F10_114B02_SS23578_A	JRC_SS23578_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS23578|JRC_SS23578	FlyLightLarvalCNS:SS23578	P{VT048150-p65.AD}	P{VT043158-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111F10_114B02_SS23578_B	JRC_SS23578_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS23578|JRC_SS23578	FlyLightLarvalCNS:SS23578	P{VT048150-p65.AD}	P{VT043158-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111G12_114D07_SS26170_A	JRC_SS26170_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26170|JRC_SS26170	FlyLightLarvalCNS:SS26170	P{VT050105-p65.AD}	P{VT049130-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111G12_94E06_SS26173_A	JRC_SS26173_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26173|JRC_SS26173	FlyLightLarvalCNS:SS26173	P{VT050105-p65.AD}	P{R94E06-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
111G12_94E06_SS26173_B	JRC_SS26173_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS26173|JRC_SS26173	FlyLightLarvalCNS:SS26173	P{VT050105-p65.AD}	P{R94E06-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
112C12_107F01_SS36197_A	JRC_SS36197_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS36197|JRC_SS36197	FlyLightLarvalCNS:SS36197	P{VT001424-p65.AD}	P{VT026035-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
112C12_107F01_SS36197_B	JRC_SS36197_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS36197|JRC_SS36197	FlyLightLarvalCNS:SS36197	P{VT001424-p65.AD}	P{VT026035-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
112D05_43A02_SS26812_A	JRC_SS26812_L3CNS_A	larval central nervous system	L3 CNS template - Wood2018_c	SS26812|JRC_SS26812	FlyLightLarvalCNS:SS26812	P{VT003234-p65.AD}	P{R43A02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
112D05_43A02_SS26812_B	JRC_SS26812_L3CNS_B	larval central nervous system	L3 CNS template - Wood2018_c	SS26812|JRC_SS26812	FlyLightLarvalCNS:SS26812	P{VT003234-p65.AD}	P{R43A02-GAL4.DBD}	This image was provided to VFB by the FlyLight project as part of the 'Omnibus' release. 
