filename	is_a	part_of	dbxrefs	label
10444	neuron	adult nervous system	male-cns:v0.9:10444	DNge035_L (MaleCNS:10444)
17198	neuron	adult nervous system	male-cns:v0.9:17198	DNge035_R (MaleCNS:17198)
10163	neuron	adult nervous system	male-cns:v0.9:10163	DNge036_L (MaleCNS:10163)
10703	neuron	adult nervous system	male-cns:v0.9:10703	DNge036_R (MaleCNS:10703)
10221	neuron	adult nervous system	male-cns:v0.9:10221	DNge037_L (MaleCNS:10221)
10216	neuron	adult nervous system	male-cns:v0.9:10216	DNge037_R (MaleCNS:10216)
13652	neuron	adult nervous system	male-cns:v0.9:13652	DNge038_R (MaleCNS:13652)
25861	neuron	adult nervous system	male-cns:v0.9:25861	DNge038_L (MaleCNS:25861)
13178	neuron	adult nervous system	male-cns:v0.9:13178	DNge039_L (MaleCNS:13178)
10499	neuron	adult nervous system	male-cns:v0.9:10499	DNge039_R (MaleCNS:10499)
11256	neuron	adult nervous system	male-cns:v0.9:11256	DNge040_R (MaleCNS:11256)
10582	neuron	adult nervous system	male-cns:v0.9:10582	DNge040_L (MaleCNS:10582)
11797	neuron	adult nervous system	male-cns:v0.9:11797	DNge041_L (MaleCNS:11797)
10304	neuron	adult nervous system	male-cns:v0.9:10304	DNge041_R (MaleCNS:10304)
11304	neuron	adult nervous system	male-cns:v0.9:11304	DNge042_L (MaleCNS:11304)
11970	neuron	adult nervous system	male-cns:v0.9:11970	DNge042_R (MaleCNS:11970)
11500	neuron	adult nervous system	male-cns:v0.9:11500	DNge043(hb1499778528)_R (MaleCNS:11500)
11458	neuron	adult nervous system	male-cns:v0.9:11458	DNge043(hb1499778528)_L (MaleCNS:11458)
14098	neuron	adult nervous system	male-cns:v0.9:14098	DNge044_L (MaleCNS:14098)
12170	neuron	adult nervous system	male-cns:v0.9:12170	DNge044_R (MaleCNS:12170)
55370	neuron	adult nervous system	male-cns:v0.9:55370	DNge045_L (MaleCNS:55370)
556450	neuron	adult nervous system	male-cns:v0.9:556450	DNge045_R (MaleCNS:556450)
13445	neuron	adult nervous system	male-cns:v0.9:13445	DNge046_L (MaleCNS:13445)
83661	neuron	adult nervous system	male-cns:v0.9:83661	DNge046_R (MaleCNS:83661)
242405	neuron	adult nervous system	male-cns:v0.9:242405	DNge046_R (MaleCNS:242405)
513057	neuron	adult nervous system	male-cns:v0.9:513057	DNge046_L (MaleCNS:513057)
12516	neuron	adult nervous system	male-cns:v0.9:12516	DNge047_L (MaleCNS:12516)
10822	neuron	adult nervous system	male-cns:v0.9:10822	DNge047_R (MaleCNS:10822)
11421	neuron	adult nervous system	male-cns:v0.9:11421	DNge048_L (MaleCNS:11421)
11310	neuron	adult nervous system	male-cns:v0.9:11310	DNge048_R (MaleCNS:11310)
10853	neuron	adult nervous system	male-cns:v0.9:10853	DNge049_L (MaleCNS:10853)
11575	neuron	adult nervous system	male-cns:v0.9:11575	DNge049_R (MaleCNS:11575)
10301	neuron	adult nervous system	male-cns:v0.9:10301	DNge050_L (MaleCNS:10301)
256420	neuron	adult nervous system	male-cns:v0.9:256420	DNge050_R (MaleCNS:256420)
11179	neuron	adult nervous system	male-cns:v0.9:11179	DNge051_R (MaleCNS:11179)
523679	neuron	adult nervous system	male-cns:v0.9:523679	DNge051_L (MaleCNS:523679)
14970	neuron	adult nervous system	male-cns:v0.9:14970	DNge052_L (MaleCNS:14970)
14936	neuron	adult nervous system	male-cns:v0.9:14936	DNge052_R (MaleCNS:14936)
10844	neuron	adult nervous system	male-cns:v0.9:10844	DNge053_L (MaleCNS:10844)
11965	neuron	adult nervous system	male-cns:v0.9:11965	DNge053_R (MaleCNS:11965)
10377	neuron	adult nervous system	male-cns:v0.9:10377	DNge054_L (MaleCNS:10377)
10296	neuron	adult nervous system	male-cns:v0.9:10296	DNge054_R (MaleCNS:10296)
523039	neuron	adult nervous system	male-cns:v0.9:523039	DNge055_R (MaleCNS:523039)
512614	neuron	adult nervous system	male-cns:v0.9:512614	DNge055_L (MaleCNS:512614)
12256	neuron	adult nervous system	male-cns:v0.9:12256	DNge056_R (MaleCNS:12256)
12470	neuron	adult nervous system	male-cns:v0.9:12470	DNge056_L (MaleCNS:12470)
15450	neuron	adult nervous system	male-cns:v0.9:15450	DNge057_L (MaleCNS:15450)
15254	neuron	adult nervous system	male-cns:v0.9:15254	DNge057_R (MaleCNS:15254)
25844	neuron	adult nervous system	male-cns:v0.9:25844	DNge058_L (MaleCNS:25844)
15857	neuron	adult nervous system	male-cns:v0.9:15857	DNge058_R (MaleCNS:15857)
11127	neuron	adult nervous system	male-cns:v0.9:11127	DNge059_L (MaleCNS:11127)
10643	neuron	adult nervous system	male-cns:v0.9:10643	DNge059_R (MaleCNS:10643)
14213	neuron	adult nervous system	male-cns:v0.9:14213	DNge060_L (MaleCNS:14213)
12493	neuron	adult nervous system	male-cns:v0.9:12493	DNge060_R (MaleCNS:12493)
512048	neuron	adult nervous system	male-cns:v0.9:512048	DNge061_R (MaleCNS:512048)
220203	neuron	adult nervous system	male-cns:v0.9:220203	DNge061_L (MaleCNS:220203)
909558	neuron	adult nervous system	male-cns:v0.9:909558	DNge061_L (MaleCNS:909558)
228714	neuron	adult nervous system	male-cns:v0.9:228714	DNge061_R (MaleCNS:228714)
10833	neuron	adult nervous system	male-cns:v0.9:10833	DNge062_R (MaleCNS:10833)
519839	neuron	adult nervous system	male-cns:v0.9:519839	DNge062_L (MaleCNS:519839)
13570	neuron	adult nervous system	male-cns:v0.9:13570	DNge063_L (MaleCNS:13570)
521445	neuron	adult nervous system	male-cns:v0.9:521445	DNge063_R (MaleCNS:521445)
15988	neuron	adult nervous system	male-cns:v0.9:15988	DNge064_R (MaleCNS:15988)
16746	neuron	adult nervous system	male-cns:v0.9:16746	DNge064_L (MaleCNS:16746)
11482	neuron	adult nervous system	male-cns:v0.9:11482	DNge065_R (MaleCNS:11482)
11889	neuron	adult nervous system	male-cns:v0.9:11889	DNge065_L (MaleCNS:11889)
11097	neuron	adult nervous system	male-cns:v0.9:11097	DNge067_L (MaleCNS:11097)
12484	neuron	adult nervous system	male-cns:v0.9:12484	DNge067_R (MaleCNS:12484)
11048	neuron	adult nervous system	male-cns:v0.9:11048	DNge068_R (MaleCNS:11048)
16079	neuron	adult nervous system	male-cns:v0.9:16079	DNge068_L (MaleCNS:16079)
12581	neuron	adult nervous system	male-cns:v0.9:12581	DNge069_L (MaleCNS:12581)
13852	neuron	adult nervous system	male-cns:v0.9:13852	DNge069_R (MaleCNS:13852)
12850	neuron	adult nervous system	male-cns:v0.9:12850	DNge070(DNb06)_L (MaleCNS:12850)
564865	neuron	adult nervous system	male-cns:v0.9:564865	DNge070(DNb06)_R (MaleCNS:564865)
48535	neuron	adult nervous system	male-cns:v0.9:48535	DNge071_R (MaleCNS:48535)
39130	neuron	adult nervous system	male-cns:v0.9:39130	DNge071_R (MaleCNS:39130)
50664	neuron	adult nervous system	male-cns:v0.9:50664	DNge071_R (MaleCNS:50664)
44952	neuron	adult nervous system	male-cns:v0.9:44952	DNge071_R (MaleCNS:44952)
91201	neuron	adult nervous system	male-cns:v0.9:91201	DNge071_R (MaleCNS:91201)
516956	neuron	adult nervous system	male-cns:v0.9:516956	DNge071_L (MaleCNS:516956)
48565	neuron	adult nervous system	male-cns:v0.9:48565	DNge071_L (MaleCNS:48565)
49928	neuron	adult nervous system	male-cns:v0.9:49928	DNge071_L (MaleCNS:49928)
44502	neuron	adult nervous system	male-cns:v0.9:44502	DNge071_L (MaleCNS:44502)
238896	neuron	adult nervous system	male-cns:v0.9:238896	DNge071_L (MaleCNS:238896)
15800	neuron	adult nervous system	male-cns:v0.9:15800	DNge072_L (MaleCNS:15800)
14887	neuron	adult nervous system	male-cns:v0.9:14887	DNge072_R (MaleCNS:14887)
11737	neuron	adult nervous system	male-cns:v0.9:11737	DNge073_R (MaleCNS:11737)
531132	neuron	adult nervous system	male-cns:v0.9:531132	DNge073_L (MaleCNS:531132)
25985	neuron	adult nervous system	male-cns:v0.9:25985	DNge074_L (MaleCNS:25985)
153028	neuron	adult nervous system	male-cns:v0.9:153028	DNge074_R (MaleCNS:153028)
16536	neuron	adult nervous system	male-cns:v0.9:16536	DNge075_L (MaleCNS:16536)
11821	neuron	adult nervous system	male-cns:v0.9:11821	DNge075_R (MaleCNS:11821)
13278	neuron	adult nervous system	male-cns:v0.9:13278	DNge076_R (MaleCNS:13278)
13006	neuron	adult nervous system	male-cns:v0.9:13006	DNge076_L (MaleCNS:13006)
14249	neuron	adult nervous system	male-cns:v0.9:14249	DNge077_L (MaleCNS:14249)
555850	neuron	adult nervous system	male-cns:v0.9:555850	DNge077_R (MaleCNS:555850)
36541	neuron	adult nervous system	male-cns:v0.9:36541	DNge078_R (MaleCNS:36541)
14537	neuron	adult nervous system	male-cns:v0.9:14537	DNge078_L (MaleCNS:14537)
555457	neuron	adult nervous system	male-cns:v0.9:555457	DNge079_R (MaleCNS:555457)
800099	neuron	adult nervous system	male-cns:v0.9:800099	DNge079_L (MaleCNS:800099)
12364	neuron	adult nervous system	male-cns:v0.9:12364	DNge080_R (MaleCNS:12364)
12752	neuron	adult nervous system	male-cns:v0.9:12752	DNge080_L (MaleCNS:12752)
15705	neuron	adult nervous system	male-cns:v0.9:15705	DNge081_L (MaleCNS:15705)
15821	neuron	adult nervous system	male-cns:v0.9:15821	DNge081_R (MaleCNS:15821)
15347	neuron	adult nervous system	male-cns:v0.9:15347	DNge082_L (MaleCNS:15347)
13627	neuron	adult nervous system	male-cns:v0.9:13627	DNge082_R (MaleCNS:13627)
10213	neuron	adult nervous system	male-cns:v0.9:10213	DNge083_R (MaleCNS:10213)
92936	neuron	adult nervous system	male-cns:v0.9:92936	DNge083_L (MaleCNS:92936)
11600	neuron	adult nervous system	male-cns:v0.9:11600	DNge084_R (MaleCNS:11600)
13065	neuron	adult nervous system	male-cns:v0.9:13065	DNge084_L (MaleCNS:13065)
41319	neuron	adult nervous system	male-cns:v0.9:41319	DNge085_R (MaleCNS:41319)
49690	neuron	adult nervous system	male-cns:v0.9:49690	DNge085_R (MaleCNS:49690)
33876	neuron	adult nervous system	male-cns:v0.9:33876	DNge085_R (MaleCNS:33876)
38191	neuron	adult nervous system	male-cns:v0.9:38191	DNge085_R (MaleCNS:38191)
29158	neuron	adult nervous system	male-cns:v0.9:29158	DNge085_L (MaleCNS:29158)
36623	neuron	adult nervous system	male-cns:v0.9:36623	DNge085_L (MaleCNS:36623)
41969	neuron	adult nervous system	male-cns:v0.9:41969	DNge085_L (MaleCNS:41969)
39887	neuron	adult nervous system	male-cns:v0.9:39887	DNge085_L (MaleCNS:39887)
13045	neuron	adult nervous system	male-cns:v0.9:13045	DNge086_R (MaleCNS:13045)
513056	neuron	adult nervous system	male-cns:v0.9:513056	DNge086_L (MaleCNS:513056)
26385	neuron	adult nervous system	male-cns:v0.9:26385	DNge087_R (MaleCNS:26385)
23667	neuron	adult nervous system	male-cns:v0.9:23667	DNge087_R (MaleCNS:23667)
22645	neuron	adult nervous system	male-cns:v0.9:22645	DNge087_L (MaleCNS:22645)
34292	neuron	adult nervous system	male-cns:v0.9:34292	DNge087_L (MaleCNS:34292)
13133	neuron	adult nervous system	male-cns:v0.9:13133	DNge088_L (MaleCNS:13133)
801562	neuron	adult nervous system	male-cns:v0.9:801562	DNge088_R (MaleCNS:801562)
40959	neuron	adult nervous system	male-cns:v0.9:40959	DNge089_L (MaleCNS:40959)
38848	neuron	adult nervous system	male-cns:v0.9:38848	DNge089_R (MaleCNS:38848)
33116	neuron	adult nervous system	male-cns:v0.9:33116	DNge089_L (MaleCNS:33116)
38465	neuron	adult nervous system	male-cns:v0.9:38465	DNge089_L (MaleCNS:38465)
267327	neuron	adult nervous system	male-cns:v0.9:267327	DNge089_R (MaleCNS:267327)
34474	neuron	adult nervous system	male-cns:v0.9:34474	DNge089_R (MaleCNS:34474)
24354	neuron	adult nervous system	male-cns:v0.9:24354	DNge090_R (MaleCNS:24354)
24043	neuron	adult nervous system	male-cns:v0.9:24043	DNge090_L (MaleCNS:24043)
19450	neuron	adult nervous system	male-cns:v0.9:19450	DNge091_L (MaleCNS:19450)
21146	neuron	adult nervous system	male-cns:v0.9:21146	DNge091_L (MaleCNS:21146)
24657	neuron	adult nervous system	male-cns:v0.9:24657	DNge091_L (MaleCNS:24657)
16257	neuron	adult nervous system	male-cns:v0.9:16257	DNge091_R (MaleCNS:16257)
525812	neuron	adult nervous system	male-cns:v0.9:525812	DNge091_R (MaleCNS:525812)
19994	neuron	adult nervous system	male-cns:v0.9:19994	DNge091_R (MaleCNS:19994)
20054	neuron	adult nervous system	male-cns:v0.9:20054	DNge091_L (MaleCNS:20054)
15509	neuron	adult nervous system	male-cns:v0.9:15509	DNge091_R (MaleCNS:15509)
19749	neuron	adult nervous system	male-cns:v0.9:19749	DNge091_L (MaleCNS:19749)
25634	neuron	adult nervous system	male-cns:v0.9:25634	DNge091_L (MaleCNS:25634)
524141	neuron	adult nervous system	male-cns:v0.9:524141	DNge091_R (MaleCNS:524141)
23953	neuron	adult nervous system	male-cns:v0.9:23953	DNge091_R (MaleCNS:23953)
21428	neuron	adult nervous system	male-cns:v0.9:21428	DNge091_R (MaleCNS:21428)
19030	neuron	adult nervous system	male-cns:v0.9:19030	DNge091_L (MaleCNS:19030)
25249	neuron	adult nervous system	male-cns:v0.9:25249	DNge092_L (MaleCNS:25249)
27144	neuron	adult nervous system	male-cns:v0.9:27144	DNge092_L (MaleCNS:27144)
25802	neuron	adult nervous system	male-cns:v0.9:25802	DNge092_R (MaleCNS:25802)
25504	neuron	adult nervous system	male-cns:v0.9:25504	DNge092_R (MaleCNS:25504)
27626	neuron	adult nervous system	male-cns:v0.9:27626	DNge093_R (MaleCNS:27626)
258513	neuron	adult nervous system	male-cns:v0.9:258513	DNge093_R (MaleCNS:258513)
27792	neuron	adult nervous system	male-cns:v0.9:27792	DNge093_L (MaleCNS:27792)
23715	neuron	adult nervous system	male-cns:v0.9:23715	DNge093_L (MaleCNS:23715)
26743	neuron	adult nervous system	male-cns:v0.9:26743	DNge094_L (MaleCNS:26743)
28001	neuron	adult nervous system	male-cns:v0.9:28001	DNge094_L (MaleCNS:28001)
27525	neuron	adult nervous system	male-cns:v0.9:27525	DNge094_L (MaleCNS:27525)
26652	neuron	adult nervous system	male-cns:v0.9:26652	DNge094_L (MaleCNS:26652)
40700	neuron	adult nervous system	male-cns:v0.9:40700	DNge094_R (MaleCNS:40700)
42792	neuron	adult nervous system	male-cns:v0.9:42792	DNge094_R (MaleCNS:42792)
39071	neuron	adult nervous system	male-cns:v0.9:39071	DNge094_L (MaleCNS:39071)
516821	neuron	adult nervous system	male-cns:v0.9:516821	DNge094_R (MaleCNS:516821)
351504	neuron	adult nervous system	male-cns:v0.9:351504	DNge094_R (MaleCNS:351504)
26644	neuron	adult nervous system	male-cns:v0.9:26644	DNge094_R (MaleCNS:26644)
27001	neuron	adult nervous system	male-cns:v0.9:27001	DNge094_L (MaleCNS:27001)
41346	neuron	adult nervous system	male-cns:v0.9:41346	DNge094_R (MaleCNS:41346)
40792	neuron	adult nervous system	male-cns:v0.9:40792	DNge094_R (MaleCNS:40792)
23892	neuron	adult nervous system	male-cns:v0.9:23892	DNge095_L (MaleCNS:23892)
22627	neuron	adult nervous system	male-cns:v0.9:22627	DNge095_R (MaleCNS:22627)
924718	neuron	adult nervous system	male-cns:v0.9:924718	DNge095_R (MaleCNS:924718)
13525	neuron	adult nervous system	male-cns:v0.9:13525	DNge096_R (MaleCNS:13525)
13443	neuron	adult nervous system	male-cns:v0.9:13443	DNge096_L (MaleCNS:13443)
16935	neuron	adult nervous system	male-cns:v0.9:16935	DNge097_R (MaleCNS:16935)
15448	neuron	adult nervous system	male-cns:v0.9:15448	DNge097_L (MaleCNS:15448)
16942	neuron	adult nervous system	male-cns:v0.9:16942	DNge098_R (MaleCNS:16942)
12869	neuron	adult nervous system	male-cns:v0.9:12869	DNge098_L (MaleCNS:12869)
12000	neuron	adult nervous system	male-cns:v0.9:12000	DNge099_L (MaleCNS:12000)
12175	neuron	adult nervous system	male-cns:v0.9:12175	DNge099_R (MaleCNS:12175)
12422	neuron	adult nervous system	male-cns:v0.9:12422	DNge100_L (MaleCNS:12422)
13795	neuron	adult nervous system	male-cns:v0.9:13795	DNge100_R (MaleCNS:13795)
11427	neuron	adult nervous system	male-cns:v0.9:11427	DNge101_R (MaleCNS:11427)
12743	neuron	adult nervous system	male-cns:v0.9:12743	DNge101_L (MaleCNS:12743)
40683	neuron	adult nervous system	male-cns:v0.9:40683	DNge102_R (MaleCNS:40683)
185977	neuron	adult nervous system	male-cns:v0.9:185977	DNge102_L (MaleCNS:185977)
10151	neuron	adult nervous system	male-cns:v0.9:10151	DNge103_R (MaleCNS:10151)
10979	neuron	adult nervous system	male-cns:v0.9:10979	DNge103_L (MaleCNS:10979)
12781	neuron	adult nervous system	male-cns:v0.9:12781	DNge104_R (MaleCNS:12781)
556329	neuron	adult nervous system	male-cns:v0.9:556329	DNge104_L (MaleCNS:556329)
