filename	is_a	part_of	dbxrefs	label
98025	neuron	adult nervous system	male-cns_v0_9:98025	T5d_L (MaleCNS:98025)
124615	neuron	adult nervous system	male-cns_v0_9:124615	T5d_R (MaleCNS:124615)
98365	neuron	adult nervous system	male-cns_v0_9:98365	T5d_R (MaleCNS:98365)
143175	neuron	adult nervous system	male-cns_v0_9:143175	T5d_R (MaleCNS:143175)
126171	neuron	adult nervous system	male-cns_v0_9:126171	T5d_R (MaleCNS:126171)
220328	neuron	adult nervous system	male-cns_v0_9:220328	T5d_L (MaleCNS:220328)
119716	neuron	adult nervous system	male-cns_v0_9:119716	T5d_L (MaleCNS:119716)
104454	neuron	adult nervous system	male-cns_v0_9:104454	T5d_R (MaleCNS:104454)
105207	neuron	adult nervous system	male-cns_v0_9:105207	T5d_L (MaleCNS:105207)
119395	neuron	adult nervous system	male-cns_v0_9:119395	T5d_L (MaleCNS:119395)
141317	neuron	adult nervous system	male-cns_v0_9:141317	T5d_L (MaleCNS:141317)
130095	neuron	adult nervous system	male-cns_v0_9:130095	T5d_L (MaleCNS:130095)
115142	neuron	adult nervous system	male-cns_v0_9:115142	T5d_R (MaleCNS:115142)
158056	neuron	adult nervous system	male-cns_v0_9:158056	T5d_L (MaleCNS:158056)
128781	neuron	adult nervous system	male-cns_v0_9:128781	T5d_R (MaleCNS:128781)
133684	neuron	adult nervous system	male-cns_v0_9:133684	T5d_R (MaleCNS:133684)
183743	neuron	adult nervous system	male-cns_v0_9:183743	T5d_L (MaleCNS:183743)
184284	neuron	adult nervous system	male-cns_v0_9:184284	T5d_L (MaleCNS:184284)
129967	neuron	adult nervous system	male-cns_v0_9:129967	T5d_R (MaleCNS:129967)
167896	neuron	adult nervous system	male-cns_v0_9:167896	T5d_R (MaleCNS:167896)
106834	neuron	adult nervous system	male-cns_v0_9:106834	T5d_R (MaleCNS:106834)
133361	neuron	adult nervous system	male-cns_v0_9:133361	T5d_R (MaleCNS:133361)
75994	neuron	adult nervous system	male-cns_v0_9:75994	T5d_L (MaleCNS:75994)
