filename	label	is_a	part_of	Template	comment
McKellar_SEZ_mn1	McKellar_SEZ_mn1	expression pattern fragment	male organism|adult brain|VFBexp_FBtp0123433FBtp0120530	JRC2018Unisex_c	effector genotype: '20XUAS-IVS-mCD8::GFP in su(Hw)attP5 (pJFRC2)'
