filename	is_a	part_of	dbxrefs	label
68194	neuron	adult nervous system	male-cns_v0_9:68194	Mi4_R (MaleCNS:68194)
536146	neuron	adult nervous system	male-cns_v0_9:536146	Mi4_L (MaleCNS:536146)
52708	neuron	adult nervous system	male-cns_v0_9:52708	Mi4_L (MaleCNS:52708)
120280	neuron	adult nervous system	male-cns_v0_9:120280	Mi4_R (MaleCNS:120280)
78081	neuron	adult nervous system	male-cns_v0_9:78081	Mi4_R (MaleCNS:78081)
116741	neuron	adult nervous system	male-cns_v0_9:116741	Mi4_L (MaleCNS:116741)
103509	neuron	adult nervous system	male-cns_v0_9:103509	Mi4_L (MaleCNS:103509)
54745	neuron	adult nervous system	male-cns_v0_9:54745	Mi4_R (MaleCNS:54745)
59617	neuron	adult nervous system	male-cns_v0_9:59617	Mi4_L (MaleCNS:59617)
64377	neuron	adult nervous system	male-cns_v0_9:64377	Mi4_L (MaleCNS:64377)
128572	neuron	adult nervous system	male-cns_v0_9:128572	Mi4_R (MaleCNS:128572)
65568	neuron	adult nervous system	male-cns_v0_9:65568	Mi4_R (MaleCNS:65568)
65438	neuron	adult nervous system	male-cns_v0_9:65438	Mi4_L (MaleCNS:65438)
59074	neuron	adult nervous system	male-cns_v0_9:59074	Mi4_R (MaleCNS:59074)
89235	neuron	adult nervous system	male-cns_v0_9:89235	Mi4_R (MaleCNS:89235)
92009	neuron	adult nervous system	male-cns_v0_9:92009	Mi4_R (MaleCNS:92009)
84265	neuron	adult nervous system	male-cns_v0_9:84265	Mi4_L (MaleCNS:84265)
95806	neuron	adult nervous system	male-cns_v0_9:95806	Mi4_R (MaleCNS:95806)
119627	neuron	adult nervous system	male-cns_v0_9:119627	Mi4_L (MaleCNS:119627)
73713	neuron	adult nervous system	male-cns_v0_9:73713	Mi4_L (MaleCNS:73713)
37269	neuron	adult nervous system	male-cns_v0_9:37269	Mi4_L (MaleCNS:37269)
158794	neuron	adult nervous system	male-cns_v0_9:158794	Mi4_L (MaleCNS:158794)
81320	neuron	adult nervous system	male-cns_v0_9:81320	Mi4_L (MaleCNS:81320)
63741	neuron	adult nervous system	male-cns_v0_9:63741	Mi4_R (MaleCNS:63741)
96533	neuron	adult nervous system	male-cns_v0_9:96533	Mi9_L (MaleCNS:96533)
108428	neuron	adult nervous system	male-cns_v0_9:108428	Mi9_R (MaleCNS:108428)
118780	neuron	adult nervous system	male-cns_v0_9:118780	Mi9_R (MaleCNS:118780)
93715	neuron	adult nervous system	male-cns_v0_9:93715	Mi9_L (MaleCNS:93715)
549363	neuron	adult nervous system	male-cns_v0_9:549363	Mi9_L (MaleCNS:549363)
60240	neuron	adult nervous system	male-cns_v0_9:60240	Mi9_R (MaleCNS:60240)
213101	neuron	adult nervous system	male-cns_v0_9:213101	Mi9_L (MaleCNS:213101)
67225	neuron	adult nervous system	male-cns_v0_9:67225	Mi9_R (MaleCNS:67225)
62467	neuron	adult nervous system	male-cns_v0_9:62467	Mi9_R (MaleCNS:62467)
102958	neuron	adult nervous system	male-cns_v0_9:102958	Mi9_R (MaleCNS:102958)
76583	neuron	adult nervous system	male-cns_v0_9:76583	Mi9_R (MaleCNS:76583)
102207	neuron	adult nervous system	male-cns_v0_9:102207	Mi9_R (MaleCNS:102207)
67918	neuron	adult nervous system	male-cns_v0_9:67918	Mi9_R (MaleCNS:67918)
67616	neuron	adult nervous system	male-cns_v0_9:67616	Mi9_R (MaleCNS:67616)
116656	neuron	adult nervous system	male-cns_v0_9:116656	Mi9_R (MaleCNS:116656)
91068	neuron	adult nervous system	male-cns_v0_9:91068	Mi9_R (MaleCNS:91068)
525657	neuron	adult nervous system	male-cns_v0_9:525657	Mi9_L (MaleCNS:525657)
128605	neuron	adult nervous system	male-cns_v0_9:128605	Mi9_R (MaleCNS:128605)
130032	neuron	adult nervous system	male-cns_v0_9:130032	Mi9_R (MaleCNS:130032)
76275	neuron	adult nervous system	male-cns_v0_9:76275	Mi9_R (MaleCNS:76275)
73685	neuron	adult nervous system	male-cns_v0_9:73685	Mi9_L (MaleCNS:73685)
106009	neuron	adult nervous system	male-cns_v0_9:106009	Mi9_L (MaleCNS:106009)
117056	neuron	adult nervous system	male-cns_v0_9:117056	Mi9_R (MaleCNS:117056)
69396	neuron	adult nervous system	male-cns_v0_9:69396	Mi9_L (MaleCNS:69396)
87095	neuron	adult nervous system	male-cns_v0_9:87095	Mi9_L (MaleCNS:87095)
60285	neuron	adult nervous system	male-cns_v0_9:60285	Mi9_R (MaleCNS:60285)
119964	neuron	adult nervous system	male-cns_v0_9:119964	Mi9_R (MaleCNS:119964)
82355	neuron	adult nervous system	male-cns_v0_9:82355	Mi9_R (MaleCNS:82355)
552210	neuron	adult nervous system	male-cns_v0_9:552210	Mi9_L (MaleCNS:552210)
542583	neuron	adult nervous system	male-cns_v0_9:542583	Mi9_L (MaleCNS:542583)
116796	neuron	adult nervous system	male-cns_v0_9:116796	Mi9_L (MaleCNS:116796)
87173	neuron	adult nervous system	male-cns_v0_9:87173	Mi9_L (MaleCNS:87173)
92376	neuron	adult nervous system	male-cns_v0_9:92376	Mi9_R (MaleCNS:92376)
81776	neuron	adult nervous system	male-cns_v0_9:81776	Mi9_R (MaleCNS:81776)
540042	neuron	adult nervous system	male-cns_v0_9:540042	Mi9_L (MaleCNS:540042)
106465	neuron	adult nervous system	male-cns_v0_9:106465	Mi9_R (MaleCNS:106465)
204388	neuron	adult nervous system	male-cns_v0_9:204388	Mi9_L (MaleCNS:204388)
131739	neuron	adult nervous system	male-cns_v0_9:131739	Mi9_R (MaleCNS:131739)
77065	neuron	adult nervous system	male-cns_v0_9:77065	Mi9_L (MaleCNS:77065)
549524	neuron	adult nervous system	male-cns_v0_9:549524	Mi9_L (MaleCNS:549524)
534665	neuron	adult nervous system	male-cns_v0_9:534665	Mi9_L (MaleCNS:534665)
177398	neuron	adult nervous system	male-cns_v0_9:177398	Mi9_L (MaleCNS:177398)
88772	neuron	adult nervous system	male-cns_v0_9:88772	Mi9_L (MaleCNS:88772)
46257	neuron	adult nervous system	male-cns_v0_9:46257	Mi9_L (MaleCNS:46257)
534774	neuron	adult nervous system	male-cns_v0_9:534774	Mi9_L (MaleCNS:534774)
537439	neuron	adult nervous system	male-cns_v0_9:537439	Mi9_L (MaleCNS:537439)
111194	neuron	adult nervous system	male-cns_v0_9:111194	Mi9_R (MaleCNS:111194)
71177	neuron	adult nervous system	male-cns_v0_9:71177	Mi9_R (MaleCNS:71177)
64291	neuron	adult nervous system	male-cns_v0_9:64291	Mi9_R (MaleCNS:64291)
195134	neuron	adult nervous system	male-cns_v0_9:195134	Mi9_L (MaleCNS:195134)
80932	neuron	adult nervous system	male-cns_v0_9:80932	Mi9_L (MaleCNS:80932)
108874	neuron	adult nervous system	male-cns_v0_9:108874	Mi9_R (MaleCNS:108874)
50239	neuron	adult nervous system	male-cns_v0_9:50239	Mi9_L (MaleCNS:50239)
82473	neuron	adult nervous system	male-cns_v0_9:82473	Mi9_L (MaleCNS:82473)
125485	neuron	adult nervous system	male-cns_v0_9:125485	Mi9_R (MaleCNS:125485)
76552	neuron	adult nervous system	male-cns_v0_9:76552	Mi9_R (MaleCNS:76552)
61418	neuron	adult nervous system	male-cns_v0_9:61418	Mi9_R (MaleCNS:61418)
527106	neuron	adult nervous system	male-cns_v0_9:527106	Mi9_L (MaleCNS:527106)
90167	neuron	adult nervous system	male-cns_v0_9:90167	Mi9_R (MaleCNS:90167)
55307	neuron	adult nervous system	male-cns_v0_9:55307	Mi9_R (MaleCNS:55307)
164117	neuron	adult nervous system	male-cns_v0_9:164117	Mi9_L (MaleCNS:164117)
82243	neuron	adult nervous system	male-cns_v0_9:82243	Mi9_R (MaleCNS:82243)
59693	neuron	adult nervous system	male-cns_v0_9:59693	Mi9_R (MaleCNS:59693)
138805	neuron	adult nervous system	male-cns_v0_9:138805	Mi9_R (MaleCNS:138805)
92956	neuron	adult nervous system	male-cns_v0_9:92956	Mi9_R (MaleCNS:92956)
92423	neuron	adult nervous system	male-cns_v0_9:92423	Mi9_R (MaleCNS:92423)
542074	neuron	adult nervous system	male-cns_v0_9:542074	Mi9_L (MaleCNS:542074)
541639	neuron	adult nervous system	male-cns_v0_9:541639	Mi9_L (MaleCNS:541639)
191480	neuron	adult nervous system	male-cns_v0_9:191480	Mi9_R (MaleCNS:191480)
176955	neuron	adult nervous system	male-cns_v0_9:176955	Mi9_L (MaleCNS:176955)
93349	neuron	adult nervous system	male-cns_v0_9:93349	Mi9_R (MaleCNS:93349)
119221	neuron	adult nervous system	male-cns_v0_9:119221	Mi9_R (MaleCNS:119221)
562969	neuron	adult nervous system	male-cns_v0_9:562969	Mi9_L (MaleCNS:562969)
147041	neuron	adult nervous system	male-cns_v0_9:147041	Mi9_L (MaleCNS:147041)
543105	neuron	adult nervous system	male-cns_v0_9:543105	Mi9_L (MaleCNS:543105)
145364	neuron	adult nervous system	male-cns_v0_9:145364	Mi9_L (MaleCNS:145364)
75256	neuron	adult nervous system	male-cns_v0_9:75256	Mi9_R (MaleCNS:75256)
94113	neuron	adult nervous system	male-cns_v0_9:94113	Mi9_R (MaleCNS:94113)
72184	neuron	adult nervous system	male-cns_v0_9:72184	Mi9_R (MaleCNS:72184)
53184	neuron	adult nervous system	male-cns_v0_9:53184	Mi9_L (MaleCNS:53184)
120620	neuron	adult nervous system	male-cns_v0_9:120620	Mi9_L (MaleCNS:120620)
89264	neuron	adult nervous system	male-cns_v0_9:89264	Mi9_L (MaleCNS:89264)
104963	neuron	adult nervous system	male-cns_v0_9:104963	Mi9_R (MaleCNS:104963)
80383	neuron	adult nervous system	male-cns_v0_9:80383	Mi9_L (MaleCNS:80383)
69492	neuron	adult nervous system	male-cns_v0_9:69492	Mi9_R (MaleCNS:69492)
100829	neuron	adult nervous system	male-cns_v0_9:100829	Mi9_R (MaleCNS:100829)
122146	neuron	adult nervous system	male-cns_v0_9:122146	Mi9_R (MaleCNS:122146)
95354	neuron	adult nervous system	male-cns_v0_9:95354	Mi9_R (MaleCNS:95354)
193072	neuron	adult nervous system	male-cns_v0_9:193072	Mi9_L (MaleCNS:193072)
110569	neuron	adult nervous system	male-cns_v0_9:110569	Mi9_R (MaleCNS:110569)
151167	neuron	adult nervous system	male-cns_v0_9:151167	Mi9_R (MaleCNS:151167)
77932	neuron	adult nervous system	male-cns_v0_9:77932	Mi9_L (MaleCNS:77932)
108335	neuron	adult nervous system	male-cns_v0_9:108335	Mi9_L (MaleCNS:108335)
64984	neuron	adult nervous system	male-cns_v0_9:64984	Mi9_R (MaleCNS:64984)
89949	neuron	adult nervous system	male-cns_v0_9:89949	Mi9_R (MaleCNS:89949)
95887	neuron	adult nervous system	male-cns_v0_9:95887	Mi9_R (MaleCNS:95887)
80946	neuron	adult nervous system	male-cns_v0_9:80946	Mi9_L (MaleCNS:80946)
56599	neuron	adult nervous system	male-cns_v0_9:56599	Mi9_R (MaleCNS:56599)
57652	neuron	adult nervous system	male-cns_v0_9:57652	Mi9_R (MaleCNS:57652)
534431	neuron	adult nervous system	male-cns_v0_9:534431	Mi9_L (MaleCNS:534431)
96590	neuron	adult nervous system	male-cns_v0_9:96590	Mi9_R (MaleCNS:96590)
125837	neuron	adult nervous system	male-cns_v0_9:125837	Mi9_R (MaleCNS:125837)
93514	neuron	adult nervous system	male-cns_v0_9:93514	Mi9_R (MaleCNS:93514)
184181	neuron	adult nervous system	male-cns_v0_9:184181	Mi9_R (MaleCNS:184181)
11461	neuron	adult nervous system	male-cns_v0_9:11461	Mi9_L (MaleCNS:11461)
100460	neuron	adult nervous system	male-cns_v0_9:100460	Mi9_L (MaleCNS:100460)
104125	neuron	adult nervous system	male-cns_v0_9:104125	Mi9_L (MaleCNS:104125)
566083	neuron	adult nervous system	male-cns_v0_9:566083	Mi9_L (MaleCNS:566083)
81371	neuron	adult nervous system	male-cns_v0_9:81371	Mi9_R (MaleCNS:81371)
520360	neuron	adult nervous system	male-cns_v0_9:520360	Mi9_L (MaleCNS:520360)
543489	neuron	adult nervous system	male-cns_v0_9:543489	Mi9_L (MaleCNS:543489)
104979	neuron	adult nervous system	male-cns_v0_9:104979	Mi9_L (MaleCNS:104979)
121900	neuron	adult nervous system	male-cns_v0_9:121900	Mi9_L (MaleCNS:121900)
81368	neuron	adult nervous system	male-cns_v0_9:81368	Mi9_R (MaleCNS:81368)
546094	neuron	adult nervous system	male-cns_v0_9:546094	Mi9_L (MaleCNS:546094)
