filename	is_a	part_of	dbxrefs	label
904099	neuron	adult nervous system	male-cns_v0_9:904099	IN13A041_L (MaleCNS:904099)
815326	neuron	adult nervous system	male-cns_v0_9:815326	IN13A041_R (MaleCNS:815326)
808947	neuron	adult nervous system	male-cns_v0_9:808947	IN13A042_L (MaleCNS:808947)
807774	neuron	adult nervous system	male-cns_v0_9:807774	IN13A042_R (MaleCNS:807774)
809881	neuron	adult nervous system	male-cns_v0_9:809881	IN13A042_R (MaleCNS:809881)
905223	neuron	adult nervous system	male-cns_v0_9:905223	IN13A042_L (MaleCNS:905223)
809066	neuron	adult nervous system	male-cns_v0_9:809066	IN13A042_L (MaleCNS:809066)
809596	neuron	adult nervous system	male-cns_v0_9:809596	IN13A042_R (MaleCNS:809596)
940274	neuron	adult nervous system	male-cns_v0_9:940274	IN13A043_R (MaleCNS:940274)
811241	neuron	adult nervous system	male-cns_v0_9:811241	IN13A043_L (MaleCNS:811241)
812248	neuron	adult nervous system	male-cns_v0_9:812248	IN13A043_L (MaleCNS:812248)
893362	neuron	adult nervous system	male-cns_v0_9:893362	IN13A043_L (MaleCNS:893362)
905672	neuron	adult nervous system	male-cns_v0_9:905672	IN13A043_R (MaleCNS:905672)
806549	neuron	adult nervous system	male-cns_v0_9:806549	IN13A044_L (MaleCNS:806549)
811696	neuron	adult nervous system	male-cns_v0_9:811696	IN13A044_L (MaleCNS:811696)
807065	neuron	adult nervous system	male-cns_v0_9:807065	IN13A044_R (MaleCNS:807065)
814364	neuron	adult nervous system	male-cns_v0_9:814364	IN13A044_R (MaleCNS:814364)
907502	neuron	adult nervous system	male-cns_v0_9:907502	IN13A044_R (MaleCNS:907502)
810834	neuron	adult nervous system	male-cns_v0_9:810834	IN13A044_L (MaleCNS:810834)
813682	neuron	adult nervous system	male-cns_v0_9:813682	IN13A045_R (MaleCNS:813682)
939795	neuron	adult nervous system	male-cns_v0_9:939795	IN13A045_R (MaleCNS:939795)
817541	neuron	adult nervous system	male-cns_v0_9:817541	IN13A045_L (MaleCNS:817541)
1060561100	neuron	adult nervous system	male-cns_v0_9:1060561100	IN13A045_L (MaleCNS:1060561100)
811097	neuron	adult nervous system	male-cns_v0_9:811097	IN13A045_L (MaleCNS:811097)
839763	neuron	adult nervous system	male-cns_v0_9:839763	IN13A045_R (MaleCNS:839763)
805294	neuron	adult nervous system	male-cns_v0_9:805294	IN13A045_L (MaleCNS:805294)
817769	neuron	adult nervous system	male-cns_v0_9:817769	IN13A045_L (MaleCNS:817769)
819221	neuron	adult nervous system	male-cns_v0_9:819221	IN13A045_R (MaleCNS:819221)
904827	neuron	adult nervous system	male-cns_v0_9:904827	IN13A045_L (MaleCNS:904827)
805727	neuron	adult nervous system	male-cns_v0_9:805727	IN13A045_R (MaleCNS:805727)
807788	neuron	adult nervous system	male-cns_v0_9:807788	IN13A045_R (MaleCNS:807788)
807050	neuron	adult nervous system	male-cns_v0_9:807050	IN13A045_L (MaleCNS:807050)
806425	neuron	adult nervous system	male-cns_v0_9:806425	IN13A045_L (MaleCNS:806425)
942839	neuron	adult nervous system	male-cns_v0_9:942839	IN13A045_R (MaleCNS:942839)
910098	neuron	adult nervous system	male-cns_v0_9:910098	IN13A045_R (MaleCNS:910098)
820533	neuron	adult nervous system	male-cns_v0_9:820533	IN13A046_L (MaleCNS:820533)
812265	neuron	adult nervous system	male-cns_v0_9:812265	IN13A046_R (MaleCNS:812265)
