filename	is_a	part_of	dbxrefs	label
14250	neuron	adult nervous system	male-cns_v0_9:14250	LHAV3m1_L (MaleCNS:14250)
14799	neuron	adult nervous system	male-cns_v0_9:14799	LHAV3m1_R (MaleCNS:14799)
31066	neuron	adult nervous system	male-cns_v0_9:31066	LHAV3n1_L (MaleCNS:31066)
75302	neuron	adult nervous system	male-cns_v0_9:75302	LHAV3n1_L (MaleCNS:75302)
34378	neuron	adult nervous system	male-cns_v0_9:34378	LHAV3n1_R (MaleCNS:34378)
541827	neuron	adult nervous system	male-cns_v0_9:541827	LHAV3n1_L (MaleCNS:541827)
32293	neuron	adult nervous system	male-cns_v0_9:32293	LHAV3n1_R (MaleCNS:32293)
31023	neuron	adult nervous system	male-cns_v0_9:31023	LHAV3n1_R (MaleCNS:31023)
40849	neuron	adult nervous system	male-cns_v0_9:40849	LHAV3n1_R (MaleCNS:40849)
35863	neuron	adult nervous system	male-cns_v0_9:35863	LHAV3n1_L (MaleCNS:35863)
49536	neuron	adult nervous system	male-cns_v0_9:49536	LHAV3n1_L (MaleCNS:49536)
44959	neuron	adult nervous system	male-cns_v0_9:44959	LHAV3n1_R (MaleCNS:44959)
38067	neuron	adult nervous system	male-cns_v0_9:38067	LHAV3n1_R (MaleCNS:38067)
15216	neuron	adult nervous system	male-cns_v0_9:15216	LHAV3n1_L (MaleCNS:15216)
22585	neuron	adult nervous system	male-cns_v0_9:22585	LHAV3o1_R (MaleCNS:22585)
22708	neuron	adult nervous system	male-cns_v0_9:22708	LHAV3o1_R (MaleCNS:22708)
34620	neuron	adult nervous system	male-cns_v0_9:34620	LHAV3o1_L (MaleCNS:34620)
21191	neuron	adult nervous system	male-cns_v0_9:21191	LHAV3o1_R (MaleCNS:21191)
24094	neuron	adult nervous system	male-cns_v0_9:24094	LHAV3o1_L (MaleCNS:24094)
33536	neuron	adult nervous system	male-cns_v0_9:33536	LHAV3o1_L (MaleCNS:33536)
19333	neuron	adult nervous system	male-cns_v0_9:19333	LHAV3p1_R (MaleCNS:19333)
13390	neuron	adult nervous system	male-cns_v0_9:13390	LHAV3p1_L (MaleCNS:13390)
522430	neuron	adult nervous system	male-cns_v0_9:522430	LHAV3q1_L (MaleCNS:522430)
16769	neuron	adult nervous system	male-cns_v0_9:16769	LHAV3q1_R (MaleCNS:16769)
48178	neuron	adult nervous system	male-cns_v0_9:48178	LHAV4a1_a_R (MaleCNS:48178)
38022	neuron	adult nervous system	male-cns_v0_9:38022	LHAV4a1_a_L (MaleCNS:38022)
23241	neuron	adult nervous system	male-cns_v0_9:23241	LHAV4a1_b_R (MaleCNS:23241)
26602	neuron	adult nervous system	male-cns_v0_9:26602	LHAV4a1_b_R (MaleCNS:26602)
35514	neuron	adult nervous system	male-cns_v0_9:35514	LHAV4a1_b_R (MaleCNS:35514)
31376	neuron	adult nervous system	male-cns_v0_9:31376	LHAV4a1_b_L (MaleCNS:31376)
38204	neuron	adult nervous system	male-cns_v0_9:38204	LHAV4a1_b_L (MaleCNS:38204)
518580	neuron	adult nervous system	male-cns_v0_9:518580	LHAV4a1_b_L (MaleCNS:518580)
14897	neuron	adult nervous system	male-cns_v0_9:14897	LHAV4a1_b_R (MaleCNS:14897)
19143	neuron	adult nervous system	male-cns_v0_9:19143	LHAV4a1_b_L (MaleCNS:19143)
16416	neuron	adult nervous system	male-cns_v0_9:16416	LHAV4a2_L (MaleCNS:16416)
