filename	label	AD	DBD	part_of
Janelia-2302947006252843082-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_346_914_2521780649581346914_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB099C_Brain_2020__1	PBac{ple-p65.AD}	P{R73F07-GAL4.DBD}	female organism|adult brain
Janelia-2302947006336729162-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_137_570_2521781255612137570_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB099C_Brain_2020__2	PBac{ple-p65.AD}	P{R73F07-GAL4.DBD}	female organism|adult brain
Janelia-2302947006772936778-Brain-20x_nrs_jacs_jacsData_filestore_asoy_Alignment_672_674_2521781255515672674_align_AlignedFlyBrain_8bitc_J18U_SG	JRC_MB320C_Brain_2020__1	PBac{ple-p65.AD}	P{R22B12-GAL4.DBD}	female organism|adult brain
