filename	is_a	part_of	dbxrefs	label
546752	neuron	adult nervous system	male-cns:v0.9:546752	T5a_L (MaleCNS:546752)
112209	neuron	adult nervous system	male-cns:v0.9:112209	T5a_R (MaleCNS:112209)
144238	neuron	adult nervous system	male-cns:v0.9:144238	T5a_R (MaleCNS:144238)
120483	neuron	adult nervous system	male-cns:v0.9:120483	T5a_R (MaleCNS:120483)
550531	neuron	adult nervous system	male-cns:v0.9:550531	T5a_L (MaleCNS:550531)
163397	neuron	adult nervous system	male-cns:v0.9:163397	T5a_L (MaleCNS:163397)
87695	neuron	adult nervous system	male-cns:v0.9:87695	T5a_L (MaleCNS:87695)
147286	neuron	adult nervous system	male-cns:v0.9:147286	T5a_L (MaleCNS:147286)
187068	neuron	adult nervous system	male-cns:v0.9:187068	T5a_L (MaleCNS:187068)
249397	neuron	adult nervous system	male-cns:v0.9:249397	T5a_L (MaleCNS:249397)
136007	neuron	adult nervous system	male-cns:v0.9:136007	T5a_R (MaleCNS:136007)
220109	neuron	adult nervous system	male-cns:v0.9:220109	T5a_L (MaleCNS:220109)
139588	neuron	adult nervous system	male-cns:v0.9:139588	T5a_L (MaleCNS:139588)
96945	neuron	adult nervous system	male-cns:v0.9:96945	T5a_R (MaleCNS:96945)
100280	neuron	adult nervous system	male-cns:v0.9:100280	T5a_R (MaleCNS:100280)
141654	neuron	adult nervous system	male-cns:v0.9:141654	T5a_L (MaleCNS:141654)
100961	neuron	adult nervous system	male-cns:v0.9:100961	T5a_L (MaleCNS:100961)
104897	neuron	adult nervous system	male-cns:v0.9:104897	T5a_R (MaleCNS:104897)
107757	neuron	adult nervous system	male-cns:v0.9:107757	T5a_R (MaleCNS:107757)
114161	neuron	adult nervous system	male-cns:v0.9:114161	T5a_R (MaleCNS:114161)
108305	neuron	adult nervous system	male-cns:v0.9:108305	T5a_R (MaleCNS:108305)
91555	neuron	adult nervous system	male-cns:v0.9:91555	T5a_R (MaleCNS:91555)
545248	neuron	adult nervous system	male-cns:v0.9:545248	T5a_L (MaleCNS:545248)
95339	neuron	adult nervous system	male-cns:v0.9:95339	T5a_R (MaleCNS:95339)
124568	neuron	adult nervous system	male-cns:v0.9:124568	T5a_R (MaleCNS:124568)
113210	neuron	adult nervous system	male-cns:v0.9:113210	T5a_L (MaleCNS:113210)
529009	neuron	adult nervous system	male-cns:v0.9:529009	T5a_L (MaleCNS:529009)
117062	neuron	adult nervous system	male-cns:v0.9:117062	T5a_L (MaleCNS:117062)
68059	neuron	adult nervous system	male-cns:v0.9:68059	T5a_L (MaleCNS:68059)
103268	neuron	adult nervous system	male-cns:v0.9:103268	T5a_R (MaleCNS:103268)
120326	neuron	adult nervous system	male-cns:v0.9:120326	T5a_R (MaleCNS:120326)
124500	neuron	adult nervous system	male-cns:v0.9:124500	T5a_R (MaleCNS:124500)
107023	neuron	adult nervous system	male-cns:v0.9:107023	T5a_L (MaleCNS:107023)
83574	neuron	adult nervous system	male-cns:v0.9:83574	T5a_L (MaleCNS:83574)
95218	neuron	adult nervous system	male-cns:v0.9:95218	T5a_L (MaleCNS:95218)
220066	neuron	adult nervous system	male-cns:v0.9:220066	T5a_L (MaleCNS:220066)
101503	neuron	adult nervous system	male-cns:v0.9:101503	T5a_L (MaleCNS:101503)
148205	neuron	adult nervous system	male-cns:v0.9:148205	T5a_R (MaleCNS:148205)
145543	neuron	adult nervous system	male-cns:v0.9:145543	T5a_L (MaleCNS:145543)
107602	neuron	adult nervous system	male-cns:v0.9:107602	T5a_R (MaleCNS:107602)
151642	neuron	adult nervous system	male-cns:v0.9:151642	T5a_R (MaleCNS:151642)
129218	neuron	adult nervous system	male-cns:v0.9:129218	T5a_L (MaleCNS:129218)
134503	neuron	adult nervous system	male-cns:v0.9:134503	T5a_L (MaleCNS:134503)
145168	neuron	adult nervous system	male-cns:v0.9:145168	T5a_R (MaleCNS:145168)
132778	neuron	adult nervous system	male-cns:v0.9:132778	T5a_R (MaleCNS:132778)
120041	neuron	adult nervous system	male-cns:v0.9:120041	T5a_R (MaleCNS:120041)
154219	neuron	adult nervous system	male-cns:v0.9:154219	T5a_R (MaleCNS:154219)
136207	neuron	adult nervous system	male-cns:v0.9:136207	T5a_R (MaleCNS:136207)
123160	neuron	adult nervous system	male-cns:v0.9:123160	T5a_R (MaleCNS:123160)
153119	neuron	adult nervous system	male-cns:v0.9:153119	T5a_R (MaleCNS:153119)
192064	neuron	adult nervous system	male-cns:v0.9:192064	T5a_L (MaleCNS:192064)
550650	neuron	adult nervous system	male-cns:v0.9:550650	T5a_L (MaleCNS:550650)
111990	neuron	adult nervous system	male-cns:v0.9:111990	T5a_R (MaleCNS:111990)
544113	neuron	adult nervous system	male-cns:v0.9:544113	T5a_L (MaleCNS:544113)
85024	neuron	adult nervous system	male-cns:v0.9:85024	T5a_R (MaleCNS:85024)
104981	neuron	adult nervous system	male-cns:v0.9:104981	T5a_L (MaleCNS:104981)
121047	neuron	adult nervous system	male-cns:v0.9:121047	T5a_L (MaleCNS:121047)
170071	neuron	adult nervous system	male-cns:v0.9:170071	T5a_L (MaleCNS:170071)
114710	neuron	adult nervous system	male-cns:v0.9:114710	T5a_R (MaleCNS:114710)
121547	neuron	adult nervous system	male-cns:v0.9:121547	T5a_R (MaleCNS:121547)
148231	neuron	adult nervous system	male-cns:v0.9:148231	T5a_R (MaleCNS:148231)
100388	neuron	adult nervous system	male-cns:v0.9:100388	T5a_R (MaleCNS:100388)
99564	neuron	adult nervous system	male-cns:v0.9:99564	T5a_L (MaleCNS:99564)
120128	neuron	adult nervous system	male-cns:v0.9:120128	T5a_R (MaleCNS:120128)
150166	neuron	adult nervous system	male-cns:v0.9:150166	T5a_R (MaleCNS:150166)
146653	neuron	adult nervous system	male-cns:v0.9:146653	T5a_R (MaleCNS:146653)
98115	neuron	adult nervous system	male-cns:v0.9:98115	T5a_R (MaleCNS:98115)
109946	neuron	adult nervous system	male-cns:v0.9:109946	T5a_R (MaleCNS:109946)
165872	neuron	adult nervous system	male-cns:v0.9:165872	T5a_L (MaleCNS:165872)
139575	neuron	adult nervous system	male-cns:v0.9:139575	T5a_R (MaleCNS:139575)
