filename	label	part_of	Template	dbxrefs	comment	synonyms	is_a
40x-Brain-2391787101768122466	VDRC_VT000108-GAL4_MCFO_Brain_20170324_26_D1_40x	female organism|adult brain|P{VT000108-GAL4} expression pattern	JRC2018Unisex_c	FlyLightGen1MCFO:VT000108|jrc_slide_code_api:20170324_26_D1|neuronbridge:VT000108	"tile(s): 'central (central brain only, the optic lobes are not included in this image)', effector genotype: 'R57C10-Flp2::PEST in attp18; brp::Snap / CyO; pJFRC201-10XUAS-FRT>STOP>FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT>STOP>FRT-myr::smGFP-V5-THS-10XUAS-FRT>STOP>FRT-myr::smGFP-FLAG in su(Hw)attP1 / TM6B', objective: 'Plan-Apochromat 40x/1.3 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20170324_26_D1', age: 'Adult'"	VT000108-GAL4|VDRC_VT000108-GAL4	expression pattern fragment
