filename	label	AD	DBD	is_a	part_of	Template
Male_SN	Male_SN	P{dVP16AD}VGlutOK371-dVP16AD	TI{GAL4(DBD)::Zip-}dsxGAL4-DBD	adult doublesex SN (male) neuron	male organism|adult brain	JRC2018Unisex_c
