filename	label	AD	DBD	is_a	part_of	Template
McKellar_SEZ_mn1.lsm	McKellar_SEZ_mn1	P{VT043075-p65.AD}	P{VT019731-GAL4.DBD}	proboscis muscle 1 motor neuron	male organism|adult brain	JRC2018Unisex_c
