filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-1993968761991856135	JRC_SS01484_Brain_20140312_31_B3_20x	P{VT050660-p65.AD}	P{VT044845-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS01484|GMR_SS01484|JRC_SS01484	FlyLightRaw:SS01484|FlyLightRawSlideCode:20140312_31_B3|jrc_slide_code_api:20140312_31_B3	tile(s): 'brain', effector genotype: 'pJFRC7-20XUAS-IVS-mCD8::GFP in attP2', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140312_31_B3', age: 'Day 1-5'
20x-Brain-1993968728429035527	JRC_SS01484_Brain_20140312_31_A1_20x	P{VT050660-p65.AD}	P{VT044845-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS01484|GMR_SS01484|JRC_SS01484	FlyLightRaw:SS01484|FlyLightRawSlideCode:20140312_31_A1|jrc_slide_code_api:20140312_31_A1	tile(s): 'brain', effector genotype: 'pJFRC7-20XUAS-IVS-mCD8::GFP in attP2', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140312_31_A1', age: 'Day 1-5'
20x-Brain-1993968733407674375	JRC_SS01484_Brain_20140312_31_A2_20x	P{VT050660-p65.AD}	P{VT044845-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS01484|GMR_SS01484|JRC_SS01484	FlyLightRaw:SS01484|FlyLightRawSlideCode:20140312_31_A2|jrc_slide_code_api:20140312_31_A2	tile(s): 'brain', effector genotype: 'pJFRC7-20XUAS-IVS-mCD8::GFP in attP2', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140312_31_A2', age: 'Day 1-5'
20x-Brain-1993968737820082183	JRC_SS01484_Brain_20140312_31_A3_20x	P{VT050660-p65.AD}	P{VT044845-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS01484|GMR_SS01484|JRC_SS01484	FlyLightRaw:SS01484|FlyLightRawSlideCode:20140312_31_A3|jrc_slide_code_api:20140312_31_A3	tile(s): 'brain', effector genotype: 'pJFRC7-20XUAS-IVS-mCD8::GFP in attP2', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140312_31_A3', age: 'Day 1-5'
20x-Brain-1993968742589005831	JRC_SS01484_Brain_20140312_31_A4_20x	P{VT050660-p65.AD}	P{VT044845-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS01484|GMR_SS01484|JRC_SS01484	FlyLightRaw:SS01484|FlyLightRawSlideCode:20140312_31_A4|jrc_slide_code_api:20140312_31_A4	tile(s): 'brain', effector genotype: 'pJFRC7-20XUAS-IVS-mCD8::GFP in attP2', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140312_31_A4', age: 'Day 1-5'
20x-Brain-1993968748389728263	JRC_SS01484_Brain_20140312_31_A5_20x	P{VT050660-p65.AD}	P{VT044845-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS01484|GMR_SS01484|JRC_SS01484	FlyLightRaw:SS01484|FlyLightRawSlideCode:20140312_31_A5|jrc_slide_code_api:20140312_31_A5	tile(s): 'brain', effector genotype: 'pJFRC7-20XUAS-IVS-mCD8::GFP in attP2', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140312_31_A5', age: 'Day 1-5'
20x-Brain-2727349479383498850	JRC_SS03134_Brain_20191004_43_A3_20x	P{VT008469-p65.AD}	P{VT019059-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS03134|JRC_SS03134	FlyLightRaw:SS03134|FlyLightRawSlideCode:20191004_43_A3|jrc_slide_code_api:20191004_43_A3	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20191004_43_A3', age: 'Day 1-5'
20x-Brain-2727349479538688098	JRC_SS03137_Brain_20191004_43_A4_20x	P{VT050660-p65.AD}	P{VT037220-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS03137|JRC_SS03137	FlyLightRaw:SS03137|FlyLightRawSlideCode:20191004_43_A4|jrc_slide_code_api:20191004_43_A4	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20191004_43_A4', age: 'Day 1-5'
20x-Brain-2727349479702265954	JRC_SS03136_Brain_20191004_43_A5_20x	P{VT050660-p65.AD}	P{VT049484-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS03136|JRC_SS03136	FlyLightRaw:SS03136|FlyLightRawSlideCode:20191004_43_A5|jrc_slide_code_api:20191004_43_A5	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20191004_43_A5', age: 'Day 1-5'
20x-Brain-2727349479865843810	JRC_SS03135_Brain_20191004_43_A6_20x	P{VT050660-p65.AD}	P{VT019059-GAL4.DBD}	male organism|adult brain	JRC2018Unisex_c	SS03135|JRC_SS03135	FlyLightRaw:SS03135|FlyLightRawSlideCode:20191004_43_A6|jrc_slide_code_api:20191004_43_A6	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20191004_43_A6', age: 'Day 1-5'
