filename	label	AD	DBD	part_of	Template	synonyms	dbxrefs	comment
20x-Brain-2555210226592645218	JRC_SS52444_Brain_20180622_43_C1_20x	P{R78A01-p65.AD}	P{R29F02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52444|JRC_SS52444	FlyLightRaw:SS52444|FlyLightRawSlideCode:20180622_43_C1|jrc_slide_code_api:20180622_43_C1	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180622_43_C1', age: 'Day 1-5'
20x-Brain-2555210226739445858	JRC_SS52433_Brain_20180622_43_C3_20x	P{R52F12-p65.AD}	P{VT029814-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52433|JRC_SS52433	FlyLightRaw:SS52433|FlyLightRawSlideCode:20180622_43_C3|jrc_slide_code_api:20180622_43_C3	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180622_43_C3', age: 'Day 1-5'
20x-Brain-2655214734780924002	JRC_SS49844_Brain_20190322_46_B3_20x	P{R48A03-p65.AD}	P{R21E02-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS49844|JRC_SS49844	FlyLightRaw:SS49844|FlyLightRawSlideCode:20190322_46_B3|jrc_slide_code_api:20190322_46_B3	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20190322_46_B3', age: 'Day 1-5'
20x-Brain-2747612225651867746	JRC_SS65459_Brain_20191206_46_E4_20x	P{VT031392-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS65459|JRC_SS65459	FlyLightSplit:SS65459|FlyLightSplitSlideCode:20191206_46_E4|jrc_slide_code_api:20191206_46_E4|neuronbridge:SS65459	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20191206_46_E4', age: 'Day 1-5'
20x-Brain-2839236211699089506	JRC_SS52433_Brain_20200814_36_B1_20x	P{R52F12-p65.AD}	P{VT029814-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52433|JRC_SS52433	FlyLightRaw:SS52433|FlyLightRawSlideCode:20200814_36_B1|jrc_slide_code_api:20200814_36_B1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200814_36_B1', age: 'Day 1-5'
20x-Brain-2839236212848328802	JRC_SS52433_Brain_20200814_36_B2_20x	P{R52F12-p65.AD}	P{VT029814-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52433|JRC_SS52433	FlyLightRaw:SS52433|FlyLightRawSlideCode:20200814_36_B2|jrc_slide_code_api:20200814_36_B2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200814_36_B2', age: 'Day 1-5'
20x-Brain-2839236213360033890	JRC_SS52433_Brain_20200814_36_B3_20x	P{R52F12-p65.AD}	P{VT029814-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS52433|JRC_SS52433	FlyLightRaw:SS52433|FlyLightRawSlideCode:20200814_36_B3|jrc_slide_code_api:20200814_36_B3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20200814_36_B3', age: 'Day 1-5'
20x-Brain-2867176814084620386	JRC_SS65459_Brain_20201028_31_G1_20x	P{VT031392-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS65459|JRC_SS65459	FlyLightRaw:SS65459|FlyLightRawSlideCode:20201028_31_G1|jrc_slide_code_api:20201028_31_G1	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20201028_31_G1', age: 'Day 1-5'
20x-Brain-2867176814495662178	JRC_SS65459_Brain_20201028_31_G2_20x	P{VT031392-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS65459|JRC_SS65459	FlyLightRaw:SS65459|FlyLightRawSlideCode:20201028_31_G2|jrc_slide_code_api:20201028_31_G2	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20201028_31_G2', age: 'Day 1-5'
20x-Brain-2867176814906703970	JRC_SS65459_Brain_20201028_31_G3_20x	P{VT031392-p65.AD}	P{R26F01-GAL4.DBD}	female organism|adult brain	JRC2018Unisex_c	SS65459|JRC_SS65459	FlyLightRaw:SS65459|FlyLightRawSlideCode:20201028_31_G3|jrc_slide_code_api:20201028_31_G3	tile(s): 'brain', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20201028_31_G3', age: 'Day 1-5'
