filename	label	AD	DBD	part_of	Template
20x-VNC-2054710630597787746	JRC_SS01581_VNC_2018_20140815_31_H3	P{VT008142-p65.AD}	P{VT046808-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2054710624545407074	JRC_SS01580_VNC_2018_20140815_31_G1	P{VT031084-p65.AD}	P{R48E11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2054710600126169186	JRC_SS01593_VNC_2018_20140815_31_B1	P{R27E07-p65.AD}	P{R20F03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2054710597290819682	JRC_SS01571_VNC_2018_20140815_31_A3	P{VT028606-p65.AD}	P{VT008675-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697900362465378	JRC_SS01567_VNC_2018_20140815_32_H4	P{R88F03-p65.AD}	P{VT009857-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697889478246498	JRC_SS01572_VNC_2018_20140815_32_G2	P{VT048835-p65.AD}	P{VT017682-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2247800119703371850	JRC_SS02385_VNC_2018_20141216_32_D4	P{R94E01-p65.AD}	P{R48E11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2102558512109322247	JRC_SS02536_VNC_2018_20141216_32_G1	P{VT040698-p65.AD}	P{VT025718-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2102558531377954823	JRC_SS02378_VNC_2018_20141216_32_H1	P{R61A01-p65.AD}	P{R13B05-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2107647994382778466	JRC_SS02542_VNC_2018_20141231_33_C2	P{VT049749-p65.AD}	P{VT013121-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2209955767178494050	JRC_SS04159_VNC_2018_20151028_31_C2	P{R59F08-p65.AD}	P{R47H03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2209955756336218210	JRC_SS04158_VNC_2018_20151028_31_B3	P{R53D12-p65.AD}	P{VT018689-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2136892934174277730	JRC_SS02624_VNC_2018_20150407_31_J4	P{VT023750-p65.AD}	P{VT039465-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2136892895628623970	JRC_SS02617_VNC_2018_20150407_31_H3	P{VT037574-p65.AD}	P{VT025598-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2136892872782250082	JRC_SS02612_VNC_2018_20150407_31_G1	P{VT047755-p65.AD}	P{VT003280-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2136892844105793634	JRC_SS02608_VNC_2018_20150407_31_E2	P{VT025739-p65.AD}	P{VT025999-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2136892791815405666	JRC_SS02538_VNC_2018_20150407_31_B1	P{VT037825-p65.AD}	P{VT020379-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2145836475751596130	JRC_SS02396_VNC_2018_20150407_32_G2	P{R21F05-p65.AD}	P{R93B10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2145836456294223970	JRC_SS02395_VNC_2018_20150407_32_F2	P{VT027175-p65.AD}	P{R83B06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2145836429152878690	JRC_SS02394_VNC_2018_20150407_32_E1	P{R61H01-p65.AD}	P{R82C10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2145836384810696802	JRC_SS02625_VNC_2018_20150407_32_A3	P{VT039465-p65.AD}	P{VT023750-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2150519562318119010	JRC_SS02553_VNC_2018_20150408_31_H1	P{R67E08-p65.AD}	P{VT025789-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2150519557108793442	JRC_SS02552_VNC_2018_20150408_31_G2	P{R55D12-p65.AD}	P{VT063306-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697885191667810	JRC_SS01579_VNC_2018_20140815_32_E3	P{VT037583-p65.AD}	P{R81C11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2150519474036408418	JRC_SS02548_VNC_2018_20150408_31_C3	P{R42B02-p65.AD}	P{VT005005-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129698450634178658	JRC_SS02631_VNC_2018_20150218_33_D3	P{R20C04-p65.AD}	P{VT025999-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2127355085968113762	JRC_SS02554_VNC_2018_20150218_31_G1	P{R73A05-p65.AD}	P{VT059427-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2127355078128959586	JRC_SS02891_VNC_2018_20150218_31_F1	P{VT025392-p65.AD}	P{VT057247-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2114529184817610850	JRC_SS02634_VNC_2018_20150218_32_G2	P{R42B02-p65.AD}	P{VT042835-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2114529178308051042	JRC_SS02633_VNC_2018_20150218_32_F1	P{R42B02-p65.AD}	P{VT044958-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2114529187736846434	JRC_SS02635_VNC_2018_20150218_32_H2	P{R42B02-p65.AD}	P{VT037574-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2109119443761102946	JRC_SS02534_VNC_2018_20150209_32_B2	P{VT025392-p65.AD}	P{VT017647-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2107648041166045282	JRC_SS00923_VNC_2018_20150209_32_A3	P{VT057470-p65.AD}	P{VT033947-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2113406323503661154	JRC_SS02393_VNC_2018_20141231_33_J4	P{VT023490-p65.AD}	P{R80H02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2113406298342031458	JRC_SS02392_VNC_2018_20141231_33_I1	P{VT064490-p65.AD}	P{R69C11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2113406296731418722	JRC_SS02391_VNC_2018_20141231_33_H3	P{R81C11-p65.AD}	P{R66B05-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2107648002716860514	JRC_SS02388_VNC_2018_20141231_33_E1	P{R14H09-p65.AD}	P{R61A01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2107647999533383778	JRC_SS02387_VNC_2018_20141231_33_D1	P{R60B12-p65.AD}	P{R58E05-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2150519449713639522	JRC_SS02547_VNC_2018_20150408_31_B3	P{R42B02-p65.AD}	P{VT059427-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2209955778285011042	JRC_SS04161_VNC_2018_20151028_31_E1	P{R59A06-p65.AD}	P{R64B11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697878350757986	JRC_SS01597_VNC_2018_20140815_32_D1	P{R42B02-p65.AD}	P{VT026005-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2057703286156296290	JRC_SS01604_VNC_2018_20140819_32_I3	P{R73A05-p65.AD}	P{VT012287-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2041259614837669986	JRC_SS01540_VNC_2018_20140718_31_A1	P{VT023490-p65.AD}	P{R38F04-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2030820035349446754	JRC_SS01075_VNC_2018_20140623_33_I2	P{R47H03-p65.AD}	P{R59F08-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2030820030538580066	JRC_SS01074_VNC_2018_20140623_33_H4	P{R42B02-p65.AD}	P{R89B01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2030820023773167714	JRC_SS01073_VNC_2018_20140623_33_G2	P{R42B02-p65.AD}	P{R65C10-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2030819985416257634	JRC_SS01069_VNC_2018_20140623_33_C2	P{R38H06-p65.AD}	P{VT018689-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2028553950231265378	JRC_SS01056_VNC_2018_20140623_31_J3	P{R17A04-p65.AD}	P{R24A03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2247799401269428298	JRC_SS01054_VNC_2018_20140623_31_H4	P{R14H09-p65.AD}	P{R56H09-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743849056993378	JRC_SS00727_VNC_2018_20140623_34_I3	P{R14A01-p65.AD}	P{R79H02-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2025678948314120290	JRC_SS00726_VNC_2018_20140623_34_H4	P{R25C08-p65.AD}	P{R68A06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2028553917805101154	JRC_SS01053_VNC_2018_20140623_31_G2	P{VT063736-p65.AD}	P{R24A03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2028553900755255394	JRC_SS01052_VNC_2018_20140623_31_F3	P{VT056582-p65.AD}	P{R22D06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743840903266402	JRC_SS00725_VNC_2018_20140623_34_G2	P{R50D07-p65.AD}	P{R33H11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2028553880052170850	JRC_SS01049_VNC_2018_20140623_31_D4	P{VT017683-p65.AD}	P{VT031084-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743832460132450	JRC_SS01081_VNC_2018_20140623_34_E2	P{R91C05-p65.AD}	P{R31B08-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2028553832367128674	JRC_SS01046_VNC_2018_20140623_31_B2	P{VT048835-p65.AD}	P{R24C07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743779444129890	JRC_SS01064_VNC_2018_20140623_32_H1	P{R27E07-p65.AD}	P{R14D01-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743819650728034	JRC_SS01080_VNC_2018_20140623_34_D1	P{R84B12-p65.AD}	P{VT048835-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743773425303650	JRC_SS01063_VNC_2018_20140623_32_G3	P{R24F06-p65.AD}	P{R45E06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743814697255010	JRC_SS01077_VNC_2018_20140623_34_B4	P{R61A01-p65.AD}	P{VT057280-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743756111216738	JRC_SS01061_VNC_2018_20140623_32_E1	P{R22H02-p65.AD}	P{R20F03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743795286016098	JRC_SS01078_VNC_2018_20140623_34_A2	P{R69C11-p65.AD}	P{R81D05-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2247799262408605770	JRC_SS01060_VNC_2018_20140623_32_D1	P{R21F05-p65.AD}	P{R21H11-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2026743742282596450	JRC_SS01059_VNC_2018_20140623_32_C2	P{R21F01-p65.AD}	P{R22D06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2025678411631951970	JRC_SS01057_VNC_2018_20140623_32_A3	P{R20C05-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2030820131721969762	JRC_SS00732_VNC_2018_20140624_33_D2	P{R14F03-p65.AD}	P{R24C07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2030820125132718178	JRC_SS00731_VNC_2018_20140624_33_C2	P{R22C05-p65.AD}	P{R56G08-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2030820115250937954	JRC_SS00730_VNC_2018_20140624_33_B1	P{R75C10-p65.AD}	P{R87D07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2041259638363521122	JRC_SS01541_VNC_2018_20140718_31_B3	P{VT028606-p65.AD}	P{R56G08-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2041259656352890978	JRC_SS01542_VNC_2018_20140718_31_C4	P{VT028606-p65.AD}	P{R87B09-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2041259663873278050	JRC_SS01544_VNC_2018_20140718_31_D2	P{VT048835-p65.AD}	P{VT017647-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2043621057121747042	JRC_SS01545_VNC_2018_20140718_31_E1	P{VT001615-p65.AD}	P{VT043132-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2057703276572311650	JRC_SS01602_VNC_2018_20140819_32_G4	P{R64B03-p65.AD}	P{R29G08-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2057703254870982754	JRC_SS01590_VNC_2018_20140819_32_D1	P{R20C03-p65.AD}	P{R31B08-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2057703248537583714	JRC_SS01589_VNC_2018_20140819_32_C1	P{R20C03-p65.AD}	P{R23C07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2057703238441893986	JRC_SS01587_VNC_2018_20140819_32_A1	P{R11H10-p65.AD}	P{VT033947-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697805554417762	JRC_SS01582_VNC_2018_20140819_33_H1	P{VT032900-p65.AD}	P{VT043145-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697796733796450	JRC_SS01576_VNC_2018_20140819_33_G1	P{VT001615-p65.AD}	P{R70C05-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697792346554466	JRC_SS01570_VNC_2018_20140819_33_F2	P{VT012639-p65.AD}	P{VT034795-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697787510521954	JRC_SS01569_VNC_2018_20140819_33_E4	P{VT012639-p65.AD}	P{VT045791-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697766958432354	JRC_SS01559_VNC_2018_20140819_33_C2	P{R29F12-p65.AD}	P{R88C07-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697763200335970	JRC_SS01543_VNC_2018_20140819_33_B4	P{VT043288-p65.AD}	P{VT028153-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697753410830434	JRC_SS01051_VNC_2018_20140819_33_A3	P{VT019391-p65.AD}	P{VT028198-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2049013607982694498	JRC_SS01047_VNC_2018_20140722_34_J2	P{VT019018-p65.AD}	P{VT017647-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502875023671394	JRC_SS01566_VNC_2018_20140722_34_H1	P{R66B05-p65.AD}	P{R85H06-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697867781111906	JRC_SS01600_VNC_2018_20140815_32_A3	P{R59B10-p65.AD}	P{R21F05-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502869764014178	JRC_SS01565_VNC_2018_20140722_34_G1	P{R60B11-p65.AD}	P{R83B04-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502850247917666	JRC_SS01561_VNC_2018_20140722_34_D4	P{R42B02-p65.AD}	P{VT011148-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502838763913314	JRC_SS01560_VNC_2018_20140722_34_C4	P{R31H10-p65.AD}	P{VT040698-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502826428465250	JRC_SS01558_VNC_2018_20140722_34_B4	P{R27E07-p65.AD}	P{VT014958-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502809949044834	JRC_SS01557_VNC_2018_20140722_34_A1	P{R13D04-p65.AD}	P{R65D05-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502802688704610	JRC_SS01556_VNC_2018_20140718_32_H2	P{R11E07-p65.AD}	P{R77F05-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502775362814050	JRC_SS01554_VNC_2018_20140718_32_F1	P{VT063736-p65.AD}	P{VT017647-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697654882435170	JRC_SS01553_VNC_2018_20140718_32_E1	P{VT003476-p65.AD}	P{R89A03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502764814139490	JRC_SS01552_VNC_2018_20140718_32_D4	P{VT061919-p65.AD}	P{VT040698-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502738641682530	JRC_SS01550_VNC_2018_20140718_32_B2	P{VT037583-p65.AD}	P{VT025598-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697629834051682	JRC_SS01549_VNC_2018_20140718_32_A3	P{VT029814-p65.AD}	P{VT003280-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2129697627808202850	JRC_SS01549_VNC_2018_20140718_32_A2	P{VT029814-p65.AD}	P{VT003280-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2043621078776938594	JRC_SS01547_VNC_2018_20140718_31_G4	P{VT049363-p65.AD}	P{VT057283-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2043621064184954978	JRC_SS01546_VNC_2018_20140718_31_F1	P{VT040698-p65.AD}	P{VT028606-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2042502857432760418	JRC_SS01564_VNC_2018_20140722_34_F1	P{R44A07-p65.AD}	P{VT045150-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
20x-VNC-2301139078378160165	JRC_SS00735_VNC_2018_20160715_42_C6	P{R49A07-p65.AD}	P{R55A03-GAL4.DBD}	female organism|adult ventral nervous system	JRC2018UnisexVNC_c
