subject_external_id	object	pub	comment	subject_external_db	relation
1070638914	adult lobula columnar neuron LC41			neuprint_JRC_Hemibrain_1point2point1	is_a
857819389	adult lobula columnar neuron LC41			neuprint_JRC_Hemibrain_1point2point1	is_a
888171826	adult lobula columnar neuron LC41			neuprint_JRC_Hemibrain_1point2point1	is_a
980598738	adult lobula columnar neuron LC41			neuprint_JRC_Hemibrain_1point2point1	is_a
1164374521	adult lobula columnar neuron LC43			neuprint_JRC_Hemibrain_1point2point1	is_a
1163384537	adult lobula columnar neuron LC43			neuprint_JRC_Hemibrain_1point2point1	is_a
1194384626	adult lobula columnar neuron LC43			neuprint_JRC_Hemibrain_1point2point1	is_a
1225114259	adult lobula columnar neuron LC43			neuprint_JRC_Hemibrain_1point2point1	is_a
1226797688	adult lobula columnar neuron LC43			neuprint_JRC_Hemibrain_1point2point1	is_a
1225761499	adult lobula columnar neuron LC43			neuprint_JRC_Hemibrain_1point2point1	is_a
5812993257	adult lobula columnar neuron LC43			neuprint_JRC_Hemibrain_1point2point1	is_a
1007891891	adult lobula columnar neuron LC44			neuprint_JRC_Hemibrain_1point2point1	is_a
1131339501	adult lobula columnar neuron LC44			neuprint_JRC_Hemibrain_1point2point1	is_a
1657539428	adult lobula columnar neuron LC46b			neuprint_JRC_Hemibrain_1point2point1	is_a
1688573830	adult lobula columnar neuron LC46b			neuprint_JRC_Hemibrain_1point2point1	is_a
1720951330	adult lobula columnar neuron LC46b			neuprint_JRC_Hemibrain_1point2point1	is_a
1876125353	adult lobula columnar neuron LC46b			neuprint_JRC_Hemibrain_1point2point1	is_a
1499277688	adult lobula intrinsic neuron Li12			neuprint_JRC_Hemibrain_1point2point1	is_a
5812989161	adult lobula intrinsic neuron Li12			neuprint_JRC_Hemibrain_1point2point1	is_a
1251995567	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1439903052	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1469589825	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1592382424	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1655799516	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1684127680	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1875081952	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1876125752	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1932747064	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1967854158	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1996522484	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
2060285444	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
2059645808	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
2091362570	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
2122060818	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
2155124575	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
2183418336	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
5813031775	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
5901211087	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
5901217847	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
5812993291	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
5812994037	adult lobula intrinsic neuron Li13			neuprint_JRC_Hemibrain_1point2point1	is_a
1254362189	lobula intrinsic neuron Li14			neuprint_JRC_Hemibrain_1point2point1	is_a
1283708500	lobula intrinsic neuron Li14			neuprint_JRC_Hemibrain_1point2point1	is_a
1377512967	lobula intrinsic neuron Li14			neuprint_JRC_Hemibrain_1point2point1	is_a
5813015345	lobula intrinsic neuron Li14			neuprint_JRC_Hemibrain_1point2point1	is_a
1189563993	adult lobula intrinsic neuron Li15			neuprint_JRC_Hemibrain_1point2point1	is_a
1283695650	adult lobula intrinsic neuron Li15			neuprint_JRC_Hemibrain_1point2point1	is_a
1777871882	adult lobula intrinsic neuron Li15			neuprint_JRC_Hemibrain_1point2point1	is_a
1998176218	adult lobula intrinsic neuron Li15			neuprint_JRC_Hemibrain_1point2point1	is_a
1994113270	adult lobula intrinsic neuron Li15			neuprint_JRC_Hemibrain_1point2point1	is_a
5812998041	adult lobula intrinsic neuron Li15			neuprint_JRC_Hemibrain_1point2point1	is_a
1748929680	adult lobula intrinsic neuron Li16			neuprint_JRC_Hemibrain_1point2point1	is_a
1936507376	adult lobula intrinsic neuron Li16			neuprint_JRC_Hemibrain_1point2point1	is_a
1312346567	adult lobula intrinsic neuron Li17			neuprint_JRC_Hemibrain_1point2point1	is_a
1779221851	adult lobula intrinsic neuron Li17			neuprint_JRC_Hemibrain_1point2point1	is_a
1283030884	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1286083010	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1314747047	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1314069729	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1345442381	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1343744386	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1378168833	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1406155403	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1626106552	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1658834715	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1719549300	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1714816347	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1749919261	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1839975232	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1874395413	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1905093552	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1904755969	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1908171744	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1997230776	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
2244482994	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
5812988273	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
5812989421	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
5812995023	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
5813098586	adult lobula intrinsic neuron Li19			neuprint_JRC_Hemibrain_1point2point1	is_a
1343407759	adult lobula intrinsic neuron Li20			neuprint_JRC_Hemibrain_1point2point1	is_a
1378182447	adult lobula intrinsic neuron Li20			neuprint_JRC_Hemibrain_1point2point1	is_a
1877468736	adult lobula intrinsic neuron Li20			neuprint_JRC_Hemibrain_1point2point1	is_a
1747616992	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1748299708	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1748636546	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1779666644	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1777952508	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1777956777	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778293490	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1780012434	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778976384	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778976490	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778980154	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778980197	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778980401	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778984385	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778984560	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778993289	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1778993447	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1779001685	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1779321626	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1780703535	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1781044541	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1808983271	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1808327586	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1808327623	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1809665517	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1809665643	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1809665687	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1809669917	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1809682795	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1810011201	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1811392809	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1810019564	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1807191501	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1811737700	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1810356581	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1810706101	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1811047193	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1839340255	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1839366430	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1839366494	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1842427221	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1842427589	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1842427674	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1842777126	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1842777145	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1840359331	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1840372147	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1841045778	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1841045842	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1841045945	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1841050064	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1841050145	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1841054212	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1841728188	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1841728218	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1872762831	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1873811611	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1870397068	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1873466322	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1873470681	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1871048944	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1871744011	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1871744050	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1871744219	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1873116398	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1901423055	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1901427602	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1901734051	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1901738318	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1902769799	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1932708720	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1963092337	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
2055807838	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
2147906589	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
2152021090	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997052	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997069	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997110	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997111	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997115	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997116	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997117	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997131	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997141	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997144	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997184	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997191	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997196	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997212	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997213	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997220	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997921	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997923	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812997937	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812998048	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812998049	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812998643	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812998647	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812979053	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812998802	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812998819	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812999333	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5813022935	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5813056618	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5813000926	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5813060908	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5813039331	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5813039332	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812991060	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812991061	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812993831	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
5812994421	lobula-lobula plate columnar neuron LLPC3			neuprint_JRC_Hemibrain_1point2point1	is_a
1561398893	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1623460020	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1623464436	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1654831942	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1748269043	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1779304011	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1808327285	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1808327341	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1810338703	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1810339448	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1810343500	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1810343561	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1810343613	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1839020900	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1840700339	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1841032927	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1841037528	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1841041194	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1841373890	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1841378357	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1841378398	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872067880	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872071833	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872408358	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872408426	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872408527	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872413058	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872413403	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872417249	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872417830	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872067203	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872067538	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872067590	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872067662	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1872067692	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1873107977	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1902079225	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1902083604	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1902420328	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1902424947	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1902761612	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1902765793	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1903106696	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1903801936	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1933114336	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1933114509	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1932773383	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1934482795	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1934146082	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1933796079	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1933455580	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1963803666	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1964498840	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
1995188679	lobula plate columnar neuron LPC2			neuprint_JRC_Hemibrain_1point2point1	is_a
