filename	label	is_a	part_of	Template	comment
McKellar_SEZ_neurons_segmented_mn12D	McKellar_SEZ_mn12D	proboscis muscle 12 dorsal motor neuron|expression pattern fragment	male organism|adult brain|P{R10E04-GAL4.DBD} ∩ P{VT050240-p65.AD} expression pattern	JRC2018Unisex_c	"effector genotype: 'pBPhsFlp2::PEST in attP3;; pJFRC201-10XUAS-FRT > STOP > FRT-myr::smGFP-HA in VK00005, pJFRC240-10XUAS-FRT > STOP > FRT-myr::smGFP-V5-THS-10XUAS-FRT > STOP > FRT-myr::smGFP-FLAG in su(Hw)attP1', note: 'Single neurons from stochastic staining are superimposed upon their mirror images to show bilateral arbors'"
