subject_external_db	subject_external_id	relation	object
catmaid_fafb	1088678	is_a	lobula plate tangential neuron H2
catmaid_fafb	1177714	is_a	T4b neuron
catmaid_fafb	1737101	is_a	T4d neuron
catmaid_fafb	1857918	is_a	T4d neuron
catmaid_fafb	1949451	is_a	T4d neuron
catmaid_fafb	2107285	is_a	T4d neuron
catmaid_fafb	2195736	is_a	T4b neuron
catmaid_fafb	5244852	is_a	T4d neuron
catmaid_fafb	5261059	is_a	T4b neuron
catmaid_fafb	5293678	is_a	T4a neuron
catmaid_fafb	5294348	is_a	T4d neuron
catmaid_fafb	5301337	is_a	T4d neuron
catmaid_fafb	5306046	is_a	T4b neuron
catmaid_fafb	5322252	is_a	T4a neuron
catmaid_fafb	5324438	is_a	T4b neuron
catmaid_fafb	5335276	is_a	T4c neuron
catmaid_fafb	5339991	is_a	T4a neuron
catmaid_fafb	5344043	is_a	T4d neuron
catmaid_fafb	5391502	is_a	T4a neuron
catmaid_fafb	5403109	is_a	T4d neuron
catmaid_fafb	5409822	is_a	T4b neuron
catmaid_fafb	5415150	is_a	T4d neuron
catmaid_fafb	5425729	is_a	T4b neuron
catmaid_fafb	5427851	is_a	medullary intrinsic neuron Mi1
catmaid_fafb	5434092	is_a	T4c neuron
catmaid_fafb	5436803	is_a	T4b neuron
catmaid_fafb	5440002	is_a	T4a neuron
catmaid_fafb	5440955	is_a	T4b neuron
catmaid_fafb	5444209	is_a	T4a neuron
catmaid_fafb	5445824	is_a	T4a neuron
catmaid_fafb	5446306	is_a	T4d neuron
catmaid_fafb	5447334	is_a	T4a neuron
catmaid_fafb	5447773	is_a	T4b neuron
catmaid_fafb	5449664	is_a	T4b neuron
catmaid_fafb	5466127	is_a	T4d neuron
catmaid_fafb	5482885	is_a	T4b neuron
catmaid_fafb	5483167	is_a	T4a neuron
catmaid_fafb	5487777	is_a	T4b neuron
catmaid_fafb	5496569	is_a	T4b neuron
catmaid_fafb	5535858	is_a	T4a neuron
catmaid_fafb	5556148	is_a	T4d neuron
catmaid_fafb	5559723	is_a	T4a neuron
catmaid_fafb	5577257	is_a	T4d neuron
catmaid_fafb	5599782	is_a	T4d neuron
catmaid_fafb	5602939	is_a	T4d neuron
catmaid_fafb	5614634	is_a	T4b neuron
catmaid_fafb	5632379	is_a	T4a neuron
catmaid_fafb	5632663	is_a	T4d neuron
catmaid_fafb	5646083	is_a	T4b neuron
